topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789645452.8055048,1789645452.8055048,0.6619
/camera/world/agv3_confidence,1789645452.8055863,1789645452.8055863,0.6561
/camera/world/agv2_confidence,1789645452.8057134,1789645452.8057134,0.6557
/camera/world/agv1_confidence,1789645452.8347929,1789645452.8347929,0.6651
/camera/world/agv2_confidence,1789645452.8350134,1789645452.8350134,0.6558
/camera/world/agv3_confidence,1789645452.8350172,1789645452.8350172,0.6568
/camera/world/agv2_confidence,1789645452.8738515,1789645452.8738515,0.6558
/camera/world/agv3_confidence,1789645452.8741446,1789645452.8741446,0.658
/camera/world/agv1_confidence,1789645452.874163,1789645452.874163,0.6648
/camera/world/agv2_confidence,1789645452.905672,1789645452.905672,0.6558
/camera/world/agv1_confidence,1789645452.9057102,1789645452.9057102,0.6647
/camera/world/agv3_confidence,1789645452.9059315,1789645452.9059315,0.6568
/camera/world/agv1_confidence,1789645452.937116,1789645452.937116,0.6645
/camera/world/agv3_confidence,1789645452.9375193,1789645452.9375193,0.656
/camera/world/agv2_confidence,1789645452.938487,1789645452.938487,0.6559
/camera/world/agv2_confidence,1789645452.9792128,1789645452.9792128,0.6557
/camera/world/agv1_confidence,1789645452.9793036,1789645452.9793036,0.6646
/camera/world/agv3_confidence,1789645452.9796517,1789645452.9796517,0.6574
/camera/world/agv1_confidence,1789645453.006545,1789645453.006545,0.6606
/camera/world/agv2_confidence,1789645453.0065591,1789645453.0065591,0.6557
/camera/world/agv3_confidence,1789645453.0067527,1789645453.0067527,0.6556
/camera/world/agv2_confidence,1789645453.0392392,1789645453.0392392,0.6557
/camera/world/agv1_confidence,1789645453.0392463,1789645453.0392463,0.6645
/camera/world/agv3_confidence,1789645453.0395687,1789645453.0395687,0.6556
/camera/world/agv2_confidence,1789645453.0755177,1789645453.0755177,0.6554
/camera/world/agv1_confidence,1789645453.0755568,1789645453.0755568,0.6596
/camera/world/agv3_confidence,1789645453.0757394,1789645453.0757394,0.6559
/camera/world/agv1_confidence,1789645453.105015,1789645453.105015,0.664
/camera/world/agv2_confidence,1789645453.1050186,1789645453.1050186,0.6555
/camera/world/agv3_confidence,1789645453.1052735,1789645453.1052735,0.6563
/camera/world/agv1_confidence,1789645453.1446044,1789645453.1446044,0.6644
/camera/world/agv3_confidence,1789645453.1446767,1789645453.1446767,0.6564
/camera/world/agv2_confidence,1789645453.1447878,1789645453.1447878,0.6551
/camera/world/agv2_confidence,1789645453.1743677,1789645453.1743677,0.6553
/camera/world/agv1_confidence,1789645453.1744003,1789645453.1744003,0.665
/camera/world/agv3_confidence,1789645453.1744106,1789645453.1744106,0.6558
/camera/world/agv2_confidence,1789645453.2098866,1789645453.2098866,0.6553
/camera/world/agv1_confidence,1789645453.2098982,1789645453.2098982,0.6644
/camera/world/agv3_confidence,1789645453.2100425,1789645453.2100425,0.6559
/camera/world/agv1_confidence,1789645453.2384858,1789645453.2384858,0.6637
/camera/world/agv3_confidence,1789645453.238626,1789645453.238626,0.6569
/camera/world/agv2_confidence,1789645453.2386377,1789645453.2386377,0.6559
/camera/world/agv2_confidence,1789645453.2678466,1789645453.2678466,0.6555
/camera/world/agv3_confidence,1789645453.267866,1789645453.267866,0.6544
/camera/world/agv1_confidence,1789645453.2679276,1789645453.2679276,0.6644
/camera/world/agv1_confidence,1789645453.3060615,1789645453.3060615,0.6642
/camera/world/agv2_confidence,1789645453.3063233,1789645453.3063233,0.6558
/camera/world/agv3_confidence,1789645453.306333,1789645453.306333,0.6569
/camera/world/agv1_confidence,1789645453.3361633,1789645453.3361633,0.6635
/camera/world/agv3_confidence,1789645453.3363843,1789645453.3363843,0.6562
/camera/world/agv2_confidence,1789645453.3363948,1789645453.3363948,0.6559
/camera/world/agv1_confidence,1789645453.3738892,1789645453.3738892,0.6641
/camera/world/agv2_confidence,1789645453.373946,1789645453.373946,0.6557
/camera/world/agv3_confidence,1789645453.3740222,1789645453.3740222,0.6566
/camera/world/agv3_confidence,1789645453.4048622,1789645453.4048622,0.655
/camera/world/agv1_confidence,1789645453.4049397,1789645453.4049397,0.6611
/camera/world/agv2_confidence,1789645453.4049518,1789645453.4049518,0.6559
