stamp,evaluation_active,m2b_agv1_z,m2b_agv1_upsilon,m2b_agv1_phi,m2b_agv1_reference_acceleration,m2b_agv1_zeta_z,m2b_agv1_zeta_v,m2b_agv1_zeta_phi,m2b_agv1_debug_s_actual,m2b_agv1_debug_s_dot_actual,m2b_agv1_position_error,m2b_agv1_velocity_error,m2b_agv1_psi,m2b_agv1_gamma,m2b_agv1_gamma_inverse_upsilon,m2b_agv1_composite_error,m2b_agv1_channel_input_raw,m2b_agv1_channel_input_limited,m2b_agv1_reported_capability,m2b_agv1_delta_inverse,m2b_agv1_mapping_zeta,m2b_agv2_z,m2b_agv2_upsilon,m2b_agv2_phi,m2b_agv2_reference_acceleration,m2b_agv2_zeta_z,m2b_agv2_zeta_v,m2b_agv2_zeta_phi,m2b_agv2_debug_s_actual,m2b_agv2_debug_s_dot_actual,m2b_agv2_position_error,m2b_agv2_velocity_error,m2b_agv2_psi,m2b_agv2_gamma,m2b_agv2_gamma_inverse_upsilon,m2b_agv2_composite_error,m2b_agv2_channel_input_raw,m2b_agv2_channel_input_limited,m2b_agv2_reported_capability,m2b_agv2_delta_inverse,m2b_agv2_mapping_zeta,m2b_agv3_z,m2b_agv3_upsilon,m2b_agv3_phi,m2b_agv3_reference_acceleration,m2b_agv3_zeta_z,m2b_agv3_zeta_v,m2b_agv3_zeta_phi,m2b_agv3_debug_s_actual,m2b_agv3_debug_s_dot_actual,m2b_agv3_position_error,m2b_agv3_velocity_error,m2b_agv3_psi,m2b_agv3_gamma,m2b_agv3_gamma_inverse_upsilon,m2b_agv3_composite_error,m2b_agv3_channel_input_raw,m2b_agv3_channel_input_limited,m2b_agv3_reported_capability,m2b_agv3_delta_inverse,m2b_agv3_mapping_zeta,m2b_delta_z,m2b_delta_w
1789626729.2527573,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.2627566,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.2727578,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.282754,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.2927542,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3027625,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3127658,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3227565,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3327558,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3427584,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3530624,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789626729.3627589,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
