topic,bag_stamp,header_stamp,robot_id,command_seq,control_mode,linear_velocity_reference,angular_velocity_reference,wheel_left_raw,wheel_right_raw,experiment_id,method_id
/agv1/chassis_command,1789531027.5834503,1789531027.5823753,1,140,1,0.03503077151507508,-3.9691127782857377e-07,0.03503079840270614,0.03503074462744402,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.5834503,1789531027.5823753,2,140,1,0.0362838898158122,1.2184477579187332e-08,0.03628388896725788,0.036283890664366526,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.5930166,1789531027.592335,1,141,1,0.03791357225071655,-4.2275315191806645e-07,0.037913600888932225,0.03791354361250088,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.5930185,1789531027.592335,2,141,1,0.03920632359372238,1.2262324700918286e-08,0.039206322739746606,0.03920632444769815,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.5930297,1789531027.592335,3,141,1,0.03906339102364624,1.2118966416784992e-08,0.03906339019469171,0.03906339185260077,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.60304,1789531027.602326,1,142,1,0.041011575622572974,-4.581785634320738e-07,0.04101160666058288,0.04101154458456307,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6030521,1789531027.602326,2,142,1,0.04225775612178442,1.2483562081388723e-08,0.042257755252401184,0.04225775699116766,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6030846,1789531027.602326,3,142,1,0.040151057667094474,1.2883836766758274e-08,0.040151056785821725,0.04015105854836722,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.612872,1789531027.6122632,2,143,1,0.04564397137038261,1.2560309118939545e-08,0.04564397049565454,0.04564397224511069,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.612876,1789531027.6122632,1,143,1,0.044028462499894366,-4.900478601283197e-07,0.04402849569679957,0.04402842930298916,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6128771,1789531027.6122632,3,143,1,0.04520231414129305,1.2387903326731798e-08,0.04520231329394285,0.045202314988643244,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.6231012,1789531027.6222558,1,144,1,0.047257503066112386,-5.327857787530534e-07,0.04725753915817692,0.047257466974047854,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6231809,1789531027.6222558,2,144,1,0.048737328703043425,1.2821431301297813e-08,0.04873732781013022,0.048737329595956634,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6231866,1789531027.6222558,3,144,1,0.046306081951256794,1.3203036498465857e-08,0.04630608104815033,0.04630608285436326,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6335337,1789531027.6322129,2,145,1,0.052254418564655035,1.289631015857715e-08,0.052254417666527095,0.052254419462782975,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.6335342,1789531027.6322129,1,145,1,0.05040205736190621,-5.72020147556178e-07,0.05040209611179201,0.05040201861202042,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6335628,1789531027.6322129,3,145,1,0.052051095542537965,1.2702240760019045e-08,0.05205109467368664,0.05205109641138929,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.6431236,1789531027.6422017,1,146,1,0.0537488387239299,-6.236370095624003e-07,0.05374888097045391,0.053748796477405894,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6431525,1789531027.6422017,2,146,1,0.05543861233219045,1.3201512527713462e-08,0.05543861141280753,0.055438613251573364,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.643172,1789531027.6422017,3,146,1,0.053160283516835244,1.357585470838717e-08,0.053160282588227484,0.053160284445443004,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.6531644,1789531027.652203,1,147,1,0.056997765585810635,-6.71649024925237e-07,0.056997811084772726,0.056997720086848544,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6531653,1789531027.652203,2,147,1,0.05909034060657712,1.3264358410955088e-08,0.059090339682817475,0.059090341530336765,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6531692,1789531027.652203,3,147,1,0.05844639379653297,1.3040376988902238e-08,0.05844639290455265,0.058446394688513294,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.663108,1789531027.6622012,1,148,1,0.06044073826286643,-7.338657323344447e-07,0.06044078797652326,0.0604406885492096,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6631134,1789531027.6622012,2,148,1,0.0623194453726295,1.3610080663635256e-08,0.06231944442479298,0.062319446320466015,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.663118,1789531027.6622012,3,148,1,0.05956046983872045,1.3971664729198625e-08,0.059560468883038724,0.05956047079440218,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.673113,1789531027.672203,1,149,1,0.06375397535467771,-7.917263657342254e-07,0.06375402898793937,0.06375392172141604,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6731172,1789531027.672203,2,149,1,0.06606380210147508,1.3619569823779031e-08,0.06606380115297772,0.06606380304997245,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6731198,1789531027.672203,3,149,1,0.06520056700140674,1.3366052075448378e-08,0.06520056608714977,0.0652005679156637,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.6831064,1789531027.6822016,1,150,1,0.06727602631051138,-8.663198123910692e-07,0.06727608499689496,0.06727596762412781,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.6831093,1789531027.6822016,2,150,1,0.06932692713515212,1.3994269196468583e-08,0.06932692616055985,0.06932692810974439,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6831121,1789531027.6822016,3,150,1,0.06632732090691928,1.4343748689553551e-08,0.06632731992578648,0.06632732188805208,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.693598,1789531027.692294,1,151,1,0.07066599271925912,-9.36695063942712e-07,0.07066605617301491,0.07066592926550333,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv2/chassis_command,1789531027.693602,1789531027.692294,2,151,1,0.0731668162124054,1.3952203157113905e-08,0.0731668152407427,0.07316681718406809,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv3/chassis_command,1789531027.6936052,1789531027.692294,3,151,1,0.07201331835931234,1.3668099096160973e-08,0.07201331742439493,0.07201331929422974,candidate_B_spatial_composite_fake_validation,M2b_M2b
/agv1/chassis_command,1789531027.703471,1789531027.7022336,1,152,1,0.07420073645951383,-1.0249021227722704e-06,0.07420080588860715,0.07420066703042051,candidate_B_spatial_composite_fake_validation,M2b_M2b
