evidence_scope,phase,metric,M1b_R1,M1_R1
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,actual_reference_reduction_mean_mps,-2.4859961395666195e-07,2.0437206813637908e-08
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,actual_reference_reduction_positive_fraction,0.02142857142857143,0.05673758865248227
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,upper_clipping_reduction_peak_mps,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,upper_clipping_reduction_mean_mps,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,actual_reference_reduction_definition,same_run_candidate_common_velocity_minus_published_common_velocity,same_run_candidate_common_velocity_minus_published_common_velocity
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,controller_raw_wheel_peak_mps,0.13158002987481415,0.13179173218688028
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,controller_raw_wheel_rms_mps,0.12179413823797214,0.12191958729495529
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,controller_raw_above_0p150_duration_seconds,0,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,wheel_demand_capability_ratio_peak,0.8223751867175885,0.8236983261680018
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,disturbed_wheel_peak_mps,0.13158002987481415,0.13179173218688028
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,physical_speed_limiter_duration_seconds,0,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,heading_error_peak,0.000723724478128629,0.0007502253476210363
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,heading_error_IAE,0.0015451697488065358,0.0015476782115881314
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,heading_error_rms,0.000536573214112944,0.0005390018023431963
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,support_error_peak,0.0019204223130154239,0.0019321521365880303
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,support_error_IAE,0.005511623808154496,0.0055034986139971915
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,support_error_rms,0.0018383414107673434,0.0018414922872748488
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,rigid_fit_error_peak,0.00032786559754345395,0.00034054909535062827
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,rigid_fit_error_IAE,0.0009498159896995634,0.0009594750427376739
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,rigid_fit_error_rms,0.00031668781056347144,0.00032101324303352287
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,pairwise_side_error_peak,0.0006398590230518586,0.0006667391298218472
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,pairwise_side_error_IAE,0.0018499171277168364,0.0018721026535603944
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,pairwise_side_error_rms,0.000616756365025216,0.0006262996217505465
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,progress_error_peak,0.00043611663338571915,0.00043392926093477335
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,progress_error_IAE,0.0009302234379445174,0.0009247297330327406
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,progress_error_rms,0.000326470340516834,0.00032484575370891834
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,J_risk_0p5,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,J_risk_0p7,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,native_aligned_maximum_spacing_seconds,0.020333290100097656,0.020406723022460938
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,native_aligned_sample_count,280,282
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,controller_raw_above_0p155_duration_seconds,0,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,controller_raw_above_0p160_duration_seconds,0,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,raw_first_above_0p160_relative_seconds,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,applied_wheel_peak_mps,0.13158002987481415,0.13179173218688028
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,physical_speed_limiter_max_continuous_seconds,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,physical_speed_limiter_samples,0,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,physical_speed_limiter_first_relative_seconds,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,physical_speed_limiter_first_input_output,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,lateral_error_peak,0.0016477980814609962,0.0016575652737075264
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,lateral_error_IAE,0.004797976490503996,0.004807877114031569
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,lateral_error_rms,0.0015997159674571097,0.001608171973860529
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,longitudinal_error_peak,0.0003317500823266052,0.0003348477371280532
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,longitudinal_error_IAE,0.0005673452111129759,0.00055546124003716
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,baseline,longitudinal_error_rms,0.00022569324888083576,0.00022159344131014356
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,samples,345,343
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,observation_duration_seconds,3.7000139951705933,3.6997071504592896
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,robust_margin_minimum,0.0,0.1377830142769737
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,robust_margin_p05,0.0,0.2959808868456634
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,robust_margin_mean,0.43384484036659077,0.8108456251427171
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_minimum,0.0,0.12632111337886887
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_p05,0.0,0.28124549827882706
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_mean,0.4271611833251426,0.8054763750760586
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_1p0_duration_seconds,2.419744610786438,1.639594554901123
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_1p0_fraction,0.6539825562672967,0.44316873963864417
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_0p7_duration_seconds,2.279676079750061,1.1097040176391602
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_0p7_fraction,0.6161263397180621,0.2999437448721851
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_0p5_duration_seconds,2.160086512565613,0.7898941040039062
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_margin_below_0p5_fraction,0.5838049573285519,0.21350179132579375
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_contraction_minimum,0.0,2.9716299573823157e-08
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_contraction_peak,0.0,0.02683427018322257
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_contraction_mean,0.0,0.009964528820711088
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_contraction_integral,0.0,0.036865838528942485
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,common_velocity_reference_minimum,0.09994858852127098,0.08016572981677743
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,common_velocity_reference_peak,0.10001983699225203,0.10005162662945404
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,common_velocity_reference_mean,0.09997541347686444,0.09414749996785939
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_boundary_active_fraction,0.0,0.5405950232368574
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,risk_boundary_active_duration_seconds,0,2.000043272972107
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,actual_reference_reduction_peak_mps,2.3639443916673164e-06,0.007772016862376427
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,actual_reference_reduction_mean_mps,-1.1902818255187748e-07,0.0017756167862290951
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,actual_reference_reduction_positive_fraction,0.06666666666666667,0.5685131195335277
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,upper_clipping_reduction_peak_mps,0.0,0.007772016862376427
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,upper_clipping_reduction_mean_mps,0.0,0.001832479517548761
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,actual_reference_reduction_definition,same_run_candidate_common_velocity_minus_published_common_velocity,same_run_candidate_common_velocity_minus_published_common_velocity
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,controller_raw_wheel_peak_mps,0.17741345261405853,0.15873678886621131
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,controller_raw_wheel_rms_mps,0.12709953574382446,0.12032934867613347
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,controller_raw_above_0p150_duration_seconds,2.429693579673767,1.639695644378662
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,wheel_demand_capability_ratio_peak,1.1088340788378657,0.9921049304138208
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,disturbed_wheel_peak_mps,0.1714087810715539,0.14628842067906622
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,physical_speed_limiter_duration_seconds,0.27010834217071533,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,heading_error_peak,0.12893000473546135,0.12056935944556368
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,heading_error_IAE,0.30569072375345346,0.2921420328190626
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,heading_error_rms,0.09294155903512893,0.08867763776633511
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,support_error_peak,0.04581200399032864,0.04139505837351018
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,support_error_IAE,0.0868889353348429,0.08276571075760515
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,support_error_rms,0.027836979895458514,0.026150796045903892
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,rigid_fit_error_peak,0.01999157396231085,0.01835678661672755
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,rigid_fit_error_IAE,0.03726485676702406,0.03557718235103175
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,rigid_fit_error_rms,0.01208465381270737,0.01138084658993431
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,pairwise_side_error_peak,0.038472097618215295,0.035509667709783754
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,pairwise_side_error_IAE,0.07138390538089942,0.06859942856281886
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,pairwise_side_error_rms,0.023158552702923767,0.021976524688966242
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,progress_error_peak,0.01264432728270215,0.010362781064792603
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,progress_error_IAE,0.02407388883683238,0.02013177098342998
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,progress_error_rms,0.007699225209700517,0.006259243937022076
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,J_risk_0p5,0.9690653715297802,0.1237608723626736
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,J_risk_0p7,1.4143348725866887,0.309692769841122
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,native_aligned_maximum_spacing_seconds,0.020298004150390625,0.02042222023010254
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,native_aligned_sample_count,345,343
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,controller_raw_above_0p155_duration_seconds,2.170171618461609,0.7800683975219727
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,controller_raw_above_0p160_duration_seconds,1.6895819902420044,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,raw_first_above_0p160_relative_seconds,2.010432004928589,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,applied_wheel_peak_mps,0.16,0.14628842067906622
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,physical_speed_limiter_max_continuous_seconds,0.27010834217071533,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,physical_speed_limiter_samples,27,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,physical_speed_limiter_first_relative_seconds,3.429905652999878,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,physical_speed_limiter_first_input_output,"{'agv1_left': {'input_degraded_or_raw': 0.11303236631011794, 'applied': 0.11303236631011794}, 'agv1_right': {'input_degraded_or_raw': 0.0929455415045738, 'applied': 0.0929455415045738}, 'agv2_left': {'input_degraded_or_raw': 0.16261324475814984, 'applied': 0.16}, 'agv2_right': {'input_degraded_or_raw': 0.10320654477343752, 'applied': 0.10306390609019593}, 'agv3_left': {'input_degraded_or_raw': 0.08908679777772811, 'applied': 0.08908679777772811}, 'agv3_right': {'input_degraded_or_raw': 0.06881212298334043, 'applied': 0.06881212298334043}}",
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,lateral_error_peak,0.036408874550039556,0.03298737391677233
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,lateral_error_IAE,0.05664746454894717,0.054063594755571286
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,lateral_error_rms,0.019299972045386617,0.01813757925492217
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,longitudinal_error_peak,0.007504281051210766,0.0054334062929144965
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,longitudinal_error_IAE,0.01324661881767124,0.009351468871840723
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,pulse,longitudinal_error_rms,0.004140577989088532,0.002876687183045145
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,samples,1359,1456
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,observation_duration_seconds,14.999837398529053,14.990049123764038
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,robust_margin_minimum,0.0,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,robust_margin_p05,1.0,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,robust_margin_mean,0.9695479445702643,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_minimum,0.0,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_p05,1.0,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_mean,0.9702922211833132,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_1p0_duration_seconds,0.5501043796539307,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_1p0_fraction,0.03667402286026622,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_0p7_duration_seconds,0.49015021324157715,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_0p7_fraction,0.032677035105036764,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_0p5_duration_seconds,0.4501149654388428,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_margin_below_0p5_fraction,0.030007989652140025,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_contraction_minimum,0.0,9.52707150378429e-07
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_contraction_peak,0.0,0.018293361357893015
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_contraction_mean,0.0,0.0018547170187294087
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_contraction_integral,0.0,0.027802299221435022
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,common_velocity_reference_minimum,0.09991869550210265,0.08870663864210698
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,common_velocity_reference_peak,0.1000331109945527,0.1010327848220483
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,common_velocity_reference_mean,0.09996738531345332,0.09974112027153166
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_boundary_active_fraction,0.0,0.10139652867185557
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,risk_boundary_active_duration_seconds,0,1.5199389457702637
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,actual_reference_reduction_peak_mps,3.8955517011052265e-06,0.0031794827725242364
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,actual_reference_reduction_mean_mps,4.3735940320450096e-08,0.0001371333824346128
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,actual_reference_reduction_positive_fraction,0.06916850625459897,0.22321428571428573
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,upper_clipping_reduction_peak_mps,0.0,0.0031794827725242364
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,upper_clipping_reduction_mean_mps,0.0,0.0001342872397631712
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,actual_reference_reduction_definition,same_run_candidate_common_velocity_minus_published_common_velocity,same_run_candidate_common_velocity_minus_published_common_velocity
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,controller_raw_wheel_peak_mps,0.16743686270905667,0.14466260915842127
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,controller_raw_wheel_rms_mps,0.12448066054581611,0.12361682697566033
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,controller_raw_above_0p150_duration_seconds,0.5403826236724854,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,wheel_demand_capability_ratio_peak,1.0464803919316041,0.904141307240133
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,disturbed_wheel_peak_mps,0.16743686270905667,0.14466260915842127
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,physical_speed_limiter_duration_seconds,0.33031415939331055,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,heading_error_peak,0.0366810768430641,0.031544643500891034
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,heading_error_IAE,0.2323509799342794,0.20805932505951708
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,heading_error_rms,0.018351481591389586,0.016469503060400095
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,support_error_peak,0.03996856964077321,0.03419422618109212
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,support_error_IAE,0.2107147875335655,0.1907613469959986
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,support_error_rms,0.01640539145443532,0.014773544326799382
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,rigid_fit_error_peak,0.01716698334425297,0.014362959735722618
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,rigid_fit_error_IAE,0.08382925270442158,0.07494262113655595
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,rigid_fit_error_rms,0.006711369486963984,0.005974346442729858
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,pairwise_side_error_peak,0.03347232845051051,0.029363658974247753
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,pairwise_side_error_IAE,0.16853984490489998,0.15110287988643947
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,pairwise_side_error_rms,0.01363671469957645,0.012213580812188169
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,progress_error_peak,0.010394743329026124,0.006175210625940064
