stamp,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,mapped_path_capability_available,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi
1788935362.1439815,nan,nan,nan,nan,True,False,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788935362.1540065,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.1640117,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.1740093,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.1840115,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.194028,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2039917,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2139726,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2239916,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.234036,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2439795,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2539785,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2639763,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2739744,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2839751,0.0,0.0,0.0,0.0,True,False,nan,nan,nan,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1788935362.2940075,5.088968034955725e-08,5.088968034955725e-08,-0.009999999999999998,0.09,True,True,-0.1499999999999911,0.1499999999999911,-0.15000000000000718,0.15000000000000718,-0.15000000000000718,0.15000000000000718,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0
1788935362.3041084,4.048940342028416e-07,4.048940342028416e-07,-0.009999999999999998,0.09,True,True,-0.14999999999999994,0.14999999999999994,-0.14999999999999994,0.14999999999999994,-0.14999999999999994,0.14999999999999994,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0
1788935362.3141067,1.3580532530206745e-06,1.3580532530206745e-06,-0.009999999999999998,0.09,True,True,-0.15000000000000113,0.15000000000000113,-0.15000000000000113,0.15000000000000113,-0.15000000000000113,0.15000000000000113,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0
1788935362.3241901,3.2323026389225497e-06,3.2323026389225497e-06,-0.009999999999999998,0.09,True,True,-0.14999999999999913,0.14999999999999913,-0.14999999999999913,0.14999999999999913,-0.14999999999999913,0.14999999999999913,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00319992416,0.08,0.0,0.0,0.0,0.0
1788935362.3340492,6.224554719568816e-06,6.224554719568816e-06,-0.009999999999999998,0.09,True,True,-0.1499999999999888,0.1499999999999888,-0.15000000000000488,0.15000000000000488,-0.15000000000000488,0.15000000000000488,-0.015,0.095,1.0,0.0,0.0,0.006368244720654196,0.08000053920087226,0.0,-1.1347120000000049e-05,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00636784032,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.006368103180425228,0.08000035048056697,0.0,-7.3756280000000314e-06,0.0,0.0
1788935362.3440442,1.067037989239779e-05,1.067037989239779e-05,-0.009999999999999998,0.09,True,True,-0.1499999999999923,0.1499999999999923,-0.15000000000000838,0.15000000000000838,-0.15000000000000838,0.15000000000000838,-0.015,0.095,1.0,0.0,0.0,0.006368244720654196,0.08000053920087226,0.0,-1.1347120000000049e-05,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00636784032,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.006368103180425228,0.08000035048056697,0.0,-7.3756280000000314e-06,0.0,0.0
1788935362.3539777,1.683741595656505e-05,1.683741595656505e-05,-0.009999999999999998,0.09,True,True,-0.14999999999999533,0.14999999999999533,-0.15000000000000335,0.15000000000000335,-0.15000000000000335,0.15000000000000335,-0.015,0.095,1.0,0.0,0.0,0.006368244720654196,0.08000053920087226,0.0,-1.1347120000000049e-05,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00636784032,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.006368103180425228,0.08000035048056697,0.0,-7.3756280000000314e-06,0.0,0.0
1788935362.363975,2.4983206090527166e-05,2.4983206090527166e-05,-0.009999999999999998,0.09,True,True,-0.14999999999999294,0.14999999999999294,-0.15000000000000902,0.15000000000000902,-0.15000000000000902,0.15000000000000902,-0.015,0.095,1.0,0.0,0.0,0.006368244720654196,0.08000053920087226,0.0,-1.1347120000000049e-05,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.00636784032,0.08,0.0,0.0,0.0,0.0,-0.015,0.095,1.0,0.0,0.0,0.006368103180425228,0.08000035048056697,0.0,-7.3756280000000314e-06,0.0,0.0
1788935362.3739886,3.537712146069655e-05,3.537712146069655e-05,-0.009999999999999998,0.09,True,True,-0.14999999999998923,0.14999999999998923,-0.1500000000000053,0.1500000000000053,-0.1500000000000053,0.1500000000000053,-0.015,0.095,1.0,0.0,0.0,0.009576252711598553,0.08000176894903012,0.0,-3.218404650843273e-05,1.2293779887428968e-06,0.0,-0.015,0.095,1.0,0.0,0.0,0.009574689672634102,0.0800002624996397,0.0,-6.672610794239073e-07,-8.896814392284069e-07,0.0,-0.015,0.095,1.0,0.0,0.0,0.009575707281982218,0.08000125951256454,0.0,-2.1198464481549627e-05,4.273166912739657e-07,0.0
