stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789196429.1436234,True,7.18996809452773e-05,-8.622656434159576e-05,7.18996809452773e-05,0.00016284218440882714,-0.00043417654746499503,nan,nan,nan,nan,nan,False,0.19996188243047386,0.002257661346983686,0.02453666441022384,0.18213724941823234,0.001820216517422838,0.02453666441022384,0.008932168661344636,nan,nan,-7.268340022253901e-05,nan,nan,nan,nan,nan,-0.18844620251096755,0.15093159002957168,0.022019612950688886,-0.08939022167102499,0.15311311698034058,0.02201961295068889,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,-0.19152499927109412,-0.15857997172084515,0.04174774120965408,-0.09253132870437163,-0.15444480694453694,0.04174774120965408,0.0,nan,nan,0.0,nan,nan,nan,nan,nan
1789196429.1536324,True,7.69720755122901e-05,-2.125928855310986e-05,7.69720755122901e-05,0.00015074582225353217,-0.0005014327915468637,0.0,0.0,0.0,0.0,0.0,False,0.1999770151206124,0.0022248016820288763,0.024729062740465046,0.18215246660193338,0.001783927430956942,0.024729062740465046,0.008947385845045664,nan,nan,6.142163713473717e-05,0.0,0.0,0.0,0.0,0.0,-0.18844620251096755,0.15093159002957168,0.022019612950688886,-0.08939022167102499,0.15311311698034058,0.02201961295068889,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19152499927109412,-0.15857997172084515,0.04174774120965408,-0.09253132870437163,-0.15444480694453694,0.04174774120965408,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.1636355,True,9.237512961330722e-05,0.00012060771018477707,9.237512961330722e-05,0.00019625436987849573,-0.0005331792848423575,0.0,0.0,0.0,0.0,0.0,False,0.1999770151206124,0.0022248016820288763,0.024729062740465046,0.18215246660193338,0.001783927430956942,0.024729062740465046,0.008947385845045673,nan,nan,5.5279473421371506e-05,0.0,0.0,0.0,0.0,0.0,-0.18845347865609507,0.15092293161973114,0.02165465727439564,-0.08939670825229051,0.15306830738354255,0.02165465727439564,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19146831729560276,-0.15849298648752053,0.042700851628989955,-0.09247863296080305,-0.154263471704864,0.042700851628989955,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.1736178,True,9.237512961330722e-05,0.00010854693916629936,9.237512961330722e-05,0.00019625436987849573,-0.0005331792848423575,0.0,0.0,0.0,0.0,0.0,False,0.1999770151206124,0.0022248016820288763,0.024729062740465046,0.18215246660193338,0.001783927430956942,0.024729062740465046,0.008947385845045673,nan,nan,4.975152607923436e-05,0.0,0.0,0.0,0.0,0.0,-0.18845347865609507,0.15092293161973114,0.02165465727439564,-0.08939670825229051,0.15306830738354255,0.02165465727439564,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19146831729560276,-0.15849298648752053,0.042700851628989955,-0.09247863296080305,-0.154263471704864,0.042700851628989955,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.183626,True,9.237512961330722e-05,9.769224524966944e-05,9.237512961330722e-05,0.00019625436987849573,-0.0005331792848423575,0.0,0.0,0.0,0.0,0.0,False,0.1999770151206124,0.0022248016820288763,0.024729062740465046,0.18215246660193338,0.001783927430956942,0.024729062740465046,0.008947385845045673,nan,nan,4.4776373471310924e-05,0.0,0.0,0.0,0.0,0.0,-0.18845347865609507,0.15092293161973114,0.02165465727439564,-0.08939670825229051,0.15306830738354255,0.02165465727439564,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19146831729560276,-0.15849298648752053,0.042700851628989955,-0.09247863296080305,-0.154263471704864,0.042700851628989955,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.193621,True,8.538188325943793e-05,9.804875537157548e-06,8.538188325943793e-05,0.00022569996634192824,-0.0007876265313836649,0.0,0.0,0.0,0.0,0.0,False,0.19999188586021543,0.002231635803131349,0.024616964820370457,0.18216728803244112,0.0017927596496407994,0.024616964820370457,0.008962207275553424,nan,nan,0.00016378771183857098,0.0,0.0,0.0,0.0,0.0,-0.18840631041347056,0.15106765090819707,0.023221259105242753,-0.08935302251247412,0.15336820649377064,0.023221259105242753,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19155303591292394,-0.1585891065165036,0.041445456068123,-0.09255811987018879,-0.15448386624438565,0.041445456068123,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.2036247,True,8.538188325943793e-05,8.824387983441794e-06,8.538188325943793e-05,0.00022569996634192824,-0.0007876265313836649,0.0,0.0,0.0,0.0,0.0,False,0.19999188586021543,0.002231635803131349,0.024616964820370457,0.18216728803244112,0.0017927596496407994,0.024616964820370457,0.00896220727555342,nan,nan,0.00014740894065467066,0.0,0.0,0.0,0.0,0.0,-0.18840631041347056,0.15106765090819707,0.023221259105242753,-0.08935302251247412,0.15336820649377064,0.023221259105242753,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19155303591292394,-0.1585891065165036,0.041445456068123,-0.09255811987018879,-0.15448386624438565,0.041445456068123,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.2136188,True,8.538188325943793e-05,7.941949185097614e-06,8.538188325943793e-05,0.00022569996634192824,-0.0007876265313836649,0.0,0.0,0.0,0.0,0.0,False,0.19999188586021543,0.002231635803131349,0.024616964820370457,0.18216728803244112,0.0017927596496407994,0.024616964820370457,0.00896220727555342,nan,nan,0.0001326680465892036,0.0,0.0,0.0,0.0,0.0,-0.18840631041347056,0.15106765090819707,0.023221259105242753,-0.08935302251247412,0.15336820649377064,0.023221259105242753,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19155303591292394,-0.1585891065165036,0.041445456068123,-0.09255811987018879,-0.15448386624438565,0.041445456068123,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.2236087,True,0.00010388678855883146,0.00017664285890684693,0.00010388678855883146,0.00027551633309485135,-0.0010466204094532147,0.0,0.0,0.0,0.0,0.0,False,0.20000835206388057,0.0021655862555953753,0.024927356926051525,0.18218389131843737,0.0017211775088823624,0.024927356926051525,0.008978810561549682,nan,nan,0.00032832101772983633,0.0,0.0,0.0,0.0,0.0,-0.18841235618080154,0.15103727058999383,0.02283376654768654,-0.08935818426810914,0.15329944359195005,0.02283376654768654,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19150245620709594,-0.15845331853922917,0.04300120460463508,-0.09251404668465185,-0.15419407210154787,0.04300120460463508,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789196429.2335947,True,0.00010388678855883146,0.00015897857301616224,0.00010388678855883146,0.00027551633309485135,-0.0010466204094532147,0.0,0.0,0.0,0.0,0.0,False,0.20000835206388057,0.0021655862555953753,0.024927356926051525,0.18218389131843737,0.0017211775088823624,0.024927356926051525,0.008978810561549685,nan,nan,0.00029548891595688147,0.0,0.0,0.0,0.0,0.0,-0.18841235618080154,0.15103727058999383,0.02283376654768654,-0.08935818426810914,0.15329944359195005,0.02283376654768654,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19150245620709594,-0.15845331853922917,0.04300120460463508,-0.09251404668465185,-0.15419407210154787,0.04300120460463508,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
