stamp,common_velocity_reference,mapped_common_velocity_lower,mapped_common_velocity_upper,evaluation_active,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi
1788412647.3254778,0.049947224143403,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.19811910927143367,0.04995373041383867,0.0,7.37510776062766e-05,-2.9083583687326824e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.1981540853223437,0.049940437826430435,0.0,5.925503720530245e-05,-1.9375976699237407e-05,0.0,-0.03,0.27027256603412914,0.3851670685621668,0.338529425722984,0.3216029544368348,0.19812976658826534,0.049947504189939915,0.0,6.738843051567605e-05,-3.2332684383784224e-05,0.0
1788412647.3354278,0.049947224143403,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.19811910927143367,0.04995373041383867,0.0,7.37510776062766e-05,-2.9083583687326824e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.1981540853223437,0.049940437826430435,0.0,5.925503720530245e-05,-1.9375976699237407e-05,0.0,-0.03,0.27027256603412914,0.3851670685621668,0.338529425722984,0.3216029544368348,0.19812976658826534,0.049947504189939915,0.0,6.738843051567605e-05,-3.2332684383784224e-05,0.0
1788412647.3454611,0.04994728670845764,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20011662795271906,0.0499539496572685,0.0,7.29239170583484e-05,-2.7996019634084195e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20015156290784897,0.04994029627520788,0.0,5.929478498836738e-05,-2.0358950917717666e-05,0.0,-0.03,0.27179735177026865,0.3840626830023526,0.33968900893713305,0.3227045584902764,0.20012725625089747,0.04994761419289654,0.0,6.681115925947779e-05,-3.2036892148584734e-05,0.0
1788412647.3554637,0.04994728670845764,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20011662795271906,0.0499539496572685,0.0,7.29239170583484e-05,-2.7996019634084195e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20015156290784897,0.04994029627520788,0.0,5.929478498836738e-05,-2.0358950917717666e-05,0.0,-0.03,0.27179735177026865,0.3840626830023526,0.33968900893713305,0.3227045584902764,0.20012725625089747,0.04994761419289654,0.0,6.681115925947779e-05,-3.2036892148584734e-05,0.0
1788412647.3655999,0.04994728670845764,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20011662795271906,0.0499539496572685,0.0,7.29239170583484e-05,-2.7996019634084195e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20015156290784897,0.04994029627520788,0.0,5.929478498836738e-05,-2.0358950917717666e-05,0.0,-0.03,0.27179735177026865,0.3840626830023526,0.33968900893713305,0.3227045584902764,0.20012725625089747,0.04994761419289654,0.0,6.681115925947779e-05,-3.2036892148584734e-05,0.0
1788412647.375436,0.04994728670845764,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20011662795271906,0.0499539496572685,0.0,7.29239170583484e-05,-2.7996019634084195e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20015156290784897,0.04994029627520788,0.0,5.929478498836738e-05,-2.0358950917717666e-05,0.0,-0.03,0.27179735177026865,0.3840626830023526,0.33968900893713305,0.3227045584902764,0.20012725625089747,0.04994761419289654,0.0,6.681115925947779e-05,-3.2036892148584734e-05,0.0
1788412647.385469,0.049947409173335504,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20210128117603907,0.04995420613452591,0.0,7.026680904649307e-05,-2.7328589173311585e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20213606772367265,0.04994023908581365,0.0,5.9241612081400996e-05,-2.0971299749282524e-05,0.0,-0.03,0.2732534494777266,0.3827988574508299,0.34101974760555787,0.32396876022528,0.20211184557360123,0.04994778229966693,0.0,6.501223717463451e-05,-3.180122842615827e-05,0.0
1788412647.3954387,0.049947409173335504,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20210128117603907,0.04995420613452591,0.0,7.026680904649307e-05,-2.7328589173311585e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20213606772367265,0.04994023908581365,0.0,5.9241612081400996e-05,-2.0971299749282524e-05,0.0,-0.03,0.2732534494777266,0.3827988574508299,0.34101974760555787,0.32396876022528,0.20211184557360123,0.04994778229966693,0.0,6.501223717463451e-05,-3.180122842615827e-05,0.0
1788412647.405467,0.049947409173335504,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20210128117603907,0.04995420613452591,0.0,7.026680904649307e-05,-2.7328589173311585e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20213606772367265,0.04994023908581365,0.0,5.9241612081400996e-05,-2.0971299749282524e-05,0.0,-0.03,0.2732534494777266,0.3827988574508299,0.34101974760555787,0.32396876022528,0.20211184557360123,0.04994778229966693,0.0,6.501223717463451e-05,-3.180122842615827e-05,0.0
1788412647.4154592,0.049947409173335504,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20210128117603907,0.04995420613452591,0.0,7.026680904649307e-05,-2.7328589173311585e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20213606772367265,0.04994023908581365,0.0,5.9241612081400996e-05,-2.0971299749282524e-05,0.0,-0.03,0.2732534494777266,0.3827988574508299,0.34101974760555787,0.32396876022528,0.20211184557360123,0.04994778229966693,0.0,6.501223717463451e-05,-3.180122842615827e-05,0.0
1788412647.4254754,0.04994803419439936,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20408111841032928,0.04995530724697337,0.0,5.073486035581108e-05,-2.6687748874647248e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20411505549922937,0.04994026415359757,0.0,5.9008697705004165e-05,-2.1510262565541116e-05,0.0,-0.03,0.2746460945683305,0.38137289703348665,0.34252602107218433,0.3253997200185751,0.20409137643289035,0.04994853118262714,0.0,5.2178628319161945e-05,-3.153735925039738e-05,0.0
1788412647.435432,0.04994803419439936,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20408111841032928,0.04995530724697337,0.0,5.073486035581108e-05,-2.6687748874647248e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20411505549922937,0.04994026415359757,0.0,5.9008697705004165e-05,-2.1510262565541116e-05,0.0,-0.03,0.2746460945683305,0.38137289703348665,0.34252602107218433,0.3253997200185751,0.20409137643289035,0.04994853118262714,0.0,5.2178628319161945e-05,-3.153735925039738e-05,0.0
1788412647.445495,0.04994803419439936,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20408111841032928,0.04995530724697337,0.0,5.073486035581108e-05,-2.6687748874647248e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20411505549922937,0.04994026415359757,0.0,5.9008697705004165e-05,-2.1510262565541116e-05,0.0,-0.03,0.2746460945683305,0.38137289703348665,0.34252602107218433,0.3253997200185751,0.20409137643289035,0.04994853118262714,0.0,5.2178628319161945e-05,-3.153735925039738e-05,0.0
1788412647.4554813,0.04994803419439936,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20408111841032928,0.04995530724697337,0.0,5.073486035581108e-05,-2.6687748874647248e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20411505549922937,0.04994026415359757,0.0,5.9008697705004165e-05,-2.1510262565541116e-05,0.0,-0.03,0.2746460945683305,0.38137289703348665,0.34252602107218433,0.3253997200185751,0.20409137643289035,0.04994853118262714,0.0,5.2178628319161945e-05,-3.153735925039738e-05,0.0
1788412647.4654815,0.04994903658748867,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2060657522487308,0.04995682380004084,0.0,3.526935338037938e-05,-2.4228808173849815e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20609829179661754,0.04994059334682564,0.0,5.761615523910968e-05,-2.331012240536917e-05,0.0,-0.03,0.2759813335903729,0.37979155865202585,0.34420241485295494,0.32699229411030717,0.2060755174983104,0.04994969261559955,0.0,4.151342558861293e-05,-3.06085537397749e-05,0.0
1788412647.4754565,0.04994903658748867,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2060657522487308,0.04995682380004084,0.0,3.526935338037938e-05,-2.4228808173849815e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20609829179661754,0.04994059334682564,0.0,5.761615523910968e-05,-2.331012240536917e-05,0.0,-0.03,0.2759813335903729,0.37979155865202585,0.34420241485295494,0.32699229411030717,0.2060755174983104,0.04994969261559955,0.0,4.151342558861293e-05,-3.06085537397749e-05,0.0
1788412647.4855707,0.04994903658748867,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2060657522487308,0.04995682380004084,0.0,3.526935338037938e-05,-2.4228808173849815e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20609829179661754,0.04994059334682564,0.0,5.761615523910968e-05,-2.331012240536917e-05,0.0,-0.03,0.2759813335903729,0.37979155865202585,0.34420241485295494,0.32699229411030717,0.2060755174983104,0.04994969261559955,0.0,4.151342558861293e-05,-3.06085537397749e-05,0.0
1788412647.4954789,0.04994903658748867,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2060657522487308,0.04995682380004084,0.0,3.526935338037938e-05,-2.4228808173849815e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20609829179661754,0.04994059334682564,0.0,5.761615523910968e-05,-2.331012240536917e-05,0.0,-0.03,0.2759813335903729,0.37979155865202585,0.34420241485295494,0.32699229411030717,0.2060755174983104,0.04994969261559955,0.0,4.151342558861293e-05,-3.06085537397749e-05,0.0
1788412647.5054805,0.049950273144034885,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20806927496243027,0.04995843082104756,0.0,2.5413451180444902e-05,-2.1240799190941337e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20810008355197623,0.04994130559375265,0.0,5.5313846193866256e-05,-2.5329721989097997e-05,0.0,-0.03,0.27726704036076355,0.37805412777207514,0.3460515756562564,0.32874899687344356,0.2080784392227495,0.049951083017304436,0.0,3.413269275834993e-05,-2.930547863942286e-05,0.0
1788412647.515463,0.049950273144034885,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20806927496243027,0.04995843082104756,0.0,2.5413451180444902e-05,-2.1240799190941337e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20810008355197623,0.04994130559375265,0.0,5.5313846193866256e-05,-2.5329721989097997e-05,0.0,-0.03,0.27726704036076355,0.37805412777207514,0.3460515756562564,0.32874899687344356,0.2080784392227495,0.049951083017304436,0.0,3.413269275834993e-05,-2.930547863942286e-05,0.0
1788412647.5254607,0.049950273144034885,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20806927496243027,0.04995843082104756,0.0,2.5413451180444902e-05,-2.1240799190941337e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20810008355197623,0.04994130559375265,0.0,5.5313846193866256e-05,-2.5329721989097997e-05,0.0,-0.03,0.27726704036076355,0.37805412777207514,0.3460515756562564,0.32874899687344356,0.2080784392227495,0.049951083017304436,0.0,3.413269275834993e-05,-2.930547863942286e-05,0.0
1788412647.5354648,0.049950273144034885,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.20806927496243027,0.04995843082104756,0.0,2.5413451180444902e-05,-2.1240799190941337e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.20810008355197623,0.04994130559375265,0.0,5.5313846193866256e-05,-2.5329721989097997e-05,0.0,-0.03,0.27726704036076355,0.37805412777207514,0.3460515756562564,0.32874899687344356,0.2080784392227495,0.049951083017304436,0.0,3.413269275834993e-05,-2.930547863942286e-05,0.0
1788412647.5455673,0.049951383276701095,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21006708501387145,0.04995951483641845,0.0,2.880811462899202e-05,-1.8565708663029188e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21009635698917897,0.049942362212541544,0.0,5.245291877270519e-05,-2.690265084669824e-05,0.0,-0.03,0.2784860391702991,0.3761591188055377,0.3480771887934997,0.3306733293538247,0.21007572655638443,0.04995227278114329,0.0,3.516012131583174e-05,-2.7896858194832396e-05,0.0
1788412647.5555418,0.049951383276701095,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21006708501387145,0.04995951483641845,0.0,2.880811462899202e-05,-1.8565708663029188e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21009635698917897,0.049942362212541544,0.0,5.245291877270519e-05,-2.690265084669824e-05,0.0,-0.03,0.2784860391702991,0.3761591188055377,0.3480771887934997,0.3306733293538247,0.21007572655638443,0.04995227278114329,0.0,3.516012131583174e-05,-2.7896858194832396e-05,0.0
1788412647.5655951,0.049951383276701095,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21006708501387145,0.04995951483641845,0.0,2.880811462899202e-05,-1.8565708663029188e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21009635698917897,0.049942362212541544,0.0,5.245291877270519e-05,-2.690265084669824e-05,0.0,-0.03,0.2784860391702991,0.3761591188055377,0.3480771887934997,0.3306733293538247,0.21007572655638443,0.04995227278114329,0.0,3.516012131583174e-05,-2.7896858194832396e-05,0.0
1788412647.5754564,0.049951383276701095,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21006708501387145,0.04995951483641845,0.0,2.880811462899202e-05,-1.8565708663029188e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21009635698917897,0.049942362212541544,0.0,5.245291877270519e-05,-2.690265084669824e-05,0.0,-0.03,0.2784860391702991,0.3761591188055377,0.3480771887934997,0.3306733293538247,0.21007572655638443,0.04995227278114329,0.0,3.516012131583174e-05,-2.7896858194832396e-05,0.0
1788412647.5854847,0.04995247984058807,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21207932704442622,0.04996045930266992,0.0,2.901340455358501e-05,-1.7538895484511813e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21210715017818665,0.049943571272962284,0.0,4.990240810207047e-05,-2.7063192478651854e-05,0.0,-0.03,0.2796496450043393,0.3741219450198153,0.3502649825490414,0.3327517334215893,0.21208748577026765,0.049953408946132025,0.0,3.427890286575446e-05,-2.690576787525191e-05,0.0
1788412647.5954905,0.04995247984058807,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21207932704442622,0.04996045930266992,0.0,2.901340455358501e-05,-1.7538895484511813e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21210715017818665,0.049943571272962284,0.0,4.990240810207047e-05,-2.7063192478651854e-05,0.0,-0.03,0.2796496450043393,0.3741219450198153,0.3502649825490414,0.3327517334215893,0.21208748577026765,0.049953408946132025,0.0,3.427890286575446e-05,-2.690576787525191e-05,0.0
1788412647.605601,0.04995247984058807,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21207932704442622,0.04996045930266992,0.0,2.901340455358501e-05,-1.7538895484511813e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21210715017818665,0.049943571272962284,0.0,4.990240810207047e-05,-2.7063192478651854e-05,0.0,-0.03,0.2796496450043393,0.3741219450198153,0.3502649825490414,0.3327517334215893,0.21208748577026765,0.049953408946132025,0.0,3.427890286575446e-05,-2.690576787525191e-05,0.0
1788412647.615464,0.04995247984058807,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21207932704442622,0.04996045930266992,0.0,2.901340455358501e-05,-1.7538895484511813e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21210715017818665,0.049943571272962284,0.0,4.990240810207047e-05,-2.7063192478651854e-05,0.0,-0.03,0.2796496450043393,0.3741219450198153,0.3502649825490414,0.3327517334215893,0.21208748577026765,0.049953408946132025,0.0,3.427890286575446e-05,-2.690576787525191e-05,0.0
1788412647.6254969,0.04995317406055466,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21407745072347686,0.049960633854984365,0.0,4.345257999271433e-05,-1.7012382392123085e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21410445255557645,0.049944843264952604,0.0,4.748754167943625e-05,-2.6725702877379576e-05,0.0,-0.03,0.28074066592725794,0.371943146064984,0.352616646433048,0.3349858141113956,0.21408535301514584,0.04995404506172703,0.0,4.273749592813986e-05,-2.608679707476331e-05,0.0
1788412647.6354284,0.04995317406055466,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21407745072347686,0.049960633854984365,0.0,4.345257999271433e-05,-1.7012382392123085e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21410445255557645,0.049944843264952604,0.0,4.748754167943625e-05,-2.6725702877379576e-05,0.0,-0.03,0.28074066592725794,0.371943146064984,0.352616646433048,0.3349858141113956,0.21408535301514584,0.04995404506172703,0.0,4.273749592813986e-05,-2.608679707476331e-05,0.0
1788412647.645492,0.04995317406055466,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21407745072347686,0.049960633854984365,0.0,4.345257999271433e-05,-1.7012382392123085e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21410445255557645,0.049944843264952604,0.0,4.748754167943625e-05,-2.6725702877379576e-05,0.0,-0.03,0.28074066592725794,0.371943146064984,0.352616646433048,0.3349858141113956,0.21408535301514584,0.04995404506172703,0.0,4.273749592813986e-05,-2.608679707476331e-05,0.0
1788412647.6555605,0.04995317406055466,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21407745072347686,0.049960633854984365,0.0,4.345257999271433e-05,-1.7012382392123085e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21410445255557645,0.049944843264952604,0.0,4.748754167943625e-05,-2.6725702877379576e-05,0.0,-0.03,0.28074066592725794,0.371943146064984,0.352616646433048,0.3349858141113956,0.21408535301514584,0.04995404506172703,0.0,4.273749592813986e-05,-2.608679707476331e-05,0.0
1788412647.6654816,0.049953991842758776,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21608715569505774,0.04996119103328955,0.0,3.9128558042172946e-05,-1.830452037800688e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2161132692742617,0.04994595774754116,0.0,4.6101372530193974e-05,-2.4992386806185762e-05,0.0,-0.03,0.28177235938336964,0.36962628512065604,0.35513074590720867,0.3373742086118482,0.21609478101623747,0.04995482674744562,0.0,3.945272774940196e-05,-2.593994770887787e-05,0.0
1788412647.6755252,0.049953991842758776,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21608715569505774,0.04996119103328955,0.0,3.9128558042172946e-05,-1.830452037800688e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2161132692742617,0.04994595774754116,0.0,4.6101372530193974e-05,-2.4992386806185762e-05,0.0,-0.03,0.28177235938336964,0.36962628512065604,0.35513074590720867,0.3373742086118482,0.21609478101623747,0.04995482674744562,0.0,3.945272774940196e-05,-2.593994770887787e-05,0.0
1788412647.6854773,0.049953991842758776,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21608715569505774,0.04996119103328955,0.0,3.9128558042172946e-05,-1.830452037800688e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2161132692742617,0.04994595774754116,0.0,4.6101372530193974e-05,-2.4992386806185762e-05,0.0,-0.03,0.28177235938336964,0.36962628512065604,0.35513074590720867,0.3373742086118482,0.21609478101623747,0.04995482674744562,0.0,3.945272774940196e-05,-2.593994770887787e-05,0.0
1788412647.6955268,0.049953991842758776,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21608715569505774,0.04996119103328955,0.0,3.9128558042172946e-05,-1.830452037800688e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2161132692742617,0.04994595774754116,0.0,4.6101372530193974e-05,-2.4992386806185762e-05,0.0,-0.03,0.28177235938336964,0.36962628512065604,0.35513074590720867,0.3373742086118482,0.21609478101623747,0.04995482674744562,0.0,3.945272774940196e-05,-2.593994770887787e-05,0.0
1788412647.7055929,0.049954454436659974,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21809351658316584,0.04996114952064816,0.0,5.2021258910039914e-05,-1.848425228692801e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21811928625270327,0.049947024122262,0.0,4.4601837228180896e-05,-2.4102285652846667e-05,0.0,-0.03,0.2827363972109264,0.3671822913066198,0.35779787537037533,0.33990798160185653,0.2181010561140901,0.04995518966706978,0.0,4.732126947394751e-05,-2.5585042931030103e-05,0.0
1788412647.715462,0.049954454436659974,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21809351658316584,0.04996114952064816,0.0,5.2021258910039914e-05,-1.848425228692801e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21811928625270327,0.049947024122262,0.0,4.4601837228180896e-05,-2.4102285652846667e-05,0.0,-0.03,0.2827363972109264,0.3671822913066198,0.35779787537037533,0.33990798160185653,0.2181010561140901,0.04995518966706978,0.0,4.732126947394751e-05,-2.5585042931030103e-05,0.0
1788412647.7255042,0.049954454436659974,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21809351658316584,0.04996114952064816,0.0,5.2021258910039914e-05,-1.848425228692801e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21811928625270327,0.049947024122262,0.0,4.4601837228180896e-05,-2.4102285652846667e-05,0.0,-0.03,0.2827363972109264,0.3671822913066198,0.35779787537037533,0.33990798160185653,0.2181010561140901,0.04995518966706978,0.0,4.732126947394751e-05,-2.5585042931030103e-05,0.0
1788412647.735466,0.049954454436659974,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.21809351658316584,0.04996114952064816,0.0,5.2021258910039914e-05,-1.848425228692801e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.21811928625270327,0.049947024122262,0.0,4.4601837228180896e-05,-2.4102285652846667e-05,0.0,-0.03,0.2827363972109264,0.3671822913066198,0.35779787537037533,0.33990798160185653,0.2181010561140901,0.04995518966706978,0.0,4.732126947394751e-05,-2.5585042931030103e-05,0.0
1788412647.7455156,0.0499546645417688,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.22009969975481228,0.0499608431261118,0.0,6.158898888904969e-05,-1.9957198102976683e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2201255379589799,0.04994787778837805,0.0,4.399980815059101e-05,-2.2290943193940815e-05,0.0,-0.03,0.2836338980978701,0.36461566813003665,0.36061558829889007,0.34258480888394555,0.22010729576428165,0.049955272710816526,0.0,5.3405865284884835e-05,-2.5729054459571263e-05,0.0
1788412647.755446,0.0499546645417688,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.22009969975481228,0.0499608431261118,0.0,6.158898888904969e-05,-1.9957198102976683e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2201255379589799,0.04994787778837805,0.0,4.399980815059101e-05,-2.2290943193940815e-05,0.0,-0.03,0.2836338980978701,0.36461566813003665,0.36061558829889007,0.34258480888394555,0.22010729576428165,0.049955272710816526,0.0,5.3405865284884835e-05,-2.5729054459571263e-05,0.0
1788412647.765475,0.0499546645417688,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.22009969975481228,0.0499608431261118,0.0,6.158898888904969e-05,-1.9957198102976683e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2201255379589799,0.04994787778837805,0.0,4.399980815059101e-05,-2.2290943193940815e-05,0.0,-0.03,0.2836338980978701,0.36461566813003665,0.36061558829889007,0.34258480888394555,0.22010729576428165,0.049955272710816526,0.0,5.3405865284884835e-05,-2.5729054459571263e-05,0.0
1788412647.7755399,0.0499546645417688,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.22009969975481228,0.0499608431261118,0.0,6.158898888904969e-05,-1.9957198102976683e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2201255379589799,0.04994787778837805,0.0,4.399980815059101e-05,-2.2290943193940815e-05,0.0,-0.03,0.2836338980978701,0.36461566813003665,0.36061558829889007,0.34258480888394555,0.22010729576428165,0.049955272710816526,0.0,5.3405865284884835e-05,-2.5729054459571263e-05,0.0
1788412647.785462,0.049954788335696006,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2221221754917781,0.04996060772074156,0.0,6.499889306924577e-05,-2.173520391823696e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.22214825124693663,0.04994847464000999,0.0,4.408039886588666e-05,-2.036026017222109e-05,0.0,-0.03,0.2844710082681145,0.36192282680791477,0.3635904357346655,0.3454109139479322,0.22212988251483343,0.049955282646336474,0.0,5.5766057160364123e-05,-2.6134147767005464e-05,0.0
1788412647.7954571,0.049954788335696006,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2221221754917781,0.04996060772074156,0.0,6.499889306924577e-05,-2.173520391823696e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.22214825124693663,0.04994847464000999,0.0,4.408039886588666e-05,-2.036026017222109e-05,0.0,-0.03,0.2844710082681145,0.36192282680791477,0.3635904357346655,0.3454109139479322,0.22212988251483343,0.049955282646336474,0.0,5.5766057160364123e-05,-2.6134147767005464e-05,0.0
1788412647.8054814,0.049954788335696006,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2221221754917781,0.04996060772074156,0.0,6.499889306924577e-05,-2.173520391823696e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.22214825124693663,0.04994847464000999,0.0,4.408039886588666e-05,-2.036026017222109e-05,0.0,-0.03,0.2844710082681145,0.36192282680791477,0.3635904357346655,0.3454109139479322,0.22212988251483343,0.049955282646336474,0.0,5.5766057160364123e-05,-2.6134147767005464e-05,0.0
1788412647.8154566,0.049954788335696006,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2221221754917781,0.04996060772074156,0.0,6.499889306924577e-05,-2.173520391823696e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.22214825124693663,0.04994847464000999,0.0,4.408039886588666e-05,-2.036026017222109e-05,0.0,-0.03,0.2844710082681145,0.36192282680791477,0.3635904357346655,0.3454109139479322,0.22212988251483343,0.049955282646336474,0.0,5.5766057160364123e-05,-2.6134147767005464e-05,0.0
1788412647.8254902,0.049954332573876076,-0.019999999999999997,0.11,True,-0.03,0.12,0.0,1.0,0.95,0.2241165406943613,0.04995949962435931,0.0,8.675306817541026e-05,-2.299913900280087e-05,0.0,-0.03,0.12,0.0,1.0,0.95,0.2241436537483782,0.04994885750934414,0.0,4.4444487261735555e-05,-1.8941087058056694e-05,0.0,-0.03,0.28522945202625577,0.35911822125813364,0.3667090959633182,0.34837364116515224,0.224124632142291,0.04995464058792478,0.0,7.015283848286347e-05,-2.6518333078878043e-05,0.0
