stamp,common_velocity_reference,mapped_common_velocity_lower,mapped_common_velocity_upper,evaluation_active,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi
1788412643.535437,0.0015880460046705407,-0.0307511629061136,0.45738409909430305,False,-0.0407511629061136,0.46738409909430306,0.026176003232965088,0.9334226821388368,0.8867515480318949,0.008042988193993903,0.049997137118207635,0.0,4.3070534070553847e-05,-2.16253682232409e-06,0.0,-0.04341258484101583,0.47466243902782324,0.08661228592295427,0.7946688468660839,0.7549354045227796,0.008045348106327885,0.0499996960693384,0.0,1.3569404824081976e-06,1.5072261116133578e-06,0.0,-0.0430961639370504,0.47379557323722843,0.0769910502671029,0.8154438319820881,0.7746716403829838,0.008043809438279008,0.04999801395690394,0.0,2.8558451074582654e-05,-7.97814441761205e-07,0.0
1788412643.5454404,0.0018727975146104968,-0.02620842409230619,0.4450950473767972,False,-0.03620842409230619,0.45509504737679723,0.026181314553923307,0.9334095897459637,0.8867391102586655,0.010041654198166793,0.04999582600187433,0.0,3.9669986231836976e-05,-6.1233038801747336e-06,0.0,-0.039549361683544185,0.4642138316077781,0.08660306232880587,0.7946885361981049,0.7549541093881996,0.010045404384286,0.04999909973849901,0.0,3.898580382858535e-06,4.241063565224579e-06,0.0,-0.039130005223184404,0.4630672884374072,0.07703684681476149,0.8153438126889553,0.7745766220545075,0.010042952335065105,0.04999691795824592,0.0,2.7398617260559788e-05,-2.27156948985896e-06,0.0
1788412643.5554416,0.002185395127959167,-0.02620842409230619,0.4450950473767972,False,-0.03620842409230619,0.45509504737679723,0.026181314553923307,0.9334095897459637,0.8867391102586655,0.010041654198166793,0.04999582600187433,0.0,3.9669986231836976e-05,-6.1233038801747336e-06,0.0,-0.039549361683544185,0.4642138316077781,0.08660306232880587,0.7946885361981049,0.7549541093881996,0.010045404384286,0.04999909973849901,0.0,3.898580382858535e-06,4.241063565224579e-06,0.0,-0.039130005223184404,0.4630672884374072,0.07703684681476149,0.8153438126889553,0.7745766220545075,0.010042952335065105,0.04999691795824592,0.0,2.7398617260559788e-05,-2.27156948985896e-06,0.0
1788412643.56548,0.0025263927088226322,-0.02620842409230619,0.4450950473767972,False,-0.03620842409230619,0.45509504737679723,0.026181314553923307,0.9334095897459637,0.8867391102586655,0.010041654198166793,0.04999582600187433,0.0,3.9669986231836976e-05,-6.1233038801747336e-06,0.0,-0.039549361683544185,0.4642138316077781,0.08660306232880587,0.7946885361981049,0.7549541093881996,0.010045404384286,0.04999909973849901,0.0,3.898580382858535e-06,4.241063565224579e-06,0.0,-0.039130005223184404,0.4630672884374072,0.07703684681476149,0.8153438126889553,0.7745766220545075,0.010042952335065105,0.04999691795824592,0.0,2.7398617260559788e-05,-2.27156948985896e-06,0.0
1788412643.5754888,0.002896007527494522,-0.02620842409230619,0.4450950473767972,False,-0.03620842409230619,0.45509504737679723,0.026181314553923307,0.9334095897459637,0.8867391102586655,0.010041654198166793,0.04999582600187433,0.0,3.9669986231836976e-05,-6.1233038801747336e-06,0.0,-0.039549361683544185,0.4642138316077781,0.08660306232880587,0.7946885361981049,0.7549541093881996,0.010045404384286,0.04999909973849901,0.0,3.898580382858535e-06,4.241063565224579e-06,0.0,-0.039130005223184404,0.4630672884374072,0.07703684681476149,0.8153438126889553,0.7745766220545075,0.010042952335065105,0.04999691795824592,0.0,2.7398617260559788e-05,-2.27156948985896e-06,0.0
1788412643.585491,0.0032964308862111643,-0.021743543944683114,0.4330660136817863,False,-0.031743543944683116,0.44306601368178633,0.026165514514313315,0.9334485372903913,0.8867761104258718,0.012050221537350312,0.049994873076317795,0.0,3.665065252893422e-05,-8.321299847634244e-06,0.0,-0.035752008836134164,0.45398536044446186,0.08655758161348077,0.7947856288509486,0.7550463474084012,0.012055204988964752,0.04999826908133397,0.0,6.202235340101864e-06,5.455516877771183e-06,0.0,-0.03523343211540213,0.4525704229457631,0.07715909301145024,0.8150768813792844,0.7743230373103202,0.012051935688599729,0.049995968850128004,0.0,2.6365825590072593e-05,-3.311542295965017e-06,0.0
1788412643.5954616,0.0037228877111810574,-0.021743543944683114,0.4330660136817863,False,-0.031743543944683116,0.44306601368178633,0.026165514514313315,0.9334485372903913,0.8867761104258718,0.012050221537350312,0.049994873076317795,0.0,3.665065252893422e-05,-8.321299847634244e-06,0.0,-0.035752008836134164,0.45398536044446186,0.08655758161348077,0.7947856288509486,0.7550463474084012,0.012055204988964752,0.04999826908133397,0.0,6.202235340101864e-06,5.455516877771183e-06,0.0,-0.03523343211540213,0.4525704229457631,0.07715909301145024,0.8150768813792844,0.7743230373103202,0.012051935688599729,0.049995968850128004,0.0,2.6365825590072593e-05,-3.311542295965017e-06,0.0
1788412643.6054778,0.00417799102870651,-0.021743543944683114,0.4330660136817863,False,-0.031743543944683116,0.44306601368178633,0.026165514514313315,0.9334485372903913,0.8867761104258718,0.012050221537350312,0.049994873076317795,0.0,3.665065252893422e-05,-8.321299847634244e-06,0.0,-0.035752008836134164,0.45398536044446186,0.08655758161348077,0.7947856288509486,0.7550463474084012,0.012055204988964752,0.04999826908133397,0.0,6.202235340101864e-06,5.455516877771183e-06,0.0,-0.03523343211540213,0.4525704229457631,0.07715909301145024,0.8150768813792844,0.7743230373103202,0.012051935688599729,0.049995968850128004,0.0,2.6365825590072593e-05,-3.311542295965017e-06,0.0
1788412643.6154802,0.004664418465759383,-0.021743543944683114,0.4330660136817863,False,-0.031743543944683116,0.44306601368178633,0.026165514514313315,0.9334485372903913,0.8867761104258718,0.012050221537350312,0.049994873076317795,0.0,3.665065252893422e-05,-8.321299847634244e-06,0.0,-0.035752008836134164,0.45398536044446186,0.08655758161348077,0.7947856288509486,0.7550463474084012,0.012055204988964752,0.04999826908133397,0.0,6.202235340101864e-06,5.455516877771183e-06,0.0,-0.03523343211540213,0.4525704229457631,0.07715909301145024,0.8150768813792844,0.7743230373103202,0.012051935688599729,0.049995968850128004,0.0,2.6365825590072593e-05,-3.311542295965017e-06,0.0
1788412643.625477,0.005177720420302487,-0.019999999999999997,0.4214062561617475,False,-0.03,0.4314062561617475,0.0261238978919668,0.9335511304536626,0.8868735739309794,0.014048891619644451,0.049993792875689246,0.0,4.166446473633511e-05,-9.399547746553881e-06,0.0,-0.03205540585701573,0.44406912622300976,0.08646025739925638,0.7949934328112694,0.7552437611707059,0.014055213984385619,0.049997317830251284,0.0,8.252751979463332e-06,5.69623622214549e-06,0.0,-0.03144402586961112,0.44240439524062186,0.07738726071769882,0.8145788724023383,0.7738499287822214,0.014051054172689932,0.04999490238769029,0.0,3.0428723224333354e-05,-4.0438595745987545e-06,0.0
1788412643.635438,0.00571675491326697,-0.019999999999999997,0.4214062561617475,False,-0.03,0.4314062561617475,0.0261238978919668,0.9335511304536626,0.8868735739309794,0.014048891619644451,0.049993792875689246,0.0,4.166446473633511e-05,-9.399547746553881e-06,0.0,-0.03205540585701573,0.44406912622300976,0.08646025739925638,0.7949934328112694,0.7552437611707059,0.014055213984385619,0.049997317830251284,0.0,8.252751979463332e-06,5.69623622214549e-06,0.0,-0.03144402586961112,0.44240439524062186,0.07738726071769882,0.8145788724023383,0.7738499287822214,0.014051054172689932,0.04999490238769029,0.0,3.0428723224333354e-05,-4.0438595745987545e-06,0.0
1788412643.6454723,0.006288259432016204,-0.019999999999999997,0.4214062561617475,False,-0.03,0.4314062561617475,0.0261238978919668,0.9335511304536626,0.8868735739309794,0.014048891619644451,0.049993792875689246,0.0,4.166446473633511e-05,-9.399547746553881e-06,0.0,-0.03205540585701573,0.44406912622300976,0.08646025739925638,0.7949934328112694,0.7552437611707059,0.014055213984385619,0.049997317830251284,0.0,8.252751979463332e-06,5.69623622214549e-06,0.0,-0.03144402586961112,0.44240439524062186,0.07738726071769882,0.8145788724023383,0.7738499287822214,0.014051054172689932,0.04999490238769029,0.0,3.0428723224333354e-05,-4.0438595745987545e-06,0.0
1788412643.6554887,0.00688183365061471,-0.019999999999999997,0.4214062561617475,False,-0.03,0.4314062561617475,0.0261238978919668,0.9335511304536626,0.8868735739309794,0.014048891619644451,0.049993792875689246,0.0,4.166446473633511e-05,-9.399547746553881e-06,0.0,-0.03205540585701573,0.44406912622300976,0.08646025739925638,0.7949934328112694,0.7552437611707059,0.014055213984385619,0.049997317830251284,0.0,8.252751979463332e-06,5.69623622214549e-06,0.0,-0.03144402586961112,0.44240439524062186,0.07738726071769882,0.8145788724023383,0.7738499287822214,0.014051054172689932,0.04999490238769029,0.0,3.0428723224333354e-05,-4.0438595745987545e-06,0.0
1788412643.6654785,0.007508504010512797,-0.019999999999999997,0.4099773104969213,False,-0.03,0.41997731049692133,0.026057815356537256,0.9337140577952198,0.8870283549054587,0.016059870112955572,0.04999287198997196,0.0,4.0770012466897676e-05,-1.0619688473631483e-05,0.0,-0.03,0.4343465159879177,0.08631035062629291,0.7953136038119049,0.7555479236213096,0.016067431660438752,0.049996226794025996,0.0,1.0482176436853868e-05,5.940397123031793e-06,0.0,-0.03,0.43245270269200353,0.0777298344569164,0.8138316635879482,0.7731400804085508,0.01606244177278897,0.04999389562289257,0.0,3.071046298915329e-05,-4.84128096147063e-06,0.0
1788412643.675479,0.0081529458048575,-0.019999999999999997,0.4099773104969213,False,-0.03,0.41997731049692133,0.026057815356537256,0.9337140577952198,0.8870283549054587,0.016059870112955572,0.04999287198997196,0.0,4.0770012466897676e-05,-1.0619688473631483e-05,0.0,-0.03,0.4343465159879177,0.08631035062629291,0.7953136038119049,0.7555479236213096,0.016067431660438752,0.049996226794025996,0.0,1.0482176436853868e-05,5.940397123031793e-06,0.0,-0.03,0.43245270269200353,0.0777298344569164,0.8138316635879482,0.7731400804085508,0.01606244177278897,0.04999389562289257,0.0,3.071046298915329e-05,-4.84128096147063e-06,0.0
1788412643.685572,0.008827106667713256,-0.019999999999999997,0.4099773104969213,False,-0.03,0.41997731049692133,0.026057815356537256,0.9337140577952198,0.8870283549054587,0.016059870112955572,0.04999287198997196,0.0,4.0770012466897676e-05,-1.0619688473631483e-05,0.0,-0.03,0.4343465159879177,0.08631035062629291,0.7953136038119049,0.7555479236213096,0.016067431660438752,0.049996226794025996,0.0,1.0482176436853868e-05,5.940397123031793e-06,0.0,-0.03,0.43245270269200353,0.0777298344569164,0.8138316635879482,0.7731400804085508,0.01606244177278897,0.04999389562289257,0.0,3.071046298915329e-05,-4.84128096147063e-06,0.0
1788412643.6955047,0.00952521768742549,-0.019999999999999997,0.4099773104969213,False,-0.03,0.41997731049692133,0.026057815356537256,0.9337140577952198,0.8870283549054587,0.016059870112955572,0.04999287198997196,0.0,4.0770012466897676e-05,-1.0619688473631483e-05,0.0,-0.03,0.4343465159879177,0.08631035062629291,0.7953136038119049,0.7555479236213096,0.016067431660438752,0.049996226794025996,0.0,1.0482176436853868e-05,5.940397123031793e-06,0.0,-0.03,0.43245270269200353,0.0777298344569164,0.8138316635879482,0.7731400804085508,0.01606244177278897,0.04999389562289257,0.0,3.071046298915329e-05,-4.84128096147063e-06,0.0
1788412643.7055573,0.010250969359685806,-0.019999999999999997,0.3988499940831247,False,-0.03,0.4088499940831247,0.02595915279133068,0.933957359332657,0.8872594913660241,0.01806935322328152,0.04999156352000582,0.0,5.026198760567298e-05,-1.1301720418564751e-05,0.0,-0.03,0.42487681224727314,0.08609613384508806,0.7957713265508299,0.7559827602232884,0.018078415187485743,0.049995060362525524,0.0,1.2551435132963917e-05,5.685975187463832e-06,0.0,-0.03,0.4227821900152357,0.07821076386723634,0.8127837064960942,0.7721445211712895,0.01807242230903016,0.04999261781920868,0.0,3.7661580029760825e-05,-5.4801099167750566e-06,0.0
1788412643.7155395,0.010993700398449333,-0.019999999999999997,0.3988499940831247,False,-0.03,0.4088499940831247,0.02595915279133068,0.933957359332657,0.8872594913660241,0.01806935322328152,0.04999156352000582,0.0,5.026198760567298e-05,-1.1301720418564751e-05,0.0,-0.03,0.42487681224727314,0.08609613384508806,0.7957713265508299,0.7559827602232884,0.018078415187485743,0.049995060362525524,0.0,1.2551435132963917e-05,5.685975187463832e-06,0.0,-0.03,0.4227821900152357,0.07821076386723634,0.8127837064960942,0.7721445211712895,0.01807242230903016,0.04999261781920868,0.0,3.7661580029760825e-05,-5.4801099167750566e-06,0.0
