topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789709965.8643136,1789709965.8643136,0.6438
/camera/world/agv2_confidence,1789709965.8646555,1789709965.8646555,0.655
/camera/world/agv3_confidence,1789709965.864687,1789709965.864687,0.6557
/camera/world/agv1_confidence,1789709965.9031396,1789709965.9031396,0.6658
/camera/world/agv3_confidence,1789709965.9033172,1789709965.9033172,0.6563
/camera/world/agv2_confidence,1789709965.9033382,1789709965.9033382,0.6553
/camera/world/agv1_confidence,1789709965.9349945,1789709965.9349945,0.651
/camera/world/agv2_confidence,1789709965.9350348,1789709965.9350348,0.655
/camera/world/agv3_confidence,1789709965.9352884,1789709965.9352884,0.6564
/camera/world/agv1_confidence,1789709965.967331,1789709965.967331,0.6668
/camera/world/agv3_confidence,1789709965.9673333,1789709965.9673333,0.6567
/camera/world/agv2_confidence,1789709965.9674056,1789709965.9674056,0.655
/camera/world/agv1_confidence,1789709965.995402,1789709965.995402,0.6664
/camera/world/agv2_confidence,1789709965.9956257,1789709965.9956257,0.6551
/camera/world/agv3_confidence,1789709965.9957757,1789709965.9957757,0.6566
/camera/world/agv1_confidence,1789709966.0421543,1789709966.0421543,0.6662
/camera/world/agv2_confidence,1789709966.0422714,1789709966.0422714,0.6547
/camera/world/agv3_confidence,1789709966.0423176,1789709966.0423176,0.6563
/camera/world/agv1_confidence,1789709966.073603,1789709966.073603,0.6662
/camera/world/agv2_confidence,1789709966.0737581,1789709966.0737581,0.6552
/camera/world/agv3_confidence,1789709966.0737617,1789709966.0737617,0.6566
/camera/world/agv1_confidence,1789709966.100225,1789709966.100225,0.6657
/camera/world/agv2_confidence,1789709966.100339,1789709966.100339,0.6558
/camera/world/agv3_confidence,1789709966.100597,1789709966.100597,0.6566
/camera/world/agv1_confidence,1789709966.1319416,1789709966.1319416,0.667
/camera/world/agv2_confidence,1789709966.131952,1789709966.131952,0.655
/camera/world/agv3_confidence,1789709966.132067,1789709966.132067,0.6567
/camera/world/agv3_confidence,1789709966.168678,1789709966.168678,0.6561
/camera/world/agv2_confidence,1789709966.1687233,1789709966.1687233,0.6542
/camera/world/agv1_confidence,1789709966.1687732,1789709966.1687732,0.6661
/camera/world/agv1_confidence,1789709966.1958184,1789709966.1958184,0.6665
/camera/world/agv3_confidence,1789709966.1960542,1789709966.1960542,0.6556
/camera/world/agv2_confidence,1789709966.196112,1789709966.196112,0.6552
/camera/world/agv1_confidence,1789709966.234115,1789709966.234115,0.6665
/camera/world/agv3_confidence,1789709966.2341588,1789709966.2341588,0.6564
/camera/world/agv2_confidence,1789709966.2342865,1789709966.2342865,0.6549
/camera/world/agv1_confidence,1789709966.2713873,1789709966.2713873,0.6523
/camera/world/agv2_confidence,1789709966.2714777,1789709966.2714777,0.6548
/camera/world/agv3_confidence,1789709966.2717545,1789709966.2717545,0.6569
