topic,bag_stamp,header_stamp,layout_label,data_json
/multi_agv/candidate_B_spatial_composite_state,1789558327.1973777,1789558327.1973777,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.1963122,1789558327.197327,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17053521245247347,0.0013778848587432883,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.065791911675063e-06,6.064437890926524e-06,6.065114901300794e-06,-9.993928143521005e-09,6.065114901300794e-06,6.065114901300794e-06,-9.993928143521005e-09,6.065791911675063e-06,6.064437890926524e-06,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.135484339,2.0,0.0,0.1816428115847459,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.059926073938945e-06,-6.0682596228211276e-06,-6.064092848380036e-06,-5.983113669606663e-08,-6.064092848380036e-06,-6.064092848380036e-06,-5.983113669606663e-08,-6.059926073938945e-06,-6.0682596228211276e-06,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.139284482,3.0,0.0,0.18382252370026222,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.267369284518365e-06,5.275547292427052e-06,5.2714582884727085e-06,5.977951721870647e-08,5.2714582884727085e-06,5.2714582884727085e-06,5.977951721870647e-08,5.267369284518365e-06,5.275547292427052e-06,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2073302,1789558327.2073302,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2063336,1789558327.2071955,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17053521245247347,0.0013778848587432883,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2317722016621906e-05,1.2306947153244246e-05,1.2312334584933076e-05,-7.952847876875087e-08,1.2312334584933076e-05,1.2312334584933076e-05,-7.952847876875087e-08,1.2317722016621906e-05,1.2306947153244246e-05,0.0,0.0,0.0,0.0,0.16,0.0,6.065791911675063e-06,6.064437890926524e-06,0.0,0.0,0.135484339,2.0,0.0,0.1816428115847459,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2270982222045183e-05,-1.2337360964924005e-05,-1.2304171593484594e-05,-4.765695497853188e-07,-1.2304171593484594e-05,-1.2304171593484594e-05,-4.765695497853188e-07,-1.2270982222045183e-05,-1.2337360964924005e-05,0.0,0.0,0.0,0.0,0.16,0.0,-6.059926073938945e-06,-6.0682596228211276e-06,0.0,0.0,0.139284482,3.0,0.0,0.18382252370026222,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.056516895507509e-05,1.0630308775798517e-05,1.0597738865436804e-05,4.761583845404934e-07,1.0597738865436804e-05,1.0597738865436804e-05,4.761583845404934e-07,1.056516895507509e-05,1.0630308775798517e-05,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2170842,1789558327.2170842,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2163217,1789558327.2169788,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17053521245247347,0.0013778848587432883,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8898807984408862e-05,1.886296257278017e-05,1.8880885278594516e-05,-2.645723623354859e-07,1.8880885278594516e-05,1.8880885278594516e-05,-2.645723623354859e-07,1.8898807984408862e-05,1.886296257278017e-05,0.0,0.0,0.0,0.0,0.16,0.0,1.2317722016621906e-05,1.2306947153244246e-05,0.0,0.0,0.135484339,2.0,0.0,0.1816428115847459,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8743203331056277e-05,-1.896406835220131e-05,-1.8853635841628793e-05,-1.585711616783219e-06,-1.8853635841628793e-05,-1.8853635841628793e-05,-1.585711616783219e-06,-1.8743203331056277e-05,-1.896406835220131e-05,0.0,0.0,0.0,0.0,0.16,0.0,-1.2270982222045183e-05,-1.2337360964924005e-05,0.0,0.0,0.139284482,3.0,0.0,0.18382252370026222,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.58358136951744e-05,1.6052556391314875e-05,1.5944185043244638e-05,1.5843435076891955e-06,1.5944185043244638e-05,1.5944185043244638e-05,1.5843435076891955e-06,1.58358136951744e-05,1.6052556391314875e-05,0.0,0.0,0.0,0.0,0.16,0.0,1.056516895507509e-05,1.0630308775798517e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2270758,1789558327.2270758,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2263057,1789558327.2269552,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17053521245247347,0.0013778848587432883,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6061525800248058e-05,2.597778985340574e-05,2.60196578268269e-05,-6.180489011524695e-07,2.60196578268269e-05,2.60196578268269e-05,-6.180489011524695e-07,2.6061525800248058e-05,2.597778985340574e-05,0.0,0.0,0.0,0.0,0.16,0.0,1.8898807984408862e-05,1.886296257278017e-05,0.0,0.0,0.135484339,2.0,0.0,0.1816428115847459,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.5697768324453272e-05,-2.6213747278304128e-05,-2.59557578013787e-05,-3.7044970584078108e-06,-2.59557578013787e-05,-2.59557578013787e-05,-3.7044970584078108e-06,-2.5697768324453272e-05,-2.6213747278304128e-05,0.0,0.0,0.0,0.0,0.16,0.0,-1.8743203331056277e-05,-1.896406835220131e-05,0.0,0.0,0.139284482,3.0,0.0,0.18382252370026222,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1097237038945673e-05,2.160358551832488e-05,2.1350411278635277e-05,3.7013008521994536e-06,2.1350411278635277e-05,2.1350411278635277e-05,3.7013008521994536e-06,2.1097237038945673e-05,2.160358551832488e-05,0.0,0.0,0.0,0.0,0.16,0.0,1.056516895507509e-05,1.0630308775798517e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.237138,1789558327.237138,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.236353,1789558327.2369835,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17053521245247347,0.0013778848587432883,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.409766389229162e-05,3.3935886454500624e-05,3.401677517339612e-05,-1.1940674397134384e-06,3.401677517339612e-05,3.401677517339612e-05,-1.1940674397134384e-06,3.409766389229162e-05,3.3935886454500624e-05,0.0,0.0,0.0,0.0,0.16,0.0,2.6061525800248058e-05,2.597778985340574e-05,0.0,0.0,0.135484339,2.0,0.0,0.1816428115847459,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.339433504566465e-05,-3.4391232318965236e-05,-3.3892783682314945e-05,-7.1572745146195366e-06,-3.3892783682314945e-05,-3.3892783682314945e-05,-7.1572745146195366e-06,-3.339433504566465e-05,-3.4391232318965236e-05,0.0,0.0,0.0,0.0,0.16,0.0,-2.5697768324453272e-05,-2.6213747278304128e-05,0.0,0.0,0.139284482,3.0,0.0,0.18382252370026222,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6391606050982343e-05,2.7369896740887057e-05,2.68807513959347e-05,7.15109911790878e-06,2.68807513959347e-05,2.68807513959347e-05,7.15109911790878e-06,2.6391606050982343e-05,2.7369896740887057e-05,0.0,0.0,0.0,0.0,0.16,0.0,2.1097237038945673e-05,2.160358551832488e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.247004,1789558327.247004,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2463596,1789558327.2469344,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17054895392476035,0.0013467852651460688,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.309197431785139e-05,4.2811623884425784e-05,4.295179910113859e-05,-2.0692460508340276e-06,4.295179910113859e-05,4.295179910113859e-05,-2.0692460508340276e-06,4.309197431785139e-05,4.2811623884425784e-05,0.0,0.0,0.0,0.0,0.16,0.0,3.409766389229162e-05,3.3935886454500624e-05,0.0,0.0,0.135484339,2.0,0.0,0.18158335009780216,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.1902541223749993e-05,-4.357122301346802e-05,-4.2736882118609005e-05,-1.1980385508545192e-05,-4.2736882118609005e-05,-4.2736882118609005e-05,-1.1980385508545192e-05,-4.1902541223749993e-05,-4.357122301346802e-05,0.0,0.0,0.0,0.0,0.16,0.0,-3.339433504566465e-05,-3.4391232318965236e-05,0.0,0.0,0.139284482,3.0,0.0,0.18382596531268452,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.188246014953973e-05,3.35483345021931e-05,3.2715397325866416e-05,1.2177191029965421e-05,3.2715397325866416e-05,3.2715397325866416e-05,1.2177191029965421e-05,3.188246014953973e-05,3.35483345021931e-05,0.0,0.0,0.0,0.0,0.16,0.0,2.1097237038945673e-05,2.160358551832488e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2571275,1789558327.2571275,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2563534,1789558327.2570033,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17054895392476035,0.0013467852651460688,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.3297058221123616e-05,5.2858292679042895e-05,5.3077675450083255e-05,-3.2384963850376908e-06,5.3077675450083255e-05,5.3077675450083255e-05,-3.2384963850376908e-06,5.3297058221123616e-05,5.2858292679042895e-05,0.0,0.0,0.0,0.0,0.16,0.0,4.309197431785139e-05,4.2811623884425784e-05,0.0,0.0,0.135484339,2.0,0.0,0.18158335009780216,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.143374303220401e-05,-5.404535572853719e-05,-5.27395493803706e-05,-1.8750205757545786e-05,-5.27395493803706e-05,-5.27395493803706e-05,-1.8750205757545786e-05,-5.143374303220401e-05,-5.404535572853719e-05,0.0,0.0,0.0,0.0,0.16,0.0,-4.1902541223749993e-05,-4.357122301346802e-05,0.0,0.0,0.139284482,3.0,0.0,0.18382596531268452,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7396543569461454e-05,4.000376233581601e-05,3.870015295263873e-05,1.9058220642056078e-05,3.870015295263873e-05,3.870015295263873e-05,1.9058220642056078e-05,3.7396543569461454e-05,4.000376233581601e-05,0.0,0.0,0.0,0.0,0.16,0.0,2.6391606050982343e-05,2.7369896740887057e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2670746,1789558327.2670746,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2663624,1789558327.2669504,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17055004219451142,0.001288428749830291,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.49315429664724e-05,6.42623675900627e-05,6.459695527826754e-05,-4.939134525428067e-06,6.459695527826754e-05,6.459695527826754e-05,-4.939134525428067e-06,6.49315429664724e-05,6.42623675900627e-05,0.0,0.0,0.0,0.0,0.16,0.0,5.3297058221123616e-05,5.2858292679042895e-05,0.0,0.0,0.135484339,2.0,0.0,0.1817270757599075,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.203874901689418e-05,-6.600993708502932e-05,-6.402434305096175e-05,-2.851134606750479e-05,-6.402434305096175e-05,-6.402434305096175e-05,-2.851134606750479e-05,-6.203874901689418e-05,-6.600993708502932e-05,0.0,0.0,0.0,0.0,0.16,0.0,-5.143374303220401e-05,-5.404535572853719e-05,0.0,0.0,0.139284482,3.0,0.0,0.18381883211610223,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2603507245716715e-05,4.6451775963196075e-05,4.4527641604456395e-05,2.8130034676833145e-05,4.4527641604456395e-05,4.4527641604456395e-05,2.8130034676833145e-05,4.2603507245716715e-05,4.6451775963196075e-05,0.0,0.0,0.0,0.0,0.16,0.0,3.188246014953973e-05,3.35483345021931e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2773006,1789558327.2773006,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2763536,1789558327.277238,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17055004219451142,0.001288428749830291,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.813378798640896e-05,7.71947737432159e-05,7.766428086481243e-05,-6.930795471446063e-06,7.766428086481243e-05,7.766428086481243e-05,-6.930795471446063e-06,7.813378798640896e-05,7.71947737432159e-05,0.0,0.0,0.0,0.0,0.16,0.0,6.49315429664724e-05,6.42623675900627e-05,0.0,0.0,0.135484339,2.0,0.0,0.1817270757599075,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.407002268714676e-05,-7.964257757677899e-05,-7.685630013196287e-05,-4.0008440348955955e-05,-7.685630013196287e-05,-7.685630013196287e-05,-4.0008440348955955e-05,-7.407002268714676e-05,-7.964257757677899e-05,0.0,0.0,0.0,0.0,0.16,0.0,-6.203874901689418e-05,-6.600993708502932e-05,0.0,0.0,0.139284482,3.0,0.0,0.18381883211610223,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7911315160975993e-05,5.3311383680714416e-05,5.0611349420845205e-05,3.94733647438776e-05,5.0611349420845205e-05,5.0611349420845205e-05,3.94733647438776e-05,4.7911315160975993e-05,5.3311383680714416e-05,0.0,0.0,0.0,0.0,0.16,0.0,4.2603507245716715e-05,4.6451775963196075e-05,0.0,0.0,0.136802843]"
/multi_agv/candidate_B_spatial_composite_state,1789558327.2871614,1789558327.2871614,"candidate_B_v2_spatial_composite:header14+3x33;robots=1,2,3","[1789558327.2863514,1789558327.287047,1.0,0.85,0.02,1.0,0.0,0.2625,1.0,1.5707963267948966,2.0,2.8,0.05,0.05,1.0,0.17054757533918272,0.0013048536163226638,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.312638828563535e-05,9.187621122226219e-05,9.250129975394877e-05,-9.227465496016943e-06,9.250129975394877e-05,9.250129975394877e-05,-9.227465496016943e-06,9.312638828563535e-05,9.187621122226219e-05,0.0,0.0,0.0,0.0,0.16,0.0,7.813378798640896e-05,7.71947737432159e-05,0.0,0.0,0.135484339,2.0,0.0,0.1817270757599075,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.761930453537235e-05,-9.515653566006021e-05,-9.138792009771628e-05,-5.4113932984206116e-05,-9.138792009771628e-05,-9.138792009771628e-05,-5.4113932984206116e-05,-8.761930453537235e-05,-9.515653566006021e-05,0.0,0.0,0.0,0.0,0.16,0.0,-7.407002268714676e-05,-7.964257757677899e-05,0.0,0.0,0.139284482,3.0,0.0,0.18381883211610223,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.334239027011399e-05,6.064393770865749e-05,5.699316398938574e-05,5.337277558291315e-05,5.699316398938574e-05,5.699316398938574e-05,5.337277558291315e-05,5.334239027011399e-05,6.064393770865749e-05,0.0,0.0,0.0,0.0,0.16,0.0,4.2603507245716715e-05,4.6451775963196075e-05,0.0,0.0,0.136802843]"
