stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,experiment_state_available,manual_abort,agv2_derating_command_available,agv2_derating_active,agv2_derating_speed_ratio,agv2_derating_acceleration_ratio,agv2_derating_deceleration_ratio,agv2_derating_command_seq,fleet_scale,wheel_pre_limit_peak,mapped_path_capability_available,algorithm_state_available,algorithm_valid,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv1_wheel_left_raw,agv1_wheel_left_applied,agv1_wheel_left_actual,agv1_wheel_left_reported_limit,agv1_wheel_left_speed_limit_active,agv1_wheel_left_accel_limit_active,agv1_wheel_left_decel_limit_active,agv1_wheel_right_raw,agv1_wheel_right_applied,agv1_wheel_right_actual,agv1_wheel_right_reported_limit,agv1_wheel_right_speed_limit_active,agv1_wheel_right_accel_limit_active,agv1_wheel_right_decel_limit_active,agv1_wheel_left_pre_limit,agv1_wheel_right_pre_limit,agv1_wheel_left_fleet_scaled,agv1_wheel_right_fleet_scaled,agv1_reported_velocity_limit,agv1_capability_derating_active,agv1_capability_derating_ratio,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv2_wheel_left_raw,agv2_wheel_left_applied,agv2_wheel_left_actual,agv2_wheel_left_reported_limit,agv2_wheel_left_speed_limit_active,agv2_wheel_left_accel_limit_active,agv2_wheel_left_decel_limit_active,agv2_wheel_right_raw,agv2_wheel_right_applied,agv2_wheel_right_actual,agv2_wheel_right_reported_limit,agv2_wheel_right_speed_limit_active,agv2_wheel_right_accel_limit_active,agv2_wheel_right_decel_limit_active,agv2_wheel_left_pre_limit,agv2_wheel_right_pre_limit,agv2_wheel_left_fleet_scaled,agv2_wheel_right_fleet_scaled,agv2_reported_velocity_limit,agv2_capability_derating_active,agv2_capability_derating_ratio,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw,agv3_wheel_left_raw,agv3_wheel_left_applied,agv3_wheel_left_actual,agv3_wheel_left_reported_limit,agv3_wheel_left_speed_limit_active,agv3_wheel_left_accel_limit_active,agv3_wheel_left_decel_limit_active,agv3_wheel_right_raw,agv3_wheel_right_applied,agv3_wheel_right_actual,agv3_wheel_right_reported_limit,agv3_wheel_right_speed_limit_active,agv3_wheel_right_accel_limit_active,agv3_wheel_right_decel_limit_active,agv3_wheel_left_pre_limit,agv3_wheel_right_pre_limit,agv3_wheel_left_fleet_scaled,agv3_wheel_right_fleet_scaled,agv3_reported_velocity_limit,agv3_capability_derating_active,agv3_capability_derating_ratio,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper,agv1_boundary_lower,agv1_boundary_upper,agv2_boundary_lower,agv2_boundary_upper,agv3_boundary_lower,agv3_boundary_upper
1788955054.3375409,True,4.383887421405737e-05,-0.0011334953315761548,4.383887421405737e-05,-0.00037157542935593407,-0.0006169762743258501,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.19227309711125407,0.0008039415510084913,0.05405279148908182,0.17446913776361775,-0.00015935048555843845,0.05405279148908182,0.0012640570067300443,0.0012282406652580691,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.1856831086216536,0.1497895039147571,0.06229633280981494,-0.0867953029242836,0.15595783305312155,0.06229633280981493,0.0,-1.1302194399899002e-40,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,nan,False,nan,nan,nan,-0.18651094979602667,-0.16160962912152899,0.04741805297804369,-0.08754231821669209,-0.15691320885563093,0.04741805297804369,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,nan,False,nan,nan,nan,,,,,,
1788955054.347597,True,4.383887421405737e-05,-0.0011334953315761548,4.383887421405737e-05,-0.00037157542935593407,-0.0006169762743258501,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.19227309711125407,0.0008039415510084913,0.05405279148908182,0.17446913776361775,-0.00015935048555843845,0.05405279148908182,0.0012640570067300443,0.0012282406652580691,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.1856831086216536,0.1497895039147571,0.06229633280981494,-0.0867953029242836,0.15595783305312155,0.06229633280981493,0.0,-1.1302194399899002e-40,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651094979602667,-0.16160962912152899,0.04741805297804369,-0.08754231821669209,-0.15691320885563093,0.04741805297804369,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.3575401,True,0.00011754521849385395,0.0006949177114145222,0.00011754521849385395,-0.00032624053498731914,0.00044644434830123594,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.1922825337641224,0.001306233949369573,0.05157901205932913,0.1744762459232822,0.000386987883756197,0.05157901205932913,0.0012711651663944968,0.0011010633852125617,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18548337731119985,0.14961252411796222,0.059936719990246745,-0.08658129205110866,0.15554749936691278,0.059936719990246745,2.1248327335238597e-05,0.0003547848102527889,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651094979602667,-0.16160962912152899,0.04741805297804369,-0.08754231821669209,-0.15691320885563093,0.04741805297804369,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.367511,True,0.00011684729427810052,0.0005489536721068262,0.00011684729427810052,-0.00020664591160408455,0.00011266977867944762,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.1922825337641224,0.001306233949369573,0.05157901205932913,0.1744762459232822,0.000386987883756197,0.05157901205932913,0.001271165166394493,0.0007046805665359614,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18547302081114753,0.14976735075164982,0.06199906278110445,-0.08658338582375592,0.1559062832370625,0.06199906278110445,1.9154554687977983e-05,0.00019189803178717638,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651094979602667,-0.16160962912152899,0.04741805297804369,-0.08754231821669209,-0.15691320885563093,0.04741805297804369,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.377518,True,0.00016033829770487987,0.0012444893675868087,0.00016033829770487987,-9.538645778347142e-05,-0.0006215971571543931,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.19242778298864283,0.001173325931469127,0.05200621342818157,0.17462188947580093,0.00024647307942900676,0.05200621342818157,0.0014168087189132253,0.004204554626388045,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18547302081114753,0.14976735075164982,0.06199906278110445,-0.08658338582375592,0.1559062832370625,0.06199906278110445,1.915455468798982e-05,0.00015351842543003425,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651550803286643,-0.16135387462958117,0.04962633149021478,-0.08755748875893048,-0.15643891568984192,0.04962633149021478,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.3875122,True,0.00016033829770487987,0.0009955914940694471,0.00016033829770487987,-9.538645778347142e-05,-0.0006215971571543931,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.19242778298864283,0.001173325931469127,0.05200621342818157,0.17462188947580093,0.00024647307942900676,0.05200621342818157,0.0014168087189132387,0.0033636437011106603,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18547302081114753,0.14976735075164982,0.06199906278110445,-0.08658338582375592,0.1559062832370625,0.06199906278110445,1.915455468798982e-05,0.0001228147403440274,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651550803286643,-0.16135387462958117,0.04962633149021478,-0.08755748875893048,-0.15643891568984192,0.04962633149021478,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.3975544,True,0.00016033829770487987,0.0007964731952555577,0.00016033829770487987,-9.538645778347142e-05,-0.0006215971571543931,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.19242778298864283,0.001173325931469127,0.05200621342818157,0.17462188947580093,0.00024647307942900676,0.05200621342818157,0.0014168087189132387,0.0026909149608885284,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18547302081114753,0.14976735075164982,0.06199906278110445,-0.08658338582375592,0.1559062832370625,0.06199906278110445,1.915455468798982e-05,9.825179227522193e-05,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18651550803286643,-0.16135387462958117,0.04962633149021478,-0.08755748875893048,-0.15643891568984192,0.04962633149021478,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.4075613,True,6.361548908186132e-05,-0.0014686890401451142,6.361548908186132e-05,-0.0003122955436694793,-0.001508898930276743,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.1922666008923949,0.0007547043436327838,0.054460007780314124,0.17446303528912996,-0.0002158376751595656,0.054460007780314124,0.001257954532242261,-0.0004947666924888998,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18546256590334181,0.14996228329859285,0.06444063708761605,-0.08658821431539114,0.15634264363812836,0.06444063708761605,1.432606305276156e-05,-1.5622876736947575e-06,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18665650238041237,-0.16167727322579906,0.04658104030752397,-0.08768397450649335,-0.15706369259397723,0.04658104030752397,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.4176006,True,6.361548908186132e-05,-0.0011749512321160916,6.361548908186132e-05,-0.0003122955436694793,-0.001508898930276743,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.1922666008923949,0.0007547043436327838,0.054460007780314124,0.17446303528912996,-0.0002158376751595656,0.054460007780314124,0.001257954532242252,-0.00039581335399134753,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18546256590334181,0.14996228329859285,0.06444063708761605,-0.08658821431539114,0.15634264363812836,0.06444063708761605,1.4326063052765388e-05,-1.249830138859553e-06,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18665650238041237,-0.16167727322579906,0.04658104030752397,-0.08768397450649335,-0.15706369259397723,0.04658104030752397,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
1788955054.4274871,True,6.361548908186132e-05,-0.0009399609856928733,6.361548908186132e-05,-0.0003122955436694793,-0.001508898930276743,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,False,False,nan,nan,nan,nan,nan,nan,False,False,False,0.1922666008923949,0.0007547043436327838,0.054460007780314124,0.17446303528912996,-0.0002158376751595656,0.054460007780314124,0.001257954532242252,-0.00031665068319307804,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18546256590334181,0.14996228329859285,0.06444063708761605,-0.08658821431539114,0.15634264363812836,0.06444063708761605,1.4326063052765388e-05,-9.998641110876426e-07,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,-0.18665650238041237,-0.16167727322579906,0.04658104030752397,-0.08768397450649335,-0.15706369259397723,0.04658104030752397,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,False,1.0,nan,nan,,,,,,
