stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789195672.3688319,True,0.0004510242896392097,0.0003255149366697923,0.0004510242896392097,0.0013020019772897553,-0.004342296675138114,0.0,0.0,0.0,0.0,0.0,False,0.20120107503849183,-0.00032331366544946505,0.0033912001585558738,0.18337117756301993,-0.00038377864838273984,0.0033912001585558738,0.010166096806132223,nan,nan,8.305814676759809e-05,0.0,0.0,0.0,0.0,0.0,-0.1901177819417495,0.160104706213958,0.02997529575890523,-0.09108229120824837,0.16307421377828765,0.02997529575890523,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19001366029471206,-0.15943763033127345,0.0065927115970332295,-0.09093581348585404,-0.15878442919803565,0.0065927115970332295,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.3788028,True,0.0004510242896392097,0.00029296344300281307,0.0004510242896392097,0.0013020019772897553,-0.004342296675138114,0.0,0.0,0.0,0.0,0.0,False,0.20120107503849183,-0.00032331366544946505,0.0033912001585558738,0.18337117756301993,-0.00038377864838273984,0.0033912001585558738,0.010166096806132223,nan,nan,7.475233209083829e-05,0.0,0.0,0.0,0.0,0.0,-0.1901177819417495,0.160104706213958,0.02997529575890523,-0.09108229120824837,0.16307421377828765,0.02997529575890523,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19001366029471206,-0.15943763033127345,0.0065927115970332295,-0.09093581348585404,-0.15878442919803565,0.0065927115970332295,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.3888276,True,0.00046042312904781557,0.0003690526942511542,0.00046042312904781557,0.0010675099373963861,-0.003958995508278607,0.0,0.0,0.0,0.0,0.0,False,0.20119570282885846,-0.00032782406441100864,0.0034094115967608918,0.18336580645749756,-0.00038861375541031503,0.0034094115967608918,0.010160725700609854,nan,nan,2.257592742929684e-05,0.0,0.0,0.0,0.0,0.0,-0.1900317008839743,0.1598936261727384,0.027607629493254127,-0.09098945694276002,0.1626286426423417,0.027607629493254127,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900738087838018,-0.1595394232419064,0.005065869135914891,-0.0909950801275942,-0.1590374990747422,0.005065869135914891,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.3988526,True,0.00046042312904781557,0.0003321474248260388,0.00046042312904781557,0.0010675099373963861,-0.003958995508278607,0.0,0.0,0.0,0.0,0.0,False,0.20119570282885846,-0.00032782406441100864,0.0034094115967608918,0.18336580645749756,-0.00038861375541031503,0.0034094115967608918,0.010160725700609857,nan,nan,2.031833468641062e-05,0.0,0.0,0.0,0.0,0.0,-0.1900317008839743,0.1598936261727384,0.027607629493254127,-0.09098945694276002,0.1626286426423417,0.027607629493254127,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900738087838018,-0.1595394232419064,0.005065869135914891,-0.0909950801275942,-0.1590374990747422,0.005065869135914891,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.4088218,True,0.00046042312904781557,0.0002989326823434349,0.00046042312904781557,0.0010675099373963861,-0.003958995508278607,0.0,0.0,0.0,0.0,0.0,False,0.20119570282885846,-0.00032782406441100864,0.0034094115967608918,0.18336580645749756,-0.00038861375541031503,0.0034094115967608918,0.010160725700609857,nan,nan,1.8286501217769556e-05,0.0,0.0,0.0,0.0,0.0,-0.1900317008839743,0.1598936261727384,0.027607629493254127,-0.09098945694276002,0.1626286426423417,0.027607629493254127,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900738087838018,-0.1595394232419064,0.005065869135914891,-0.0909950801275942,-0.1590374990747422,0.005065869135914891,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.4188328,True,0.00046042312904781557,0.0002690394141090914,0.00046042312904781557,0.0010675099373963861,-0.003958995508278607,0.0,0.0,0.0,0.0,0.0,False,0.20119570282885846,-0.00032782406441100864,0.0034094115967608918,0.18336580645749756,-0.00038861375541031503,0.0034094115967608918,0.010160725700609857,nan,nan,1.64578510959926e-05,0.0,0.0,0.0,0.0,0.0,-0.1900317008839743,0.1598936261727384,0.027607629493254127,-0.09098945694276002,0.1626286426423417,0.027607629493254127,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900738087838018,-0.1595394232419064,0.005065869135914891,-0.0909950801275942,-0.1590374990747422,0.005065869135914891,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.4288623,True,0.0005030236093926758,0.000715847302578,0.0005030236093926758,0.0010975967742152535,-0.003952141642369668,0.0,0.0,0.0,0.0,0.0,False,0.20120283126122096,-0.00029015667298804004,0.0032113720368838194,0.1833729232007378,-0.00034741533798831356,0.0032113720368838194,0.010167842443850115,nan,nan,7.410253105657697e-05,0.0,0.0,0.0,0.0,0.0,-0.18996791664827317,0.15977685721939017,0.026529514759678463,-0.09092278160602606,0.16240509321774188,0.026529514759678463,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900187634335438,-0.1594410648870458,0.00682461222073516,-0.09094107076653384,-0.1587648875571078,0.00682461222073516,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.4388485,True,0.0005030236093926758,0.0006442625723202001,0.0005030236093926758,0.0010975967742152535,-0.003952141642369668,0.0,0.0,0.0,0.0,0.0,False,0.20120283126122096,-0.00029015667298804004,0.0032113720368838194,0.1833729232007378,-0.00034741533798831356,0.0032113720368838194,0.010167842443850102,nan,nan,6.669227795076679e-05,0.0,0.0,0.0,0.0,0.0,-0.18996791664827317,0.15977685721939017,0.026529514759678463,-0.09092278160602606,0.16240509321774188,0.026529514759678463,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900187634335438,-0.1594410648870458,0.00682461222073516,-0.09094107076653384,-0.1587648875571078,0.00682461222073516,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.4488046,True,0.0005030236093926758,0.0005798363150881801,0.0005030236093926758,0.0010975967742152535,-0.003952141642369668,0.0,0.0,0.0,0.0,0.0,False,0.20120283126122096,-0.00029015667298804004,0.0032113720368838194,0.1833729232007378,-0.00034741533798831356,0.0032113720368838194,0.010167842443850102,nan,nan,6.002305015569011e-05,0.0,0.0,0.0,0.0,0.0,-0.18996791664827317,0.15977685721939017,0.026529514759678463,-0.09092278160602606,0.16240509321774188,0.026529514759678463,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1900187634335438,-0.1594410648870458,0.00682461222073516,-0.09094107076653384,-0.1587648875571078,0.00682461222073516,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789195672.458808,True,0.00046272522857199183,0.00015294232308059997,0.00046272522857199183,0.00116938650459276,-0.004148857064819588,0.0,0.0,0.0,0.0,0.0,False,0.20120250154419128,-0.0003102903173882732,0.0033122268316452264,0.18337259934919917,-0.00036934721381234425,0.0033122268316452264,0.010167518592311454,nan,nan,4.995947681517933e-05,0.0,0.0,0.0,0.0,0.0,-0.19004048996446238,0.1599578807387293,0.028360548776651395,-0.091000333342595,0.16276746724139812,0.028360548776651395,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19006235225984608,-0.15947682604804236,0.0059231829416301895,-0.0909840903208883,-0.1588899605138075,0.0059231829416301895,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
