topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789196568.6773803,1789196568.6773803,0.572
/camera/world/agv3_confidence,1789196568.6773915,1789196568.6773915,0.5597
/camera/world/agv2_confidence,1789196568.677525,1789196568.677525,0.5617
/camera/world/agv2_confidence,1789196568.7147365,1789196568.7147365,0.5587
/camera/world/agv1_confidence,1789196568.7147524,1789196568.7147524,0.5714
/camera/world/agv3_confidence,1789196568.714985,1789196568.714985,0.5609
/camera/world/agv1_confidence,1789196568.7545166,1789196568.7545166,0.5709
/camera/world/agv2_confidence,1789196568.7547438,1789196568.7547438,0.5597
/camera/world/agv3_confidence,1789196568.7547617,1789196568.7547617,0.5597
/camera/world/agv2_confidence,1789196568.7737134,1789196568.7737134,0.56
/camera/world/agv1_confidence,1789196568.773857,1789196568.773857,0.5699
/camera/world/agv3_confidence,1789196568.7739527,1789196568.7739527,0.5599
/camera/world/agv3_confidence,1789196568.807311,1789196568.807311,0.5547
/camera/world/agv2_confidence,1789196568.8075469,1789196568.8075469,0.559
/camera/world/agv1_confidence,1789196568.8075852,1789196568.8075852,0.5719
/camera/world/agv2_confidence,1789196568.8421822,1789196568.8421822,0.5564
/camera/world/agv1_confidence,1789196568.842195,1789196568.842195,0.5717
/camera/world/agv3_confidence,1789196568.8422685,1789196568.8422685,0.5596
/camera/world/agv1_confidence,1789196568.875518,1789196568.875518,0.5717
/camera/world/agv2_confidence,1789196568.8755965,1789196568.8755965,0.5597
/camera/world/agv3_confidence,1789196568.8756845,1789196568.8756845,0.5601
/camera/world/agv2_confidence,1789196568.9135392,1789196568.9135392,0.5609
/camera/world/agv1_confidence,1789196568.9135494,1789196568.9135494,0.5689
/camera/world/agv3_confidence,1789196568.9135818,1789196568.9135818,0.5616
/camera/world/agv1_confidence,1789196568.9459355,1789196568.9459355,0.5717
/camera/world/agv2_confidence,1789196568.9461622,1789196568.9461622,0.5598
/camera/world/agv3_confidence,1789196568.9463606,1789196568.9463606,0.5597
/camera/world/agv1_confidence,1789196568.9845908,1789196568.9845908,0.5707
/camera/world/agv2_confidence,1789196568.9845996,1789196568.9845996,0.56
/camera/world/agv3_confidence,1789196568.9847398,1789196568.9847398,0.56
/camera/world/agv1_confidence,1789196569.013457,1789196569.013457,0.5696
/camera/world/agv2_confidence,1789196569.0135152,1789196569.0135152,0.5595
/camera/world/agv3_confidence,1789196569.0136316,1789196569.0136316,0.5544
/camera/world/agv2_confidence,1789196569.0479925,1789196569.0479925,0.56
/camera/world/agv1_confidence,1789196569.0481458,1789196569.0481458,0.5702
/camera/world/agv3_confidence,1789196569.0482063,1789196569.0482063,0.564
/camera/world/agv1_confidence,1789196569.0699184,1789196569.0699184,0.5721
/camera/world/agv3_confidence,1789196569.0699456,1789196569.0699456,0.5645
/camera/world/agv2_confidence,1789196569.0699563,1789196569.0699563,0.5598
/camera/world/agv1_confidence,1789196569.1163108,1789196569.1163108,0.5714
/camera/world/agv3_confidence,1789196569.1163638,1789196569.1163638,0.5599
/camera/world/agv2_confidence,1789196569.116382,1789196569.116382,0.5537
/camera/world/agv1_confidence,1789196569.1424348,1789196569.1424348,0.5716
/camera/world/agv2_confidence,1789196569.1424832,1789196569.1424832,0.5603
/camera/world/agv3_confidence,1789196569.1424863,1789196569.1424863,0.5605
/camera/world/agv1_confidence,1789196569.1770265,1789196569.1770265,0.5711
/camera/world/agv2_confidence,1789196569.1771395,1789196569.1771395,0.5598
/camera/world/agv3_confidence,1789196569.177225,1789196569.177225,0.56
/camera/world/agv2_confidence,1789196569.2108574,1789196569.2108574,0.5597
/camera/world/agv3_confidence,1789196569.2108784,1789196569.2108784,0.561
/camera/world/agv1_confidence,1789196569.2109075,1789196569.2109075,0.5701
/camera/world/agv2_confidence,1789196569.256426,1789196569.256426,0.5588
/camera/world/agv1_confidence,1789196569.2564433,1789196569.2564433,0.5708
/camera/world/agv3_confidence,1789196569.2566364,1789196569.2566364,0.5543
/camera/world/agv2_confidence,1789196569.2784395,1789196569.2784395,0.5591
/camera/world/agv1_confidence,1789196569.2784462,1789196569.2784462,0.5703
/camera/world/agv3_confidence,1789196569.2784872,1789196569.2784872,0.5636
/camera/world/agv1_confidence,1789196569.3090162,1789196569.3090162,0.57
/camera/world/agv3_confidence,1789196569.3090618,1789196569.3090618,0.5604
/camera/world/agv2_confidence,1789196569.3090851,1789196569.3090851,0.56
/camera/world/agv1_confidence,1789196569.3496697,1789196569.3496697,0.5714
/camera/world/agv3_confidence,1789196569.3496876,1789196569.3496876,0.5576
/camera/world/agv2_confidence,1789196569.3497078,1789196569.3497078,0.5597
/camera/world/agv2_confidence,1789196569.36987,1789196569.36987,0.5585
/camera/world/agv1_confidence,1789196569.369872,1789196569.369872,0.5715
/camera/world/agv3_confidence,1789196569.3700502,1789196569.3700502,0.5553
/camera/world/agv1_confidence,1789196569.4051175,1789196569.4051175,0.5702
/camera/world/agv2_confidence,1789196569.4051383,1789196569.4051383,0.5555
/camera/world/agv3_confidence,1789196569.4053388,1789196569.4053388,0.5526
/camera/world/agv2_confidence,1789196569.4378777,1789196569.4378777,0.5572
/camera/world/agv3_confidence,1789196569.4379098,1789196569.4379098,0.5509
/camera/world/agv1_confidence,1789196569.4379215,1789196569.4379215,0.5706
/camera/world/agv2_confidence,1789196569.4754062,1789196569.4754062,0.5557
/camera/world/agv1_confidence,1789196569.4754124,1789196569.4754124,0.569
/camera/world/agv3_confidence,1789196569.475432,1789196569.475432,0.5473
/camera/world/agv1_confidence,1789196569.507126,1789196569.507126,0.564
/camera/world/agv2_confidence,1789196569.5071423,1789196569.5071423,0.5531
/camera/world/agv3_confidence,1789196569.5073407,1789196569.5073407,0.55
/camera/world/agv2_confidence,1789196569.54248,1789196569.54248,0.5515
/camera/world/agv3_confidence,1789196569.5425339,1789196569.5425339,0.5477
/camera/world/agv1_confidence,1789196569.5425918,1789196569.5425918,0.5647
/camera/world/agv1_confidence,1789196569.577567,1789196569.577567,0.582
/camera/world/agv3_confidence,1789196569.5775697,1789196569.5775697,0.5568
/camera/world/agv2_confidence,1789196569.577571,1789196569.577571,0.5504
/camera/world/agv1_confidence,1789196569.6107843,1789196569.6107843,0.541
/camera/world/agv2_confidence,1789196569.6108818,1789196569.6108818,0.554
/camera/world/agv3_confidence,1789196569.6110895,1789196569.6110895,0.5578
