topic,bag_stamp,header_stamp,robot_localization_source_1,robot_localization_source_2,robot_localization_source_3,robot_pose_valid_1,robot_pose_valid_2,robot_pose_valid_3,robot_pose_stamp_1,robot_pose_stamp_2,robot_pose_stamp_3,robot_pose_x_1,robot_pose_x_2,robot_pose_x_3,robot_pose_y_1,robot_pose_y_2,robot_pose_y_3,robot_pose_yaw_1,robot_pose_yaw_2,robot_pose_yaw_3,support_pose_valid_1,support_pose_valid_2,support_pose_valid_3,support_pose_x_1,support_pose_x_2,support_pose_x_3,support_pose_y_1,support_pose_y_2,support_pose_y_3,support_pose_yaw_1,support_pose_yaw_2,support_pose_yaw_3,path_state_valid_1,path_state_valid_2,path_state_valid_3,s_actual_1,s_actual_2,s_actual_3,s_dot_actual_1,s_dot_actual_2,s_dot_actual_3,load_localization_source,load_pose_valid,load_pose_stamp,load_pose_x,load_pose_y,load_pose_yaw,load_path_state_valid,load_s_actual,load_s_dot_actual
/multi_agv/cooperative_state,1789196568.6681445,1789196568.6680505,3,3,3,True,True,True,1789196568.667717,1789196568.6618514,1789196568.6646776,0.20003601563105444,-0.1916800465693822,-0.18896070553397215,-0.0011761498117119906,0.15023435969060106,-0.15145498216477615,0.027914669298893857,0.009459804892031576,0.009854135611357506,True,True,True,0.18221296200438286,-0.09260447976731406,-0.08988551602664303,-0.0016738037283942702,0.15117162318019936,-0.15047865020953638,0.027914669298893857,0.009459804892031576,0.009854135611357506,True,True,True,0.00900788124749516,0.0,0.0,-3.889354691449522e-05,0.0,0.0,3,True,1789196568.6618514,-9.234459652470808e-05,-0.0003269435859104275,0.000625406192953229,True,0.0,-8.861310819202753e-07
/multi_agv/cooperative_state,1789196568.6782944,1789196568.678139,3,3,3,True,True,True,1789196568.6757057,1789196568.6738293,1789196568.676806,0.20003601563105444,-0.1916800465693822,-0.18896070553397215,-0.0011761498117119906,0.15023435969060106,-0.15145498216477615,0.027914669298893857,0.009459804892031576,0.009854135611357506,True,True,True,0.18221296200438286,-0.09260447976731406,-0.08988551602664303,-0.0016738037283942702,0.15117162318019936,-0.15047865020953638,0.027914669298893857,0.009459804892031576,0.009854135611357506,True,True,True,0.00900788124749516,0.0,0.0,-3.50041922230457e-05,0.0,0.0,3,True,1789196568.6738293,-9.234459652470808e-05,-0.0003269435859104275,0.000625406192953229,True,0.0,-7.975179737282478e-07
/multi_agv/cooperative_state,1789196568.6881208,1789196568.6880457,3,3,3,True,True,True,1789196568.6877017,1789196568.6817164,1789196568.6848001,0.200046013283823,-0.1916379302320761,-0.18896495565327076,-0.001167378171415434,0.1500651439177002,-0.15143551986547876,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.18222290132266297,-0.09256121965808516,-0.08988982896414872,-0.0016629384805152184,0.15087249875767683,-0.15045283398768272,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.00901782056577527,0.0,0.0,5.135128497309515e-05,0.0,0.0,3,True,1789196568.6817164,-7.604909985693223e-05,-0.00041442457017370105,0.0008246970242716781,True,0.0,-7.17766176355423e-07
/multi_agv/cooperative_state,1789196568.6982744,1789196568.6980774,3,3,3,True,True,True,1789196568.6877017,1789196568.6817164,1789196568.6848001,0.200046013283823,-0.1916379302320761,-0.18896495565327076,-0.001167378171415434,0.1500651439177002,-0.15143551986547876,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.18222290132266297,-0.09256121965808516,-0.08988982896414872,-0.0016629384805152184,0.15087249875767683,-0.15045283398768272,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.00901782056577527,0.0,0.0,5.135128497309515e-05,0.0,0.0,3,True,1789196568.6817164,-7.604909985693223e-05,-0.00041442457017370105,0.0008246970242716781,True,0.0,-7.17766176355423e-07
/multi_agv/cooperative_state,1789196568.708176,1789196568.7080476,3,3,3,True,True,True,1789196568.707747,1789196568.7018542,1789196568.704807,0.200046013283823,-0.1916379302320761,-0.18896495565327076,-0.001167378171415434,0.1500651439177002,-0.15143551986547876,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.18222290132266297,-0.09256121965808516,-0.08988982896414872,-0.0016629384805152184,0.15087249875767683,-0.15045283398768272,0.027797203223900224,0.008148604912603163,0.009918267959728722,True,True,True,0.009017820565775282,0.0,0.0,4.1594540828342764e-05,0.0,0.0,3,True,1789196568.7018542,-7.604909985693223e-05,-0.00041442457017370105,0.0008246970242716781,True,0.0,-6.459895587198808e-07
/multi_agv/cooperative_state,1789196568.7181947,1789196568.718084,3,3,3,True,True,True,1789196568.7157362,1789196568.7138171,1789196568.7168117,0.20005123728603724,-0.1916379302320761,-0.18898223547007154,-0.0011534405287402238,0.1500651439177002,-0.15141643011371786,0.027640599170231095,0.008148604912603163,0.009867256148732073,True,True,True,0.1822280479366787,-0.09256121965808516,-0.08990705878127014,-0.0016462096601925348,0.15087249875767683,-0.15043879823883533,0.027640599170231095,0.008148604912603163,0.009867256148732073,True,True,True,0.009022967179791001,0.0,0.0,0.0001018549851387411,0.0,0.0,3,True,1789196568.7138171,-8.007683422549261e-05,-0.0004041697137836715,0.0008149444388361094,True,0.0,-5.813906028478927e-07
/multi_agv/cooperative_state,1789196568.7281113,1789196568.7280447,3,3,3,True,True,True,1789196568.727745,1789196568.7218587,1789196568.724802,0.20005123728603724,-0.19159397099167064,-0.18898223547007154,-0.0011534405287402238,0.14998310472589138,-0.15141643011371786,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.1822280479366787,-0.09251653365108294,-0.08990705878127014,-0.0016462096601925348,0.15069571262783935,-0.15043879823883533,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.00902296717979101,0.0,0.0,9.16694866249392e-05,0.0,0.0,3,True,1789196568.7218587,-6.518149855808582e-05,-0.0004630984237295003,0.00090823158074335,True,0.0,-5.232515425631035e-07
/multi_agv/cooperative_state,1789196568.7381403,1789196568.7380452,3,3,3,True,True,True,1789196568.7357476,1789196568.7338607,1789196568.7368028,0.20005123728603724,-0.19159397099167064,-0.18898223547007154,-0.0011534405287402238,0.14998310472589138,-0.15141643011371786,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.1822280479366787,-0.09251653365108294,-0.08990705878127014,-0.0016462096601925348,0.15069571262783935,-0.15043879823883533,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.00902296717979101,0.0,0.0,8.250253796244528e-05,0.0,0.0,3,True,1789196568.7338607,-6.518149855808582e-05,-0.0004630984237295003,0.00090823158074335,True,0.0,-4.7092638830679313e-07
/multi_agv/cooperative_state,1789196568.748126,1789196568.7480443,3,3,3,True,True,True,1789196568.7477279,1789196568.7418642,1789196568.7448006,0.20005123728603724,-0.19159397099167064,-0.18898223547007154,-0.0011534405287402238,0.14998310472589138,-0.15141643011371786,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.1822280479366787,-0.09251653365108294,-0.08990705878127014,-0.0016462096601925348,0.15069571262783935,-0.15043879823883533,0.027640599170231095,0.007192309707024114,0.009867256148732073,True,True,True,0.00902296717979101,0.0,0.0,7.425228416620075e-05,0.0,0.0,3,True,1789196568.7418642,-6.518149855808582e-05,-0.0004630984237295003,0.00090823158074335,True,0.0,-4.2383374947611383e-07
/multi_agv/cooperative_state,1789196568.7581794,1789196568.758053,3,3,3,True,True,True,1789196568.7557392,1789196568.7538025,1789196568.7567997,0.20004746779778548,-0.19159397099167064,-0.18898472950180067,-0.001141859691501268,0.14998310472589138,-0.15135869892291753,0.02763353277242775,0.007192309707024114,0.010098998990062835,True,True,True,0.18222427496676924,-0.09251653365108294,-0.08990978203258923,-0.00163450287719521,0.15069571262783935,-0.15035810711154105,0.02763353277242775,0.007192309707024114,0.010098998990062835,True,True,True,0.009019194209881534,0.0,0.0,1.9731695999575035e-05,0.0,0.0,3,True,1789196568.7538025,-6.734690563427181e-05,-0.00043229912029897155,0.0008503245162269112,True,0.0,-3.8145037452850245e-07
