stamp,load_s_reference,load_velocity_reference,evaluation_active,agv1_position_error,agv1_velocity_error,agv1_psi,agv1_gamma,agv1_gamma_inverse_upsilon,agv1_composite_error,agv1_channel_input_raw,agv1_channel_input_limited,agv1_theta_hat_1,agv1_theta_hat_2,agv1_disturbance_estimate,agv2_position_error,agv2_velocity_error,agv2_psi,agv2_gamma,agv2_gamma_inverse_upsilon,agv2_composite_error,agv2_channel_input_raw,agv2_channel_input_limited,agv2_theta_hat_1,agv2_theta_hat_2,agv2_disturbance_estimate,agv3_position_error,agv3_velocity_error,agv3_psi,agv3_gamma,agv3_gamma_inverse_upsilon,agv3_composite_error,agv3_channel_input_raw,agv3_channel_input_limited,agv3_theta_hat_1,agv3_theta_hat_2,agv3_disturbance_estimate
1789391509.3758416,nan,nan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391509.38594,nan,nan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391509.3958287,nan,nan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391509.4058788,nan,nan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391509.4158628,0.007998832050391433,0.09999992612909338,True,-0.007628808386725963,-0.09443817384598505,-0.12681849350540614,1.9373328918657042,-3.369832875735412e-07,-0.1359730635694773,0.3289761152814446,0.3289761152814446,-3.8101485908636114e-07,-2.610249005542306e-08,0.10164179614355705,-0.007590886305142432,-0.09405350680745864,-0.12607481510346388,1.9292859520913377,-3.343377144512123e-07,-0.1351838786696348,0.32880930087625104,0.32880930087625104,-3.7673634745912845e-07,-2.391596843007298e-08,0.10172199345954702,-0.007521013108510294,-0.09351002154429086,-0.12502934290411738,1.9180227693518181,-3.3061518643531663e-07,-0.13405455863432975,0.3282707637793683,0.3282707637793683,-4.0595220712670704e-07,-2.8505814964565007e-08,0.10157385617327756
1789391509.4259624,0.009005629064051548,0.10000031919744785,True,-0.008352609841969083,-0.09123476888090189,-0.12071777554357824,1.8721799371800467,1.6560303242067252e-06,-0.13074090735394114,0.3310726580963567,0.3310726580963567,-5.740298611410766e-07,-4.881753705496075e-08,0.10402426453506364,-0.008431399253154198,-0.09247757150434043,-0.12305985956755844,1.8969588645156858,1.6999793995894233e-06,-0.13317753867134347,0.3320438146246594,0.3320438146246594,-5.519070037058678e-07,-4.118278556544032e-08,0.10418354946109505,-0.00840900604205986,-0.09182447128981426,-0.12182524187497402,1.8838606419320558,1.6768215098416058e-06,-0.13191604912544586,0.331471855323916,0.331471855323916,-5.849799648006905e-07,-4.8568012637993057e-08,0.10399404293132672
1789391509.4358997,0.009998058731851608,0.10000031919744785,True,-0.009345039509769143,-0.09123476888090189,-0.12071777554357824,1.8721799371800467,1.6560303242067252e-06,-0.1319318229553012,0.3353839810129913,0.3353839810129913,-7.659765233977627e-07,-7.140681371558027e-08,0.10639296995229133,-0.009298719878130557,-0.09084218950423753,-0.11998430977432019,1.8644796143653375,1.642251815557374e-06,-0.13114277362807686,0.33521595173342644,0.33521595173342644,-7.554129490662918e-07,-6.55953525672861e-08,0.10652744593464877,-0.009194566353677143,-0.09001170537316953,-0.11844258988718373,1.8483866404337723,1.613269793690502e-06,-0.1294760695115963,0.3343004665849866,0.3343004665849866,-8.13839129528117e-07,-7.699221577539073e-08,0.10628657110816418
1789391509.4458623,0.010998410524938808,0.10000031919744785,True,-0.009967758706492405,-0.08745677949693413,-0.11378178294512147,1.8005019757749516,1.5255321044334948e-06,-0.12574309339291234,0.3364988870762571,0.3364988870762571,-1.045890860886164e-06,-1.1415022376157684e-07,0.10857262201919667,-0.010077344812809691,-0.08898323308195899,-0.11655167111467905,1.8288205741579941,1.577692042084779e-06,-0.12864448489005068,0.3379117145986432,0.3379117145986432,-1.0153510345597142e-06,-9.985796617812076e-08,0.10879569121985073,-0.010035543807358703,-0.08802442453573342,-0.11480678426171613,1.8109338264934551,1.5448386062737675e-06,-0.12684943683054659,0.33693364519317487,0.33693364519317487,-1.079151079407691e-06,-1.1652234048897286e-07,0.10849947236011251
1789391509.4558096,0.012004008034770149,0.10000031919744785,True,-0.010973356216323745,-0.08745677949693413,-0.11378178294512147,1.8005019757749516,1.5255321044334948e-06,-0.12694981040470996,0.34071956142846316,0.34071956142846316,-1.3299048476688897e-06,-1.5751954752613615e-07,0.1107837989367519,-0.010918823495572567,-0.08707725831145299,-0.11309976720900734,1.7935917649762512,1.5126838759560922e-06,-0.12620235540369443,0.3405629522193265,0.3405629522193265,-1.3115097161348156e-06,-1.4544977497673081e-07,0.11098438581805033,-0.010770704141613652,-0.0859243166323106,-0.11104382724245339,1.772910617760291,1.4739480636258478e-06,-0.12396867221238977,0.3391105882076432,0.3391105882076432,-1.4059739738099224e-06,-1.690416910063904e-07,0.11062233640494253
1789391509.4658623,0.013011770831389283,0.10000001951046143,True,-0.011503062169116385,-0.08314523123896377,-0.10618411158642467,1.7249229119427587,-1.052988598623163e-06,-0.11998778618936433,0.3406696549415057,0.3406696549415057,-1.7071866999559017e-06,-2.2858366286690725e-07,0.11278024696536174,-0.011643345890893823,-0.08494627044593198,-0.1093183464411254,1.7557291402395747,-1.0979411364686077e-06,-0.12329036151019798,0.34263752387921254,0.34263752387921254,-1.6693969361400278e-06,-2.0473508742581584e-07,0.11307635716337909,-0.011576148664078266,-0.08366137078654241,-0.10707665900676985,1.7336423004129076,-1.0657850222393085e-06,-0.12096803740366377,0.3410987536545018,0.3410987536545018,-1.7697104796710102e-06,-2.3670116263277226e-07,0.11264658398906224
