stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_dot_actual,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_dot_actual,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_dot_actual,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1788424095.4112186,True,0.00028987206956940985,0.0018010823816582467,0.0001270871955097036,0.0005626228248297264,0.30324699112894,nan,nan,nan,nan,nan,False,0.2364521723921056,0.07451309801861528,0.27735135508010567,0.21930356305900522,0.06963108020415548,0.27735135508010567,0.0,0.0,nan,nan,nan,-0.15290382013757053,0.16591433197933336,0.2812838019177539,-0.17003309865057498,0.1609649160921883,0.2812838019177538,0.0015032418829060569,0.005043801503819432,nan,nan,nan,-0.03178472048121006,-0.22387368804597219,0.2862510454689866,-0.04888920282190114,-0.2289081278218546,0.2862510454689866,0.0002198395406968717,0.0006890816917047416,nan,nan,nan
1788424095.4212158,True,0.0002898720695694095,0.0014408659053265892,0.0001270871955097036,0.0005626228248297264,0.30324699112894,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.2364521723921056,0.07451309801861528,0.27735135508010567,0.21930356305900522,0.06963108020415548,0.27735135508010567,0.0,0.0,0.0,0.0,0.0,-0.15290382013757053,0.16591433197933336,0.2812838019177539,-0.17003309865057498,0.1609649160921883,0.2812838019177538,0.0015032418829060569,0.004035041203055546,0.0,0.0,0.0,-0.03178472048121006,-0.22387368804597219,0.2862510454689866,-0.04888920282190114,-0.2289081278218546,0.2862510454689866,0.00021983929033233526,0.0005512591277525487,0.0,0.0,0.0
1788424095.431215,True,0.0002898720695694095,0.0014408659053265892,0.0001270871955097036,0.0005626228248297264,0.30324699112894,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.2364521723921056,0.07451309801861528,0.27735135508010567,0.21930356305900522,0.06963108020415548,0.27735135508010567,0.0,0.0,0.0,0.0,0.0,-0.15290382013757053,0.16591433197933336,0.2812838019177539,-0.17003309865057498,0.1609649160921883,0.2812838019177538,0.0015032418829060569,0.004035041203055546,0.0,0.0,0.0,-0.03178472048121006,-0.22387368804597219,0.2862510454689866,-0.04888920282190114,-0.2289081278218546,0.2862510454689866,0.00021983929033233526,0.0005512591277525487,0.0,0.0,0.0
1788424095.4412534,True,4.538731696556064e-05,-0.0012926235408760446,8.582615175615112e-05,-0.00012175912248069132,0.3048339945356691,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23643353367974318,0.07450098104647673,0.2776441756600237,0.21928635463710422,0.0696139419756606,0.2776441756600237,0.0,0.0,0.0,0.0,0.0,-0.15295468233161968,0.16455716649010388,0.272030265027553,-0.17012902642627667,0.1597664666541383,0.272030265027553,0.0010499454030649536,-0.0034750840976637276,0.0,0.0,0.0,-0.03176473217121334,-0.22481652325184043,0.2801016337377997,-0.0488998497555591,-0.229745685997241,0.2801016337377997,0.0,-0.005150959375910176,0.0,0.0,0.0
1788424095.451253,True,4.5387316965560655e-05,-0.0010340988327008356,8.582615175615112e-05,-0.00012175912248069132,0.3048339945356691,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23643353367974318,0.07450098104647673,0.2776441756600237,0.21928635463710422,0.0696139419756606,0.2776441756600237,0.0,0.0,0.0,0.0,0.0,-0.15295468233161968,0.16455716649010388,0.272030265027553,-0.17012902642627667,0.1597664666541383,0.272030265027553,0.0010499454030649536,-0.0027800672781309824,0.0,0.0,0.0,-0.03176473217121334,-0.22481652325184043,0.2801016337377997,-0.0488998497555591,-0.229745685997241,0.2801016337377997,0.0,-0.004120767500728141,0.0,0.0,0.0
1788424095.4612184,True,4.5387316965560655e-05,-0.0008272790661606685,8.582615175615112e-05,-0.00012175912248069132,0.3048339945356691,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23643353367974318,0.07450098104647673,0.2776441756600237,0.21928635463710422,0.0696139419756606,0.2776441756600237,0.0,0.0,0.0,0.0,0.0,-0.15295468233161968,0.16455716649010388,0.272030265027553,-0.17012902642627667,0.1597664666541383,0.272030265027553,0.0010499454030649536,-0.002224053822504786,0.0,0.0,0.0,-0.03176473217121334,-0.22481652325184043,0.2801016337377997,-0.0488998497555591,-0.229745685997241,0.2801016337377997,0.0,-0.003296614000582513,0.0,0.0,0.0
1788424095.4712627,True,0.0,-0.0014197942473260935,5.5600618550944815e-05,-0.0002271905517131819,0.30446511540618537,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23643353367974318,0.07450098104647673,0.2776441756600237,0.21928635463710422,0.0696139419756606,0.2776441756600237,0.0,0.0,0.0,0.0,0.0,-0.15297794916539487,0.16509364464824006,0.27438067764951257,-0.17014098570976646,0.16026259128726741,0.27438067764951257,0.001188133236730106,0.0005216770828976535,0.0,0.0,0.0,-0.03181023269031491,-0.22574591263497368,0.2732819113915623,-0.04897856707168492,-0.23055810491806755,0.2732819113915623,0.0,-0.0026372912004660105,0.0,0.0,0.0
1788424095.4812791,True,0.0,-0.0011358353978608749,7.396694498402097e-05,-0.00026513462139771127,0.30428625161146877,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23648522122799664,0.07439910273248151,0.27834137977600704,0.21934145361640345,0.069500109766607,0.27834137977600704,0.0,0.0,0.0,0.0,0.0,-0.15297794916539487,0.16509364464824006,0.27438067764951257,-0.17014098570976646,0.16026259128726741,0.27438067764951257,0.0011881332367301115,0.00041734166631825806,0.0,0.0,0.0,-0.03181023269031491,-0.22574591263497368,0.2732819113915623,-0.04897856707168492,-0.23055810491806755,0.2732819113915623,0.0,-0.0021098329603728085,0.0,0.0,0.0
1788424095.4912646,True,0.0,-0.0009086683182886999,7.396694498402097e-05,-0.00026513462139771127,0.30428625161146877,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23648522122799664,0.07439910273248151,0.27834137977600704,0.21934145361640345,0.069500109766607,0.27834137977600704,0.0,0.0,0.0,0.0,0.0,-0.15297794916539487,0.16509364464824006,0.27438067764951257,-0.17014098570976646,0.16026259128726741,0.27438067764951257,0.0011881332367301115,0.00033387333305460646,0.0,0.0,0.0,-0.03181023269031491,-0.22574591263497368,0.2732819113915623,-0.04897856707168492,-0.23055810491806755,0.2732819113915623,0.0,-0.0016878663682982468,0.0,0.0,0.0
1788424095.5012488,True,0.0,-0.0007269346546309599,7.396694498402097e-05,-0.00026513462139771127,0.30428625161146877,0.0,0.0,0.3043957973646151,0.0,0.0,False,0.23648522122799664,0.07439910273248151,0.27834137977600704,0.21934145361640345,0.069500109766607,0.27834137977600704,0.0,0.0,0.0,0.0,0.0,-0.15297794916539487,0.16509364464824006,0.27438067764951257,-0.17014098570976646,0.16026259128726741,0.27438067764951257,0.0011881332367301115,0.0002670986664436852,0.0,0.0,0.0,-0.03181023269031491,-0.22574591263497368,0.2732819113915623,-0.04897856707168492,-0.23055810491806755,0.2732819113915623,0.0,-0.0013502930946385975,0.0,0.0,0.0
