yaw_drive_disturbance_path_progress,m1b_counterfactual_common_velocity_mps,effective_common_velocity_mps,paired_reference_difference_mps,m1_common_boundary_upper,m1b_common_boundary_upper,m1_risk_contraction,m1b_risk_contraction,m1_agv2_robust_margin,m1b_agv2_robust_margin,m1_yaw_drive_disturbance_left_nominal,m1b_yaw_drive_disturbance_left_nominal,m1_yaw_drive_disturbance_right_nominal,m1b_yaw_drive_disturbance_right_nominal,m1_agv2_s_dot_actual,m1b_agv2_s_dot_actual
2.0003119283297948,0.0997869491535643,0.10038863095411388,0.0,0.10699991758778436,0.107,8.241221563509704e-08,0.0,1.0,1.0,0.1320196485858382,0.13103055557831983,0.11200263016494227,0.1112136017000338,0.10037342143050866,0.09978576213226967
2.0023086492731736,0.09978804448059538,0.10038650584498211,0.0,0.10699991967697345,0.107,8.211706745351445e-08,0.0,1.0,1.0,0.13203103298374347,0.13101826861020832,0.11200887579761216,0.11120620076061737,0.10037307831979339,0.0998066893216638
2.004305370216552,0.09978804448059538,0.10038650584498211,0.0,0.10699991967697345,0.107,8.03230265494781e-08,0.0,1.0,1.0,0.13203553281160874,0.13105355735419832,0.11201161414441188,0.1112357977866935,0.1003729182145797,0.09982358953802598
2.006302091159931,0.09978866974662555,0.10038546186442614,0.0,0.10699992175484535,0.107,8.006678799747613e-08,0.0,1.0,1.0,0.13201606678124642,0.13106401069109194,0.11199897189665571,0.11124802739047247,0.10037260298564281,0.09983962670851175
2.00829881210331,0.09978866974662555,0.10038546186442614,0.0,0.10699992175484535,0.107,7.824515464716075e-08,0.0,1.0,1.0,0.13202253670059627,0.1310795266320632,0.11200291801716847,0.11126312640357448,0.10036853418222555,0.09985638243334906
2.0102955330466883,0.09978867304851087,0.10038382422420024,0.0,0.10699992376008104,0.107,7.803405905701707e-08,0.0,1.0,1.0,0.13203053484278726,0.13106281620842491,0.11200675250913039,0.11125802419007827,0.10036984786353545,0.09987545316458296
2.012292253990067,0.09978867304851087,0.10038382422420024,0.0,0.10699992376008104,0.107,7.623991896132942e-08,0.0,1.0,1.0,0.13202883832146609,0.13109749575721277,0.11200566322090501,0.11128584595167293,0.10036428846646453,0.09991232222233735
2.014288974933446,0.0997894221694815,0.100382182403828,0.0,0.10699992574333819,0.107,7.606722804516207e-08,0.0,1.0,1.0,0.13201030788533968,0.13046330314257926,0.11199162500634104,0.11090156902288449,0.10036646776444998,0.09990393299238264
2.0162856958768245,0.09978993779684488,0.100382182403828,0.0,0.10699992574333819,0.107,7.425666180560508e-08,0.0,1.0,1.0,0.1320433793496436,0.131121459091574,0.11201228022263658,0.11130622243868384,0.10036189224731291,0.09978862051480258
2.0182824168202034,0.09979011430090719,0.10038012252895086,0.0,0.10699992761947509,0.107,7.41251738612247e-08,0.0,1.0,1.0,0.13205940943063035,0.13097167127278878,0.11201924106469557,0.1111722607461196,0.10036184170223066,0.099837473507502
2.0202791377635823,0.09979011430090719,0.10038012252895086,0.0,0.10699992761947509,0.107,7.238052490698976e-08,0.0,1.0,1.0,0.13204095043445618,0.13106021762987669,0.11200415406481709,0.11123849157424995,0.10036149647736481,0.09982126692552097
2.0222758587069607,0.0997917153984516,0.10037968486601279,0.0,0.1069999294678095,0.107,7.228378306745198e-08,0.0,1.0,1.0,0.13205154680127104,0.13105079270889491,0.11200649843778258,0.11122295167584663,0.10035775783221464,0.09983619058187292
2.0242725796503396,0.0997917153984516,0.10037968486601279,0.0,0.1069999294678095,0.107,7.053219050479065e-08,0.0,1.0,1.0,0.13205455448475795,0.1310678471276099,0.11200070391459617,0.11123260120628162,0.10035315768864328,0.09982830456785022
2.0262693005937185,0.09979313473895175,0.10037955928591104,0.0,0.10699993127669288,0.107,7.046831397377746e-08,0.0,1.0,1.0,0.13205318272715683,0.13106197927483249,0.11198899699669239,0.11121660333813285,0.10034760864277063,0.09983878198189006
2.028266021537097,0.09979313514183537,0.10037955928591104,0.0,0.10699993127669288,0.107,6.872330711449326e-08,0.0,1.0,1.0,0.1320454898198224,0.131096023029779,0.11196961575280855,0.1112294633133124,0.10033992161652971,0.09982212342545545
2.030262742480476,0.09979485999926645,0.10037923242159086,0.0,0.10699993305989756,0.107,6.86901981674803e-08,0.0,1.0,1.0,0.13205099571220472,0.13108559154830915,0.11195378095751478,0.11120136785279729,0.10032982981002206,0.09983390470932785
2.032259463423854,0.09979485999926645,0.10037923242159086,0.0,0.10699993305989756,0.107,6.694010243335491e-08,0.0,1.0,1.0,0.13208402928603752,0.13110970360559482,0.11194983847963971,0.11119952871725163,0.1003178085750294,0.0998359763158148
2.034256184367233,0.09979549122833542,0.10037815002061005,0.0,0.10699993477235566,0.107,6.693820345181305e-08,0.0,1.0,1.0,0.13208249159552896,0.13110878821925787,0.11191759170862588,0.11117344392497963,0.10030919320922847,0.09981863068748195
2.036252905310612,0.09979549219733667,0.10037815002061005,0.0,0.10699993477235566,0.107,6.522764434135908e-08,0.0,1.0,1.0,0.13206265707080303,0.131111629346447,0.11186789959889304,0.11113556670552198,0.10029450863915751,0.0997936596589149
2.0382496262539904,0.0997959189205173,0.10037746185979461,0.0,0.10699993641425123,0.107,6.522764434135908e-08,0.0,1.0,1.0,0.13208761447631376,0.13110861494747436,0.11183735110794575,0.11108406917072677,0.10027530450024416,0.09977414591913374
2.0402463471973693,0.09979591996546221,0.10037744851466575,0.0,0.10699993644609163,0.107,6.355390837209374e-08,0.0,1.0,1.0,0.13210513978959665,0.1311190500111196,0.1117921745513967,0.11103380026352076,0.10025424434667439,0.09974575122185778
