topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789189260.6572864,1789189260.6572864,0.5797
/camera/world/agv2_confidence,1789189260.6573079,1789189260.6573079,0.5528
/camera/world/agv3_confidence,1789189260.6574411,1789189260.6574411,0.5678
/camera/world/agv1_confidence,1789189260.6892476,1789189260.6892476,0.5551
/camera/world/agv2_confidence,1789189260.6894417,1789189260.6894417,0.5278
/camera/world/agv3_confidence,1789189260.6897562,1789189260.6897562,0.5616
/camera/world/agv1_confidence,1789189260.7190719,1789189260.7190719,0.5519
/camera/world/agv3_confidence,1789189260.7190738,1789189260.7190738,0.5684
/camera/world/agv2_confidence,1789189260.7190783,1789189260.7190783,0.5513
/camera/world/agv1_confidence,1789189260.752117,1789189260.752117,0.5556
/camera/world/agv3_confidence,1789189260.752121,1789189260.752121,0.5677
/camera/world/agv2_confidence,1789189260.752165,1789189260.752165,0.5283
/camera/world/agv1_confidence,1789189260.7850792,1789189260.7850792,0.557
/camera/world/agv2_confidence,1789189260.7853584,1789189260.7853584,0.5541
/camera/world/agv3_confidence,1789189260.7853823,1789189260.7853823,0.5677
/camera/world/agv1_confidence,1789189260.8257976,1789189260.8257976,0.5793
/camera/world/agv2_confidence,1789189260.8262928,1789189260.8262928,0.5519
/camera/world/agv3_confidence,1789189260.8264067,1789189260.8264067,0.5676
/camera/world/agv3_confidence,1789189260.858578,1789189260.858578,0.5528
/camera/world/agv2_confidence,1789189260.8586094,1789189260.8586094,0.526
/camera/world/agv1_confidence,1789189260.858719,1789189260.858719,0.5786
/camera/world/agv1_confidence,1789189260.8899224,1789189260.8899224,0.5563
/camera/world/agv2_confidence,1789189260.8899739,1789189260.8899739,0.5295
/camera/world/agv3_confidence,1789189260.890086,1789189260.890086,0.568
/camera/world/agv2_confidence,1789189260.9189656,1789189260.9189656,0.5294
/camera/world/agv3_confidence,1789189260.9190454,1789189260.9190454,0.5686
/camera/world/agv1_confidence,1789189260.9190543,1789189260.9190543,0.5514
/camera/world/agv1_confidence,1789189260.9509883,1789189260.9509883,0.5557
/camera/world/agv2_confidence,1789189260.9513261,1789189260.9513261,0.5488
/camera/world/agv3_confidence,1789189260.951368,1789189260.951368,0.5601
/camera/world/agv1_confidence,1789189260.9855123,1789189260.9855123,0.5506
/camera/world/agv3_confidence,1789189260.9855454,1789189260.9855454,0.5678
/camera/world/agv2_confidence,1789189260.9856796,1789189260.9856796,0.5316
/camera/world/agv1_confidence,1789189261.0225883,1789189261.0225883,0.553
/camera/world/agv3_confidence,1789189261.0227952,1789189261.0227952,0.568
/camera/world/agv2_confidence,1789189261.022802,1789189261.022802,0.5519
/camera/world/agv1_confidence,1789189261.055911,1789189261.055911,0.5575
/camera/world/agv2_confidence,1789189261.056143,1789189261.056143,0.5516
/camera/world/agv3_confidence,1789189261.0562973,1789189261.0562973,0.562
/camera/world/agv1_confidence,1789189261.0900455,1789189261.0900455,0.5525
/camera/world/agv3_confidence,1789189261.090298,1789189261.090298,0.5613
/camera/world/agv2_confidence,1789189261.0903506,1789189261.0903506,0.5378
/camera/world/agv3_confidence,1789189261.1272595,1789189261.1272595,0.5638
/camera/world/agv2_confidence,1789189261.1272774,1789189261.1272774,0.5488
/camera/world/agv1_confidence,1789189261.127299,1789189261.127299,0.58
/camera/world/agv1_confidence,1789189261.1549082,1789189261.1549082,0.5519
/camera/world/agv3_confidence,1789189261.1549149,1789189261.1549149,0.5611
/camera/world/agv2_confidence,1789189261.1549501,1789189261.1549501,0.5492
/camera/world/agv2_confidence,1789189261.1857245,1789189261.1857245,0.5522
/camera/world/agv3_confidence,1789189261.1857574,1789189261.1857574,0.5683
/camera/world/agv1_confidence,1789189261.1858034,1789189261.1858034,0.5532
/camera/world/agv1_confidence,1789189261.2190363,1789189261.2190363,0.5556
/camera/world/agv2_confidence,1789189261.2190514,1789189261.2190514,0.5501
/camera/world/agv3_confidence,1789189261.2192981,1789189261.2192981,0.5676
/camera/world/agv2_confidence,1789189261.2583716,1789189261.2583716,0.5571
/camera/world/agv1_confidence,1789189261.2586086,1789189261.2586086,0.5796
/camera/world/agv3_confidence,1789189261.2586591,1789189261.2586591,0.5682
/camera/world/agv1_confidence,1789189261.2890902,1789189261.2890902,0.5712
/camera/world/agv2_confidence,1789189261.2891765,1789189261.2891765,0.5261
/camera/world/agv3_confidence,1789189261.2892325,1789189261.2892325,0.5685
/camera/world/agv2_confidence,1789189261.327426,1789189261.327426,0.5516
/camera/world/agv1_confidence,1789189261.327443,1789189261.327443,0.5526
/camera/world/agv3_confidence,1789189261.327589,1789189261.327589,0.56
/camera/world/agv1_confidence,1789189261.3544714,1789189261.3544714,0.5505
/camera/world/agv2_confidence,1789189261.3544734,1789189261.3544734,0.5504
/camera/world/agv3_confidence,1789189261.354712,1789189261.354712,0.564
/camera/world/agv1_confidence,1789189261.383595,1789189261.383595,0.5794
/camera/world/agv3_confidence,1789189261.383884,1789189261.383884,0.568
/camera/world/agv2_confidence,1789189261.3838964,1789189261.3838964,0.5538
/camera/world/agv1_confidence,1789189261.4259515,1789189261.4259515,0.5767
/camera/world/agv3_confidence,1789189261.4259586,1789189261.4259586,0.5673
/camera/world/agv2_confidence,1789189261.4259684,1789189261.4259684,0.5432
/camera/world/agv1_confidence,1789189261.4574645,1789189261.4574645,0.5696
/camera/world/agv2_confidence,1789189261.4576385,1789189261.4576385,0.5353
/camera/world/agv3_confidence,1789189261.4577563,1789189261.4577563,0.5639
/camera/world/agv1_confidence,1789189261.492196,1789189261.492196,0.553
/camera/world/agv2_confidence,1789189261.4922705,1789189261.4922705,0.5544
/camera/world/agv3_confidence,1789189261.4922953,1789189261.4922953,0.5436
/camera/world/agv1_confidence,1789189261.5241554,1789189261.5241554,0.5782
/camera/world/agv2_confidence,1789189261.5241737,1789189261.5241737,0.4754
/camera/world/agv3_confidence,1789189261.524202,1789189261.524202,0.5374
/camera/world/agv1_confidence,1789189261.5566466,1789189261.5566466,0.5562
/camera/world/agv3_confidence,1789189261.5568376,1789189261.5568376,0.5382
/camera/world/agv2_confidence,1789189261.5568454,1789189261.5568454,0.5493
/camera/world/agv1_confidence,1789189261.5908613,1789189261.5908613,0.5807
/camera/world/agv3_confidence,1789189261.5911176,1789189261.5911176,0.5494
/camera/world/agv2_confidence,1789189261.591139,1789189261.591139,0.5528
/camera/world/agv1_confidence,1789189261.625329,1789189261.625329,0.5513
/camera/world/agv2_confidence,1789189261.625422,1789189261.625422,0.5524
