stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,equivalent_load_pose_x,equivalent_load_pose_y,equivalent_load_pose_yaw,measured_load_source_frame,measured_load_alignment_status,measured_load_pose_x,measured_load_pose_y,measured_load_pose_yaw,measured_load_pose_valid,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_origin_aligned_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_origin_aligned_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_origin_aligned_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789530938.049127,True,0.002226860147185076,0.022034963592587387,0.002226860147185076,2.737069922728961e-10,0.00045348499722595365,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,nan,nan,nan,nan,nan,True,0.19341752676726737,-4.5129653992911215e-11,-3.303721651803926e-08,0.17558752676726738,5.439239165237286e-10,-3.303721651803926e-08,0.0023824460103796783,nan,nan,nan,0.023320834760489486,nan,nan,nan,nan,nan,-0.18366957954050114,0.15000000000173233,1.3659597897230924e-09,-0.08458957954050114,0.15000000013707163,1.3659597897230924e-09,0.0020129608379427615,nan,nan,nan,0.020416259155394648,nan,nan,nan,nan,nan,-0.18339736678521112,-0.1499999999979668,1.3937446752265714e-09,-0.08431736678521112,-0.14999999985987456,1.3937446752265714e-09,0.002285173593232781,nan,nan,nan,0.023254218568692846,nan,nan,nan,nan,nan
1789530938.0591564,True,0.0026019639991843495,0.025809455985125348,0.0026019639991843495,2.9760004647714924e-10,0.0005195900807790478,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,nan,nan,nan,nan,nan,True,0.19371457798294192,-5.5398708480691735e-11,-3.610274301735217e-08,0.17588457798294194,5.883131995186973e-10,-3.610274301735217e-08,0.0026794972260542264,nan,0.0023824460103796783,nan,0.02613519783305317,0.01600582748145473,0.02675022670562887,nan,nan,nan,-0.18327525466745573,0.15000000000229735,1.4974945727885824e-09,-0.08419525466745573,0.1500000001506691,1.4974945727885824e-09,0.002407285710988177,nan,0.0020129608379427615,nan,0.022933104663849936,0.01600582748145473,0.023893173538713598,nan,nan,nan,-0.18296343131793327,-0.14999999999733296,1.5255428031935026e-09,-0.08388343131793327,-0.14999999984618217,1.5255428031935026e-09,0.0027191090605106416,nan,0.002285173593232781,nan,0.025804250272435228,0.01600582748145473,0.026688254298796378,nan,nan,nan
1789530938.0691476,True,0.002961227656740765,0.02726327798976645,0.002961227656740765,3.2652545484444954e-10,0.0005866670948688174,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,nan,nan,nan,nan,nan,True,0.1941887214462849,-7.367054422647808e-11,-4.0958304747817926e-08,0.17635872144628492,6.566160294271153e-10,-4.0958304747817926e-08,0.0031536406893972156,nan,0.0026794972260542264,nan,0.028775792182149908,0.017004490513780328,0.02958001863750987,nan,nan,nan,-0.18299361685984894,0.1500000000027317,1.5869279224034472e-09,-0.08391361685984894,0.1500000001599645,1.5869279224034472e-09,0.002688923518594964,nan,0.002407285710988177,nan,0.02534351961436961,0.017004490513780328,0.026431034033564563,nan,nan,nan,-0.1826414216162138,-0.14999999999682764,1.6130750069009991e-09,-0.0835614216162138,-0.14999999983700418,1.6130750069009991e-09,0.0030411187622301082,nan,0.0027191090605106416,nan,0.028715638690056278,0.017004490513780328,0.02925375612016673,nan,nan,nan
1789530938.0791416,True,0.0034032536347840627,0.03145703009134185,0.0034032536347840627,3.5213412743706457e-10,0.0006599923882056153,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,nan,nan,nan,nan,nan,True,0.19453837777859337,-8.86164770105446e-11,-4.4530967802103305e-08,0.17670837777859338,7.05370678900957e-10,-4.4530967802103305e-08,0.0035032970217056935,nan,0.0031536406893972156,nan,0.03179221754443866,0.01801637975121174,0.03226285714718299,nan,nan,nan,-0.18252736305824252,0.15000000000350316,1.720415365724648e-09,-0.08344736305824252,0.15000000017396192,1.720415365724648e-09,0.003155177320201391,nan,0.002688923518594964,nan,0.028069196660379873,0.01801637975121174,0.028896475175866153,nan,nan,nan,-0.1821312538159988,-0.14999999999597025,1.7464678592205019e-09,-0.08305125381599879,-0.14999999982293022,1.7464678592205019e-09,0.0035512865624451138,nan,0.0030411187622301082,nan,0.0314681588859514,0.01801637975121174,0.0322081734114537,nan,nan,nan
1789530938.0891516,True,0.003822426159196868,0.032904754680907644,0.003822426159196868,3.8329536769476707e-10,0.0007379418248209595,0.003822426159196869,3.832953676956205e-10,0.0007379418248209595,,missing_or_inconsistent_frame,nan,nan,nan,False,0.019013081156936895,0.0,0.0,0.019013081156936895,0.09999625836993721,True,0.19508961018060256,-1.1471669179875242e-10,-5.016833304338774e-08,0.17725961018060257,7.797846863648505e-10,-5.016833304338774e-08,0.004054529423714882,0.0,0.0035032970217056935,0.004054529423714882,0.034639205906377285,0.019013081156936895,0.035217921061296155,0.1922181619138246,0.0,0.0,-0.18219769642750455,0.15000000000408525,1.8109838073598894e-09,-0.08311769642750455,0.15000000018351753,1.8109838073598894e-09,0.0034848439509393633,0.0,0.003155177320201391,0.0034848439509393633,0.030670442543351877,0.019013081156936895,0.031566495732966056,-0.06758945922150701,0.15,0.0,-0.18175463527550753,-0.14999999999529567,1.8356840492117499e-09,-0.08267463527550753,-0.1499999998134161,1.8356840492117499e-09,0.003927905102936382,0.0,0.0035512865624451138,0.003927905102936382,0.034605289203427925,0.019013081156936895,0.03489909037487336,-0.06758945922150701,-0.15,0.0
1789530938.0991359,True,0.004336069966248959,0.037558274448419776,0.004336069966248959,4.1093313014678633e-10,0.000819550162461699,0.004336069966248967,4.109331301534209e-10,0.000819550162461699,,missing_or_inconsistent_frame,nan,nan,nan,False,0.020011299205912745,0.0,0.0,0.020011299205912745,0.09999625836993721,True,0.1954952015672978,-1.359176913602741e-10,-5.437530514740274e-08,0.17766520156729781,8.335939994179164e-10,-5.437530514740274e-08,0.00446012081041011,0.0,0.004054529423714882,0.00446012081041011,0.03785067558206536,0.020011299205912745,0.038053881852203736,0.19321637996280044,0.0,0.0,-0.18165444861728652,0.15000000000510644,1.9470469680982205e-09,-0.08257444861728652,0.15000000019801984,1.9470469680982205e-09,0.0040280917611573794,0.0,0.0034848439509393633,0.0040280917611573794,0.03360591763532102,0.020011299205912745,0.03417194896103224,-0.06659124117253117,0.15,0.0,-0.18116254305126453,-0.14999999999416813,1.971676155676505e-09,-0.08208254305126453,-0.14999999979881445,1.971676155676505e-09,0.00451999732717938,0.0,0.003927905102936382,0.00451999732717938,0.037541594510027566,0.020011299205912745,0.03802581512989297,-0.06659124117253117,-0.15,0.0
1789530938.1092243,True,0.0048185705817337665,0.038931112662014745,0.0048185705817337665,4.447368399812115e-10,0.0009038958903149626,0.004818570581733764,4.447368399791208e-10,0.0009038958903149819,,missing_or_inconsistent_frame,nan,nan,nan,False,0.021002447337101205,0.0,0.0,0.021002447337101205,0.0999952412192087,True,0.19612974438629496,-1.7252025016600863e-10,-6.100758653815319e-08,0.178299744386295,9.152450178092619e-10,-6.100758653815319e-08,0.005094663629407317,0.0,0.00446012081041011,0.005094663629407317,0.040854079394941,0.021002447337101205,0.04121854701342042,0.19420752809398892,0.0,0.0,-0.1812734008788328,0.15000000000586594,2.039359348060543e-09,-0.08219340087883281,0.15000000020792567,2.039359348060543e-09,0.0044091394996110984,0.0,0.0040280917611573794,0.0044091394996110984,0.03638330806277593,0.021002447337101205,0.03706819191434527,-0.0656000930413427,0.15,0.0,-0.180730631762261,-0.14999999999329697,2.0623414087594938e-09,-0.081650631762261,-0.14999999978896017,2.0623414087594938e-09,0.004951908616182896,0.0,0.00451999732717938,0.004951908616182896,0.0408411821027427,0.021002447337101205,0.04091503354069265,-0.0656000930413427,-0.15,0.0
1789530938.1191604,True,0.00540494587833551,0.04397684302679113,0.00540494587833551,4.744578064132919e-10,0.0009955478413652063,0.005404945878335507,4.744578064109893e-10,0.0009955478413652063,,missing_or_inconsistent_frame,nan,nan,nan,False,0.02199927889781484,0.0,0.0,0.02199927889781484,0.0999952412192087,True,0.19659150620356333,-2.0183515797281529e-10,-6.596223522947753e-08,0.17876150620356338,9.74271496168768e-10,-6.596223522947753e-08,0.005556425446675667,0.0,0.005094663629407317,0.005556425446675667,0.04422952223310976,0.02199927889781484,0.04421040970882223,0.19520435965470254,0.0,0.0,-0.18065212890364576,0.15000000000717628,2.1775279357427735e-09,-0.08157212890364576,0.15000000022292576,2.1775279357427735e-09,0.005030411474798143,0.0,0.0044091394996110984,0.005030411474798143,0.03948378607275638,0.02199927889781484,0.03985310296486295,-0.06460326148062906,0.15,0.0,-0.1800545396649112,-0.1499999999918555,2.2005619548792765e-09,-0.0809745396649112,-0.14999999977382383,2.2005619548792765e-09,0.005628000713532715,0.0,0.004951908616182896,0.005628000713532715,0.04393100308252659,0.02199927889781484,0.04420389169144199,-0.06460326148062906,-0.15,0.0
1789530938.1291537,True,0.005951936523350096,0.045284942660328675,0.005951936523350096,5.109966246838526e-10,0.0010826769396235997,0.005951936523350093,5.109966246813484e-10,0.0010826769396235997,,missing_or_inconsistent_frame,nan,nan,nan,False,0.023004995435691768,0.0,0.0,0.023004995435691768,0.0999952412192087,True,0.19731085088256323,-2.520859487785295e-10,-7.378342870012489e-08,0.17948085088256327,1.0634725849446958e-09,-7.378342870012489e-08,0.006275770125675571,0.0,0.005556425446675667,0.006275770125675571,0.04737237372993648,0.023004995435691768,0.047577102542657505,0.19621007619257946,0.0,0.0,-0.18021762702143165,0.15000000000814281,2.2713915193151024e-09,-0.08113762702143165,0.1500000002331923,2.2713915193151024e-09,0.005464913357012248,0.0,0.005030411474798143,0.005464913357012248,0.04241325621780441,0.023004995435691768,0.04295623903528475,-0.06359754494275213,0.15,0.0,-0.17956741429108145,-0.1499999999907613,2.2919488529282717e-09,-0.08048741429108144,-0.149999999763675,2.2919488529282717e-09,0.006115126087362463,0.0,0.005628000713532715,0.006115126087362463,0.047389876955581715,0.023004995435691768,0.04728467055250117,-0.06359754494275213,-0.15,0.0
1789530938.1391547,True,0.006613852841331184,0.050670811509838445,0.006613852841331184,5.429639886287739e-10,0.0011848666859868005,0.006613852841331189,5.42963988634255e-10,0.0011848666859868005,,missing_or_inconsistent_frame,nan,nan,nan,False,0.024005316330347748,0.0,0.0,0.024005316330347748,0.0999952412192087,True,0.19783035739798624,-2.9194007118203435e-10,-7.964726433939974e-08,0.1800003573979863,1.1281706519894614e-09,-7.964726433939975e-08,0.006795276641098615,0.0,0.006275770125675571,0.006795276641098615,0.050896188456105565,0.024005316330347748,0.050654072785845355,0.19721039708723545,0.0,0.0,-0.17951504526585146,0.1500000000097882,2.4112281060695295e-09,-0.08043504526585146,0.15000000024869267,2.4112281060695295e-09,0.006167495112592437,0.0,0.005464913357012248,0.006167495112592437,0.045670073812411845,0.024005316330347748,0.04584197298782384,-0.06259722404809616,0.15,0.0,-0.1788037536081414,-0.14999999998895708,2.4322339697846473e-09,-0.0797237536081414,-0.14999999974797135,2.4322339697846473e-09,0.006878786770302502,0.0,0.006115126087362463,0.006878786770302502,0.05060494108218174,0.024005316330347748,0.050678337759897926,-0.06259722404809616,-0.15,0.0
