stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,equivalent_load_pose_x,equivalent_load_pose_y,equivalent_load_pose_yaw,measured_load_source_frame,measured_load_alignment_status,measured_load_pose_x,measured_load_pose_y,measured_load_pose_yaw,measured_load_pose_valid,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_origin_aligned_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_origin_aligned_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_origin_aligned_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789708200.3803482,True,0.0,0.0,-8.926043767488548e-05,-4.0819191679937923e-05,0.0004212822754935275,-8.926043767488548e-05,-4.0819191679937923e-05,0.0004212822754935275,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.18429501590230135,-0.005593648844186561,-0.026360582709615832,0.16647121040164575,-0.005123694085938995,-0.026360582709615832,-0.006733870355241957,nan,-0.00673387035524195,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18697584215925056,0.16009162625945084,-0.006988115875249388,-0.08789826137404867,0.1593992493737914,-0.006988115875249387,-0.0012957209956047724,nan,-0.001295720995604762,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.1778107485768835,-0.14973090558814095,-0.04712187038854122,-0.07884073034062185,-0.15439801286289223,-0.04712187038854123,0.007761810037822066,nan,0.007761810037822052,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.390317,True,0.0,0.0,-8.926043767488548e-05,-4.0819191679937923e-05,0.0004212822754935275,-8.926043767488548e-05,-4.0819191679937923e-05,0.0004212822754935275,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.18429501590230135,-0.005593648844186561,-0.026360582709615832,0.16647121040164575,-0.005123694085938995,-0.026360582709615832,-0.006733870355241957,nan,-0.006733870355241957,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18697584215925056,0.16009162625945084,-0.006988115875249388,-0.08789826137404867,0.1593992493737914,-0.006988115875249387,-0.0012957209956047655,nan,-0.0012957209956047724,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.1778107485768835,-0.14973090558814095,-0.04712187038854122,-0.07884073034062185,-0.15439801286289223,-0.04712187038854123,0.007761810037822066,nan,0.007761810037822066,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.400288,True,0.0,0.0,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842960719937683,-0.005576155361989299,-0.026462810560947687,0.16647231462871193,-0.005104378516861657,-0.02646281056094769,-0.006732766128175773,nan,-0.006733870355241957,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18696042748320751,0.1600669959437686,-0.007262469294047946,-0.08788304038274368,0.15934743681149302,-0.007262469294047946,-0.0012805000042997658,nan,-0.0012957209956047655,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17782583490644366,-0.14974056685916837,-0.04708369917393207,-0.07885563859313038,-0.15440389632471452,-0.04708369917393207,0.00774690178531353,nan,0.007761810037822066,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.4102855,True,0.0,0.0,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842960719937683,-0.005576155361989299,-0.026462810560947687,0.16647231462871193,-0.005104378516861657,-0.02646281056094769,-0.006732766128175773,nan,-0.006732766128175773,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18696042748320751,0.1600669959437686,-0.007262469294047946,-0.08788304038274368,0.15934743681149302,-0.007262469294047946,-0.0012805000042997797,nan,-0.0012805000042997658,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17782583490644366,-0.14974056685916837,-0.04708369917393207,-0.07885563859313038,-0.15440389632471452,-0.04708369917393207,0.00774690178531353,nan,0.00774690178531353,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.4202838,True,0.0,0.0,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842960719937683,-0.005576155361989299,-0.026462810560947687,0.16647231462871193,-0.005104378516861657,-0.02646281056094769,-0.006732766128175773,nan,-0.006732766128175773,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18696042748320751,0.1600669959437686,-0.007262469294047946,-0.08788304038274368,0.15934743681149302,-0.007262469294047946,-0.0012805000042997797,nan,-0.0012805000042997797,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17782583490644366,-0.14974056685916837,-0.04708369917393207,-0.07885563859313038,-0.15440389632471452,-0.04708369917393207,0.007746901785313516,nan,0.00774690178531353,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.430286,True,0.0,0.0,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,-8.878811572067546e-05,-5.361267669438487e-05,0.00046363083876661365,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842960719937683,-0.005576155361989299,-0.026462810560947687,0.16647231462871193,-0.005104378516861657,-0.02646281056094769,-0.006732766128175773,nan,-0.006732766128175773,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18696042748320751,0.1600669959437686,-0.007262469294047946,-0.08788304038274368,0.15934743681149302,-0.007262469294047946,-0.0012805000042997797,nan,-0.0012805000042997797,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17782583490644366,-0.14974056685916837,-0.04708369917393207,-0.07885563859313038,-0.15440389632471452,-0.04708369917393207,0.007746901785313516,nan,0.007746901785313516,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.4402852,True,0.0,0.0,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842957022579106,-0.005546285072799639,-0.026701706021200027,0.16647205810680987,-0.005070250226455746,-0.026701706021200023,-0.006733022650077823,nan,-0.006732766128175773,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18698368335776888,0.16001612805876575,-0.007839704237801337,-0.08790672811825838,0.1592393781195746,-0.007839704237801337,-0.001304187739814465,nan,-0.0012805000042997797,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17781982952491526,-0.1496918778038493,-0.046562349497836886,-0.07884721543672651,-0.15430360855818262,-0.046562349497836886,0.0077553249417173925,nan,0.007746901785313516,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.4502869,True,0.0,0.0,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842957022579106,-0.005546285072799639,-0.026701706021200027,0.16647205810680987,-0.005070250226455746,-0.026701706021200023,-0.006733022650077823,nan,-0.006733022650077823,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18698368335776888,0.16001612805876575,-0.007839704237801337,-0.08790672811825838,0.1592393781195746,-0.007839704237801337,-0.0013041877398144719,nan,-0.001304187739814465,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17781982952491526,-0.1496918778038493,-0.046562349497836886,-0.07884721543672651,-0.15430360855818262,-0.046562349497836886,0.0077553249417173925,nan,0.0077553249417173925,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.4603426,True,0.0,0.0,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,-9.396181605830314e-05,-4.482688835459138e-05,0.0005900303126402274,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842957022579106,-0.005546285072799639,-0.026701706021200027,0.16647205810680987,-0.005070250226455746,-0.026701706021200023,-0.006733022650077823,nan,-0.006733022650077823,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18698368335776888,0.16001612805876575,-0.007839704237801337,-0.08790672811825838,0.1592393781195746,-0.007839704237801337,-0.0013041877398144719,nan,-0.0013041877398144719,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17781982952491526,-0.1496918778038493,-0.046562349497836886,-0.07884721543672651,-0.15430360855818262,-0.046562349497836886,0.007755324941717386,nan,0.0077553249417173925,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
1789708200.470347,True,0.0,0.0,-9.207175998203476e-05,-1.97306029713906e-05,0.0005083505344886035,-9.207175998203476e-05,-1.97306029713906e-05,0.0005083505344886035,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,False,0.1842957022579106,-0.005546285072799639,-0.026701706021200027,0.16647205810680987,-0.005070250226455746,-0.026701706021200023,-0.006733022650077823,nan,-0.006733022650077823,nan,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,-0.18697828586722465,0.16005582029601761,-0.007480422208547832,-0.08790105795002957,0.1593146669757242,-0.007480422208547832,-0.0012985175715856737,nan,-0.0013041877398144719,nan,0.0,0.0,0.0,-0.0866025403784439,0.15,0.0,-0.17781982952491526,-0.1496918778038493,-0.046562349497836886,-0.07884721543672651,-0.15430360855818262,-0.046562349497836886,0.007755324941717386,nan,0.007755324941717386,nan,0.0,0.0,0.0,-0.0866025403784439,-0.15,0.0
