topic,bag_stamp,header_stamp,experiment_id,method_id,path_progress_actual_1,path_progress_actual_2,path_progress_actual_3,path_velocity_actual_1,path_velocity_actual_2,path_velocity_actual_3,common_velocity_lower_bound,common_velocity_upper_bound,common_velocity_reference,channel_input_raw_1,channel_input_raw_2,channel_input_raw_3,channel_input_limited_1,channel_input_limited_2,channel_input_limited_3
/multi_agv/controller_state,1788412643.3881834,1788412643.3872042,exp2a_m1_r1_unloaded_serial,M1_R1,-4.024973439330771e-05,7.609891196958939e-05,0.0,-0.0007073441419507623,-0.0008889270005918785,0.0,-0.04508661929017597,0.4964882030479839,3.906300371218351e-06,0.0008253493748611884,0.00017107981401177282,0.0005987072815644592,0.0008253493748611884,0.00017107981401177282,0.0005987072815644592
/multi_agv/controller_state,1788412643.3983457,1788412643.3972948,exp2a_m1_r1_unloaded_serial,M1_R1,-3.617828173416789e-05,7.609891196948358e-05,0.0,-0.0003982588380044538,-0.000568913280380238,0.0,-0.04508661929017597,0.4964882030479839,1.3069040274426844e-05,0.0015520732261023287,0.000921036894571102,0.001348140664368649,0.0015520732261023287,0.000921036894571102,0.001348140664368649
/multi_agv/controller_state,1788412643.4080458,1788412643.4071984,exp2a_m1_r1_unloaded_serial,M1_R1,-3.617828173416789e-05,7.609891196948358e-05,0.0,-0.0003982588380044538,-0.000568913280380238,0.0,-0.04508661929017597,0.4964882030479839,3.0194624875185798e-05,0.00257559565409918,0.0019450618459913647,0.002371040431773136,0.00257559565409918,0.0019450618459913647,0.002371040431773136
/multi_agv/controller_state,1788412643.4180334,1788412643.4172194,exp2a_m1_r1_unloaded_serial,M1_R1,-3.6178281734167915e-05,7.609891196948358e-05,0.0,-0.00031860707040356345,-0.0004551306243041904,0.0,-0.04021943441935305,0.4831575967682394,5.8100160404594734e-05,0.0038961729258934668,0.003266155910352756,0.0036910376472550147,0.0038961729258934668,0.003266155910352756,0.0036910376472550147
/multi_agv/controller_state,1788412643.4280496,1788412643.4271903,exp2a_m1_r1_unloaded_serial,M1_R1,-3.6178281734167915e-05,9.832682107023972e-05,0.0,-0.0002548856563228508,0.00018953787742613824,0.0,-0.04021943441935305,0.4831575967682394,9.865537819063524e-05,0.005491096497733628,0.004731291879369147,0.005285377830020388,0.005491096497733628,0.004731291879369147,0.005285377830020388
/multi_agv/controller_state,1788412643.4379783,1788412643.4373236,exp2a_m1_r1_unloaded_serial,M1_R1,-3.461080732260709e-05,9.832682107024232e-05,0.0,-0.00014211668820142002,0.00012130424155276309,0.0,-0.04021943441935305,0.4831575967682394,0.00015502752054105597,0.0073834235920089974,0.006633102461073875,0.007186917148969492,0.0073834235920089974,0.006633102461073875,0.007186917148969492
/multi_agv/controller_state,1788412643.4480228,1788412643.4471629,exp2a_m1_r1_unloaded_serial,M1_R1,-3.461080732260709e-05,9.832682107024232e-05,0.0,-0.00014211668820142002,0.00012130424155276309,0.0,-0.04021943441935305,0.4831575967682394,0.0002262819114458467,0.009497793059657283,0.00874600409864905,0.009300372199392188,0.009497793059657283,0.00874600409864905,0.009300372199392188
/multi_agv/controller_state,1788412643.458003,1788412643.457317,exp2a_m1_r1_unloaded_serial,M1_R1,-3.461080732260709e-05,5.449729662889216e-05,0.0,-0.00011369335056113603,-0.0006329794392669338,0.0,-0.035396437248307176,0.47000214991987493,0.0003186196271275598,0.011948284064121809,0.011465405345851585,0.01175057549298369,0.011948284064121809,0.011465405345851585,0.01175057549298369
/multi_agv/controller_state,1788412643.468066,1788412643.4671967,exp2a_m1_r1_unloaded_serial,M1_R1,-4.4140860360295886e-05,5.44972966289017e-05,0.0,-0.0003295503921195962,-0.0005063835514133091,0.0,-0.035396437248307176,0.47000214991987493,0.0004284366725734584,0.014654335535448235,0.01410938337725801,0.014392795531005722,0.014654335535448235,0.01410938337725801,0.014392795531005722
/multi_agv/controller_state,1788412643.478591,1788412643.4771862,exp2a_m1_r1_unloaded_serial,M1_R1,-4.4140860360245064e-05,5.449729662890257e-05,0.0,-0.00026364031369482537,-0.00040510684113063283,0.0,-0.035396437248307176,0.47000214991987493,0.0005608561166224028,0.017577160037785085,0.017033011915368292,0.01731514774423517,0.017577160037785085,0.017033011915368292,0.01731514774423517
/multi_agv/controller_state,1788412643.4878283,1788412643.487163,exp2a_m1_r1_unloaded_serial,M1_R1,-4.4140860360245064e-05,5.449729662890257e-05,0.0,-0.00021091225095586032,-0.0003240854729045063,0.0,-0.035396437248307176,0.47000214991987493,0.0007159824533368149,0.020743677881976216,0.02020019149212429,0.02048157090157103,0.020743677881976216,0.02020019149212429,0.02048157090157103
/multi_agv/controller_state,1788412643.4981227,1788412643.4971652,exp2a_m1_r1_unloaded_serial,M1_R1,-6.058506810669237e-05,7.779795331003085e-05,0.0,-0.0005496161188753287,0.00010424308147373406,0.0,-0.0307511629061136,0.45738409909430305,0.0008954840713276135,0.02428265235251127,0.023450586662281194,0.023894594816267538,0.02428265235251127,0.023450586662281194,0.023894594816267538
/multi_agv/controller_state,1788412643.5082405,1788412643.5071642,exp2a_m1_r1_unloaded_serial,M1_R1,-6.058506810669237e-05,7.779795331003085e-05,0.0,-0.0005496161188753287,0.00010424308147373406,0.0,-0.0307511629061136,0.45738409909430305,0.0011000576455247571,0.027939960459088132,0.02709531719949374,0.027540980711029305,0.027939960459088132,0.02709531719949374,0.027540980711029305
/multi_agv/controller_state,1788412643.5180461,1788412643.5171688,exp2a_m1_r1_unloaded_serial,M1_R1,-6.058506810668952e-05,9.841093334338972e-05,0.0,-0.00043969289510021556,0.00042653267999815384,0.0,-0.0307511629061136,0.45738409909430305,0.0013307505310760897,0.03181199122689627,0.030809842838277427,0.03141540038492562,0.03181199122689627,0.030809842838277427,0.03141540038492562
/multi_agv/controller_state,1788412643.528035,1788412643.5271664,exp2a_m1_r1_unloaded_serial,M1_R1,-3.671098778239187e-05,9.8410933343401e-05,0.0,0.00024574643337100545,0.00034122614399880455,0.0,-0.0307511629061136,0.45738409909430305,0.0015880460046705407,0.03567066770852416,0.03490316976723947,0.03550537411859995,0.03567066770852416,0.03490316976723947,0.03550537411859995
/multi_agv/controller_state,1788412643.5380414,1788412643.5371675,exp2a_m1_r1_unloaded_serial,M1_R1,-3.559328368728641e-05,0.00010345106746531812,0.0,0.00018273795851733084,0.00032698504489695384,0.0,-0.02620842409230619,0.4450950473767972,0.0018727975146104968,0.039969949398928915,0.03916980860748199,0.039806274328955935,0.039969949398928915,0.03916980860748199,0.039806274328955935
/multi_agv/controller_state,1788412643.548042,1788412643.547165,exp2a_m1_r1_unloaded_serial,M1_R1,-3.559328368728641e-05,0.00010345106746531812,0.0,0.00018273795851733084,0.00032698504489695384,0.0,-0.02620842409230619,0.4450950473767972,0.002185395127959167,0.04446579372422691,0.043662293962702076,0.0443080895221848,0.04446579372422691,0.043662293962702076,0.0443080895221848
