topic,bag_stamp,header_stamp,frame_id,path_id,path_version,load_s_reference,load_velocity_reference,load_acceleration_reference,load_x_reference,load_y_reference,load_yaw_reference,support_x_reference_1,support_x_reference_2,support_x_reference_3,support_y_reference_1,support_y_reference_2,support_y_reference_3,support_yaw_reference_1,support_yaw_reference_2,support_yaw_reference_3
/multi_agv/path_reference,1789530796.5982072,1789530796.597206,world,s_curve,1,0.019004805022996844,0.10000100738332811,2.1010863587053675e-05,0.019004805022996844,0.0,0.0,0.19220988577988454,-0.06759773535544707,-0.06759773535544707,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6079845,1789530796.6071906,world,s_curve,1,0.020003462683206272,0.10000100738332811,2.1010863587053675e-05,0.020003462683206272,0.0,0.0,0.19320854344009397,-0.06659907769523764,-0.06659907769523764,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6184762,1789530796.6171515,world,s_curve,1,0.020999582204267998,0.10000067472897896,-8.348812231322186e-06,0.020999582204267998,0.0,0.0,0.1942046629611557,-0.06560295817417591,-0.06560295817417591,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6281312,1789530796.6272562,world,s_curve,1,0.02201002892199882,0.10000067472897896,-8.348812231322186e-06,0.02201002892199882,0.0,0.0,0.19521510967888653,-0.0645925114564451,-0.0645925114564451,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6379483,1789530796.6371558,world,s_curve,1,0.023000003301597773,0.10000067472897896,-8.348812231322186e-06,0.023000003301597773,0.0,0.0,0.19620508405848547,-0.06360253707684613,-0.06360253707684613,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.648218,1789530796.6471615,world,s_curve,1,0.02400059495283405,0.10000067472897896,-8.348812231322186e-06,0.02400059495283405,0.0,0.0,0.19720567570972175,-0.06260194542560986,-0.06260194542560986,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.657958,1789530796.6571548,world,s_curve,1,0.024999949494065008,0.10000082466217725,3.75078184293913e-06,0.024999949494065008,0.0,0.0,0.1982050302509527,-0.0616025908843789,-0.0616025908843789,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6679177,1789530796.6671534,world,s_curve,1,0.025999817939533904,0.10000082466217725,3.75078184293913e-06,0.025999817939533904,0.0,0.0,0.1992048986964216,-0.06060272243891,-0.06060272243891,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.6778967,1789530796.6771522,world,s_curve,1,0.02699968748501187,0.10000082466217725,3.75078184293913e-06,0.02699968748501187,0.0,0.0,0.20020476824189956,-0.059602852893432035,-0.059602852893432035,0.0,0.15,-0.15,0.0,0.0,0.0
/multi_agv/path_reference,1789530796.687874,1789530796.6871517,world,s_curve,1,0.02799966163135243,0.10000082466217725,3.75078184293913e-06,0.02799966163135243,0.0,0.0,0.20120474238824013,-0.058602878747091476,-0.058602878747091476,0.0,0.15,-0.15,0.0,0.0,0.0
