topic,bag_stamp,header_stamp,frame_id,child_frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_x,linear_y,angular_z
/agv2/odom,1789530796.5703394,1789530796.5701013,agv2/odom,agv2/base_link,0.0026696081886413525,2.666272060049892e-12,0.05969,0.0,0.0,7.900695653262346e-10,1.0,0.03475979514013429,0.0,1.1933095640401325e-08
/agv1/odom,1789530796.57168,1789530796.5715256,agv1/odom,agv1/base_link,0.0026915865639524253,-5.7753671621241934e-11,0.05969,0.0,0.0,-1.8702936088743627e-08,0.9999999999999998,0.034866465915325516,0.0,-3.8084512956526446e-07
/agv3/odom,1789530796.5761898,1789530796.575828,agv3/odom,agv3/base_link,0.0027080499225220996,2.8221633499303222e-12,0.05969,0.0,0.0,8.294058773117285e-10,1.0,0.036737835539363425,0.0,1.2011800572397608e-08
/agv2/odom,1789530796.5782657,1789530796.5780752,agv2/odom,agv2/base_link,0.0029832172350167632,3.1765019098269234e-12,0.05969,0.0,0.0,8.35494118334168e-10,1.0,0.039960519389199846,0.0,1.0877211808402436e-08
/agv1/odom,1789530796.5796897,1789530796.57956,agv1/odom,agv1/base_link,0.0030085904656795693,-7.010981177883614e-11,0.05969,0.0,0.0,-2.0291439639663622e-08,0.9999999999999998,0.040086316777557335,0.0,-4.0994857114268645e-07
/agv3/odom,1789530796.5841403,1789530796.5838315,agv3/odom,agv3/base_link,0.003013088781095644,3.3420174365703105e-12,0.05969,0.0,0.0,8.758425096289102e-10,1.0,0.038651425295943447,0.0,1.2281331232373709e-08
/agv2/odom,1789530796.5901906,1789530796.590068,agv2/odom,agv2/base_link,0.0034711535839349627,4.025626447795547e-12,0.05969,0.0,0.0,9.061351669004125e-10,1.0,0.04102804253485733,0.0,1.222883993591358e-08
/agv1/odom,1789530796.5916429,1789530796.5915344,agv1/odom,agv1/base_link,0.0035013666990888733,-9.14115044660162e-11,0.05969,0.0,0.0,-2.2936482491076046e-08,0.9999999999999998,0.041153794370703205,0.0,-4.4179708480665415e-07
/agv3/odom,1789530796.596105,1789530796.5958302,agv3/odom,agv3/base_link,0.003492865293956237,4.218572052765744e-12,0.05969,0.0,0.0,9.495242370149981e-10,1.0,0.04265796429594345,0.0,1.2281331232373709e-08
/agv2/odom,1789530796.5984154,1789530796.598057,agv2/odom,agv2/base_link,0.003836315288187289,4.7049435861511536e-12,0.05969,0.0,0.0,9.526888167243897e-10,1.0,0.04639687613825015,0.0,1.1082002227944117e-08
/agv1/odom,1789530796.5997024,1789530796.5995555,agv1/odom,agv1/base_link,0.0038691769106101144,-1.0895446931734832e-10,0.05969,0.0,0.0,-2.478158767083016e-08,0.9999999999999997,0.04655629930886223,0.0,-4.78249546743662e-07
/agv3/odom,1789530796.6040642,1789530796.6038325,agv3/odom,agv3/base_link,0.0038464234219663814,4.9063338105659244e-12,0.05969,0.0,0.0,9.969469694226518e-10,1.0,0.044703458821647196,0.0,1.2599189878247139e-08
/agv2/odom,1789530796.6103532,1789530796.6100848,agv2/odom,agv2/base_link,0.004402659487984232,5.824234949361844e-12,0.05969,0.0,0.0,1.025300067070134e-09,1.0,0.04742425200675098,0.0,1.257182169268083e-08
/agv1/odom,1789530796.6117005,1789530796.6115584,agv1/odom,agv1/base_link,0.004440326090928959,-1.3902840186348036e-10,0.05969,0.0,0.0,-2.7873539254485987e-08,0.9999999999999997,0.04758365498637648,0.0,-5.151941335086338e-07
/agv3/odom,1789530796.6159706,1789530796.6158283,agv3/odom,agv3/base_link,0.004398740566038551,6.05014541446824e-12,0.05969,0.0,0.0,1.0725251797794044e-09,1.0,0.04870994382164719,0.0,1.2599189878247139e-08
/agv2/odom,1789530796.6181655,1789530796.6180763,agv2/odom,agv2/base_link,0.004820529234909776,6.701730337898404e-12,0.05969,0.0,0.0,1.0729512833762556e-09,1.0,0.05312025626356283,0.0,1.127810994340162e-08
/agv1/odom,1789530796.6196651,1789530796.619532,agv1/odom,agv1/base_link,0.004858544691025326,-1.6322834069273286e-10,0.05969,0.0,0.0,-3.001930859447554e-08,0.9999999999999996,0.053303036633462864,0.0,-5.61250164366649e-07
/agv3/odom,1789530796.624009,1789530796.623829,agv3/odom,agv3/base_link,0.00480341635031477,6.937228120987325e-12,0.05969,0.0,0.0,1.1209795314215398e-09,1.0,0.05109515028096913,0.0,1.2947794489246042e-08
/agv2/odom,1789530796.630274,1789530796.6300855,agv2/odom,agv2/base_link,0.005466727817967236,8.135251495229465e-12,0.05969,0.0,0.0,1.1473537675499301e-09,1.0,0.0541464197879148,0.0,1.2947191517906214e-08
/agv1/odom,1789530796.6317997,1789530796.631556,agv1/odom,agv1/base_link,0.0055118506973684984,-2.0482879900238372e-10,0.05969,0.0,0.0,-3.365752565542834e-08,0.9999999999999994,0.054329198681472825,0.0,-6.051112900468734e-07
/agv3/odom,1789530796.6360068,1789530796.635829,agv3/odom,agv3/base_link,0.005432570644407807,8.397473597095945e-12,0.05969,0.0,0.0,1.1986684977927098e-09,1.0,0.05509903428096913,0.0,1.2947794489246042e-08
/agv2/odom,1789530796.638175,1789530796.6380522,agv2/odom,agv2/base_link,0.00593765722390139,9.239682422891811e-12,0.05969,0.0,0.0,1.1960192836113492e-09,1.0,0.06005671471681401,0.0,1.1487434909734531e-08
/agv1/odom,1789530796.6397104,1789530796.6395552,agv1/odom,agv1/base_link,0.005986247631152258,-2.3794819679968674e-10,0.05969,0.0,0.0,-3.619310584568324e-08,0.9999999999999993,0.06026093019914874,0.0,-6.625620923505827e-07
/agv3/odom,1789530796.6439686,1789530796.6438286,agv3/odom,agv3/base_link,0.005889902021583005,9.515762112578426e-12,0.05969,0.0,0.0,1.2482261890767177e-09,1.0,0.057648030769552897,0.0,1.331770867010727e-08
/agv2/odom,1789530796.6501803,1789530796.6500502,agv2/odom,agv2/base_link,0.006669717011092782,1.1049395256687526e-11,0.05969,0.0,0.0,1.2760641432407738e-09,1.0,0.06101573120392974,0.0,1.3343149387177338e-08
/agv1/odom,1789530796.6516912,1789530796.6515245,agv1/odom,agv1/base_link,0.006718975007063653,-2.9411748543287967e-10,0.05969,0.0,0.0,-4.046472157348545e-08,0.9999999999999992,0.061220082771555814,0.0,-7.13795277566492e-07
/agv3/odom,1789530796.6559358,1789530796.6558294,agv3/odom,agv3/base_link,0.006597685929564355,1.1340121155415561e-11,0.05969,0.0,0.0,1.3281342692295084e-09,1.0,0.061651229769552895,0.0,1.331770867010727e-08
/agv2/odom,1789530796.6581914,1789530796.6580975,agv2/odom,agv2/base_link,0.0072011683481434,1.2433527306088463e-11,0.05969,0.0,0.0,1.326248666444485e-09,1.0,0.06704887395005633,0.0,1.1613749602247508e-08
/agv1/odom,1789530796.6596262,1789530796.6595209,agv1/odom,agv1/base_link,0.007248755843199563,-3.3855329309801614e-10,0.05969,0.0,0.0,-4.3456934939456446e-08,0.999999999999999,0.06726767449272496,0.0,-7.827572258691841e-07
/agv3/odom,1789530796.663927,1789530796.6638293,agv3/odom,agv3/base_link,0.007109013472398901,1.2723164133148953e-11,0.05969,0.0,0.0,1.378563263543242e-09,1.0,0.06443007531333927,0.0,1.3653857210954576e-08
/agv2/odom,1789530796.6701875,1789530796.670049,agv2/odom,agv2/base_link,0.008014862704285195,1.465850512468767e-11,0.05969,0.0,0.0,1.4081660282272424e-09,1.0,0.06808427381613077,0.0,1.3708554986470443e-08
/agv1/odom,1789530796.6716363,1789530796.6715229,agv1/odom,agv1/base_link,0.008068513046936619,-4.1395819735861216e-10,0.05969,0.0,0.0,-4.8527501350648075e-08,0.9999999999999988,0.06830312236362962,0.0,-8.449709479287296e-07
/agv3/odom,1789530796.675925,1789530796.6758292,agv3/odom,agv3/base_link,0.007898164217962965,1.4964475709848152e-11,0.05969,0.0,0.0,1.4604852882627029e-09,1.0,0.06843390931333927,0.0,1.3653857210954576e-08
/agv2/odom,1789530796.6781738,1789530796.6780686,agv2/odom,agv2/base_link,0.008601487787335374,1.6341878978702614e-11,0.05969,0.0,0.0,1.458992038294582e-09,1.0,0.07419280695865946,0.0,1.1646683976435163e-08
/agv1/odom,1789530796.6796203,1789530796.6795208,agv1/odom,agv1/base_link,0.008655147139239098,-4.729394557171467e-10,0.05969,0.0,0.0,-5.2071771339257085e-08,0.9999999999999987,0.07438324939326534,0.0,-9.275255665014746e-07
