topic,bag_stamp,header_stamp,experiment_id,method_id,path_progress_actual_1,path_progress_actual_2,path_progress_actual_3,path_velocity_actual_1,path_velocity_actual_2,path_velocity_actual_3,path_progress_execute_reference_1,path_progress_execute_reference_2,path_progress_execute_reference_3,path_velocity_execute_reference_1,path_velocity_execute_reference_2,path_velocity_execute_reference_3,common_velocity_lower_bound,common_velocity_upper_bound,common_velocity_reference,channel_input_raw_1,channel_input_raw_2,channel_input_raw_3,channel_input_limited_1,channel_input_limited_2,channel_input_limited_3
/multi_agv/controller_state,1789388766.0841424,1789388766.0832603,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0005990124830590832,0.0005338047290470635,0.0005363205628620834,0.0076843013561232265,0.006922297863113472,0.0073406036640234745,0.010002418637196864,0.010002418637196864,0.010002418637196864,0.011029692640257523,0.010274869082688855,0.010689756436911564,-0.009999999999999998,0.107,0.10000041763812094,0.3366992900485944,0.33742191976819513,0.3370778677650291,0.3366992900485944,0.33742191976819513,0.3370778677650291
/multi_agv/controller_state,1789388766.0941927,1789388766.0933142,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.000725174928804771,0.0006479111015395477,0.0007121155297658908,0.00930238907023721,0.00839112958074455,0.00883993451735222,0.011007758135860319,0.011007758135860319,0.011007758135860319,0.012719637949981894,0.011817545475050907,0.01226109943507794,-0.009999999999999998,0.107,0.10000041763812094,0.3399113589013223,0.3408231954360259,0.34030088446369267,0.3399113589013223,0.3408231954360259,0.34030088446369267
/multi_agv/controller_state,1789388766.1041138,1789388766.1032753,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0009422800680752384,0.0008473134535318038,0.000845505375992415,0.011066281707592494,0.01006899235691934,0.010390221482315663,0.012003931996244735,0.012003931996244735,0.012003931996244735,0.014480601409619437,0.013494298569116993,0.013811903387523706,-0.009999999999999998,0.107,0.10000041763812094,0.34274478555480486,0.34384766091536945,0.3434838366603645,0.34274478555480486,0.34384766091536945,0.3434838366603645
/multi_agv/controller_state,1789388766.1142478,1789388766.1134582,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0011060316684241669,0.0009966965070009489,0.0010772748141017114,0.012937252121640923,0.011779717224503215,0.012186829349508212,0.013022200051349797,0.013022200051349797,0.013022200051349797,0.016455106724246223,0.01531132395217353,0.015712123066606503,-0.009999999999999998,0.107,0.09999968133296722,0.3454732154981977,0.3468237519480627,0.3462037786097172,0.3454732154981977,0.3468237519480627,0.3462037786097172
/multi_agv/controller_state,1789388766.1240125,1789388766.1232667,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0013820629901641263,0.0012531310474416986,0.0012579130745133285,0.014948829570909303,0.013698332315127563,0.014259966698522999,0.014003063225652264,0.014003063225652264,0.014003063225652264,0.018359360054289862,0.017124547851300333,0.017680040505848184,-0.009999999999999998,0.107,0.09999968133296722,0.3477059496672035,0.3493050516846965,0.34867889816636444,0.3477059496672035,0.3493050516846965,0.34867889816636444
/multi_agv/controller_state,1789388766.134023,1789388766.1332946,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0015861104082736965,0.0014404626265726724,0.0015476107616242294,0.017064270659630343,0.0156422947962804,0.016240747219174373,0.015005716530516546,0.015005716530516546,0.015005716530516546,0.020571454730142293,0.019168706605456432,0.01975780819680106,-0.009999999999999998,0.107,0.09999968133296722,0.34978919206248116,0.35170687161316283,0.35077426592523814,0.34978919206248116,0.35170687161316283,0.35077426592523814
/multi_agv/controller_state,1789388766.1446095,1789388766.1434753,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.0019295435619120851,0.001757387404147898,0.0017691852003781762,0.01932342412747632,0.017804813854748282,0.018522635886454513,0.01602391638583894,0.01602391638583894,0.01602391638583894,0.0229006816695252,0.021404892127603447,0.02211348351034681,-0.009999999999999998,0.107,0.09999968133296722,0.3513304508745728,0.3535717258035421,0.35266516315775265,0.3513304508745728,0.3535717258035421,0.35266516315775265
/multi_agv/controller_state,1789388766.1542768,1789388766.1534696,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.002172159071129164,0.0019870877354473517,0.0021240201793244293,0.021650611283308332,0.01996511963910385,0.020718853184360602,0.017023325350773992,0.017023325350773992,0.017023325350773992,0.025176214155371194,0.02351692210162884,0.02425763128085616,-0.009999999999999998,0.107,0.09999776522258712,0.3527609023314421,0.3553823521961929,0.3540791744760804,0.3527609023314421,0.3553823521961929,0.3540791744760804
/multi_agv/controller_state,1789388766.1642675,1789388766.1632838,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.002585059890682825,0.0023683041895542923,0.002388777386082075,0.024115449434137536,0.02233008007745425,0.023216662758806787,0.018004468723913484,0.018004468723913484,0.018004468723913484,0.027582629579325356,0.025826997200230448,0.02670103334962073,-0.009999999999999998,0.107,0.09999776522258712,0.35337370218737046,0.35640448380881345,0.3551257459689966,0.35337370218737046,0.35640448380881345,0.3551257459689966
/multi_agv/controller_state,1789388766.174525,1789388766.1732998,exp2c_v5_yaw_effectiveness_exploration,M1b_R1,0.002875158764269244,0.0026420333616563397,0.002812110303567713,0.02668213128748804,0.024706769676078523,0.025636266817326787,0.019006208736753637,0.019006208736753637,0.019006208736753637,0.030227289883954157,0.028287266112048237,0.029198834445446725,-0.009999999999999998,0.107,0.09999776522258712,0.35389216010364505,0.35741972706998343,0.3556300004991139,0.35389216010364505,0.35741972706998343,0.3556300004991139
