stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,equivalent_load_pose_x,equivalent_load_pose_y,equivalent_load_pose_yaw,measured_load_source_frame,measured_load_alignment_status,measured_load_pose_x,measured_load_pose_y,measured_load_pose_yaw,measured_load_pose_valid,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789283530.0343268,True,0.0,0.0,-8.881863075049326e-05,-0.00023492648856817305,0.0005551639703872418,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19291269896430752,0.0012441702593050108,-0.014772872298935313,0.17508464451851874,0.0015075609918506951,-0.014772872298935313,0.0018795637616310487,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18538409923289612,0.16072682017459328,-0.026586594383312796,-0.08633911437071919,0.1580929307214951,-0.0265865943833128,0.0002634260077247233,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805008160348247,-0.15742394732209763,-0.029084882219176718,-0.08901198604005114,-0.16030527117905033,-0.02908488221917672,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.0442772,True,0.0,0.0,-8.881863075049326e-05,-0.00023492648856817305,0.0005551639703872418,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19291269896430752,0.0012441702593050108,-0.014772872298935313,0.17508464451851874,0.0015075609918506951,-0.014772872298935313,0.001879563761631036,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18538409923289612,0.16072682017459328,-0.026586594383312796,-0.08633911437071919,0.1580929307214951,-0.0265865943833128,0.0002634260077247214,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805008160348247,-0.15742394732209763,-0.029084882219176718,-0.08901198604005114,-0.16030527117905033,-0.02908488221917672,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.0543015,True,0.0,0.0,-6.099409678114269e-05,-0.0002442873993059313,0.0009156820960431728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.1929369252450338,0.0013938300428868455,-0.015249326513908867,0.17510899831642596,0.0016657149969006432,-0.015249326513908867,0.0019039175595382506,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18531975379402865,0.16063133855363138,-0.02723768888553879,-0.08627650483644779,0.1579329620182572,-0.02723768888553879,0.0003260355419961193,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805313405764013,-0.1574352241465904,-0.029236250664960606,-0.0890154757703217,-0.16033153921307564,-0.029236250664960606,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.064256,True,0.0,0.0,-6.099409678114269e-05,-0.0002442873993059313,0.0009156820960431728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.1929369252450338,0.0013938300428868455,-0.015249326513908867,0.17510899831642596,0.0016657149969006432,-0.015249326513908867,0.001903917559538247,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18531975379402865,0.16063133855363138,-0.02723768888553879,-0.08627650483644779,0.1579329620182572,-0.02723768888553879,0.0003260355419961109,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805313405764013,-0.1574352241465904,-0.029236250664960606,-0.0890154757703217,-0.16033153921307564,-0.029236250664960606,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.0742295,True,0.0,0.0,-6.099409678114269e-05,-0.0002442873993059313,0.0009156820960431728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.1929369252450338,0.0013938300428868455,-0.015249326513908867,0.17510899831642596,0.0016657149969006432,-0.015249326513908867,0.001903917559538247,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18531975379402865,0.16063133855363138,-0.02723768888553879,-0.08627650483644779,0.1579329620182572,-0.02723768888553879,0.0003260355419961109,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805313405764013,-0.1574352241465904,-0.029236250664960606,-0.0890154757703217,-0.16033153921307564,-0.029236250664960606,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.0842688,True,0.0,0.0,-5.633920066696237e-05,6.466414719015956e-05,0.0010081202859770558,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19298706024991863,0.0017022102867788602,-0.01664847324603369,0.17515953117820682,0.0019990388522344504,-0.01664847324603369,0.0019544504213191067,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18535190714728644,0.16093202686793,-0.024927806288687515,-0.0863026894876124,0.15846243560488388,-0.024927806288687515,0.0002998508908315068,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18806446967531742,-0.15740390846849361,-0.028905655593146617,-0.08902585929259542,-0.16026748201554786,-0.028905655593146617,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.0942602,True,0.0,0.0,-5.633920066696237e-05,6.466414719015956e-05,0.0010081202859770558,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19298706024991863,0.0017022102867788602,-0.01664847324603369,0.17515953117820682,0.0019990388522344504,-0.01664847324603369,0.001954450421319128,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18535190714728644,0.16093202686793,-0.024927806288687515,-0.0863026894876124,0.15846243560488388,-0.024927806288687515,0.00029985089083150594,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18806446967531742,-0.15740390846849361,-0.028905655593146617,-0.08902585929259542,-0.16026748201554786,-0.028905655593146617,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.1042528,True,0.0,0.0,-5.633920066696237e-05,6.466414719015956e-05,0.0010081202859770558,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19298706024991863,0.0017022102867788602,-0.01664847324603369,0.17515953117820682,0.0019990388522344504,-0.01664847324603369,0.001954450421319128,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18535190714728644,0.16093202686793,-0.024927806288687515,-0.0863026894876124,0.15846243560488388,-0.024927806288687515,0.00029985089083150594,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18806446967531742,-0.15740390846849361,-0.028905655593146617,-0.08902585929259542,-0.16026748201554786,-0.028905655593146617,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.1142766,True,0.0,0.0,-0.0001156437006152681,4.460025516390501e-05,-3.429629097280016e-05,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19286724785571163,0.0013212170529506295,-0.013949089714849539,0.17503898248246583,0.0015699212570260124,-0.013949089714849539,0.0018339017255781299,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18541341366924846,0.16113532160197064,-0.023733574721210404,-0.08636131737787611,0.1587840197743226,-0.023733574721210404,0.0002412230005677906,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18806398447014405,-0.15738359794281376,-0.028632720446103654,-0.08902459620643563,-0.1602201402658569,-0.028632720446103654,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789283530.1242306,True,0.0,0.0,-0.0001156437006152681,4.460025516390501e-05,-3.429629097280016e-05,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.19286724785571163,0.0013212170529506295,-0.013949089714849539,0.17503898248246583,0.0015699212570260124,-0.013949089714849539,0.0018339017255781325,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18541341366924846,0.16113532160197064,-0.023733574721210404,-0.08636131737787611,0.1587840197743226,-0.023733574721210404,0.00024122300056779258,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18806398447014405,-0.15738359794281376,-0.028632720446103654,-0.08902459620643563,-0.1602201402658569,-0.028632720446103654,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
