stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,experiment_state_available,manual_abort,fleet_scale,wheel_pre_limit_peak,mapped_path_capability_available,algorithm_state_available,algorithm_valid,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv1_wheel_left_raw,agv1_wheel_left_applied,agv1_wheel_left_actual,agv1_wheel_left_reported_limit,agv1_wheel_left_speed_limit_active,agv1_wheel_left_accel_limit_active,agv1_wheel_left_decel_limit_active,agv1_wheel_right_raw,agv1_wheel_right_applied,agv1_wheel_right_actual,agv1_wheel_right_reported_limit,agv1_wheel_right_speed_limit_active,agv1_wheel_right_accel_limit_active,agv1_wheel_right_decel_limit_active,agv1_wheel_left_pre_limit,agv1_wheel_right_pre_limit,agv1_wheel_left_fleet_scaled,agv1_wheel_right_fleet_scaled,agv1_reported_velocity_limit,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv2_wheel_left_raw,agv2_wheel_left_applied,agv2_wheel_left_actual,agv2_wheel_left_reported_limit,agv2_wheel_left_speed_limit_active,agv2_wheel_left_accel_limit_active,agv2_wheel_left_decel_limit_active,agv2_wheel_right_raw,agv2_wheel_right_applied,agv2_wheel_right_actual,agv2_wheel_right_reported_limit,agv2_wheel_right_speed_limit_active,agv2_wheel_right_accel_limit_active,agv2_wheel_right_decel_limit_active,agv2_wheel_left_pre_limit,agv2_wheel_right_pre_limit,agv2_wheel_left_fleet_scaled,agv2_wheel_right_fleet_scaled,agv2_reported_velocity_limit,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw,agv3_wheel_left_raw,agv3_wheel_left_applied,agv3_wheel_left_actual,agv3_wheel_left_reported_limit,agv3_wheel_left_speed_limit_active,agv3_wheel_left_accel_limit_active,agv3_wheel_left_decel_limit_active,agv3_wheel_right_raw,agv3_wheel_right_applied,agv3_wheel_right_actual,agv3_wheel_right_reported_limit,agv3_wheel_right_speed_limit_active,agv3_wheel_right_accel_limit_active,agv3_wheel_right_decel_limit_active,agv3_wheel_left_pre_limit,agv3_wheel_right_pre_limit,agv3_wheel_left_fleet_scaled,agv3_wheel_right_fleet_scaled,agv3_reported_velocity_limit,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv1_reference_acceleration,agv1_debug_s_actual,agv1_debug_s_dot_actual,agv1_position_error,agv1_velocity_error,agv1_psi,agv1_gamma,agv1_gamma_inverse_upsilon,agv1_composite_error,agv1_channel_input_raw,agv1_channel_input_limited,agv1_theta_hat_1,agv1_theta_hat_2,agv1_disturbance_estimate,agv1_channel_limit_active,agv1_sustained_wheel_saturation,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv2_reference_acceleration,agv2_debug_s_actual,agv2_debug_s_dot_actual,agv2_position_error,agv2_velocity_error,agv2_psi,agv2_gamma,agv2_gamma_inverse_upsilon,agv2_composite_error,agv2_channel_input_raw,agv2_channel_input_limited,agv2_theta_hat_1,agv2_theta_hat_2,agv2_disturbance_estimate,agv2_channel_limit_active,agv2_sustained_wheel_saturation,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi,agv3_reference_acceleration,agv3_debug_s_actual,agv3_debug_s_dot_actual,agv3_position_error,agv3_velocity_error,agv3_psi,agv3_gamma,agv3_gamma_inverse_upsilon,agv3_composite_error,agv3_channel_input_raw,agv3_channel_input_limited,agv3_theta_hat_1,agv3_theta_hat_2,agv3_disturbance_estimate,agv3_channel_limit_active,agv3_sustained_wheel_saturation
1788864822.768553,True,0.0,-4.868549389407405e-05,-0.00010155944308763709,0.002309327844609447,-0.003002186464640687,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,True,False,nan,nan,False,False,False,0.1851753547737066,-0.007729942614180696,-0.010708693321689555,0.1673463771014812,-0.007539010261533792,-0.010708693321689555,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19055089959273908,0.1566585232698453,-0.00366254375821784,-0.09147156413279094,0.1562956392455838,-0.00366254375821784,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525699787670068,-0.14253156090620966,0.007094482766544674,-0.07617949129795329,-0.14182864545022167,0.007094482766544674,0.010423049080490621,0.004311192163484458,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,False,False,False,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788864822.7785451,True,0.0,-4.3816944504666646e-05,-0.00010155944308763709,0.002309327844609447,-0.003002186464640687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.1851753547737066,-0.007729942614180696,-0.010708693321689555,0.1673463771014812,-0.007539010261533792,-0.010708693321689555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19055089959273908,0.1566585232698453,-0.00366254375821784,-0.09147156413279094,0.1562956392455838,-0.00366254375821784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525699787670068,-0.14253156090620966,0.007094482766544674,-0.07617949129795329,-0.14182864545022167,0.007094482766544674,0.010423049080490621,0.003880072947136012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010423049080490621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.7884786,True,0.0,-3.943525005419998e-05,-0.00022426451070536407,0.002476684704312865,-0.004325422310284649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.1851753547737066,-0.007729942614180696,-0.010708693321689555,0.1673463771014812,-0.007539010261533792,-0.010708693321689555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19049224802252718,0.15638016667390914,-0.007016807869401065,-0.09141468714378069,0.15568494705516664,-0.007016807869401065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17567436099403144,-0.14213213523581603,0.014294517435551544,-0.07660448348981672,-0.14071588268069427,0.014294517435551542,0.009998056888627194,-0.001826745740731313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010423049080490621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.7984645,True,5.5812254231082936e-05,0.0006400834709641722,5.5812254231082936e-05,0.00264202370024455,-0.0033435852211459597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18601470951371513,-0.007303137254413006,-0.014590757782095176,0.16818660739629054,-0.007042993273738737,-0.014590757782095176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19049224802252718,0.15638016667390914,-0.007016807869401065,-0.09141468714378069,0.15568494705516664,-0.007016807869401065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17567436099403144,-0.14213213523581603,0.014294517435551544,-0.07660448348981672,-0.14071588268069427,0.014294517435551542,0.009998056888627187,-0.0016440711666582393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.009998056888627194,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.8085425,True,5.5812254231082936e-05,0.000576075123867755,5.5812254231082936e-05,0.00264202370024455,-0.0033435852211459597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18601470951371513,-0.007303137254413006,-0.014590757782095176,0.16818660739629054,-0.007042993273738737,-0.014590757782095176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19049224802252718,0.15638016667390914,-0.007016807869401065,-0.09141468714378069,0.15568494705516664,-0.007016807869401065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17567436099403144,-0.14213213523581603,0.014294517435551544,-0.07660448348981672,-0.14071588268069427,0.014294517435551542,0.009998056888627187,-0.0014796640499924155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.009998056888627187,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.818473,True,0.00019781723620794037,0.002249847699052448,0.00019781723620794037,0.002241187482853013,-0.0014347584995156894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18601470951371513,-0.007303137254413006,-0.014590757782095176,0.16818660739629054,-0.007042993273738737,-0.014590757782095176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19049224802252718,0.15638016667390914,-0.007016807869401065,-0.09141468714378069,0.15568494705516664,-0.007016807869401065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525634780288335,-0.14256665172775163,0.006542844369352706,-0.07617846854388614,-0.14191839133286888,0.0065428443693527055,0.010424071834557763,0.002205681231288966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.009998056888627187,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.8284652,True,0.00013901367946437165,0.0015196291104697403,0.00013901367946437165,0.003051963247183135,0.0012653577799062272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18578028654510492,-0.005674291192596326,-0.02198573067417664,0.16795459563605558,-0.005282317194688951,-0.02198573067417664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19043865757607847,0.15664798625279208,-0.002940940691637861,-0.09135908605377643,0.15635659826910722,-0.002940940691637861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525634780288335,-0.14256665172775163,0.006542844369352706,-0.07617846854388614,-0.14191839133286888,0.0065428443693527055,0.010424071834557763,0.0019851131081600696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010424071834557763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.8385255,True,0.00013901367946437165,0.0013676661994227663,0.00013901367946437165,0.003051963247183135,0.0012653577799062272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18578028654510492,-0.005674291192596326,-0.02198573067417664,0.16795459563605558,-0.005282317194688951,-0.02198573067417664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19043865757607847,0.15664798625279208,-0.002940940691637861,-0.09135908605377643,0.15635659826910722,-0.002940940691637861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525634780288335,-0.14256665172775163,0.006542844369352706,-0.07617846854388614,-0.14191839133286888,0.0065428443693527055,0.010424071834557763,0.0017866017973440626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010424071834557763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.848513,True,0.00013901367946437165,0.0012308995794804898,0.00013901367946437165,0.003051963247183135,0.0012653577799062272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18578028654510492,-0.005674291192596326,-0.02198573067417664,0.16795459563605558,-0.005282317194688951,-0.02198573067417664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.19043865757607847,0.15664798625279208,-0.002940940691637861,-0.09135908605377643,0.15635659826910722,-0.002940940691637861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17525634780288335,-0.14256665172775163,0.006542844369352706,-0.07617846854388614,-0.14191839133286888,0.0065428443693527055,0.010424071834557763,0.0016079416176096564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010424071834557763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788864822.8585892,True,0.0,-0.0005878880135762744,-7.53312061624554e-05,0.001978234104198784,0.004313270308186908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,nan,nan,False,True,False,0.18578121992420338,-0.005483286578083724,-0.02340392525259305,0.16795610283655432,-0.005066032684630737,-0.02340392525259305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.1905456725583632,0.15641307813564337,-0.006138247256085138,-0.09146753912455478,0.15580490441666353,-0.006138247256085137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.17578929468531235,-0.14378298477776807,-0.010306850243886778,-0.07671455733048702,-0.14480416941943644,-0.010306850243886778,0.009887983047956891,-0.003019872851675114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,False,False,False,0.0,0.0,0.0,0.15,False,False,False,nan,nan,nan,nan,0.15,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.010424071834557763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
