topic,bag_stamp,header_stamp,header_seq,calibration_epoch_token,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
/pose_provider/agv2/base_pose_fused,1789558476.3252442,1789558476.3229945,40149,93423323,world@059186db,0.4753324675253454,0.4648572803836221,0.0,0.0,0.0,0.7264116478362093,0.6872598619793557
/pose_provider/agv1/base_pose_fused,1789558476.329599,1789558476.3293571,44547,93423323,world@059186db,0.6283256208979113,0.8368025044160411,0.0,0.0,0.0,0.7209683017462758,0.6929680424645072
/pose_provider/agv2/base_pose_fused,1789558476.3354545,1789558476.334865,40150,93423323,world@059186db,0.4753324675253454,0.4648572803836221,0.0,0.0,0.0,0.7264116478362093,0.6872598619793557
/camera/world/agv1_tag_pose,1789558476.3372679,1789558476.3368442,13387,93423323,world@059186db,0.620889,1.02455,0.225,0.0,0.0,0.019238363069085294,0.9998149255669382
/pose_provider/agv1/base_pose_raw,1789558476.337362,1789558476.3368442,13386,93423323,world@059186db,0.6281170540984614,0.8367990816694904,0.0,0.0,0.0,0.7205794907849843,0.6933723368148262
/pose_provider/agv1/base_pose_filtered,1789558476.337368,1789558476.3368442,13384,93423323,world@059186db,0.628264851342119,0.8368039197059802,0.0,0.0,0.0,0.720855438106776,0.693085447366981
/camera/world/agv2_tag_pose,1789558476.337451,1789558476.3368442,12691,93423323,world@059186db,0.480233,0.376792,0.225,0.0,0.0,0.02808045839288203,0.9996056661786414
/camera/world/agv3_tag_pose,1789558476.3374612,1789558476.3368442,12779,93423323,world@059186db,0.781466,0.373046,0.225,0.0,0.0,0.005652119905364157,0.9999840266427136
/pose_provider/agv2/base_pose_raw,1789558476.337537,1789558476.3368442,12690,93423323,world@059186db,0.4752821218175374,0.4648429222281199,0.0,0.0,0.0,0.7266838276158473,0.6869720625189801
/pose_provider/agv2/base_pose_filtered,1789558476.3375533,1789558476.3368442,12686,93423323,world@059186db,0.47531976876873483,0.46485741412226556,0.0,0.0,0.0,0.7264781000543867,0.6871896173119676
/pose_provider/agv3/base_pose_raw,1789558476.3375661,1789558476.3368442,12778,93423323,world@059186db,0.7804690950152657,0.4612303652834867,0.0,0.0,0.0,0.7110921386304544,0.7030988340041296
/pose_provider/agv3/base_pose_filtered,1789558476.3375778,1789558476.3368442,12776,93423323,world@059186db,0.7805154150089199,0.4612177969592981,0.0,0.0,0.0,0.7109701421702219,0.7032221959967236
/pose_provider/agv3/base_pose_fused,1789558476.3392925,1789558476.32963,36651,93423323,world@059186db,0.7805403543796304,0.4612181613754459,0.0,0.0,0.0,0.710883733071744,0.7033095463975882
/pose_provider/agv3/base_pose_fused,1789558476.3407042,1789558476.337591,36652,93423323,world@059186db,0.780520402883062,0.46121786984252766,0.0,0.0,0.0,0.7109528612091446,0.7032396669262413
/pose_provider/agv1/base_pose_fused,1789558476.34148,1789558476.3413596,44548,93423323,world@059186db,0.6282770052532775,0.8368036366479924,0.0,0.0,0.0,0.7208780123642605,0.6930619678569537
/pose_provider/agv2/base_pose_fused,1789558476.344067,1789558476.3429694,40151,93423323,world@059186db,0.47532230852005697,0.46485738737453686,0.0,0.0,0.0,0.7264648101541492,0.6872036667594956
/pose_provider/agv1/base_pose_fused,1789558476.3494792,1789558476.3493414,44549,93423323,world@059186db,0.6282770052532775,0.8368036366479924,0.0,0.0,0.0,0.7208780123642605,0.6930619678569537
/pose_provider/agv3/base_pose_fused,1789558476.3503041,1789558476.349643,36653,93423323,world@059186db,0.780520402883062,0.46121786984252766,0.0,0.0,0.0,0.7109528612091446,0.7032396669262413
/pose_provider/agv2/base_pose_fused,1789558476.3559942,1789558476.3550045,40152,93423323,world@059186db,0.47532230852005697,0.46485738737453686,0.0,0.0,0.0,0.7264648101541492,0.6872036667594956
/pose_provider/agv3/base_pose_fused,1789558476.3605714,1789558476.3576403,36654,93423323,world@059186db,0.780520402883062,0.46121786984252766,0.0,0.0,0.0,0.7109528612091446,0.7032396669262413
/pose_provider/agv1/base_pose_fused,1789558476.361685,1789558476.3614066,44550,93423323,world@059186db,0.6282770052532775,0.8368036366479924,0.0,0.0,0.0,0.7208780123642605,0.6930619678569537
/pose_provider/agv2/base_pose_fused,1789558476.363649,1789558476.363028,40153,93423323,world@059186db,0.47532230852005697,0.46485738737453686,0.0,0.0,0.0,0.7264648101541492,0.6872036667594956
/pose_provider/agv3/base_pose_fused,1789558476.3693619,1789558476.369654,36655,93423323,world@059186db,0.780520402883062,0.46121786984252766,0.0,0.0,0.0,0.7109528612091446,0.7032396669262413
/pose_provider/agv1/base_pose_fused,1789558476.3695276,1789558476.3693807,44551,93423323,world@059186db,0.6282770052532775,0.8368036366479924,0.0,0.0,0.0,0.7208780123642605,0.6930619678569537
/camera/world/agv1_tag_pose,1789558476.3716338,1789558476.3712337,13388,93423323,world@059186db,0.620894,1.024575,0.225,0.0,0.0,0.020163683411287315,0.9997966922686279
/pose_provider/agv1/base_pose_raw,1789558476.3717754,1789558476.3712337,13387,93423323,world@059186db,0.628469568467462,0.8368377824260869,0.0,0.0,0.0,0.7212208981848466,0.6927051436372067
/pose_provider/agv1/base_pose_filtered,1789558476.3717823,1789558476.3712337,13385,93423323,world@059186db,0.6283262664797219,0.8368140785220122,0.0,0.0,0.0,0.7209650971911264,0.6929713764883724
/camera/world/agv2_tag_pose,1789558476.3718765,1789558476.3712337,12692,93423323,world@059186db,0.480118,0.376776,0.225,0.0,0.0,0.027465845579981107,0.9996227425016783
/camera/world/agv3_tag_pose,1789558476.371894,1789558476.3712337,12780,93423323,world@059186db,0.781485,0.373019,0.225,0.0,0.0,0.00495607971063766,0.999987718561534
/pose_provider/agv2/base_pose_raw,1789558476.3719475,1789558476.3712337,12691,93423323,world@059186db,0.47527540175257743,0.4648329437478616,0.0,0.0,0.0,0.726261305511858,0.6874187341906036
/pose_provider/agv2/base_pose_filtered,1789558476.3719583,1789558476.3712337,12687,93423323,world@059186db,0.4753064586638876,0.4648500730099444,0.0,0.0,0.0,0.7264130692801009,0.6872583595556065
/pose_provider/agv3/base_pose_raw,1789558476.371962,1789558476.3712337,12779,93423323,world@059186db,0.7806108573964982,0.4612046676263708,0.0,0.0,0.0,0.7106025744696185,0.7035936193266326
/pose_provider/agv3/base_pose_filtered,1789558476.371972,1789558476.3712337,12777,93423323,world@059186db,0.7805440477251934,0.4612138581594199,0.0,0.0,0.0,0.7108598922400108,0.7033336431627029
/pose_provider/agv2/base_pose_fused,1789558476.3763597,1789558476.3750496,40154,93423323,world@059186db,0.4753096286351215,0.4648515358828629,0.0,0.0,0.0,0.726423417784329,0.6872474213080281
/pose_provider/agv3/base_pose_fused,1789558476.3793325,1789558476.377656,36656,93423323,world@059186db,0.7805393187567671,0.46121466049604143,0.0,0.0,0.0,0.7108784870276581,0.7033148488986051
/pose_provider/agv1/base_pose_fused,1789558476.3815093,1789558476.3813665,44552,93423323,world@059186db,0.628316414234433,0.8368119901472082,0.0,0.0,0.0,0.7209476811364649,0.6929894956375271
/pose_provider/agv2/base_pose_fused,1789558476.384134,1789558476.3830245,40155,93423323,world@059186db,0.4753096286351215,0.4648515358828629,0.0,0.0,0.0,0.726423417784329,0.6872474213080281
/pose_provider/agv1/base_pose_fused,1789558476.3895092,1789558476.3893688,44553,93423323,world@059186db,0.628316414234433,0.8368119901472082,0.0,0.0,0.0,0.7209476811364649,0.6929894956375271
/pose_provider/agv3/base_pose_fused,1789558476.3898911,1789558476.3896363,36657,93423323,world@059186db,0.7805393187567671,0.46121466049604143,0.0,0.0,0.0,0.7108784870276581,0.7033148488986051
/pose_provider/agv2/base_pose_fused,1789558476.3957565,1789558476.3950117,40156,93423323,world@059186db,0.4753096286351215,0.4648515358828629,0.0,0.0,0.0,0.726423417784329,0.6872474213080281
