topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789453154.8538435,1789453154.8538435,0.5697
/camera/world/agv1_confidence,1789453154.8905969,1789453154.8905969,0.5686
/camera/world/agv2_confidence,1789453154.890781,1789453154.890781,0.5473
/camera/world/agv3_confidence,1789453154.8909874,1789453154.8909874,0.5626
/camera/world/agv1_confidence,1789453154.9222004,1789453154.9222004,0.532
/camera/world/agv2_confidence,1789453154.9222548,1789453154.9222548,0.5471
/camera/world/agv3_confidence,1789453154.9225214,1789453154.9225214,0.5623
/camera/world/agv1_confidence,1789453154.9506993,1789453154.9506993,0.5393
/camera/world/agv2_confidence,1789453154.9508302,1789453154.9508302,0.5528
/camera/world/agv3_confidence,1789453154.9510252,1789453154.9510252,0.5568
/camera/world/agv2_confidence,1789453155.0014973,1789453155.0014973,0.5008
/camera/world/agv1_confidence,1789453155.0016687,1789453155.0016687,0.5692
/camera/world/agv3_confidence,1789453155.0017328,1789453155.0017328,0.5618
/camera/world/agv1_confidence,1789453155.0155416,1789453155.0155416,0.5631
/camera/world/agv2_confidence,1789453155.0157115,1789453155.0157115,0.4951
/camera/world/agv3_confidence,1789453155.0157619,1789453155.0157619,0.5625
/camera/world/agv1_confidence,1789453155.054973,1789453155.054973,0.5361
/camera/world/agv3_confidence,1789453155.0551155,1789453155.0551155,0.5607
/camera/world/agv2_confidence,1789453155.0552254,1789453155.0552254,0.5486
/camera/world/agv1_confidence,1789453155.0930083,1789453155.0930083,0.5355
/camera/world/agv2_confidence,1789453155.0931644,1789453155.0931644,0.5649
/camera/world/agv3_confidence,1789453155.0932121,1789453155.0932121,0.556
/camera/world/agv1_confidence,1789453155.115198,1789453155.115198,0.5703
/camera/world/agv2_confidence,1789453155.115466,1789453155.115466,0.5085
/camera/world/agv3_confidence,1789453155.1154807,1789453155.1154807,0.5579
/camera/world/agv2_confidence,1789453155.15565,1789453155.15565,0.5012
/camera/world/agv1_confidence,1789453155.15569,1789453155.15569,0.532
/camera/world/agv3_confidence,1789453155.1558585,1789453155.1558585,0.5589
/camera/world/agv2_confidence,1789453155.1853387,1789453155.1853387,0.5197
/camera/world/agv1_confidence,1789453155.1854444,1789453155.1854444,0.5676
/camera/world/agv3_confidence,1789453155.1854455,1789453155.1854455,0.5608
/camera/world/agv1_confidence,1789453155.2305648,1789453155.2305648,0.5341
/camera/world/agv3_confidence,1789453155.2308505,1789453155.2308505,0.5616
/camera/world/agv2_confidence,1789453155.2309198,1789453155.2309198,0.5443
/camera/world/agv1_confidence,1789453155.2574892,1789453155.2574892,0.5611
/camera/world/agv2_confidence,1789453155.257696,1789453155.257696,0.5533
/camera/world/agv3_confidence,1789453155.2577052,1789453155.2577052,0.5633
/camera/world/agv1_confidence,1789453155.2843254,1789453155.2843254,0.5684
/camera/world/agv3_confidence,1789453155.2843814,1789453155.2843814,0.5607
/camera/world/agv2_confidence,1789453155.2844408,1789453155.2844408,0.5645
/camera/world/agv1_confidence,1789453155.3262062,1789453155.3262062,0.5706
/camera/world/agv2_confidence,1789453155.3262098,1789453155.3262098,0.5528
/camera/world/agv3_confidence,1789453155.3263812,1789453155.3263812,0.5619
/camera/world/agv2_confidence,1789453155.3563013,1789453155.3563013,0.5088
/camera/world/agv3_confidence,1789453155.3563657,1789453155.3563657,0.5623
/camera/world/agv1_confidence,1789453155.356522,1789453155.356522,0.5262
/camera/world/agv3_confidence,1789453155.3927162,1789453155.3927162,0.5594
/camera/world/agv2_confidence,1789453155.39278,1789453155.39278,0.502
/camera/world/agv1_confidence,1789453155.392799,1789453155.392799,0.5668
/camera/world/agv2_confidence,1789453155.4167802,1789453155.4167802,0.5465
/camera/world/agv1_confidence,1789453155.4168005,1789453155.4168005,0.5709
/camera/world/agv3_confidence,1789453155.417069,1789453155.417069,0.5609
/camera/world/agv2_confidence,1789453155.447995,1789453155.447995,0.5639
/camera/world/agv1_confidence,1789453155.448148,1789453155.448148,0.5747
/camera/world/agv3_confidence,1789453155.448236,1789453155.448236,0.5573
/camera/world/agv1_confidence,1789453155.4792738,1789453155.4792738,0.5729
/camera/world/agv2_confidence,1789453155.4794066,1789453155.4794066,0.564
/camera/world/agv3_confidence,1789453155.4794617,1789453155.4794617,0.5591
/camera/world/agv1_confidence,1789453155.5233445,1789453155.5233445,0.5751
/camera/world/agv2_confidence,1789453155.5234838,1789453155.5234838,0.5643
/camera/world/agv3_confidence,1789453155.5237336,1789453155.5237336,0.5587
/camera/world/agv1_confidence,1789453155.5554922,1789453155.5554922,0.5686
/camera/world/agv3_confidence,1789453155.5556896,1789453155.5556896,0.5506
/camera/world/agv2_confidence,1789453155.555697,1789453155.555697,0.5625
/camera/world/agv1_confidence,1789453155.58868,1789453155.58868,0.575
/camera/world/agv3_confidence,1789453155.5886943,1789453155.5886943,0.5552
/camera/world/agv2_confidence,1789453155.5887156,1789453155.5887156,0.5655
/camera/world/agv1_confidence,1789453155.624941,1789453155.624941,0.57
/camera/world/agv3_confidence,1789453155.6251206,1789453155.6251206,0.5558
/camera/world/agv2_confidence,1789453155.62514,1789453155.62514,0.5623
/camera/world/agv1_confidence,1789453155.6464834,1789453155.6464834,0.572
/camera/world/agv3_confidence,1789453155.646509,1789453155.646509,0.5483
/camera/world/agv2_confidence,1789453155.6465187,1789453155.6465187,0.5563
/camera/world/agv2_confidence,1789453155.6829405,1789453155.6829405,0.5529
/camera/world/agv1_confidence,1789453155.6832108,1789453155.6832108,0.5778
/camera/world/agv3_confidence,1789453155.6832273,1789453155.6832273,0.4943
/camera/world/agv1_confidence,1789453155.724125,1789453155.724125,0.5802
/camera/world/agv3_confidence,1789453155.7241328,1789453155.7241328,0.5057
/camera/world/agv2_confidence,1789453155.7242076,1789453155.7242076,0.5578
/camera/world/agv2_confidence,1789453155.7732282,1789453155.7732282,0.5531
/camera/world/agv1_confidence,1789453155.7734149,1789453155.7734149,0.5758
/camera/world/agv3_confidence,1789453155.7734718,1789453155.7734718,0.5485
/camera/world/agv1_confidence,1789453155.822466,1789453155.822466,0.5712
/camera/world/agv3_confidence,1789453155.8228843,1789453155.8228843,0.5545
/camera/world/agv2_confidence,1789453155.8229039,1789453155.8229039,0.553
/camera/world/agv1_confidence,1789453155.8229911,1789453155.8229911,0.5737
/camera/world/agv3_confidence,1789453155.8231373,1789453155.8231373,0.5484
/camera/world/agv2_confidence,1789453155.823249,1789453155.823249,0.5654
/camera/world/agv1_confidence,1789453155.852481,1789453155.852481,0.5536
/camera/world/agv2_confidence,1789453155.8525004,1789453155.8525004,0.566
/camera/world/agv3_confidence,1789453155.8527942,1789453155.8527942,0.5508
/camera/world/agv1_confidence,1789453155.8902097,1789453155.8902097,0.5731
/camera/world/agv2_confidence,1789453155.890216,1789453155.890216,0.5658
/camera/world/agv3_confidence,1789453155.8902667,1789453155.8902667,0.5537
