topic,bag_stamp,header_stamp,confidence
/camera/world/agv2_confidence,1789708855.2136211,1789708855.2136211,0.6553
/camera/world/agv3_confidence,1789708855.213668,1789708855.213668,0.6555
/camera/world/agv1_confidence,1789708855.213751,1789708855.213751,0.6668
/camera/world/agv3_confidence,1789708855.248217,1789708855.248217,0.6565
/camera/world/agv1_confidence,1789708855.2484863,1789708855.2484863,0.666
/camera/world/agv2_confidence,1789708855.2485557,1789708855.2485557,0.6557
/camera/world/agv2_confidence,1789708855.2799954,1789708855.2799954,0.6551
/camera/world/agv3_confidence,1789708855.2800024,1789708855.2800024,0.6569
/camera/world/agv1_confidence,1789708855.2800803,1789708855.2800803,0.6652
/camera/world/agv1_confidence,1789708855.3100262,1789708855.3100262,0.666
/camera/world/agv2_confidence,1789708855.3101175,1789708855.3101175,0.656
/camera/world/agv3_confidence,1789708855.3103113,1789708855.3103113,0.6567
/camera/world/agv1_confidence,1789708855.3536587,1789708855.3536587,0.6657
/camera/world/agv3_confidence,1789708855.3536885,1789708855.3536885,0.6567
/camera/world/agv2_confidence,1789708855.353848,1789708855.353848,0.6552
/camera/world/agv3_confidence,1789708855.386697,1789708855.386697,0.6557
/camera/world/agv1_confidence,1789708855.3867764,1789708855.3867764,0.6653
/camera/world/agv2_confidence,1789708855.386783,1789708855.386783,0.6555
/camera/world/agv3_confidence,1789708855.420603,1789708855.420603,0.6558
/camera/world/agv1_confidence,1789708855.4206154,1789708855.4206154,0.6658
/camera/world/agv2_confidence,1789708855.4207723,1789708855.4207723,0.6557
/camera/world/agv1_confidence,1789708855.443985,1789708855.443985,0.666
/camera/world/agv2_confidence,1789708855.4440956,1789708855.4440956,0.6553
/camera/world/agv3_confidence,1789708855.4441245,1789708855.4441245,0.6567
/camera/world/agv3_confidence,1789708855.485621,1789708855.485621,0.6558
/camera/world/agv1_confidence,1789708855.48573,1789708855.48573,0.6658
/camera/world/agv2_confidence,1789708855.4859345,1789708855.4859345,0.6552
/camera/world/agv2_confidence,1789708855.5139072,1789708855.5139072,0.6558
/camera/world/agv1_confidence,1789708855.5139143,1789708855.5139143,0.6663
/camera/world/agv3_confidence,1789708855.5141604,1789708855.5141604,0.6567
/camera/world/agv2_confidence,1789708855.5407262,1789708855.5407262,0.6557
/camera/world/agv1_confidence,1789708855.5407424,1789708855.5407424,0.6661
/camera/world/agv3_confidence,1789708855.5409336,1789708855.5409336,0.6569
/camera/world/agv2_confidence,1789708855.5764925,1789708855.5764925,0.6556
/camera/world/agv1_confidence,1789708855.5765011,1789708855.5765011,0.6661
/camera/world/agv3_confidence,1789708855.5766687,1789708855.5766687,0.6568
/camera/world/agv1_confidence,1789708855.6099226,1789708855.6099226,0.6646
/camera/world/agv2_confidence,1789708855.6100068,1789708855.6100068,0.655
/camera/world/agv3_confidence,1789708855.6100843,1789708855.6100843,0.6563
/camera/world/agv1_confidence,1789708855.6492906,1789708855.6492906,0.666
/camera/world/agv2_confidence,1789708855.6495798,1789708855.6495798,0.6554
/camera/world/agv3_confidence,1789708855.6496198,1789708855.6496198,0.6563
/camera/world/agv1_confidence,1789708855.677776,1789708855.677776,0.6652
/camera/world/agv2_confidence,1789708855.677854,1789708855.677854,0.656
/camera/world/agv3_confidence,1789708855.6780334,1789708855.6780334,0.6573
/camera/world/agv1_confidence,1789708855.7147162,1789708855.7147162,0.6649
/camera/world/agv2_confidence,1789708855.714816,1789708855.714816,0.6558
/camera/world/agv3_confidence,1789708855.7150037,1789708855.7150037,0.6562
/camera/world/agv1_confidence,1789708855.743341,1789708855.743341,0.6656
/camera/world/agv2_confidence,1789708855.7433734,1789708855.7433734,0.6556
/camera/world/agv3_confidence,1789708855.7435992,1789708855.7435992,0.6571
/camera/world/agv2_confidence,1789708855.781837,1789708855.781837,0.6556
/camera/world/agv1_confidence,1789708855.7819037,1789708855.7819037,0.6655
/camera/world/agv3_confidence,1789708855.7820144,1789708855.7820144,0.6561
/camera/world/agv1_confidence,1789708855.8130808,1789708855.8130808,0.6652
/camera/world/agv2_confidence,1789708855.8132787,1789708855.8132787,0.6546
/camera/world/agv3_confidence,1789708855.8134081,1789708855.8134081,0.656
/camera/world/agv1_confidence,1789708855.8508463,1789708855.8508463,0.6651
