stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789203110.5563934,True,0.00010437839444347083,-7.599549395635437e-06,0.00010437839444347083,-0.00011558000159916004,-0.0010871877359247939,nan,nan,nan,nan,nan,False,0.20035625447175887,-0.0004239695722392245,0.02733374395123489,0.1825329147527398,-0.0009112695419067547,0.02733374395123489,0.009327833995852106,nan,nan,-4.700100057879336e-05,nan,nan,nan,nan,nan,-0.19051135695759336,0.1484069058353492,0.02544689024931568,-0.09146343456739002,0.1509279116235729,0.02544689024931568,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,-0.18982892776351956,-0.1515757124728343,0.01223617924311915,-0.09075634500201948,-0.15036338208646363,0.01223617924311915,0.0,nan,nan,0.0,nan,nan,nan,nan,nan
1789203110.56632,True,0.00010835604167840537,4.309145545885613e-05,0.00010835604167840537,-0.0001064731004022472,-0.0010934703955170872,0.0,0.0,0.0,0.0,0.0,False,0.20035625447175887,-0.0004239695722392245,0.02733374395123489,0.1825329147527398,-0.0009112695419067547,0.02733374395123489,0.009327833995852106,nan,nan,-4.230090052091403e-05,0.0,0.0,0.0,0.0,0.0,-0.19051135695759336,0.1484069058353492,0.02544689024931568,-0.09146343456739002,0.1509279116235729,0.02544689024931568,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18981687584083573,-0.15155807629986262,0.012333931175658952,-0.09074441206031468,-0.1503360613828729,0.012333931175658952,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.5763252,True,7.088609722572896e-05,-0.00021296021022612903,7.088609722572896e-05,-0.0001314585038866464,-0.0012339555697120064,0.0,0.0,0.0,0.0,0.0,False,0.20024387808257815,-0.0005001505673818407,0.02726502599157543,0.18242050491938178,-0.0009862257523599728,0.02726502599157543,0.009215424162494072,nan,nan,-0.0008817938636893344,0.0,0.0,0.0,0.0,0.0,-0.19051135695759336,0.1484069058353492,0.02544689024931568,-0.09146343456739002,0.1509279116235729,0.02544689024931568,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18981687584083573,-0.15155807629986262,0.012333931175658952,-0.09074441206031468,-0.1503360613828729,0.012333931175658952,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.5863564,True,7.088609722572896e-05,-0.00019166418920351614,7.088609722572896e-05,-0.0001314585038866464,-0.0012339555697120064,0.0,0.0,0.0,0.0,0.0,False,0.20024387808257815,-0.0005001505673818407,0.02726502599157543,0.18242050491938178,-0.0009862257523599728,0.02726502599157543,0.009215424162494072,nan,nan,-0.0008817938636893344,0.0,0.0,0.0,0.0,0.0,-0.19051135695759336,0.1484069058353492,0.02544689024931568,-0.09146343456739002,0.1509279116235729,0.02544689024931568,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18981687584083573,-0.15155807629986262,0.012333931175658952,-0.09074441206031468,-0.1503360613828729,0.012333931175658952,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.5963054,True,4.799175975046347e-05,-0.0003613019607075765,4.799175975046347e-05,-0.0002102300624386063,-0.00090185244675848,0.0,0.0,0.0,0.0,0.0,False,0.20024387808257815,-0.0005001505673818407,0.02726502599157543,0.18242050491938178,-0.0009862257523599728,0.02726502599157543,0.00921542416249407,nan,nan,-0.0007936144773204155,0.0,0.0,0.0,0.0,0.0,-0.19058362833758513,0.14831575675895015,0.023981307324961287,-0.09153211757981582,0.15069159694791703,0.023981307324961287,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18981687584083573,-0.15155807629986262,0.012333931175658952,-0.09074441206031468,-0.1503360613828729,0.012333931175658952,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.6063464,True,1.9402662378889546e-05,-0.0006814570197532378,1.9402662378889546e-05,-0.00038366974561758016,-0.0015758343008643572,0.0,0.0,0.0,0.0,0.0,False,0.20017111510090368,-0.000875444213206733,0.02896151081599685,0.1823485922048559,-0.0013917557662954131,0.02896151081599685,0.009143511447968215,nan,nan,-0.0016060242686465704,0.0,0.0,0.0,0.0,0.0,-0.19058362833758513,0.14831575675895015,0.023981307324961287,-0.09153211757981582,0.15069159694791703,0.023981307324961287,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898313252361572,-0.15162365048114368,0.011837176540807624,-0.09075826663790354,-0.15045085041847436,0.011837176540807622,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.6163456,True,1.9402662378889546e-05,-0.0006133113177779141,1.9402662378889546e-05,-0.00038366974561758016,-0.0015758343008643572,0.0,0.0,0.0,0.0,0.0,False,0.20017111510090368,-0.000875444213206733,0.02896151081599685,0.1823485922048559,-0.0013917557662954131,0.02896151081599685,0.009143511447968216,nan,nan,-0.0014454218417818989,0.0,0.0,0.0,0.0,0.0,-0.19058362833758513,0.14831575675895015,0.023981307324961287,-0.09153211757981582,0.15069159694791703,0.023981307324961287,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898313252361572,-0.15162365048114368,0.011837176540807624,-0.09075826663790354,-0.15045085041847436,0.011837176540807622,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.6263437,True,1.9402662378889546e-05,-0.0005519801860001227,1.9402662378889546e-05,-0.00038366974561758016,-0.0015758343008643572,0.0,0.0,0.0,0.0,0.0,False,0.20017111510090368,-0.000875444213206733,0.02896151081599685,0.1823485922048559,-0.0013917557662954131,0.02896151081599685,0.009143511447968216,nan,nan,-0.001300879657603709,0.0,0.0,0.0,0.0,0.0,-0.19058362833758513,0.14831575675895015,0.023981307324961287,-0.09153211757981582,0.15069159694791703,0.023981307324961287,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898313252361572,-0.15162365048114368,0.011837176540807624,-0.09075826663790354,-0.15045085041847436,0.011837176540807622,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.6363604,True,0.0,-0.000609994838583041,-1.548795149931374e-06,-0.0005824503997635215,-0.00198352191991927,0.0,0.0,0.0,0.0,0.0,False,0.20012509353704755,-0.0011921929792744201,0.030492855672327623,0.18230338218878797,-0.0017357963450803488,0.030492855672327623,0.009098301431900256,nan,nan,-0.0015468145184587938,0.0,0.0,0.0,0.0,0.0,-0.190597139972431,0.148167480352687,0.022141003534312587,-0.09154142467914583,0.15036103175067883,0.022141003534312587,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18983920464531656,-0.15158344604620033,0.012221332098885984,-0.09076660389509204,-0.15037258660488906,0.012221332098885984,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789203110.6463525,True,0.0,-0.0005489953547247369,-1.548795149931374e-06,-0.0005824503997635215,-0.00198352191991927,0.0,0.0,0.0,0.0,0.0,False,0.20012509353704755,-0.0011921929792744201,0.030492855672327623,0.18230338218878797,-0.0017357963450803488,0.030492855672327623,0.009098301431900265,nan,nan,-0.0013921330666128058,0.0,0.0,0.0,0.0,0.0,-0.190597139972431,0.148167480352687,0.022141003534312587,-0.09154142467914583,0.15036103175067883,0.022141003534312587,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.18983920464531656,-0.15158344604620033,0.012221332098885984,-0.09076660389509204,-0.15037258660488906,0.012221332098885984,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
