topic,bag_stamp,header_stamp,experiment_id,method_id,path_progress_actual_1,path_progress_actual_2,path_progress_actual_3,path_velocity_actual_1,path_velocity_actual_2,path_velocity_actual_3,common_velocity_lower_bound,common_velocity_upper_bound,common_velocity_reference,channel_input_raw_1,channel_input_raw_2,channel_input_raw_3,channel_input_limited_1,channel_input_limited_2,channel_input_limited_3
/multi_agv/controller_state,1788424095.4129539,1788424095.412278,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0015032418829060569,0.0002198395406968717,0.0,0.005043801503819432,0.0006890816917047416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.422721,1788424095.422212,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0015032418829060569,0.00021983929033233526,0.0,0.004035041203055546,0.0005512591277525487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4328177,1788424095.432212,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0015032418829060569,0.00021983929033233526,0.0,0.004035041203055546,0.0005512591277525487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4430206,1788424095.442215,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0010499454030649536,0.0,0.0,-0.0034750840976637276,-0.005150959375910176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4529774,1788424095.4522376,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0010499454030649536,0.0,0.0,-0.0027800672781309824,-0.004120767500728141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.46289,1788424095.4622183,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0010499454030649536,0.0,0.0,-0.002224053822504786,-0.003296614000582513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4729977,1788424095.4722712,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.001188133236730106,0.0,0.0,0.0005216770828976535,-0.0026372912004660105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4827507,1788424095.482214,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0011881332367301115,0.0,0.0,0.00041734166631825806,-0.0021098329603728085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.4928353,1788424095.4922152,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0011881332367301115,0.0,0.0,0.00033387333305460646,-0.0016878663682982468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5027902,1788424095.5022163,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0011881332367301115,0.0,0.0,0.0002670986664436852,-0.0013502930946385975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5128257,1788424095.5123186,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014426199315846046,0.0,0.0,0.004469722961843637,-0.001080234475710878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5226545,1788424095.5222132,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014426199315846087,0.0,0.0,0.003575778369475012,-0.0008641875805687025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5328426,1788424095.532283,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014426199315846087,0.0,0.0,0.003575778369475012,-0.0008641875805687025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5426824,1788424095.5422137,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014572207641011714,0.00016592033714526064,0.0,0.002483593187453642,0.0035718700626540087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5527446,1788424095.5522122,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014572207641011714,0.00016592033714526064,0.0,0.002483593187453642,0.0035718700626540087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788424095.5628486,1788424095.5622506,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0014572207641011714,0.00016592033714524462,0.0,0.0015894996399703311,0.0022859968400983518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
