topic,bag_stamp,header_stamp,frame_id,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,orientation_x,orientation_y,orientation_z,orientation_w
/agv1/imu,1789640539.091721,1789640539.0915234,agv1/imu_link,0.0009506409987807274,-0.0012187857646495104,-0.0012579227332025766,-0.017140915617346764,0.04053695499897003,9.81535816192627,0.0034057924058288336,0.002803916111588478,0.1700456738471985,0.9854263067245483
/agv1/imu,1789640539.0996962,1789640539.0995412,agv1/imu_link,0.0014673852128908038,-0.002374021802097559,-0.002747415564954281,-0.08676756918430328,0.04325200989842415,9.779244422912598,0.0034077411983162165,0.002793872496113181,0.17003650963306427,0.9854279160499573
/agv1/imu,1789640539.1117027,1789640539.1115406,agv1/imu_link,0.0010566008277237415,-0.0015653969021514058,-0.0003782393760047853,0.005465136840939522,0.08578785508871078,9.842442512512207,0.003409080673009157,0.002776149660348892,0.170027494430542,0.9854294657707214
/agv3/imu,1789640539.1134331,1789640539.1091273,agv3/imu_link,-0.0008928600000217557,0.0020436979830265045,0.0037671918980777264,0.030507929623126984,0.00984128937125206,9.821013450622559,-0.001374455401673913,-0.0018826371524482965,0.03421097248792648,0.9994118213653564
/agv1/imu,1789640539.1196501,1789640539.1195538,agv1/imu_link,5.046819569543004e-05,-0.0007836558506824076,0.00039457675302401185,-0.10756512731313705,0.06859251111745834,9.860499382019043,0.0034070522524416447,0.002773565473034978,0.17002761363983154,0.9854295253753662
/agv3/imu,1789640539.127754,1789640539.1171474,agv3/imu_link,-0.0020992050413042307,0.002290792763233185,0.0029737071599811316,0.016916198655962944,-0.04449159651994705,9.806571006774902,-0.0013788167852908373,-0.0018744835397228599,0.03422293812036514,0.9994114637374878
/agv1/imu,1789640539.1316411,1789640539.1315448,agv1/imu_link,8.424860425293446e-06,-0.0011921573895961046,0.0010185148566961288,-0.09219301491975784,0.05320720374584198,9.800911903381348,0.003401515306904912,0.0027583062183111906,0.1700315624475479,0.9854288101196289
/agv3/imu,1789640539.1342087,1789640539.1291425,agv3/imu_link,-0.002243625931441784,0.0020913989283144474,0.0015156833687797189,0.10118494182825089,-0.04901933670043945,9.763242721557617,-0.001386913936585188,-0.001868384424597025,0.03423277288675308,0.9994112253189087
/agv1/imu,1789640539.1397953,1789640539.139551,agv1/imu_link,0.0007750187651254237,-0.002004042500630021,0.0005372483865357935,-0.03703424707055092,0.06225738301873207,9.876750946044922,0.0033999928273260593,0.0027495156973600388,0.17003311216831207,0.9854285717010498
/agv3/imu,1789640539.150705,1789640539.137084,agv3/imu_link,-0.0010665920563042164,0.0013454987201839685,0.0022412368562072515,-0.003924456890672445,-0.06713029742240906,9.84538459777832,-0.0013944953680038452,-0.0018594893626868725,0.034240610897541046,0.9994108080863953
