stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1788866348.3581178,True,0.0,-0.00016056801151016932,-9.865713614956584e-06,0.0015312319147308409,0.004924948224709508,0.0,0.0,0.0,0.0,0.0,True,0.17965088130611695,0.0036458116977416966,0.002377003983584869,0.1618209316771621,0.0036034297566251107,0.002377003983584869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17966372142626652,0.15737663880239317,0.019855311443895518,-0.08060325110691566,0.15934377380259185,0.019855311443895518,0.005999289271528251,0.00038434366685885925,0.0,0.0,0.0,0.0,0.0,-0.1803189139214319,-0.15706614671340813,-0.012993513593309025,-0.08124727771109143,-0.15835350781502444,-0.012993513593309025,0.005355262667352478,-0.0006454315211482062,0.0,0.0,0.0,0.0,0.0
1788866348.3680425,True,0.0,-0.0001445112103591524,-6.859901826306026e-06,0.001334994458067442,0.005718079013813228,0.0,0.0,0.0,0.0,0.0,True,0.17965088130611695,0.0036458116977416966,0.002377003983584869,0.1618209316771621,0.0036034297566251107,0.002377003983584869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797293097168121,0.15720420379541888,0.018178085706637814,-0.08066567940234419,0.15900518933629113,0.018178085706637814,0.005936860976099715,-0.00017622124924792932,0.0,0.0,0.0,0.0,0.0,-0.18024485069107876,-0.15712853176211827,-0.014888559300803015,-0.08117583198029694,-0.15860363571871391,-0.014888559300803014,0.005426708398146957,0.0003184127367051796,0.0,0.0,0.0,0.0,0.0
1788866348.3780894,True,3.079568595152719e-05,0.0002422312171164062,3.079568595152719e-05,0.0014305601688383669,0.006270375362395475,0.0,0.0,0.0,0.0,0.0,True,0.17976389668156956,0.003898046693223356,0.00044418421457592677,0.1619338984404956,0.003890126888937896,0.0004441842145759268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797293097168121,0.15720420379541888,0.018178085706637814,-0.08066567940234419,0.15900518933629113,0.018178085706637814,0.005936860976099712,-0.00015859912432317962,0.0,0.0,0.0,0.0,0.0,-0.18024485069107876,-0.15712853176211827,-0.014888559300803015,-0.08117583198029694,-0.15860363571871391,-0.014888559300803014,0.0054267083981469596,0.00028657146303468325,0.0,0.0,0.0,0.0,0.0
1788866348.3880923,True,3.079568595152719e-05,0.0002180080954047656,3.079568595152719e-05,0.0014305601688383669,0.006270375362395475,0.0,0.0,0.0,0.0,0.0,True,0.17976389668156956,0.003898046693223356,0.00044418421457592677,0.1619338984404956,0.003890126888937896,0.0004441842145759268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797293097168121,0.15720420379541888,0.018178085706637814,-0.08066567940234419,0.15900518933629113,0.018178085706637814,0.005936860976099712,-0.00014273921189086167,0.0,0.0,0.0,0.0,0.0,-0.18024485069107876,-0.15712853176211827,-0.014888559300803015,-0.08117583198029694,-0.15860363571871391,-0.014888559300803014,0.0054267083981469596,0.0002579143167312149,0.0,0.0,0.0,0.0,0.0
1788866348.3980432,True,3.079568595152719e-05,0.00019620728586428905,3.079568595152719e-05,0.0014305601688383669,0.006270375362395475,0.0,0.0,0.0,0.0,0.0,True,0.17976389668156956,0.003898046693223356,0.00044418421457592677,0.1619338984404956,0.003890126888937896,0.0004441842145759268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797293097168121,0.15720420379541888,0.018178085706637814,-0.08066567940234419,0.15900518933629113,0.018178085706637814,0.005936860976099712,-0.0001284652907017755,0.0,0.0,0.0,0.0,0.0,-0.18024485069107876,-0.15712853176211827,-0.014888559300803015,-0.08117583198029694,-0.15860363571871391,-0.014888559300803014,0.0054267083981469596,0.00023212288505809343,0.0,0.0,0.0,0.0,0.0
1788866348.4080892,True,3.459177955343155e-05,0.00020905784368900724,3.459177955343155e-05,0.0012625283733752233,0.006737310727883601,0.0,0.0,0.0,0.0,0.0,True,0.17976389668156956,0.003898046693223356,0.00044418421457592677,0.1619338984404956,0.003890126888937896,0.0004441842145759268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17971935384687276,0.1572191132563383,0.01830592055918645,-0.08065595457056178,0.1590327625670346,0.01830592055918645,0.005946585807882126,-3.455812679325595e-05,0.0,0.0,0.0,0.0,0.0,-0.18023865169142828,-0.157381857384428,-0.017698208442301633,-0.08117416853127364,-0.15913530433584683,-0.017698208442301633,0.005428371847170261,0.0002298449787301152,0.0,0.0,0.0,0.0,0.0
1788866348.418099,True,0.0,-0.00022821836870054468,-0.00011206225070911624,0.0003403354409645769,0.001401739874143521,0.0,0.0,0.0,0.0,0.0,True,0.1793216401645178,0.0014096891258398303,0.01604898026077395,0.16149393634970796,0.0011235480917059604,0.01604898026077395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17971935384687276,0.1572191132563383,0.01830592055918645,-0.08065595457056178,0.1590327625670346,0.01830592055918645,0.0059465858078821205,-3.1102314113995395e-05,0.0,0.0,0.0,0.0,0.0,-0.18023865169142828,-0.157381857384428,-0.017698208442301633,-0.08117416853127364,-0.15913530433584683,-0.017698208442301633,0.005428371847170261,0.00020686048085710368,0.0,0.0,0.0,0.0,0.0
1788866348.4280725,True,0.0,-0.0002053965318304902,-0.00011206225070911624,0.0003403354409645769,0.001401739874143521,0.0,0.0,0.0,0.0,0.0,True,0.1793216401645178,0.0014096891258398303,0.01604898026077395,0.16149393634970796,0.0011235480917059604,0.01604898026077395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17971935384687276,0.1572191132563383,0.01830592055918645,-0.08065595457056178,0.1590327625670346,0.01830592055918645,0.0059465858078821205,-2.7992082702595856e-05,0.0,0.0,0.0,0.0,0.0,-0.18023865169142828,-0.157381857384428,-0.017698208442301633,-0.08117416853127364,-0.15913530433584683,-0.017698208442301633,0.005428371847170261,0.00018617443277139332,0.0,0.0,0.0,0.0,0.0
1788866348.4380412,True,0.0,-0.0001848568786474412,-0.00012115985555816167,0.00043209424189137135,0.0010908433419501542,0.0,0.0,0.0,0.0,0.0,True,0.1793216401645178,0.0014096891258398303,0.01604898026077395,0.16149393634970796,0.0011235480917059604,0.01604898026077395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17971935384687276,0.1572191132563383,0.01830592055918645,-0.08065595457056178,0.1590327625670346,0.01830592055918645,0.0059465858078821205,-2.519287443233627e-05,0.0,0.0,0.0,0.0,0.0,-0.18026867087805276,-0.15726804944802186,-0.016068298270601744,-0.08120146134582078,-0.15886002793306644,-0.016068298270601744,0.005401079032623126,-6.0547745439101764e-05,0.0,0.0,0.0,0.0,0.0
1788866348.4480398,True,9.360842313224649e-05,0.0006332666576435226,9.360842313224649e-05,0.0005175531726749062,0.003662310541908152,0.0,0.0,0.0,0.0,0.0,True,0.1798566431459525,0.0022730377709129224,0.006323139470013617,0.16202699958512184,0.0021602969454351077,0.006323139470013617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17960783402454744,0.156423607600786,0.01845868752969637,-0.08054471296990444,0.15825239050565607,0.01845868752969637,0.006057827408539475,0.0009065301861444362,0.0,0.0,0.0,0.0,0.0,-0.18026867087805276,-0.15726804944802186,-0.016068298270601744,-0.08120146134582078,-0.15886002793306644,-0.016068298270601744,0.005401079032623131,-5.4492970895126624e-05,0.0,0.0,0.0,0.0,0.0
