topic,bag_stamp,header_stamp,serial_receive_stamp,robot_id,feedback_seq,command_seq_applied,packet_seq,wheel_left_raw,wheel_right_raw,wheel_left_applied,wheel_right_applied,wheel_left_actual,wheel_right_actual,linear_velocity_actual,angular_velocity_actual,battery_voltage,control_loop_overrun,speed_limit_active_left,speed_limit_active_right,accel_limit_active_left,accel_limit_active_right,decel_limit_active_left,decel_limit_active_right
/agv1/chassis_feedback,1788867520.8656087,1788867520.8653915,1788867520.8653843,1,401553,79796,1934744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv1/chassis_feedback,1788867520.8907857,1788867520.8773994,1788867520.873382,1,401554,79798,1934746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv1/chassis_feedback,1788867520.8908298,1788867520.8854394,1788867520.8854246,1,401555,79798,1934748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv1/chassis_feedback,1788867520.8975441,1788867520.8974428,1788867520.8974295,1,401556,79800,1934752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv3/chassis_feedback,1788867520.902086,1788867520.9001024,1788867520.9000926,3,401189,79800,1930894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.548718452453613,False,False,False,False,False,False,False
/agv2/chassis_feedback,1788867520.9028037,1788867520.90037,1788867520.8962934,2,400318,79800,1932160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64622688293457,False,False,False,False,False,False,False
/agv1/chassis_feedback,1788867520.9055097,1788867520.905399,1788867520.9053867,1,401557,79800,1934754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv2/chassis_feedback,1788867520.910457,1788867520.9083679,1788867520.9042773,2,400319,79801,1932162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64622688293457,False,False,False,False,False,False,False
/agv3/chassis_feedback,1788867520.913771,1788867520.91218,1788867520.9081051,3,401190,79801,1930896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.548718452453613,False,False,False,False,False,False,False
/agv1/chassis_feedback,1788867520.917492,1788867520.917399,1788867520.9133868,1,401558,79802,1934756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39084243774414,False,False,False,False,False,False,False
/agv3/chassis_feedback,1788867520.9217148,1788867520.920123,1788867520.9201133,3,401191,79802,1930898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45120906829834,False,False,False,False,False,False,False
/agv2/chassis_feedback,1788867520.9233294,1788867520.9203687,1788867520.9203188,2,400320,79802,1932166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64622688293457,False,False,False,False,False,False,False
