yaw_drive_disturbance_path_progress,m1_common_velocity_reference,m1b_common_velocity_reference,delta_m1_minus_m1b_common_velocity_reference,m1_agv2_robust_margin,m1b_agv2_robust_margin,delta_m1_minus_m1b_agv2_robust_margin,m1_yaw_drive_disturbance_left_nominal,m1b_yaw_drive_disturbance_left_nominal,delta_m1_minus_m1b_yaw_drive_disturbance_left_nominal,m1_yaw_drive_disturbance_right_nominal,m1b_yaw_drive_disturbance_right_nominal,delta_m1_minus_m1b_yaw_drive_disturbance_right_nominal,m1_agv2_s_dot_actual,m1b_agv2_s_dot_actual,delta_m1_minus_m1b_agv2_s_dot_actual
2.0005464687745325,0.10000674586975729,0.09996718084765215,3.9565022105142456e-05,1.0,1.0,0.0,0.13124996527593463,0.1303809644233068,0.0008690008526278381,0.11141661489674431,0.11059295420219796,0.0008236606945463548,0.10001172757291234,0.09916330855296455,0.0008484190199477826
2.0025429865366844,0.10000674586975729,0.09996717521286325,3.957065689404182e-05,1.0,1.0,0.0,0.13125504653411374,0.13034529174502504,0.0009097547890886959,0.11141872680786492,0.1105570102096818,0.0008617165981831265,0.10000924241629901,0.09911985433687569,0.00088938807942332
2.0045395042988368,0.10000901513830855,0.0999667679904583,4.2247147850255073e-05,1.0,1.0,0.0,0.1312471110773626,0.1303274473252316,0.0009196637521309836,0.11141333555814335,0.11053474846242191,0.0008785870957214448,0.1000078450600793,0.09908207614128484,0.0009257689187944645
2.0065360220609887,0.10000902798872664,0.0999667583952371,4.226959348954673e-05,1.0,1.0,0.0,0.13124572220008487,0.13028846885155515,0.0009572533485297241,0.11141177928739888,0.11049987841305793,0.000911900874340954,0.10000457202131861,0.09905522645102516,0.0009493455702934556
2.008532539823141,0.10001094417652484,0.09996647881260949,4.446536391534972e-05,1.0,1.0,0.0,0.1312428598725085,0.1319023417346947,-0.0006594818621862009,0.11140867295720253,0.11152153802443339,-0.00011286506723086343,0.10000303821855042,0.09903676247984093,0.000966275738709485
2.010529057585293,0.1000109656064565,0.09996644450792433,4.452109853217423e-05,1.0,1.0,0.0,0.13126962421655655,0.13032270321028155,0.0009469210062749978,0.11142457499483693,0.1105163825676286,0.0009081924272083403,0.09999997607889649,0.09920899043290296,0.0007909856459935305
2.0125255753474454,0.1000127480759468,0.09996597627427063,4.67718016761709e-05,1.0,1.0,0.0,0.13125103523385842,0.13222280783487164,-0.000971772601013221,0.11141275596875516,0.1118111901378594,-0.0003984341691042337,0.1000011415562135,0.09926112808827484,0.0007400134679386577
2.0145220931095973,0.10001277843157204,0.09996542043598976,4.7357995582281154e-05,1.0,1.0,0.0,0.13124774372373121,0.13220890887964185,-0.0009611651559106316,0.11140979585381813,0.11179395106181637,-0.00038415520799824077,0.10000212687025067,0.09955529986357467,0.00044682700667600384
2.0165186108717497,0.10001438152687683,0.09996542043598976,4.8961090887075787e-05,1.0,1.0,0.0,0.13124980849857187,0.13256651368009822,-0.0013167051815263509,0.1114090766826492,0.11211372177718909,-0.0007046450945398935,0.09999925506274698,0.099754597593003,0.00024465746974398905
2.0185151286339016,0.100014417652052,0.09996541183323261,4.900581881939203e-05,1.0,1.0,0.0,0.13126350298486816,0.1312212182150144,4.228476985376761e-05,0.11141471708908166,0.11132346246506918,9.125462401247952e-05,0.09999566895035435,0.09988526978460875,0.00011039916574559494
