paired_relative_time,m1_common_velocity_reference,m1b_common_velocity_reference,delta_m1_minus_m1b_common_velocity_reference,m1_agv2_robust_margin,m1b_agv2_robust_margin,delta_m1_minus_m1b_agv2_robust_margin,m1_yaw_drive_disturbance_left_nominal,m1b_yaw_drive_disturbance_left_nominal,delta_m1_minus_m1b_yaw_drive_disturbance_left_nominal,m1_yaw_drive_disturbance_right_nominal,m1b_yaw_drive_disturbance_right_nominal,delta_m1_minus_m1b_yaw_drive_disturbance_right_nominal,m1_agv2_s_dot_actual,m1b_agv2_s_dot_actual,delta_m1_minus_m1b_agv2_s_dot_actual
0.0,0.10000674586975729,0.09996718084765215,3.9565022105142456e-05,1.0,1.0,0.0,0.13124996527593463,0.13038218582877384,0.0008677794471607936,0.11141661489674431,0.11059374632610303,0.0008228685706412886,0.10001172757291234,0.09916335913276822,0.0008483684401441177
0.019949841499328613,0.10000674586975729,0.09996718084765215,3.9565022105142456e-05,1.0,1.0,0.0,0.13125507718884274,0.1303486325036608,0.0009064446851819452,0.11141874546444692,0.11055922884929653,0.0008595166151503936,0.10000924186541214,0.09912015268057868,0.0008890891848334637
0.039899682998657225,0.10000901125340515,0.0999667679904583,4.22432629468561e-05,1.0,1.0,0.0,0.13124781598013527,0.1303373494447346,0.0009104665354006669,0.11141376342994529,0.1105411526896979,0.000872610740247387,0.1000078328787532,0.09908254860985562,0.0009252842688975832
0.05984952449798584,0.10000902798872664,0.0999667679904583,4.225999826834581e-05,1.0,1.0,0.0,0.13124734652980694,0.1302978071554459,0.0009495393743610414,0.11141276643295837,0.1105058441452009,0.0009069222877574751,0.10000454958116753,0.09905558070932614,0.0009489688718413852
0.07979936599731445,0.10001091859221584,0.09996647881260949,4.443977960634504e-05,1.0,1.0,0.0,0.13124833608721595,0.13031807022384742,0.000930265863368529,0.11141200364502998,0.11051285857013456,0.0008991450748954272,0.10000293198283208,0.0990169408960575,0.0009859910867745791
0.09974920749664307,0.1000109656064565,0.09996647881260949,4.448679384701226e-05,1.0,1.0,0.0,0.13127640124839884,0.13037543028362827,0.0009009709647705699,0.11142870438807748,0.11054590947790686,0.0008827949101706117,0.0999998484961141,0.09919758487103132,0.0008022636250827747
0.11969904899597168,0.1000127160566456,0.09996597627427063,4.673978237497434e-05,1.0,1.0,0.0,0.13125837009204516,0.13063631157978664,0.000622058512258522,0.1114171961402429,0.11080042222293009,0.0006167739173128101,0.10000101115934759,0.09926061781116235,0.0007403933481852365
0.1396488904953003,0.10001277843157204,0.09996597627427063,4.680215730140658e-05,1.0,1.0,0.0,0.13125416039614973,0.13072271882386866,0.0005314415722810772,0.11141369604018407,0.11084369680923747,0.0005699992309465968,0.1000019859742808,0.09940202294678602,0.0005999630274947793
0.1595987319946289,0.10001434902536092,0.09996542043598976,4.892858937116662e-05,1.0,1.0,0.0,0.13125801678141988,0.13102288506280982,0.00023513171861005988,0.11141409003745643,0.11112402723408875,0.00029006280336768553,0.09999911303004141,0.0996541895628039,0.00034492346723750955
0.17954857349395753,0.100014417652052,0.09996542043598976,4.8997216062246496e-05,1.0,1.0,0.0,0.13127586480225067,0.1312839947441535,-8.129941902829119e-06,0.11142226553631289,0.11135785342422394,6.441211208894904e-05,0.09999551015595784,0.09987438680558167,0.00012112335037617328
0.19949841499328613,0.10001591887418206,0.09996529937610366,5.0619498078399716e-05,1.0,1.0,0.0,0.13127491497893917,0.13146008625876704,-0.00018517127982786707,0.11141648166341325,0.11154104536989079,-0.00012456370647753734,0.09999394887611711,0.09992596159854078,6.79872775763285e-05
0.21944825649261473,0.10001601716440478,0.09996529937610366,5.07177883011245e-05,1.0,1.0,0.0,0.1312856671677256,0.13141175120756485,-0.00012608403983924155,0.11141751888409004,0.11148870060378155,-7.118171969150433e-05,0.099991515730895,0.09990232184762568,8.91938832693201e-05
0.23939809799194336,0.10001757999494983,0.09996561657570847,5.196341924135206e-05,1.0,1.0,0.0,0.13129318333553072,0.13137712228641812,-8.393895088740222e-05,0.11141343242636428,0.11144875079622865,-3.531836986436776e-05,0.09998842916493705,0.099874564992235,0.00011386417270205229
0.259347939491272,0.10001768752073303,0.09996561657570847,5.207094502455989e-05,1.0,1.0,0.0,0.1313025391201551,0.13136409472517804,-6.155560502293933e-05,0.11140731276693519,0.11142511260717612,-1.7799840240931286e-05,0.09998620648473949,0.09983352397159254,0.0001526825131469567
0.2792977809906006,0.10001781131712097,0.09996539363004782,5.241768707314742e-05,1.0,1.0,0.0,0.13129889378844833,0.1313552888879725,-5.639509952415356e-05,0.11138874490014689,0.11139606288041097,-7.317980264084922e-06,0.09998169842705099,0.09983662062308075,0.00014507780397023107
0.2992476224899292,0.1000178207394764,0.09996539363004782,5.242710942858497e-05,1.0,1.0,0.0,0.13131302663455602,0.13133166765088738,-1.864101633136661e-05,0.11137633294320615,0.11135405067284646,2.2282270359691436e-05,0.09997486126750807,0.09978640740344913,0.0001884538640589406
0.3191974639892578,0.10001762526549168,0.09996459530770017,5.3029957791508875e-05,1.0,1.0,0.0,0.13132130846397472,0.13133783018589296,-1.6521721918238974e-05,0.11135439695483933,0.11132816597829183,2.623097654749773e-05,0.09996621767643843,0.09979404033404493,0.00017217734239349802
0.3391473054885864,0.10001760734688252,0.09996459530770017,5.3012039182342985e-05,1.0,1.0,0.0,0.13131827929326256,0.13131681108585813,1.468207404431432e-06,0.11131861552043933,0.11127364713107138,4.4968389367947004e-05,0.09995422468980426,0.09975871252784359,0.0001955121619606759
0.35909714698791506,0.10001633715178178,0.09996350621831478,5.283093346700185e-05,1.0,1.0,0.0,0.13133695533840437,0.1313364976032421,4.5773516227365363e-07,0.11128808937738827,0.11123934864980413,4.874072758413728e-05,0.09993886552556229,0.09973718246082713,0.00020168306473515585
0.37904698848724366,0.10001620432362339,0.09996350621831478,5.269810530861285e-05,1.0,1.0,0.0,0.1313468003478041,0.13133507579305304,1.172455475106915e-05,0.11124343829760704,0.11118153755350126,6.190074410578061e-05,0.09992080075991373,0.09970804020558707,0.0002127605543266603
0.39899682998657227,0.10001510166593272,0.09996311252234964,5.198914358307827e-05,1.0,1.0,0.0,0.13135569979873957,0.13133381470711852,2.188509162104335e-05,0.11118714139479004,0.11111706313018956,7.007826460048161e-05,0.09990023539824838,0.0996759195780729,0.0002243158201754858
0.41894667148590087,0.10001496439213581,0.09996311252234964,5.1851869786165294e-05,1.0,1.0,0.0,0.13137350357738828,0.13156342680392188,-0.00018992322653360594,0.11112679706140807,0.111192674164362,-6.587710295392901e-05,0.0998738303885083,0.09980246069760765,7.136969090065781e-05
0.43889651298522947,0.10001424117830317,0.09996305623971434,5.1184938588827444e-05,1.0,1.0,0.0,0.13140761265890138,0.1316514159263074,-0.00024380326740602865,0.11106487382059343,0.11124896136634262,-0.0001840875457491814,0.09983986481892701,0.09985895802567354,-1.9093206746534364e-05
0.4588463544845581,0.10001413901128542,0.09996305623971434,5.108277157107877e-05,1.0,1.0,0.0,0.13144126587135954,0.13161965205562826,-0.000178386184268714,0.11098793200644246,0.11112112576473507,-0.00013319375829261293,0.09980740248755732,0.09979937913061641,8.023356940903281e-06
0.47879619598388673,0.10001253896726287,0.09996333717835637,4.9201788906494404e-05,1.0,1.0,0.0,0.13144437822888885,0.13186681589965893,-0.0004224376707700761,0.11087786361914068,0.11116971862954395,-0.0002918550104032691,0.09977114788389892,0.0999093206163155,-0.00013817273241657768
0.49874603748321533,0.10001230781618971,0.09996333717835637,4.8970637833337105e-05,1.0,1.0,0.0,0.13148392207039997,0.1321493513989997,-0.0006654293285997259,0.11077597085470207,0.11130297590523561,-0.0005270050505335327,0.09972784473445238,0.10009104756592217,-0.0003632028314697888
0.518695878982544,0.10001100748372967,0.09996332970541393,4.767777831574116e-05,1.0,1.0,0.0,0.1315036122721618,0.13217871822560903,-0.0006751059534472192,0.11064540417852725,0.11124885197298497,-0.0006034477944577149,0.0996801487595024,0.10009558994437252,-0.0004154411848701217
0.5386457204818725,0.10001079301165271,0.09996332970541393,4.746330623878192e-05,1.0,1.0,0.0,0.1315279235679137,0.13213154374543182,-0.0006036201775181105,0.1104991872466993,0.11104053648494105,-0.0005413492382417562,0.09962362306199087,0.09999894208520152,-0.0003753190232106546
0.5585955619812012,0.10000968078644759,0.09996293924541692,4.674154103066763e-05,1.0,1.0,0.0,0.13158705977880394,0.13212190731912443,-0.0005348475403204878,0.1103562622177257,0.11084094422240126,-0.00048468200467556566,0.09955873676051519,0.09990026387016866,-0.000341527109653475
0.5785454034805297,0.1000094914794865,0.09996293924541692,4.655223406957454e-05,1.0,1.0,0.0,0.13162814061595574,0.13211362494664233,-0.00048548433068659747,0.11018320986338091,0.11062092644362258,-0.00043771658024166493,0.09949978262107775,0.09979668833785159,-0.0002969057167738348
0.5984952449798584,0.10000849818366202,0.09996251575084031,4.5982432821708996e-05,1.0,1.0,0.0,0.13168042905999364,0.13208768354342754,-0.0004072544834338998,0.10999864821488457,0.1103703733999281,-0.0003717251850435255,0.09942907573353423,0.09968201572797977,-0.0002529399944455474
