topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789626982.1540108,1789626982.1540108,0.6676
/camera/world/agv2_confidence,1789626982.1540968,1789626982.1540968,0.6567
/camera/world/agv3_confidence,1789626982.154425,1789626982.154425,0.6593
/camera/world/agv1_confidence,1789626982.1934705,1789626982.1934705,0.6669
/camera/world/agv2_confidence,1789626982.1935732,1789626982.1935732,0.6554
/camera/world/agv3_confidence,1789626982.19392,1789626982.19392,0.6596
/camera/world/agv2_confidence,1789626982.2239473,1789626982.2239473,0.6559
/camera/world/agv1_confidence,1789626982.2239795,1789626982.2239795,0.667
/camera/world/agv3_confidence,1789626982.2244804,1789626982.2244804,0.6585
/camera/world/agv3_confidence,1789626982.254849,1789626982.254849,0.66
/camera/world/agv2_confidence,1789626982.254865,1789626982.254865,0.6566
/camera/world/agv1_confidence,1789626982.254943,1789626982.254943,0.6667
/camera/world/agv1_confidence,1789626982.2950523,1789626982.2950523,0.6673
/camera/world/agv2_confidence,1789626982.2951248,1789626982.2951248,0.6558
/camera/world/agv3_confidence,1789626982.2952933,1789626982.2952933,0.6592
/camera/world/agv1_confidence,1789626982.3298576,1789626982.3298576,0.6669
/camera/world/agv3_confidence,1789626982.329935,1789626982.329935,0.6595
/camera/world/agv2_confidence,1789626982.3299456,1789626982.3299456,0.6551
/camera/world/agv3_confidence,1789626982.3625011,1789626982.3625011,0.6595
/camera/world/agv1_confidence,1789626982.3625317,1789626982.3625317,0.6668
/camera/world/agv2_confidence,1789626982.3626342,1789626982.3626342,0.6557
/camera/world/agv1_confidence,1789626982.3893907,1789626982.3893907,0.6668
/camera/world/agv2_confidence,1789626982.3896058,1789626982.3896058,0.6558
/camera/world/agv3_confidence,1789626982.3897321,1789626982.3897321,0.6595
/camera/world/agv1_confidence,1789626982.4232383,1789626982.4232383,0.6672
/camera/world/agv2_confidence,1789626982.4233427,1789626982.4233427,0.6558
/camera/world/agv3_confidence,1789626982.423426,1789626982.423426,0.6593
/camera/world/agv1_confidence,1789626982.453901,1789626982.453901,0.6668
/camera/world/agv2_confidence,1789626982.4539545,1789626982.4539545,0.6566
/camera/world/agv3_confidence,1789626982.454096,1789626982.454096,0.6592
/camera/world/agv2_confidence,1789626982.4890862,1789626982.4890862,0.6558
/camera/world/agv1_confidence,1789626982.4891496,1789626982.4891496,0.6662
/camera/world/agv3_confidence,1789626982.489271,1789626982.489271,0.6591
/camera/world/agv2_confidence,1789626982.5203533,1789626982.5203533,0.6555
/camera/world/agv1_confidence,1789626982.5204103,1789626982.5204103,0.6666
/camera/world/agv3_confidence,1789626982.520669,1789626982.520669,0.6591
/camera/world/agv1_confidence,1789626982.5611312,1789626982.5611312,0.6673
/camera/world/agv3_confidence,1789626982.5611439,1789626982.5611439,0.6594
/camera/world/agv2_confidence,1789626982.5613465,1789626982.5613465,0.6563
/camera/world/agv2_confidence,1789626982.591492,1789626982.591492,0.6556
/camera/world/agv1_confidence,1789626982.591521,1789626982.591521,0.6661
/camera/world/agv3_confidence,1789626982.5917995,1789626982.5917995,0.6593
/camera/world/agv1_confidence,1789626982.6227875,1789626982.6227875,0.6667
/camera/world/agv3_confidence,1789626982.6228106,1789626982.6228106,0.6593
/camera/world/agv2_confidence,1789626982.6228921,1789626982.6228921,0.6565
/camera/world/agv3_confidence,1789626982.654077,1789626982.654077,0.6592
/camera/world/agv2_confidence,1789626982.6540928,1789626982.6540928,0.6555
/camera/world/agv1_confidence,1789626982.6541717,1789626982.6541717,0.6672
/camera/world/agv1_confidence,1789626982.6925867,1789626982.6925867,0.6658
/camera/world/agv3_confidence,1789626982.692628,1789626982.692628,0.66
/camera/world/agv2_confidence,1789626982.6927047,1789626982.6927047,0.657
/camera/world/agv1_confidence,1789626982.7285821,1789626982.7285821,0.6668
/camera/world/agv2_confidence,1789626982.7285979,1789626982.7285979,0.6562
/camera/world/agv3_confidence,1789626982.7287455,1789626982.7287455,0.659
/camera/world/agv1_confidence,1789626982.7647402,1789626982.7647402,0.6681
/camera/world/agv2_confidence,1789626982.764763,1789626982.764763,0.6558
/camera/world/agv3_confidence,1789626982.7650943,1789626982.7650943,0.6601
/camera/world/agv3_confidence,1789626982.7931902,1789626982.7931902,0.6598
/camera/world/agv1_confidence,1789626982.7932043,1789626982.7932043,0.6676
/camera/world/agv2_confidence,1789626982.7933986,1789626982.7933986,0.6562
/camera/world/agv1_confidence,1789626982.8266675,1789626982.8266675,0.6691
/camera/world/agv2_confidence,1789626982.8268037,1789626982.8268037,0.6547
/camera/world/agv3_confidence,1789626982.826901,1789626982.826901,0.6599
/camera/world/agv1_confidence,1789626982.852727,1789626982.852727,0.6672
/camera/world/agv3_confidence,1789626982.8528972,1789626982.8528972,0.66
/camera/world/agv2_confidence,1789626982.8529155,1789626982.8529155,0.6562
/camera/world/agv2_confidence,1789626982.8987577,1789626982.8987577,0.6546
/camera/world/agv1_confidence,1789626982.8987608,1789626982.8987608,0.6655
/camera/world/agv3_confidence,1789626982.8988266,1789626982.8988266,0.6597
/camera/world/agv2_confidence,1789626982.928677,1789626982.928677,0.657
/camera/world/agv1_confidence,1789626982.928682,1789626982.928682,0.6658
/camera/world/agv3_confidence,1789626982.9286902,1789626982.9286902,0.6591
/camera/world/agv1_confidence,1789626982.9618776,1789626982.9618776,0.6626
