stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1788934963.4581997,True,0.00022444721925172587,-7.692286248589467e-05,0.00022444721925172587,0.0011012261675965491,-0.002719193321170563,0.0,0.0,0.0,0.0,0.0,True,0.18814888265276108,0.0021457614929343283,0.00882577701318965,0.17031957707629353,0.001988399931736878,0.00882577701318965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18229646181886922,0.16099966812334743,0.0038666781969591835,-0.08321720250040819,0.16138277764444262,0.0038666781969591835,0.003385337878035713,-9.217708218320856e-05,0.0,0.0,0.0,0.0,0.0,-0.18548697526405927,-0.16215806315769932,0.02110132453759195,-0.08642903291813027,-0.16006749907338985,0.021101324537591955,0.00017350746031363347,0.00016323069871180282,0.0,0.0,0.0,0.0,0.0
1788934963.4682405,True,0.00022444721925172587,-6.92305762373052e-05,0.00022444721925172587,0.0011012261675965491,-0.002719193321170563,0.0,0.0,0.0,0.0,0.0,True,0.18814888265276108,0.0021457614929343283,0.00882577701318965,0.17031957707629353,0.001988399931736878,0.00882577701318965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18229646181886922,0.16099966812334743,0.0038666781969591835,-0.08321720250040819,0.16138277764444262,0.0038666781969591835,0.003385337878035711,-8.295937396491477e-05,0.0,0.0,0.0,0.0,0.0,-0.18548697526405927,-0.16215806315769932,0.02110132453759195,-0.08642903291813027,-0.16006749907338985,0.021101324537591955,0.00017350746031363347,0.00014690762884062255,0.0,0.0,0.0,0.0,0.0
1788934963.4781818,True,0.00022444721925172587,-6.230751861357468e-05,0.00022444721925172587,0.0011012261675965491,-0.002719193321170563,0.0,0.0,0.0,0.0,0.0,True,0.18814888265276108,0.0021457614929343283,0.00882577701318965,0.17031957707629353,0.001988399931736878,0.00882577701318965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18229646181886922,0.16099966812334743,0.0038666781969591835,-0.08321720250040819,0.16138277764444262,0.0038666781969591835,0.003385337878035711,-7.46634365684233e-05,0.0,0.0,0.0,0.0,0.0,-0.18548697526405927,-0.16215806315769932,0.02110132453759195,-0.08642903291813027,-0.16006749907338985,0.021101324537591955,0.00017350746031363347,0.0001322168659565603,0.0,0.0,0.0,0.0,0.0
1788934963.4883451,True,0.00023100277853814002,2.5859011712661647e-05,0.00023100277853814002,0.0011491536615681752,-0.002883145206176452,0.0,0.0,0.0,0.0,0.0,True,0.188144764887608,0.0021339835929401474,0.008862105536966203,0.17031546503961886,0.0019759743194951254,0.008862105536966203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18228665387104148,0.160988174201542,0.00381877380796225,-0.08320737631363799,0.1613665373908195,0.00381877380796225,0.0033951640648059098,5.561718229847896e-05,0.0,0.0,0.0,0.0,0.0,-0.18547148920155238,-0.16205705753208188,0.021822551633440487,-0.08641508039036656,-0.15989505072561008,0.021822551633440483,0.00018745998807733911,0.0002360936726565294,0.0,0.0,0.0,0.0,0.0
1788934963.4983091,True,0.00023100277853814002,2.3273110541395484e-05,0.00023100277853814002,0.0011491536615681752,-0.002883145206176452,0.0,0.0,0.0,0.0,0.0,True,0.188144764887608,0.0021339835929401474,0.008862105536966203,0.17031546503961886,0.0019759743194951254,0.008862105536966203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18228665387104148,0.160988174201542,0.00381877380796225,-0.08320737631363799,0.1613665373908195,0.00381877380796225,0.0033951640648059124,5.005546406865281e-05,0.0,0.0,0.0,0.0,0.0,-0.18547148920155238,-0.16205705753208188,0.021822551633440487,-0.08641508039036656,-0.15989505072561008,0.021822551633440483,0.0001874599880773461,0.0002124843053909629,0.0,0.0,0.0,0.0,0.0
1788934963.5083337,True,0.00023100277853814002,2.0945799487255936e-05,0.00023100277853814002,0.0011491536615681752,-0.002883145206176452,0.0,0.0,0.0,0.0,0.0,True,0.188144764887608,0.0021339835929401474,0.008862105536966203,0.17031546503961886,0.0019759743194951254,0.008862105536966203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18228665387104148,0.160988174201542,0.00381877380796225,-0.08320737631363799,0.1613665373908195,0.00381877380796225,0.0033951640648059124,4.504991766178753e-05,0.0,0.0,0.0,0.0,0.0,-0.18547148920155238,-0.16205705753208188,0.021822551633440487,-0.08641508039036656,-0.15989505072561008,0.021822551633440483,0.0001874599880773461,0.00019123587485186662,0.0,0.0,0.0,0.0,0.0
1788934963.5182257,True,0.00023474014653100672,5.0070788003513624e-05,0.00023474014653100672,0.0011818763116227073,-0.0030732943196693082,0.0,0.0,0.0,0.0,0.0,True,0.1881341800853218,0.002100456455724653,0.009043696881114505,0.17030490922441313,0.0019392095383780161,0.009043696881114505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18227751910857326,0.1610060594841971,0.003915188159283156,-0.08319827849131813,0.16139397533597627,0.003915188159283156,0.0034042618871257847,0.00011654228214728654,0.0,0.0,0.0,0.0,0.0,-0.1854580197993051,-0.16198587926281038,0.022189177714524888,-0.0864024102935021,-0.15978755593948615,0.022189177714524888,0.00020013008494181386,0.000331120808832299,0.0,0.0,0.0,0.0,0.0
1788934963.5283368,True,0.00023474014653100672,4.506370920316226e-05,0.00023474014653100672,0.0011818763116227073,-0.0030732943196693082,0.0,0.0,0.0,0.0,0.0,True,0.1881341800853218,0.002100456455724653,0.009043696881114505,0.17030490922441313,0.0019392095383780161,0.009043696881114505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18227751910857326,0.1610060594841971,0.003915188159283156,-0.08319827849131813,0.16139397533597627,0.003915188159283156,0.0034042618871257743,0.0001048880539324283,0.0,0.0,0.0,0.0,0.0,-0.1854580197993051,-0.16198587926281038,0.022189177714524888,-0.0864024102935021,-0.15978755593948615,0.022189177714524888,0.0002001300849418048,0.0002980087279489932,0.0,0.0,0.0,0.0,0.0
1788934963.538291,True,0.00023474014653100672,4.0557338282846035e-05,0.00023474014653100672,0.0011818763116227073,-0.0030732943196693082,0.0,0.0,0.0,0.0,0.0,True,0.1881341800853218,0.002100456455724653,0.009043696881114505,0.17030490922441313,0.0019392095383780161,0.009043696881114505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18227751910857326,0.1610060594841971,0.003915188159283156,-0.08319827849131813,0.16139397533597627,0.003915188159283156,0.0034042618871257743,9.439924853918546e-05,0.0,0.0,0.0,0.0,0.0,-0.1854580197993051,-0.16198587926281038,0.022189177714524888,-0.0864024102935021,-0.15978755593948615,0.022189177714524888,0.0002001300849418048,0.0002682078551540939,0.0,0.0,0.0,0.0,0.0
1788934963.5481873,True,0.00024054489503605908,0.00010897549822647049,0.00024054489503605908,0.0012151164772331762,-0.003139073449066394,0.0,0.0,0.0,0.0,0.0,True,0.1881341800853218,0.002100456455724653,0.009043696881114505,0.17030490922441313,0.0019392095383780161,0.009043696881114505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18227751910857326,0.1610060594841971,0.003915188159283156,-0.08319827849131813,0.16139397533597627,0.003915188159283156,0.0034042618871257743,8.495932368526691e-05,0.0,0.0,0.0,0.0,0.0,-0.18543971783525776,-0.16192580140449964,0.02258938539408195,-0.08638499604798694,-0.15968783544265475,0.02258938539408195,0.00021754433045697303,0.0003866375163261365,0.0,0.0,0.0,0.0,0.0
