stamp,localization_valid,load_s_actual,load_s_dot_actual,load_pose_x,load_pose_y,load_pose_yaw,equivalent_load_pose_x,equivalent_load_pose_y,equivalent_load_pose_yaw,measured_load_source_frame,measured_load_alignment_status,measured_load_pose_x,measured_load_pose_y,measured_load_pose_yaw,measured_load_pose_valid,load_x_reference,load_y_reference,load_yaw_reference,load_s_reference,load_velocity_reference,evaluation_active,agv1_robot_pose_x,agv1_robot_pose_y,agv1_robot_pose_yaw,agv1_support_pose_x,agv1_support_pose_y,agv1_support_pose_yaw,agv1_s_actual,agv1_s_initial_offset,agv1_s_tracking_actual,agv1_s_dot_actual,agv1_s_execute_reference,agv1_s_dot_execute_reference,agv1_support_reference_x,agv1_support_reference_y,agv1_support_reference_yaw,agv2_robot_pose_x,agv2_robot_pose_y,agv2_robot_pose_yaw,agv2_support_pose_x,agv2_support_pose_y,agv2_support_pose_yaw,agv2_s_actual,agv2_s_initial_offset,agv2_s_tracking_actual,agv2_s_dot_actual,agv2_s_execute_reference,agv2_s_dot_execute_reference,agv2_support_reference_x,agv2_support_reference_y,agv2_support_reference_yaw,agv3_robot_pose_x,agv3_robot_pose_y,agv3_robot_pose_yaw,agv3_support_pose_x,agv3_support_pose_y,agv3_support_pose_yaw,agv3_s_actual,agv3_s_initial_offset,agv3_s_tracking_actual,agv3_s_dot_actual,agv3_s_execute_reference,agv3_s_dot_execute_reference,agv3_support_reference_x,agv3_support_reference_y,agv3_support_reference_yaw
1789284506.4392276,True,0.0,0.0,-0.00013683415532392737,-8.298350050638563e-05,0.003612828680840717,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.2013420031998484,0.00045375764852262357,-0.030150752490518684,0.18352010692602966,0.000991264118479759,-0.030150752490518684,0.010315026169141955,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19113244371837534,0.15692025342887567,-0.047020142160825396,-0.09216195121766506,0.15226321422280828,-0.047020142160825396,-0.005559410839221145,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084760003678236,-0.15396133649514943,0.004621611651631772,-0.09176865817433649,-0.15350342884280718,0.004621611651631771,-0.005166117795892586,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4491937,True,0.0,0.0,-5.8710326983994296e-05,0.0002530089564168615,0.002781839212991822,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134774329513794,0.0006066607816230807,-0.031083557764386198,0.18352635616376065,0.0011607913741547996,-0.031083557764386194,0.01032127540687295,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19092138668092917,0.15738066170877785,-0.04320073319797002,-0.09193382897037625,0.15310166433790295,-0.04320073319797002,-0.00533128859193234,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084760003678236,-0.15396133649514943,0.004621611651631772,-0.09176865817433649,-0.15350342884280718,0.004621611651631771,-0.005166117795892586,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4593313,True,0.0,0.0,-5.8710326983994296e-05,0.0002530089564168615,0.002781839212991822,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134774329513794,0.0006066607816230807,-0.031083557764386198,0.18352635616376065,0.0011607913741547996,-0.031083557764386194,0.010321275406872936,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19092138668092917,0.15738066170877785,-0.04320073319797002,-0.09193382897037625,0.15310166433790295,-0.04320073319797002,-0.005331288591932333,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084760003678236,-0.15396133649514943,0.004621611651631772,-0.09176865817433649,-0.15350342884280718,0.004621611651631771,-0.005166117795892586,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4693608,True,0.0,0.0,-9.100264228340907e-05,0.000144579136841581,0.0029256357176962225,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134774329513794,0.0006066607816230807,-0.031083557764386198,0.18352635616376065,0.0011607913741547996,-0.031083557764386194,0.010321275406872929,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19092138668092917,0.15738066170877785,-0.04320073319797002,-0.09193382897037625,0.15310166433790295,-0.04320073319797002,-0.00533128859193234,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19094518051599463,-0.15409379989364402,0.002675433067733657,-0.09186553512023474,-0.15382871830153302,0.002675433067733657,-0.00526299474179083,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4792452,True,0.0,0.0,-7.300605799560414e-05,0.0006075731235583952,0.0016904276992650905,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20133857329643312,0.0006557571301486487,-0.03141010827968273,0.18351736806687707,0.001215707276183065,-0.031410108279682734,0.010312287309989378,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19088330441124912,0.15809366606697695,-0.03692740361606517,-0.09187085112062926,0.15443573039602515,-0.03692740361606517,-0.005268310742185353,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19094518051599463,-0.15409379989364402,0.002675433067733657,-0.09186553512023474,-0.15382871830153302,0.002675433067733657,-0.00526299474179083,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4892087,True,0.0,0.0,-7.300605799560414e-05,0.0006075731235583952,0.0016904276992650905,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20133857329643312,0.0006557571301486487,-0.03141010827968273,0.18351736806687707,0.001215707276183065,-0.031410108279682734,0.010312287309989364,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19088330441124912,0.15809366606697695,-0.03692740361606517,-0.09187085112062926,0.15443573039602515,-0.03692740361606517,-0.005268310742185353,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19094518051599463,-0.15409379989364402,0.002675433067733657,-0.09186553512023474,-0.15382871830153302,0.002675433067733657,-0.00526299474179083,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.4992337,True,0.0,0.0,-7.300605799560414e-05,0.0006075731235583952,0.0016904276992650905,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20133857329643312,0.0006557571301486487,-0.03141010827968273,0.18351736806687707,0.001215707276183065,-0.031410108279682734,0.010312287309989364,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19088330441124912,0.15809366606697695,-0.03692740361606517,-0.09187085112062926,0.15443573039602515,-0.03692740361606517,-0.005268310742185353,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19094518051599463,-0.15409379989364402,0.002675433067733657,-0.09186553512023474,-0.15382871830153302,0.002675433067733657,-0.00526299474179083,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.5092592,True,0.0,0.0,-7.36620483789326e-05,0.0005891675181821192,0.002372307098485728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20132432829651392,0.0007684829938358062,-0.032069755005108114,0.18350349631351556,0.001340188716863869,-0.032069755005108114,0.010298415556627867,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19095869451289593,0.15795930598592134,-0.03900383624715077,-0.09195405012341487,0.15409578565953555,-0.03900383624715078,-0.005351509744970961,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908497478263972,-0.1540367676313109,0.003717164489324131,-0.0917704323352376,-0.15366847182185306,0.0037171644893241305,-0.005167891956793694,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.519251,True,0.0,0.0,-7.36620483789326e-05,0.0005891675181821192,0.002372307098485728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20132432829651392,0.0007684829938358062,-0.032069755005108114,0.18350349631351556,0.001340188716863869,-0.032069755005108114,0.010298415556627867,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19095869451289593,0.15795930598592134,-0.03900383624715077,-0.09195405012341487,0.15409578565953555,-0.03900383624715078,-0.005351509744970964,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908497478263972,-0.1540367676313109,0.003717164489324131,-0.0917704323352376,-0.15366847182185306,0.0037171644893241305,-0.005167891956793697,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.52926,True,0.0,0.0,-7.36620483789326e-05,0.0005891675181821192,0.002372307098485728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20132432829651392,0.0007684829938358062,-0.032069755005108114,0.18350349631351556,0.001340188716863869,-0.032069755005108114,0.010298415556627867,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19095869451289593,0.15795930598592134,-0.03900383624715077,-0.09195405012341487,0.15409578565953555,-0.03900383624715078,-0.005351509744970964,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908497478263972,-0.1540367676313109,0.003717164489324131,-0.0917704323352376,-0.15366847182185306,0.0037171644893241305,-0.005167891956793697,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.5392616,True,0.0,0.0,-7.36620483789326e-05,0.0005891675181821192,0.002372307098485728,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20132432829651392,0.0007684829938358062,-0.032069755005108114,0.18350349631351556,0.001340188716863869,-0.032069755005108114,0.010298415556627867,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19095869451289593,0.15795930598592134,-0.03900383624715077,-0.09195405012341487,0.15409578565953555,-0.03900383624715078,-0.005351509744970964,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908497478263972,-0.1540367676313109,0.003717164489324131,-0.0917704323352376,-0.15366847182185306,0.0037171644893241305,-0.005167891956793697,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.5492923,True,0.0,0.0,-4.4843683213483906e-05,0.0006035776753068509,0.0023626277432531096,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134693246385715,0.0008651140583898487,-0.03252932798584962,0.1835263651032979,0.0014450096936291174,-0.03252932798584962,0.010321284346410185,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084729978053383,0.15801719922264063,-0.03862935575659421,-0.09184121552008913,0.15419075447408825,-0.03862935575659421,-0.0052386751416452215,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908993121983118,-0.15409523264477776,0.0027271077705011137,-0.09181968063284933,-0.15382503114179683,0.0027271077705011137,-0.005217140254405422,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.559193,True,0.0,0.0,-4.4843683213483906e-05,0.0006035776753068509,0.0023626277432531096,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134693246385715,0.0008651140583898487,-0.03252932798584962,0.1835263651032979,0.0014450096936291174,-0.03252932798584962,0.010321284346410206,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084729978053383,0.15801719922264063,-0.03862935575659421,-0.09184121552008913,0.15419075447408825,-0.03862935575659421,-0.0052386751416452215,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1908993121983118,-0.15409523264477776,0.0027271077705011137,-0.09181968063284933,-0.15382503114179683,0.0027271077705011137,-0.0052171402544054155,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.5691924,True,0.0,0.0,-1.1505874367309654e-05,0.0006911452955927304,0.0022812711201621017,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20134693246385715,0.0008651140583898487,-0.03252932798584962,0.1835263651032979,0.0014450096936291174,-0.03252932798584962,0.010321284346410206,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19084729978053383,0.15801719922264063,-0.03862935575659421,-0.09184121552008913,0.15419075447408825,-0.03862935575659421,-0.0052386751416452215,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1907987774649157,-0.1539822215569251,0.004237934324537784,-0.0917196672063108,-0.1535623282809392,0.004237934324537784,-0.0051171268278669,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1789284506.5792506,True,6.111466380196348e-05,0.0,6.111466380196348e-05,0.0008066090291120691,0.0015570249544021475,nan,nan,nan,,missing_or_inconsistent_frame,nan,nan,nan,False,0.0,0.0,0.0,0.0,0.0,True,0.20135689071584728,0.0008429869320381034,-0.03232266512695747,0.1835362038929531,0.0014191997055222373,-0.03232266512695747,0.0103311231360654,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.19064986138981965,0.1581049495400999,-0.03575644674674172,-0.09163319269523652,0.15456295566275316,-0.03575644674674172,-0.0050306523167926095,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,-0.1907987774649157,-0.1539822215569251,0.004237934324537784,-0.0917196672063108,-0.1535623282809392,0.004237934324537784,-0.005117126827866896,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
