topic,bag_stamp,header_stamp,confidence
/camera/world/agv2_confidence,1789646235.4283886,1789646235.4283886,0.6549
/camera/world/agv1_confidence,1789646235.4284399,1789646235.4284399,0.6658
/camera/world/agv3_confidence,1789646235.4284973,1789646235.4284973,0.6563
/camera/world/agv2_confidence,1789646235.4583364,1789646235.4583364,0.6549
/camera/world/agv1_confidence,1789646235.458391,1789646235.458391,0.6668
/camera/world/agv3_confidence,1789646235.4584277,1789646235.4584277,0.6568
/camera/world/agv1_confidence,1789646235.4977016,1789646235.4977016,0.6666
/camera/world/agv3_confidence,1789646235.497722,1789646235.497722,0.6564
/camera/world/agv2_confidence,1789646235.4978495,1789646235.4978495,0.6547
/camera/world/agv1_confidence,1789646235.5270245,1789646235.5270245,0.6663
/camera/world/agv2_confidence,1789646235.5271916,1789646235.5271916,0.6549
/camera/world/agv3_confidence,1789646235.5273116,1789646235.5273116,0.6565
/camera/world/agv1_confidence,1789646235.5644114,1789646235.5644114,0.6671
/camera/world/agv3_confidence,1789646235.564498,1789646235.564498,0.6565
/camera/world/agv2_confidence,1789646235.5646117,1789646235.5646117,0.655
/camera/world/agv2_confidence,1789646235.597877,1789646235.597877,0.6556
/camera/world/agv1_confidence,1789646235.5978875,1789646235.5978875,0.6664
/camera/world/agv3_confidence,1789646235.5982122,1789646235.5982122,0.6569
/camera/world/agv1_confidence,1789646235.6303456,1789646235.6303456,0.6656
/camera/world/agv3_confidence,1789646235.6303484,1789646235.6303484,0.6566
/camera/world/agv2_confidence,1789646235.6304712,1789646235.6304712,0.6539
/camera/world/agv1_confidence,1789646235.6641467,1789646235.6641467,0.6669
/camera/world/agv2_confidence,1789646235.6645787,1789646235.6645787,0.655
/camera/world/agv3_confidence,1789646235.6646175,1789646235.6646175,0.656
/camera/world/agv3_confidence,1789646235.6967142,1789646235.6967142,0.6569
/camera/world/agv2_confidence,1789646235.696727,1789646235.696727,0.6547
/camera/world/agv1_confidence,1789646235.6967578,1789646235.6967578,0.6659
/camera/world/agv1_confidence,1789646235.7219872,1789646235.7219872,0.6668
/camera/world/agv2_confidence,1789646235.722124,1789646235.722124,0.6557
/camera/world/agv3_confidence,1789646235.722218,1789646235.722218,0.6574
/camera/world/agv3_confidence,1789646235.7660067,1789646235.7660067,0.6571
/camera/world/agv2_confidence,1789646235.7660458,1789646235.7660458,0.6551
/camera/world/agv1_confidence,1789646235.7662075,1789646235.7662075,0.6662
/camera/world/agv1_confidence,1789646235.7960982,1789646235.7960982,0.6653
/camera/world/agv3_confidence,1789646235.7961707,1789646235.7961707,0.6565
/camera/world/agv2_confidence,1789646235.796282,1789646235.796282,0.6543
/camera/world/agv3_confidence,1789646235.8224142,1789646235.8224142,0.6572
/camera/world/agv1_confidence,1789646235.822475,1789646235.822475,0.6667
/camera/world/agv2_confidence,1789646235.8225992,1789646235.8225992,0.6531
/camera/world/agv2_confidence,1789646235.860457,1789646235.860457,0.6541
/camera/world/agv3_confidence,1789646235.8605237,1789646235.8605237,0.6569
/camera/world/agv1_confidence,1789646235.8605618,1789646235.8605618,0.6664
/camera/world/agv1_confidence,1789646235.8980227,1789646235.8980227,0.6663
/camera/world/agv2_confidence,1789646235.8980963,1789646235.8980963,0.6546
/camera/world/agv3_confidence,1789646235.8982823,1789646235.8982823,0.6564
/camera/world/agv1_confidence,1789646235.9266326,1789646235.9266326,0.667
/camera/world/agv2_confidence,1789646235.9266732,1789646235.9266732,0.6549
/camera/world/agv3_confidence,1789646235.9268491,1789646235.9268491,0.657
/camera/world/agv2_confidence,1789646235.9649055,1789646235.9649055,0.6532
/camera/world/agv1_confidence,1789646235.9649465,1789646235.9649465,0.6665
/camera/world/agv3_confidence,1789646235.9649997,1789646235.9649997,0.6563
/camera/world/agv2_confidence,1789646235.9897728,1789646235.9897728,0.6544
/camera/world/agv1_confidence,1789646235.989797,1789646235.989797,0.6657
/camera/world/agv3_confidence,1789646235.9901133,1789646235.9901133,0.657
/camera/world/agv2_confidence,1789646236.0296667,1789646236.0296667,0.6542
/camera/world/agv1_confidence,1789646236.0296872,1789646236.0296872,0.6666
/camera/world/agv3_confidence,1789646236.0299911,1789646236.0299911,0.6568
/camera/world/agv1_confidence,1789646236.0584958,1789646236.0584958,0.6661
/camera/world/agv2_confidence,1789646236.058509,1789646236.058509,0.6548
/camera/world/agv3_confidence,1789646236.058787,1789646236.058787,0.6568
/camera/world/agv1_confidence,1789646236.0908766,1789646236.0908766,0.6664
/camera/world/agv2_confidence,1789646236.0910375,1789646236.0910375,0.6539
/camera/world/agv3_confidence,1789646236.091161,1789646236.091161,0.6572
/camera/world/agv1_confidence,1789646236.1254516,1789646236.1254516,0.6669
/camera/world/agv2_confidence,1789646236.1256628,1789646236.1256628,0.6556
/camera/world/agv3_confidence,1789646236.1256783,1789646236.1256783,0.6572
/camera/world/agv2_confidence,1789646236.1650758,1789646236.1650758,0.6549
/camera/world/agv1_confidence,1789646236.1650794,1789646236.1650794,0.6668
/camera/world/agv3_confidence,1789646236.1652749,1789646236.1652749,0.6569
/camera/world/agv3_confidence,1789646236.192542,1789646236.192542,0.656
/camera/world/agv2_confidence,1789646236.1925647,1789646236.1925647,0.6554
/camera/world/agv1_confidence,1789646236.1926317,1789646236.1926317,0.6666
/camera/world/agv1_confidence,1789646236.2250116,1789646236.2250116,0.6647
/camera/world/agv3_confidence,1789646236.225052,1789646236.225052,0.657
/camera/world/agv2_confidence,1789646236.22508,1789646236.22508,0.6548
/camera/world/agv1_confidence,1789646236.2625093,1789646236.2625093,0.6641
/camera/world/agv2_confidence,1789646236.262656,1789646236.262656,0.6549
/camera/world/agv3_confidence,1789646236.2627578,1789646236.2627578,0.657
/camera/world/agv1_confidence,1789646236.2932649,1789646236.2932649,0.6649
/camera/world/agv2_confidence,1789646236.2933853,1789646236.2933853,0.6556
/camera/world/agv3_confidence,1789646236.2935174,1789646236.2935174,0.6565
/camera/world/agv1_confidence,1789646236.3239117,1789646236.3239117,0.665
/camera/world/agv3_confidence,1789646236.3240983,1789646236.3240983,0.656
/camera/world/agv2_confidence,1789646236.32417,1789646236.32417,0.6554
/camera/world/agv2_confidence,1789646236.362165,1789646236.362165,0.6551
/camera/world/agv3_confidence,1789646236.362169,1789646236.362169,0.654
/camera/world/agv1_confidence,1789646236.3622742,1789646236.3622742,0.6663
/camera/world/agv1_confidence,1789646236.3911083,1789646236.3911083,0.6658
/camera/world/agv3_confidence,1789646236.391119,1789646236.391119,0.6536
/camera/world/agv2_confidence,1789646236.3912063,1789646236.3912063,0.6555
/camera/world/agv3_confidence,1789646236.4234002,1789646236.4234002,0.6552
/camera/world/agv2_confidence,1789646236.423412,1789646236.423412,0.6551
/camera/world/agv1_confidence,1789646236.4234262,1789646236.4234262,0.6656
/camera/world/agv1_confidence,1789646236.4583542,1789646236.4583542,0.6654
/camera/world/agv3_confidence,1789646236.4583907,1789646236.4583907,0.6551
/camera/world/agv2_confidence,1789646236.4584792,1789646236.4584792,0.6561
/camera/world/agv1_confidence,1789646236.4975674,1789646236.4975674,0.6633
/camera/world/agv2_confidence,1789646236.4976416,1789646236.4976416,0.6551
/camera/world/agv3_confidence,1789646236.497668,1789646236.497668,0.6565
/camera/world/agv1_confidence,1789646236.5249066,1789646236.5249066,0.6648
/camera/world/agv2_confidence,1789646236.5250647,1789646236.5250647,0.6553
/camera/world/agv3_confidence,1789646236.525145,1789646236.525145,0.6563
/camera/world/agv3_confidence,1789646236.556208,1789646236.556208,0.6564
/camera/world/agv2_confidence,1789646236.5562193,1789646236.5562193,0.6555
/camera/world/agv1_confidence,1789646236.5563128,1789646236.5563128,0.666
/camera/world/agv3_confidence,1789646236.6021554,1789646236.6021554,0.6552
/camera/world/agv2_confidence,1789646236.6022067,1789646236.6022067,0.6548
/camera/world/agv1_confidence,1789646236.6022592,1789646236.6022592,0.6634
/camera/world/agv1_confidence,1789646236.6301994,1789646236.6301994,0.6638
/camera/world/agv3_confidence,1789646236.630313,1789646236.630313,0.6564
/camera/world/agv2_confidence,1789646236.6304011,1789646236.6304011,0.6545
