stamp,evaluation_active,agv1_wheel_left_raw,agv1_wheel_left_applied,agv1_wheel_left_actual,agv1_wheel_left_firmware_target_nominal,agv1_wheel_left_firmware_feedback_nominal,agv1_wheel_left_reported_limit,agv1_wheel_left_speed_limit_active,agv1_wheel_left_accel_limit_active,agv1_wheel_left_decel_limit_active,agv1_wheel_right_raw,agv1_wheel_right_applied,agv1_wheel_right_actual,agv1_wheel_right_firmware_target_nominal,agv1_wheel_right_firmware_feedback_nominal,agv1_wheel_right_reported_limit,agv1_wheel_right_speed_limit_active,agv1_wheel_right_accel_limit_active,agv1_wheel_right_decel_limit_active,agv1_wheel_left_pre_limit,agv1_wheel_right_pre_limit,agv1_wheel_left_fleet_scaled,agv1_wheel_right_fleet_scaled,agv2_wheel_left_raw,agv2_wheel_left_applied,agv2_wheel_left_actual,agv2_wheel_left_firmware_target_nominal,agv2_wheel_left_firmware_feedback_nominal,agv2_wheel_left_reported_limit,agv2_wheel_left_speed_limit_active,agv2_wheel_left_accel_limit_active,agv2_wheel_left_decel_limit_active,agv2_wheel_right_raw,agv2_wheel_right_applied,agv2_wheel_right_actual,agv2_wheel_right_firmware_target_nominal,agv2_wheel_right_firmware_feedback_nominal,agv2_wheel_right_reported_limit,agv2_wheel_right_speed_limit_active,agv2_wheel_right_accel_limit_active,agv2_wheel_right_decel_limit_active,agv2_wheel_left_pre_limit,agv2_wheel_right_pre_limit,agv2_wheel_left_fleet_scaled,agv2_wheel_right_fleet_scaled,agv3_wheel_left_raw,agv3_wheel_left_applied,agv3_wheel_left_actual,agv3_wheel_left_firmware_target_nominal,agv3_wheel_left_firmware_feedback_nominal,agv3_wheel_left_reported_limit,agv3_wheel_left_speed_limit_active,agv3_wheel_left_accel_limit_active,agv3_wheel_left_decel_limit_active,agv3_wheel_right_raw,agv3_wheel_right_applied,agv3_wheel_right_actual,agv3_wheel_right_firmware_target_nominal,agv3_wheel_right_firmware_feedback_nominal,agv3_wheel_right_reported_limit,agv3_wheel_right_speed_limit_active,agv3_wheel_right_accel_limit_active,agv3_wheel_right_decel_limit_active,agv3_wheel_left_pre_limit,agv3_wheel_right_pre_limit,agv3_wheel_left_fleet_scaled,agv3_wheel_right_fleet_scaled
1789710800.4036396,True,0.1086012486312477,0.1086012486312477,0.09246500840868503,0.1007291727670969,0.08596371459960937,0.16,False,False,False,0.08907994469554356,0.08907994469554356,0.09174405376392152,0.08206719508634404,0.08476614379882813,0.16,False,False,False,0.1086012486312477,0.08907994469554356,0.1086012486312477,0.08907994469554356,0.11283061965803495,0.11283061965803495,0.1084473366149709,0.10243824305513446,0.09863787841796876,0.16,False,False,False,0.11192249574927071,0.11192249574927071,0.13532339487922054,0.10096307596803344,0.12280793762207032,0.16,False,False,False,0.11281676585908813,0.11180648671882147,0.11281676585908813,0.11180648671882147,0.08918598397962955,0.08918598397962955,0.10448472234630912,0.081418802320407,0.09572145080566406,0.16,False,False,False,0.08947389978395169,0.08947389978395169,0.08144512027942594,0.08126627258263655,0.07406427764892579,0.16,False,False,False,0.08907741688522391,0.0895604116270981,0.08907741688522391,0.0895604116270981
1789710800.4136372,True,0.10851178646175486,0.10851178646175486,0.09634130636918384,0.10064619535716342,0.08956746673583985,0.16,False,False,False,0.08886902766383081,0.08886902766383081,0.06272015805929673,0.08187288233449218,0.05794976043701172,0.16,False,False,False,0.10851178646175486,0.08886902766383081,0.10851178646175486,0.08886902766383081,0.11281676585908813,0.11281676585908813,0.08949025119383755,0.10242566527413802,0.08139553070068359,0.16,False,False,False,0.11180648671882147,0.11180648671882147,0.10420681449470323,0.1008584265097113,0.0945691909790039,0.16,False,False,False,0.11289154860018835,0.11182855503440303,0.11289154860018835,0.11182855503440303,0.08907741688522391,0.08907741688522391,0.07613169518116654,0.08131969030298582,0.06974642944335938,0.16,False,False,False,0.0895604116270981,0.0895604116270981,0.11255246935468737,0.08134484851420697,0.10235256958007813,0.16,False,False,False,0.08901429467379747,0.08942158971789037,0.08901429467379747,0.08942158971789037
1789710800.4236321,True,0.11036009017169746,0.11036009017169746,0.10282942021807095,0.10236052282642702,0.09559939575195313,0.16,False,False,False,0.09005079461022078,0.09005079461022078,0.06567509221539826,0.08296161559389698,0.06067994689941406,0.16,False,False,False,0.11036009017169746,0.09005079461022078,0.11036009017169746,0.09005079461022078,0.11289154860018835,0.11289154860018835,0.09747245605693575,0.10249356007638559,0.0886557159423828,0.16,False,False,False,0.11182855503440303,0.11182855503440303,0.0870557380761335,0.10087833390194403,0.07900434112548828,0.16,False,False,False,0.11444323632666624,0.11373319183580548,0.11444323632666624,0.11373319183580548,0.08901429467379747,0.08901429467379747,0.07661523591528248,0.08126206538677332,0.07018941497802735,0.16,False,False,False,0.08942158971789037,0.08942158971789037,0.1067850214946759,0.0812187610278969,0.0971077880859375,0.16,False,False,False,0.08980763398005562,0.0898840560516698,0.08980763398005562,0.0898840560516698
1789710800.4336202,True,0.11078262959904218,0.11078262959904218,0.1194702291422143,0.10275243403844664,0.11107017517089844,0.16,False,False,False,0.09036345001803602,0.09036345001803602,0.0768694348960103,0.0832496574470399,0.07102286529541016,0.16,False,False,False,0.11078262959904218,0.09036345001803602,0.11078262959904218,0.09036345001803602,0.11444323632666624,0.11444323632666624,0.13117046669949972,0.10390232805933526,0.11930561828613281,0.16,False,False,False,0.11373319183580548,0.11373319183580548,0.12765692973119572,0.10259646919533755,0.11585050964355469,0.16,False,False,False,0.11510182589652129,0.11429464599462943,0.11510182589652129,0.11429464599462943,0.08980763398005562,0.08980763398005562,0.10747987173899871,0.08198631300133116,0.09846539306640625,0.16,False,False,False,0.0898840560516698,0.0898840560516698,0.08262677574705846,0.08163880436156137,0.07513884735107422,0.16,False,False,False,0.08972745552993083,0.08974578363476099,0.08972745552993083,0.08974578363476099
1789710800.4436316,True,0.11053316757544902,0.11053316757544902,0.10737993081184607,0.10252105453231715,0.0998299560546875,0.16,False,False,False,0.09003145423697394,0.09003145423697394,0.10631730900015061,0.0829437977765452,0.0982309799194336,0.16,False,False,False,0.11053316757544902,0.09003145423697394,0.11053316757544902,0.09003145423697394,0.11510182589652129,0.11510182589652129,0.1288226957357066,0.1045002575809036,0.11717021179199219,0.16,False,False,False,0.11429464599462943,0.11429464599462943,0.12832002494368105,0.10310294591845226,0.11645227813720703,0.16,False,False,False,0.11478814205346809,0.11399014116200791,0.11478814205346809,0.11399014116200791,0.08972745552993083,0.08972745552993083,0.08275161375302079,0.08191311726933635,0.07581112670898438,0.16,False,False,False,0.08974578363476099,0.08974578363476099,0.09869284692256261,0.08151321596147705,0.08974895477294922,0.16,False,False,False,0.08979659926859554,0.08957634425222882,0.08979659926859554,0.08957634425222882
1789710800.4536316,True,0.11088778077136162,0.11088778077136162,0.09211893660764682,0.10284996321731632,0.08564197540283203,0.16,False,False,False,0.09018099924483049,0.09018099924483049,0.1043644485551175,0.08308156996955562,0.09642665100097657,0.16,False,False,False,0.11088778077136162,0.09018099924483049,0.11088778077136162,0.09018099924483049,0.11478814205346809,0.11478814205346809,0.11335113068880673,0.10421546590064393,0.10309810638427734,0.16,False,False,False,0.11399014116200791,0.11399014116200791,0.10893215498083089,0.1028282581146932,0.09885750579833984,0.16,False,False,False,0.11481755474928848,0.11393143387936289,0.11481755474928848,0.11393143387936289,0.08979659926859554,0.08979659926859554,0.07866255785998158,0.08197623929971413,0.07206502532958985,0.16,False,False,False,0.08957634425222882,0.08957634425222882,0.10295057693652229,0.0813593196064468,0.09362083435058594,0.16,False,False,False,0.0896384143215697,0.08899256223984121,0.0896384143215697,0.08899256223984121
1789710800.4635868,True,0.1107605314316336,0.1107605314316336,0.10122776207498145,0.10273193767997205,0.0941103515625,0.16,False,False,False,0.09023660079522648,0.09023660079522648,0.07773687926000107,0.0831327943309879,0.07182433319091797,0.16,False,False,False,0.1107605314316336,0.09023660079522648,0.1107605314316336,0.09023660079522648,0.11481755474928848,0.11481755474928848,0.09553974662698572,0.10424216951082073,0.0868978271484375,0.16,False,False,False,0.11393143387936289,0.11393143387936289,0.0923227443326021,0.10277529943290287,0.08378422546386718,0.16,False,False,False,0.11508171061992363,0.114107468075679,0.11508171061992363,0.114107468075679,0.0896384143215697,0.0896384143215697,0.08691670303914127,0.08183183063416752,0.07962688446044922,0.16,False,False,False,0.08899256223984121,0.08899256223984121,0.0830527542960664,0.08082908913407343,0.0755262222290039,0.16,False,False,False,0.08962409294520586,0.08878668358867851,0.08962409294520586,0.08878668358867851
1789710800.4735882,True,0.11088116549512025,0.11088116549512025,0.10962056333648303,0.1028438274563392,0.10191304779052734,0.16,False,False,False,0.09036151785351434,0.09036151785351434,0.07034311545054338,0.08324787739067277,0.06499292755126954,0.16,False,False,False,0.11088116549512025,0.09036151785351434,0.11088116549512025,0.09036151785351434,0.11508171061992363,0.11508171061992363,0.10550891535600859,0.10448199504189179,0.09596524810791016,0.16,False,False,False,0.114107468075679,0.114107468075679,0.12850288369444832,0.10293409640947716,0.11661822509765625,0.16,False,False,False,0.11568720681307128,0.11457124388523839,0.11568720681307128,0.11457124388523839,0.08962409294520586,0.08962409294520586,0.10656415653237968,0.08181875650234664,0.09762648010253906,0.16,False,False,False,0.08878668358867851,0.08878668358867851,0.08580246118306087,0.08064209616042711,0.07802674102783203,0.16,False,False,False,0.08965338190396424,0.08875628223278051,0.08965338190396424,0.08875628223278051
1789710800.4835854,True,0.11136581567859052,0.11136581567859052,0.11923012649454703,0.10329334726092398,0.11084695434570313,0.16,False,False,False,0.09035460692409539,0.09035460692409539,0.09674348946502351,0.08324151051881634,0.08938533020019532,0.16,False,False,False,0.11136581567859052,0.09035460692409539,0.11136581567859052,0.09035460692409539,0.11568720681307128,0.11568720681307128,0.12484322344878934,0.10503172140509535,0.11355069732666015,0.16,False,False,False,0.11457124388523839,0.11457124388523839,0.1258501665680126,0.1033524594202304,0.11421084594726562,0.16,False,False,False,0.11579352340552178,0.1144340707451681,0.11579352340552178,0.1144340707451681,0.08965338190396424,0.08965338190396424,0.08180665109004889,0.08184549469412197,0.07494541931152343,0.16,False,False,False,0.08875628223278051,0.08875628223278051,0.10789042299311292,0.08061448358423166,0.09811301422119141,0.16,False,False,False,0.08876288953969651,0.08824823523064844,0.08876288953969651,0.08824823523064844
1789710800.493585,True,0.11187144806472148,0.11187144806472148,0.10993966072358718,0.10376232835111533,0.10220970916748047,0.16,False,False,False,0.09052082433498333,0.09052082433498333,0.10965465358881547,0.08339464259285063,0.10131449127197266,0.16,False,False,False,0.11187144806472148,0.09052082433498333,0.11187144806472148,0.09052082433498333,0.11586776618896938,0.11586776618896938,0.13314967993171373,0.10519565017983923,0.12110580444335937,0.16,False,False,False,0.11431476290592724,0.11431476290592724,0.10637174575212056,0.10312109298736817,0.09653389739990234,0.16,False,False,False,0.11586776618896938,0.11431476290592724,0.11586776618896938,0.11431476290592724,0.08876288953969651,0.08876288953969651,0.0767344326245018,0.08103255505339652,0.07029861450195313,0.16,False,False,False,0.08824823523064844,0.08824823523064844,0.0988562279101425,0.08015304079186707,0.08989752960205079,0.16,False,False,False,0.08853367736244996,0.08807057953835082,0.08853367736244996,0.08807057953835082
