stamp,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,mapped_path_capability_available,agv1_risk_inner_upper,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_risk_inner_upper,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_risk_inner_upper,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper
1789710794.3136241,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.3235915,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.333608,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.34362,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.353628,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.3636231,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.373628,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.3836246,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.3936207,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.4037266,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.4136379,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.4236288,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.4336948,0.0,0.0,0.0,0.0,False,False,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan,nan,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,nan,nan
1789710794.4436076,6.223787214580935e-08,6.223787214580935e-08,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.1599999999999905,0.1599999999999905,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000766,0.16000000000000766,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000766,0.16000000000000766
1789710794.4535916,4.98893179106618e-07,4.98893179106618e-07,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.15999999999999745,0.15999999999999745,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000603,0.16000000000000603,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000603,0.16000000000000603
1789710794.4636164,1.6561266554887005e-06,1.6561266554887005e-06,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000147,0.16000000000000147,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000147,0.16000000000000147,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000147,0.16000000000000147
1789710794.4737175,3.86822084671625e-06,3.86822084671625e-06,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.15999999999998937,0.15999999999998937,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000655,0.16000000000000655,0.11,-0.015,0.115,1.0,0.0,0.0,0.003981964,0.1,0.0,0.0,0.0,0.0,-0.16000000000000655,0.16000000000000655
1789710794.4835808,7.43435038443432e-06,7.43435038443432e-06,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.00797098545204833,0.10000088673606444,0.0,-1.852760000000015e-05,0.0,0.0,-0.15999999999999598,0.15999999999999598,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970320400000001,0.1,0.0,0.0,0.0,0.0,-0.16000000000000456,0.16000000000000456,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970752683831416,0.1000005763784419,0.0,-1.2042940000000104e-05,0.0,0.0,-0.16000000000000456,0.16000000000000456
1789710794.4936426,1.2701419631917245e-05,1.2701419631917245e-05,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.00797098545204833,0.10000088673606444,0.0,-1.852760000000015e-05,0.0,0.0,-0.15999999999999281,0.15999999999999281,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970320400000001,0.1,0.0,0.0,0.0,0.0,-0.16000000000001,0.16000000000001,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970752683831416,0.1000005763784419,0.0,-1.2042940000000104e-05,0.0,0.0,-0.16000000000001,0.16000000000001
1789710794.5036416,1.982311385913365e-05,1.982311385913365e-05,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.00797098545204833,0.10000088673606444,0.0,-1.852760000000015e-05,0.0,0.0,-0.16000000000000353,0.16000000000000353,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970320400000001,0.1,0.0,0.0,0.0,0.0,-0.16000000000000353,0.16000000000000353,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970752683831416,0.1000005763784419,0.0,-1.2042940000000104e-05,0.0,0.0,-0.16000000000000353,0.16000000000000353
1789710794.5136194,2.9201728212114308e-05,2.9201728212114308e-05,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.00797098545204833,0.10000088673606444,0.0,-1.852760000000015e-05,0.0,0.0,-0.16000000000000034,0.16000000000000034,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970320400000001,0.1,0.0,0.0,0.0,0.0,-0.16000000000000034,0.16000000000000034,0.11,-0.015,0.115,1.0,0.0,0.0,0.007970752683831416,0.1000005763784419,0.0,-1.2042940000000104e-05,0.0,0.0,-0.16000000000000034,0.16000000000000034
1789710794.523634,4.09689402521908e-05,4.09689402521908e-05,-0.009999999999999998,0.11,False,True,0.11,-0.015,0.115,1.0,0.0,0.0,0.011964887936559662,0.1000017174686104,0.0,-2.6988981329814294e-05,2.0217582269110857e-06,0.0,-0.1600000000000011,0.1600000000000011,0.11,-0.015,0.115,1.0,0.0,0.0,0.011963257033944257,0.10000038722736243,0.0,-1.0973358797426724e-06,-1.4631145063281892e-06,0.0,-0.1600000000000011,0.1600000000000011,0.11,-0.015,0.115,1.0,0.0,0.0,0.01196431979737261,0.10000127817481902,0.0,-1.8001391251696195e-05,7.027383310834191e-07,0.0,-0.1600000000000011,0.1600000000000011
