stamp,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,mapped_path_capability_available,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper,agv1_boundary_lower,agv1_boundary_upper,agv2_boundary_lower,agv2_boundary_upper,agv3_boundary_lower,agv3_boundary_upper
1788955637.8576417,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.8675404,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.8775556,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.8875399,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.897544,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9076133,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9175587,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.927567,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9375396,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9475393,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9575598,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9675593,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9775712,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9875572,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955637.9975517,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0075707,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0175076,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0275085,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0375087,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0475104,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0575085,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.06751,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0775096,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.087663,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.0975413,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.107543,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1175585,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1275425,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1375515,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1475408,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1575422,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.167554,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1775267,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1876607,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.1975625,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2075708,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.217591,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.22753,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2375603,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2475202,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.257527,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2676356,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2775452,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.2875586,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.297577,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3076413,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.317564,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3275592,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3375306,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3475835,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.357543,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3675296,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.377643,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3875675,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.3975582,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.407534,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4176574,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4275405,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.43759,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.447526,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.457518,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4675725,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4775362,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4875405,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.4975102,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5075262,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5176544,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5275571,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.537571,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5475209,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5575392,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.567528,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5775373,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5875137,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.5976648,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.607511,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.6177104,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.627539,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.6375382,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.647627,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.657545,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.6675446,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.677533,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.6875124,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.6975048,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7075508,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7175593,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7275908,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7375696,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7475345,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7575636,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7675738,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.777558,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.787561,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.7975307,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8075228,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8175433,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8275373,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.837641,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8475187,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8575585,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8675966,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8776302,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8875196,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.8975718,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9076467,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.917675,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.927562,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9375157,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9475532,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.957577,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9675171,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9775307,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9875085,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955638.9975388,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0075266,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0175335,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0275733,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0375652,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0476327,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0575686,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.067632,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.0775232,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.087532,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.097527,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.107577,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.1176598,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.127633,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.137575,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.147573,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.1575594,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.167512,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.177543,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.187664,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.1975815,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2075124,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.217509,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2275205,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2375236,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2475297,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2575345,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.267544,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2775676,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.2875338,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.297535,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.307547,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3175347,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3276503,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.337663,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3476613,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3576488,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3675287,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.3775332,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.38763,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.397645,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.407622,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4175398,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4275458,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4375176,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4474995,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4575653,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4675505,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.477549,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4875546,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.4975448,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5075448,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5175438,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.527559,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5375147,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5475454,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5576339,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5676265,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5775397,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5875406,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.5975099,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.607504,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6175005,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6275253,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6375399,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6475422,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.657509,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6675053,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6775396,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6875389,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.6975076,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.70751,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7175136,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.727514,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7375073,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7475111,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7575653,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.767501,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7775056,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.7875044,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.797516,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8075376,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8175433,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.827528,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.837558,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8475072,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8575833,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.867508,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.877535,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8876054,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.8975408,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9076266,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9175563,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.927554,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9375596,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.947617,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9575646,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.967594,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.977536,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9875057,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955639.9975045,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.007537,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0176198,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0275106,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0375586,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0475476,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0575466,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0675464,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.077511,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.08751,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.0975728,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.107572,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1175823,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1275723,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1375701,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1475701,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1575742,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1675382,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1775708,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.187503,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.1975334,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.207563,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2175403,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2275295,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2375042,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.247575,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2575457,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.267557,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2775624,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2875743,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.2975364,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3076222,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3175373,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.327536,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3375335,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.347534,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3576763,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.367532,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3775394,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3875542,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.3975499,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
1788955640.4075584,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,nan,,,,,,
