topic,bag_stamp,header_stamp,confidence
/camera/world/agv2_confidence,1788866348.359205,1788866348.359205,0.5589
/camera/world/agv1_confidence,1788866348.3592694,1788866348.3592694,0.5797
/camera/world/agv3_confidence,1788866348.3593786,1788866348.3593786,0.5661
/camera/world/agv1_confidence,1788866348.3974972,1788866348.3974972,0.5896
/camera/world/agv3_confidence,1788866348.3977566,1788866348.3977566,0.5649
/camera/world/agv2_confidence,1788866348.3977835,1788866348.3977835,0.5605
/camera/world/agv2_confidence,1788866348.4312348,1788866348.4312348,0.5458
/camera/world/agv3_confidence,1788866348.4312599,1788866348.4312599,0.565
/camera/world/agv1_confidence,1788866348.4312725,1788866348.4312725,0.5846
/camera/world/agv1_confidence,1788866348.458177,1788866348.458177,0.5719
/camera/world/agv2_confidence,1788866348.458285,1788866348.458285,0.5546
/camera/world/agv3_confidence,1788866348.4585438,1788866348.4585438,0.5434
/camera/world/agv1_confidence,1788866348.4888873,1788866348.4888873,0.5114
/camera/world/agv2_confidence,1788866348.488988,1788866348.488988,0.5574
/camera/world/agv3_confidence,1788866348.489206,1788866348.489206,0.5666
/camera/world/agv1_confidence,1788866348.5337188,1788866348.5337188,0.5735
/camera/world/agv3_confidence,1788866348.5340483,1788866348.5340483,0.5651
/camera/world/agv2_confidence,1788866348.5340533,1788866348.5340533,0.5579
/camera/world/agv3_confidence,1788866348.561976,1788866348.561976,0.5621
/camera/world/agv2_confidence,1788866348.5620062,1788866348.5620062,0.5591
/camera/world/agv1_confidence,1788866348.5620384,1788866348.5620384,0.5846
/camera/world/agv1_confidence,1788866348.587485,1788866348.587485,0.581
/camera/world/agv3_confidence,1788866348.5874987,1788866348.5874987,0.5492
/camera/world/agv2_confidence,1788866348.5876398,1788866348.5876398,0.5501
/camera/world/agv2_confidence,1788866348.6277318,1788866348.6277318,0.5586
/camera/world/agv3_confidence,1788866348.6278124,1788866348.6278124,0.5659
/camera/world/agv1_confidence,1788866348.6279466,1788866348.6279466,0.5699
/camera/world/agv1_confidence,1788866348.6713994,1788866348.6713994,0.5758
/camera/world/agv2_confidence,1788866348.6714025,1788866348.6714025,0.5586
/camera/world/agv3_confidence,1788866348.6715114,1788866348.6715114,0.5501
/camera/world/agv1_confidence,1788866348.6904018,1788866348.6904018,0.5812
/camera/world/agv3_confidence,1788866348.6904206,1788866348.6904206,0.547
/camera/world/agv2_confidence,1788866348.6904566,1788866348.6904566,0.5567
/camera/world/agv1_confidence,1788866348.7175658,1788866348.7175658,0.5917
/camera/world/agv2_confidence,1788866348.7177465,1788866348.7177465,0.5576
/camera/world/agv3_confidence,1788866348.7179205,1788866348.7179205,0.5642
/camera/world/agv3_confidence,1788866348.7581,1788866348.7581,0.5604
/camera/world/agv2_confidence,1788866348.758144,1788866348.758144,0.556
/camera/world/agv1_confidence,1788866348.7583005,1788866348.7583005,0.5891
/camera/world/agv1_confidence,1788866348.7896483,1788866348.7896483,0.5475
/camera/world/agv2_confidence,1788866348.7898395,1788866348.7898395,0.5565
/camera/world/agv3_confidence,1788866348.7898624,1788866348.7898624,0.5578
/camera/world/agv2_confidence,1788866348.8207326,1788866348.8207326,0.5527
/camera/world/agv1_confidence,1788866348.8207548,1788866348.8207548,0.5587
/camera/world/agv3_confidence,1788866348.8208017,1788866348.8208017,0.561
/camera/world/agv1_confidence,1788866348.8508596,1788866348.8508596,0.564
/camera/world/agv2_confidence,1788866348.8509202,1788866348.8509202,0.5604
/camera/world/agv3_confidence,1788866348.8510468,1788866348.8510468,0.5521
/camera/world/agv1_confidence,1788866348.891157,1788866348.891157,0.5285
/camera/world/agv3_confidence,1788866348.891214,1788866348.891214,0.5585
/camera/world/agv2_confidence,1788866348.8912299,1788866348.8912299,0.5504
/camera/world/agv1_confidence,1788866348.9217892,1788866348.9217892,0.5697
/camera/world/agv2_confidence,1788866348.9218884,1788866348.9218884,0.5559
/camera/world/agv3_confidence,1788866348.9220302,1788866348.9220302,0.5562
/camera/world/agv2_confidence,1788866348.964269,1788866348.964269,0.5567
/camera/world/agv1_confidence,1788866348.9642727,1788866348.9642727,0.5869
/camera/world/agv3_confidence,1788866348.9643557,1788866348.9643557,0.56
/camera/world/agv1_confidence,1788866348.9853191,1788866348.9853191,0.5681
/camera/world/agv2_confidence,1788866348.9855404,1788866348.9855404,0.5574
/camera/world/agv3_confidence,1788866348.985579,1788866348.985579,0.5607
/camera/world/agv1_confidence,1788866349.0223927,1788866349.0223927,0.5737
/camera/world/agv3_confidence,1788866349.0225673,1788866349.0225673,0.5535
/camera/world/agv2_confidence,1788866349.0227292,1788866349.0227292,0.5558
/camera/world/agv2_confidence,1788866349.055915,1788866349.055915,0.564
/camera/world/agv1_confidence,1788866349.055958,1788866349.055958,0.5884
/camera/world/agv3_confidence,1788866349.0559986,1788866349.0559986,0.5708
/camera/world/agv2_confidence,1788866349.0902872,1788866349.0902872,0.5565
/camera/world/agv1_confidence,1788866349.0903087,1788866349.0903087,0.5844
/camera/world/agv3_confidence,1788866349.0904934,1788866349.0904934,0.5574
