topic,bag_stamp,header_stamp,experiment_id,method_id,path_progress_actual_1,path_progress_actual_2,path_progress_actual_3,path_velocity_actual_1,path_velocity_actual_2,path_velocity_actual_3,common_velocity_lower_bound,common_velocity_upper_bound,common_velocity_reference,channel_input_raw_1,channel_input_raw_2,channel_input_raw_3,channel_input_limited_1,channel_input_limited_2,channel_input_limited_3
/multi_agv/controller_state,1788412298.4082878,1788412298.40748,exp2a_m1_r1_unloaded_serial,M1_R1,0.0015855340467946558,0.0,0.0,0.003843409013587682,0.0,-0.0013950244490844074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.41861,1788412298.4175382,exp2a_m1_r1_unloaded_serial,M1_R1,0.0015855340467946864,0.0,0.0,0.003074727210870657,0.0,-0.001116019559267526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4286418,1788412298.427608,exp2a_m1_r1_unloaded_serial,M1_R1,0.0015855340467946864,0.0,0.0,0.002459781768696526,0.0,-0.0008928156474140208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.438505,1788412298.437608,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014007418234259336,0.0,0.00018163222406682988,-0.0011092723147386845,0.0,0.0023171460095145705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4480028,1788412298.447471,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014007418234259666,0.0,0.00018163222406680123,-0.0008874178517901315,0.0,0.0018537168076109389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4582784,1788412298.457541,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014007418234259666,0.0,0.00018163222406680123,-0.0007099342814321052,0.0,0.0014829734460887513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4682736,1788412298.4675221,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014007418234259666,0.0,0.0,-0.0005679474251456842,0.0,-0.0033729650933431382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4782572,1788412298.4775248,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014510951772471626,0.0,0.0,0.00038788757182003507,0.0,-0.0026983720746745106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4884002,1788412298.4874704,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014510951772471288,0.0,0.0,0.0003103100574551859,0.0,-0.0021586976597396086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.4983065,1788412298.4975169,exp2a_m1_r1_unloaded_serial,M1_R1,0.0014510951772471548,0.0,0.0,0.00024824804596458366,0.0,-0.001726958127791687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.5084991,1788412298.5076091,exp2a_m1_r1_unloaded_serial,M1_R1,0.0012440596151482846,0.0,0.0,-0.004943946193416296,0.0,-0.0013815665022333496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788412298.5182035,1788412298.5175235,exp2a_m1_r1_unloaded_serial,M1_R1,0.0012440596151482581,0.0,0.0,-0.00395515695473348,0.0,-0.0011052532017866796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
