stamp,common_velocity_reference,public_reference_velocity,common_boundary_lower,common_boundary_upper,evaluation_active,mapped_path_capability_available,agv1_risk_inner_upper,agv1_mapped_path_velocity_lower,agv1_mapped_path_velocity_upper,agv2_risk_inner_upper,agv2_mapped_path_velocity_lower,agv2_mapped_path_velocity_upper,agv3_risk_inner_upper,agv3_mapped_path_velocity_lower,agv3_mapped_path_velocity_upper,agv1_boundary_lower,agv1_boundary_upper,agv1_robust_margin,agv1_risk_factor,agv1_risk_signal,agv1_z,agv1_upsilon,agv1_phi,agv1_zeta_z,agv1_zeta_v,agv1_zeta_phi,agv2_boundary_lower,agv2_boundary_upper,agv2_robust_margin,agv2_risk_factor,agv2_risk_signal,agv2_z,agv2_upsilon,agv2_phi,agv2_zeta_z,agv2_zeta_v,agv2_zeta_phi,agv3_boundary_lower,agv3_boundary_upper,agv3_robust_margin,agv3_risk_factor,agv3_risk_signal,agv3_z,agv3_upsilon,agv3_phi,agv3_zeta_z,agv3_zeta_v,agv3_zeta_phi
1789391588.399065,nan,nan,nan,nan,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391588.409116,0.099999901879958,0.099999901879958,-0.009999999999999998,0.107,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391588.4190614,0.099999901879958,0.099999901879958,-0.009999999999999998,0.107,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391588.4290738,0.099999901879958,0.099999901879958,-0.009999999999999998,0.107,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391588.4391303,0.10000001914180219,0.10000001914180219,-0.009999999999999998,0.107,True,True,0.107,-0.1599999999999991,0.1599999999999991,0.107,-0.1599999999999991,0.1599999999999991,0.107,-0.1599999999999991,0.1599999999999991,-0.015,0.112,1.0,0.0,0.0,0.012037655049896671,0.1000001114156267,0.0,-3.7423641305909373e-06,-4.0675217414243294e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0120376519737364,0.09999991084514281,0.0,2.2077009450768847e-07,2.943601260241291e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.012037653428427532,0.10000003516463708,0.0,-2.340281545394879e-06,-1.413820605297711e-07,0.0
1789391588.44921,0.10000001914180219,0.10000001914180219,-0.009999999999999998,0.107,True,True,0.107,-0.1600000000000075,0.1600000000000075,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.012037655049896671,0.1000001114156267,0.0,-3.7423641305909373e-06,-4.0675217414243294e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0120376519737364,0.09999991084514281,0.0,2.2077009450768847e-07,2.943601260241291e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.012037653428427532,0.10000003516463708,0.0,-2.340281545394879e-06,-1.413820605297711e-07,0.0
1789391588.4590673,0.10000001914180219,0.10000001914180219,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.012037655049896671,0.1000001114156267,0.0,-3.7423641305909373e-06,-4.0675217414243294e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0120376519737364,0.09999991084514281,0.0,2.2077009450768847e-07,2.943601260241291e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.012037653428427532,0.10000003516463708,0.0,-2.340281545394879e-06,-1.413820605297711e-07,0.0
1789391588.4690661,0.10000001914180219,0.10000001914180219,-0.009999999999999998,0.107,True,True,0.107,-0.1600000000000075,0.1600000000000075,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.012037655049896671,0.1000001114156267,0.0,-3.7423641305909373e-06,-4.0675217414243294e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0120376519737364,0.09999991084514281,0.0,2.2077009450768847e-07,2.943601260241291e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.012037653428427532,0.10000003516463708,0.0,-2.340281545394879e-06,-1.413820605297711e-07,0.0
1789391588.479068,0.09999904543236249,0.09999904543236249,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.16000000000000322,0.16000000000000322,0.107,-0.16000000000000322,0.16000000000000322,-0.015,0.112,1.0,0.0,0.0,0.016085629499469768,0.09999826288358733,0.0,3.599162323225137e-05,3.729869022806031e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.01608693012872541,0.09999999786400984,0.0,-4.530851402395619e-09,-3.2488997815660614e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0160860840083354,0.09999887554949029,0.0,2.3390815993713874e-05,8.617571667299262e-08,0.0
1789391588.4891243,0.09999904543236249,0.09999904543236249,-0.009999999999999998,0.107,True,True,0.107,-0.1600000000000075,0.1600000000000075,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.016085629499469768,0.09999826288358733,0.0,3.599162323225137e-05,3.729869022806031e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.01608693012872541,0.09999999786400984,0.0,-4.530851402395619e-09,-3.2488997815660614e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0160860840083354,0.09999887554949029,0.0,2.3390815993713874e-05,8.617571667299262e-08,0.0
1789391588.4990675,0.09999904543236249,0.09999904543236249,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.16000000000000322,0.16000000000000322,0.107,-0.16000000000000322,0.16000000000000322,-0.015,0.112,1.0,0.0,0.0,0.016085629499469768,0.09999826288358733,0.0,3.599162323225137e-05,3.729869022806031e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.01608693012872541,0.09999999786400984,0.0,-4.530851402395619e-09,-3.2488997815660614e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0160860840083354,0.09999887554949029,0.0,2.3390815993713874e-05,8.617571667299262e-08,0.0
1789391588.5091164,0.09999904543236249,0.09999904543236249,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.016085629499469768,0.09999826288358733,0.0,3.599162323225137e-05,3.729869022806031e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.01608693012872541,0.09999999786400984,0.0,-4.530851402395619e-09,-3.2488997815660614e-07,0.0,-0.015,0.112,1.0,0.0,0.0,0.0160860840083354,0.09999887554949029,0.0,2.3390815993713874e-05,8.617571667299262e-08,0.0
1789391588.5190964,0.09999694445300639,0.09999694445300639,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.16000000000000322,0.16000000000000322,0.107,-0.16000000000000322,0.16000000000000322,-0.015,0.112,1.0,0.0,0.0,0.020116839216444006,0.09999518866265006,0.0,8.528376312161647e-05,-3.962229557546992e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020121228495386563,0.09999913337651556,0.0,2.1467496456560597e-06,2.857294942065769e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020118369768022712,0.09999651131985356,0.0,5.6329117120498476e-05,-1.3630746285082928e-06,0.0
1789391588.529126,0.09999694445300639,0.09999694445300639,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.020116839216444006,0.09999518866265006,0.0,8.528376312161647e-05,-3.962229557546992e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020121228495386563,0.09999913337651556,0.0,2.1467496456560597e-06,2.857294942065769e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020118369768022712,0.09999651131985356,0.0,5.6329117120498476e-05,-1.3630746285082928e-06,0.0
1789391588.5391018,0.09999694445300639,0.09999694445300639,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.020116839216444006,0.09999518866265006,0.0,8.528376312161647e-05,-3.962229557546992e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020121228495386563,0.09999913337651556,0.0,2.1467496456560597e-06,2.857294942065769e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020118369768022712,0.09999651131985356,0.0,5.6329117120498476e-05,-1.3630746285082928e-06,0.0
1789391588.5490735,0.09999694445300639,0.09999694445300639,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.020116839216444006,0.09999518866265006,0.0,8.528376312161647e-05,-3.962229557546992e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020121228495386563,0.09999913337651556,0.0,2.1467496456560597e-06,2.857294942065769e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.020118369768022712,0.09999651131985356,0.0,5.6329117120498476e-05,-1.3630746285082928e-06,0.0
1789391588.5590706,0.09999444691235083,0.09999444691235083,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.02411116584808918,0.099992403087482,0.0,0.00011200129623848212,-9.814176978245602e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024119482609402238,0.09999705324421204,0.0,7.24800630640815e-06,6.56677052750243e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024114051689022337,0.09999388440535849,0.0,7.581033311387497e-05,-3.831572994395655e-06,0.0
1789391588.5690687,0.09999444691235083,0.09999444691235083,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.02411116584808918,0.099992403087482,0.0,0.00011200129623848212,-9.814176978245602e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024119482609402238,0.09999705324421204,0.0,7.24800630640815e-06,6.56677052750243e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024114051689022337,0.09999388440535849,0.0,7.581033311387497e-05,-3.831572994395655e-06,0.0
1789391588.5790696,0.09999444691235083,0.09999444691235083,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.16000000000000322,0.16000000000000322,0.107,-0.16000000000000322,0.16000000000000322,-0.015,0.112,1.0,0.0,0.0,0.02411116584808918,0.099992403087482,0.0,0.00011200129623848212,-9.814176978245602e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024119482609402238,0.09999705324421204,0.0,7.24800630640815e-06,6.56677052750243e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024114051689022337,0.09999388440535849,0.0,7.581033311387497e-05,-3.831572994395655e-06,0.0
1789391588.5890691,0.09999444691235083,0.09999444691235083,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.16000000000000322,0.16000000000000322,0.107,-0.16000000000000322,0.16000000000000322,-0.015,0.112,1.0,0.0,0.0,0.02411116584808918,0.099992403087482,0.0,0.00011200129623848212,-9.814176978245602e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024119482609402238,0.09999705324421204,0.0,7.24800630640815e-06,6.56677052750243e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.024114051689022337,0.09999388440535849,0.0,7.581033311387497e-05,-3.831572994395655e-06,0.0
1789391588.5990703,0.0999924689513677,0.0999924689513677,-0.009999999999999998,0.107,True,True,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,0.107,-0.15999999999999895,0.15999999999999895,-0.015,0.112,1.0,0.0,0.0,0.028107828087415906,0.09999106531703839,0.0,0.00010169061402959115,-1.3432123549234065e-05,0.0,-0.015,0.112,1.0,0.0,0.0,0.028119497326483528,0.09999432969231545,0.0,1.3747681692960478e-05,7.818995583594446e-06,0.0,-0.015,0.112,1.0,0.0,0.0,0.02811185089824346,0.09999201184474922,0.0,7.175898023114145e-05,-5.9589210693510044e-06,0.0
