topic,bag_stamp,header_stamp,experiment_id,method_id,path_progress_actual_1,path_progress_actual_2,path_progress_actual_3,path_velocity_actual_1,path_velocity_actual_2,path_velocity_actual_3,common_velocity_lower_bound,common_velocity_upper_bound,common_velocity_reference,channel_input_raw_1,channel_input_raw_2,channel_input_raw_3,channel_input_limited_1,channel_input_limited_2,channel_input_limited_3
/multi_agv/controller_state,1788759155.8668287,1788759155.866098,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.00307413965071578,0.0,0.0,0.004642211781944204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.8767138,1788759155.8761058,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030741396361785595,0.0,0.0,0.003713769062163495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.8868458,1788759155.886119,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030741396507158224,0.0,0.0,0.0029710154920649635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.8966384,1788759155.8960874,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030741396361785604,0.0,0.0,0.0023768120305836357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.9067183,1788759155.9061432,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030741396507158224,0.0,0.0,0.001901449866829959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.916772,1788759155.9161394,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030741396361785604,0.0,0.0,0.001521159530060229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.9268103,1788759155.9261198,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030559284937189336,0.0,0.0,0.0005180810448507983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.9369123,1788759155.9361565,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.0030559284937189336,0.0,0.0,0.0005180810448507983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.9467978,1788759155.9461398,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.003055928711249255,0.0,0.0,0.0004144685081283188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/multi_agv/controller_state,1788759155.9566133,1788759155.9560874,exp2a_m1_r1_unloaded_serial,M1_R1,0.0,0.0,0.003055928713132122,0.0,0.0,0.0003315748533946499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
