topic,bag_stamp,header_stamp,robot_localization_source_1,robot_localization_source_2,robot_localization_source_3,robot_pose_valid_1,robot_pose_valid_2,robot_pose_valid_3,robot_pose_stamp_1,robot_pose_stamp_2,robot_pose_stamp_3,robot_pose_x_1,robot_pose_x_2,robot_pose_x_3,robot_pose_y_1,robot_pose_y_2,robot_pose_y_3,robot_pose_yaw_1,robot_pose_yaw_2,robot_pose_yaw_3,support_pose_valid_1,support_pose_valid_2,support_pose_valid_3,support_pose_x_1,support_pose_x_2,support_pose_x_3,support_pose_y_1,support_pose_y_2,support_pose_y_3,support_pose_yaw_1,support_pose_yaw_2,support_pose_yaw_3,path_state_valid_1,path_state_valid_2,path_state_valid_3,s_actual_1,s_actual_2,s_actual_3,s_dot_actual_1,s_dot_actual_2,s_dot_actual_3,load_localization_source,load_pose_valid,load_pose_stamp,load_pose_x,load_pose_y,load_pose_yaw,load_path_state_valid,load_s_actual,load_s_dot_actual
/multi_agv/cooperative_state,1788759155.8742766,1788759155.8741548,3,3,3,True,True,True,1788759155.8620977,1788759155.8611622,1788759155.8615255,0.18104573091381582,-0.2262620639961572,-0.12437512905178041,0.056479095486673514,0.09745330118927775,-0.21309940688365447,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.164179199533897,-0.1331251723999045,-0.030885977171681123,0.050697312093099,0.13125220389022169,-0.18028744441964256,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.0,0.0,0.0030741396361785595,0.0,0.0,0.003713769062163495,3,True,1788759155.8611622,5.6016654103826245e-05,0.0005540238545593843,0.3073122325009439,True,0.00021949160058938697,0.0020825859260051177
/multi_agv/cooperative_state,1788759155.8843508,1788759155.8842008,3,3,3,True,True,True,1788759155.8741,1788759155.8732917,1788759155.8735232,0.18104573091381582,-0.2262620639961572,-0.12437512905178041,0.056479095486673514,0.09745330118927775,-0.21309940688365447,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.164179199533897,-0.1331251723999045,-0.030885977171681123,0.050697312093099,0.13125220389022169,-0.18028744441964256,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.0,0.0,0.0030741396507158224,0.0,0.0,0.0029710154920649635,3,True,1788759155.8732917,5.6016654103826245e-05,0.0005540238545593843,0.3073122325009439,True,0.00021949160058938697,0.0016660687408040942
/multi_agv/cooperative_state,1788759155.8943577,1788759155.894243,3,3,3,True,True,True,1788759155.8821177,1788759155.881292,1788759155.8815312,0.18104573091381582,-0.2262620639961572,-0.12437512905178041,0.056479095486673514,0.09745330118927775,-0.21309940688365447,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.164179199533897,-0.1331251723999045,-0.030885977171681123,0.050697312093099,0.13125220389022169,-0.18028744441964256,0.3302428493890819,0.3481159758725014,0.33753941304878965,True,True,True,0.0,0.0,0.0030741396361785604,0.0,0.0,0.0023768120305836357,3,True,1788759155.881292,5.6016654103826245e-05,0.0005540238545593843,0.3073122325009439,True,0.00021949160058938697,0.0013328549926432754
/multi_agv/cooperative_state,1788759155.9043152,1788759155.9042037,3,3,3,True,True,True,1788759155.894119,1788759155.893292,1788759155.8935275,0.18084002887109624,-0.22620056807679223,-0.12437512905178041,0.056728755349805815,0.09703106412129425,-0.21309940688365447,0.3262378788431568,0.3455984241398411,0.33753941304878965,True,True,True,0.1639504769485078,-0.1329788812381285,-0.030885977171681123,0.05101456810626983,0.13059538301732007,-0.18028744441964256,0.3262378788431568,0.3455984241398411,0.33753941304878965,True,True,True,0.0,0.0,0.0030741396507158224,0.0,0.0,0.001901449866829959,3,True,1788759155.893292,2.8539512899428233e-05,0.0004408355679824599,0.3087142618635403,True,0.00015935327415387272,6.366684202867116e-05
/multi_agv/cooperative_state,1788759155.9143345,1788759155.9142382,3,3,3,True,True,True,1788759155.9021034,1788759155.901308,1788759155.9015281,0.18084002887109624,-0.22620056807679223,-0.12437512905178041,0.056728755349805815,0.09703106412129425,-0.21309940688365447,0.3262378788431568,0.3455984241398411,0.33753941304878965,True,True,True,0.1639504769485078,-0.1329788812381285,-0.030885977171681123,0.05101456810626983,0.13059538301732007,-0.18028744441964256,0.3262378788431568,0.3455984241398411,0.33753941304878965,True,True,True,0.0,0.0,0.0030741396361785604,0.0,0.0,0.001521159530060229,3,True,1788759155.901308,2.8539512899428233e-05,0.0004408355679824599,0.3087142618635403,True,0.00015935327415387028,5.093347362287595e-05
/multi_agv/cooperative_state,1788759155.9244008,1788759155.9242544,3,3,3,True,True,True,1788759155.9220715,1788759155.92129,1788759155.9215233,0.18075666194273526,-0.22620305316676442,-0.12446735179066742,0.05674628736121812,0.09705149598915841,-0.21283593520423993,0.32574080473397204,0.3460013937933086,0.34070815157509876,True,True,True,0.16386427173228776,-0.1329948992985694,-0.03108264162355509,0.05104049618225116,0.13065337766984533,-0.17972789528937294,0.32574080473397204,0.3460013937933085,0.3407081515750988,True,True,True,0.0,0.0,0.0030559284937189336,0.0,0.0,0.0005180810448507983,3,True,1788759155.92129,-7.108972994553735e-05,0.0006553261875745344,0.3081724362504697,True,0.0001285906069241593,-0.0002669535483195125
/multi_agv/cooperative_state,1788759155.9342957,1788759155.9342053,3,3,3,True,True,True,1788759155.9220715,1788759155.92129,1788759155.9215233,0.18075666194273526,-0.22620305316676442,-0.12446735179066742,0.05674628736121812,0.09705149598915841,-0.21283593520423993,0.32574080473397204,0.3460013937933086,0.34070815157509876,True,True,True,0.16386427173228776,-0.1329948992985694,-0.03108264162355509,0.05104049618225116,0.13065337766984533,-0.17972789528937294,0.32574080473397204,0.3460013937933085,0.3407081515750988,True,True,True,0.0,0.0,0.0030559284937189336,0.0,0.0,0.0005180810448507983,3,True,1788759155.92129,-7.108972994553735e-05,0.0006553261875745344,0.3081724362504697,True,0.0001285906069241593,-0.0002669535483195125
/multi_agv/cooperative_state,1788759155.9444005,1788759155.9442132,3,3,3,True,True,True,1788759155.9341028,1788759155.9332952,1788759155.9333706,0.18075666194273526,-0.22620305316676442,-0.12446735179066742,0.05674628736121812,0.09705149598915841,-0.21283593520423993,0.32574080473397204,0.3460013937933086,0.34070815157509876,True,True,True,0.16386427173228776,-0.1329948992985694,-0.03108264162355509,0.05104049618225116,0.13065337766984533,-0.17972789528937294,0.32574080473397204,0.3460013937933085,0.3407081515750988,True,True,True,0.0,0.0,0.003055928711249255,0.0,0.0,0.0004144685081283188,3,True,1788759155.9332952,-7.108972994553735e-05,0.0006553261875745344,0.3081724362504697,True,0.0001285906069241591,-0.00021356283865561323
/multi_agv/cooperative_state,1788759155.9543273,1788759155.9541929,3,3,3,True,True,True,1788759155.9421027,1788759155.9412901,1788759155.9414012,0.18075666194273526,-0.22620305316676442,-0.12446735179066742,0.05674628736121812,0.09705149598915841,-0.21283593520423993,0.32574080473397204,0.3460013937933086,0.34070815157509876,True,True,True,0.16386427173228776,-0.1329948992985694,-0.03108264162355509,0.05104049618225116,0.13065337766984533,-0.17972789528937294,0.32574080473397204,0.3460013937933085,0.3407081515750988,True,True,True,0.0,0.0,0.003055928713132122,0.0,0.0,0.0003315748533946499,3,True,1788759155.9412901,-7.108972994553735e-05,0.0006553261875745344,0.3081724362504697,True,0.0001285906069241591,-0.00017085027092449058
/multi_agv/cooperative_state,1788759155.964257,1788759155.9641476,3,3,3,True,True,True,1788759155.9540997,1788759155.953297,1788759155.9535246,0.18004888555254234,-0.22614298037262193,-0.12443046274665928,0.05780103234342571,0.09679086996385533,-0.2127806799920482,0.315393469912135,0.3432430277240024,0.3412682992803602,True,True,True,0.1630983609674317,-0.13284249492244926,-0.03106431262160865,0.052270334712063146,0.13013552193028197,-0.1796203360428895,0.315393469912135,0.3432430277240024,0.3412682992803602,True,True,True,0.0,0.0,0.0031056294642886526,0.0,0.0,0.0010851779120922731,3,True,1788759155.953297,-0.00026948219220870585,0.0009285068664852147,0.3112866128494833,True,2.1195492697976364e-05,-0.001908387653186072
