topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789453507.353372,1789453507.353372,0.5843
/camera/world/agv3_confidence,1789453507.3826337,1789453507.3826337,0.5674
/camera/world/agv2_confidence,1789453507.3826606,1789453507.3826606,0.566
/camera/world/agv1_confidence,1789453507.3827963,1789453507.3827963,0.5838
/camera/world/agv1_confidence,1789453507.4121106,1789453507.4121106,0.5851
/camera/world/agv2_confidence,1789453507.4122145,1789453507.4122145,0.5566
/camera/world/agv3_confidence,1789453507.4123101,1789453507.4123101,0.568
/camera/world/agv1_confidence,1789453507.4444497,1789453507.4444497,0.5845
/camera/world/agv3_confidence,1789453507.4444869,1789453507.4444869,0.5677
/camera/world/agv2_confidence,1789453507.444706,1789453507.444706,0.5552
/camera/world/agv2_confidence,1789453507.485211,1789453507.485211,0.5559
/camera/world/agv1_confidence,1789453507.4852166,1789453507.4852166,0.5845
/camera/world/agv3_confidence,1789453507.4856136,1789453507.4856136,0.5683
/camera/world/agv1_confidence,1789453507.6488345,1789453507.6488345,0.5846
/camera/world/agv3_confidence,1789453507.649201,1789453507.649201,0.5666
/camera/world/agv2_confidence,1789453507.649276,1789453507.649276,0.565
/camera/world/agv1_confidence,1789453507.776033,1789453507.776033,0.5841
/camera/world/agv2_confidence,1789453507.7762554,1789453507.7762554,0.5654
/camera/world/agv1_confidence,1789453507.7768416,1789453507.7768416,0.5839
/camera/world/agv3_confidence,1789453507.7768488,1789453507.7768488,0.5679
/camera/world/agv2_confidence,1789453507.7768729,1789453507.7768729,0.5644
/camera/world/agv3_confidence,1789453507.7769952,1789453507.7769952,0.5683
/camera/world/agv1_confidence,1789453507.782335,1789453507.782335,0.5835
/camera/world/agv3_confidence,1789453507.7825954,1789453507.7825954,0.5675
/camera/world/agv2_confidence,1789453507.782611,1789453507.782611,0.5578
/camera/world/agv2_confidence,1789453507.8161933,1789453507.8161933,0.566
/camera/world/agv1_confidence,1789453507.8162541,1789453507.8162541,0.5839
/camera/world/agv3_confidence,1789453507.816385,1789453507.816385,0.569
/camera/world/agv2_confidence,1789453507.8488326,1789453507.8488326,0.5641
/camera/world/agv1_confidence,1789453507.8488352,1789453507.8488352,0.5835
/camera/world/agv3_confidence,1789453507.8490229,1789453507.8490229,0.5679
/camera/world/agv1_confidence,1789453507.9958208,1789453507.9958208,0.5842
/camera/world/agv2_confidence,1789453507.9960015,1789453507.9960015,0.5652
/camera/world/agv3_confidence,1789453507.9960105,1789453507.9960105,0.5686
/camera/world/agv2_confidence,1789453508.0497003,1789453508.0497003,0.5541
/camera/world/agv1_confidence,1789453508.04982,1789453508.04982,0.5732
/camera/world/agv3_confidence,1789453508.0501056,1789453508.0501056,0.5661
/camera/world/agv1_confidence,1789453508.197655,1789453508.197655,0.5724
/camera/world/agv2_confidence,1789453508.197762,1789453508.197762,0.5567
/camera/world/agv3_confidence,1789453508.1981225,1789453508.1981225,0.5663
/camera/world/agv1_confidence,1789453508.220238,1789453508.220238,0.584
/camera/world/agv3_confidence,1789453508.2205257,1789453508.2205257,0.5578
/camera/world/agv2_confidence,1789453508.220543,1789453508.220543,0.5618
/camera/world/agv1_confidence,1789453508.2494724,1789453508.2494724,0.5828
/camera/world/agv2_confidence,1789453508.249512,1789453508.249512,0.5626
/camera/world/agv3_confidence,1789453508.249697,1789453508.249697,0.5655
/camera/world/agv2_confidence,1789453508.4026208,1789453508.4026208,0.5629
/camera/world/agv1_confidence,1789453508.4026694,1789453508.4026694,0.5832
/camera/world/agv3_confidence,1789453508.4027457,1789453508.4027457,0.5672
/camera/world/agv1_confidence,1789453508.4033678,1789453508.4033678,0.574
/camera/world/agv3_confidence,1789453508.4033933,1789453508.4033933,0.5669
/camera/world/agv2_confidence,1789453508.403492,1789453508.403492,0.5658
/camera/world/agv1_confidence,1789453508.4129224,1789453508.4129224,0.5612
/camera/world/agv3_confidence,1789453508.4131017,1789453508.4131017,0.5637
/camera/world/agv2_confidence,1789453508.4131265,1789453508.4131265,0.5017
/camera/world/agv1_confidence,1789453508.4458845,1789453508.4458845,0.5748
/camera/world/agv2_confidence,1789453508.4459767,1789453508.4459767,0.551
/camera/world/agv3_confidence,1789453508.4460196,1789453508.4460196,0.565
/camera/world/agv1_confidence,1789453508.482438,1789453508.482438,0.5772
/camera/world/agv3_confidence,1789453508.4827247,1789453508.4827247,0.5538
/camera/world/agv2_confidence,1789453508.4827473,1789453508.4827473,0.5631
/camera/world/agv1_confidence,1789453508.606404,1789453508.606404,0.5774
/camera/world/agv2_confidence,1789453508.6064227,1789453508.6064227,0.5625
/camera/world/agv3_confidence,1789453508.606705,1789453508.606705,0.5671
/camera/world/agv1_confidence,1789453508.6154892,1789453508.6154892,0.5698
/camera/world/agv3_confidence,1789453508.615663,1789453508.615663,0.5647
/camera/world/agv2_confidence,1789453508.6156852,1789453508.6156852,0.5616
/camera/world/agv3_confidence,1789453508.616094,1789453508.616094,0.5582
/camera/world/agv2_confidence,1789453508.6161053,1789453508.6161053,0.5573
/camera/world/agv1_confidence,1789453508.6162071,1789453508.6162071,0.5783
/camera/world/agv1_confidence,1789453508.6166036,1789453508.6166036,0.5857
/camera/world/agv3_confidence,1789453508.616924,1789453508.616924,0.5581
/camera/world/agv2_confidence,1789453508.6169717,1789453508.6169717,0.5543
/camera/world/agv1_confidence,1789453508.6467516,1789453508.6467516,0.5888
/camera/world/agv2_confidence,1789453508.6467557,1789453508.6467557,0.5536
/camera/world/agv3_confidence,1789453508.6469128,1789453508.6469128,0.558
/camera/world/agv2_confidence,1789453508.6834865,1789453508.6834865,0.5574
/camera/world/agv1_confidence,1789453508.6834898,1789453508.6834898,0.5877
/camera/world/agv3_confidence,1789453508.6837332,1789453508.6837332,0.5653
/camera/world/agv1_confidence,1789453508.8155107,1789453508.8155107,0.5781
/camera/world/agv2_confidence,1789453508.8156455,1789453508.8156455,0.5573
/camera/world/agv3_confidence,1789453508.8157685,1789453508.8157685,0.5577
/camera/world/agv1_confidence,1789453508.8192604,1789453508.8192604,0.5331
/camera/world/agv2_confidence,1789453508.819287,1789453508.819287,0.5521
/camera/world/agv3_confidence,1789453508.8195472,1789453508.8195472,0.5582
/camera/world/agv2_confidence,1789453508.8550265,1789453508.8550265,0.5592
/camera/world/agv1_confidence,1789453508.8551114,1789453508.8551114,0.5845
