stamp,evaluation_active,agv1_wheel_left_raw,agv1_wheel_left_applied,agv1_wheel_left_actual,agv1_wheel_left_firmware_target_nominal,agv1_wheel_left_firmware_feedback_nominal,agv1_wheel_left_reported_limit,agv1_wheel_left_speed_limit_active,agv1_wheel_left_accel_limit_active,agv1_wheel_left_decel_limit_active,agv1_wheel_right_raw,agv1_wheel_right_applied,agv1_wheel_right_actual,agv1_wheel_right_firmware_target_nominal,agv1_wheel_right_firmware_feedback_nominal,agv1_wheel_right_reported_limit,agv1_wheel_right_speed_limit_active,agv1_wheel_right_accel_limit_active,agv1_wheel_right_decel_limit_active,agv1_wheel_left_pre_limit,agv1_wheel_right_pre_limit,agv1_wheel_left_fleet_scaled,agv1_wheel_right_fleet_scaled,agv2_wheel_left_raw,agv2_wheel_left_applied,agv2_wheel_left_actual,agv2_wheel_left_firmware_target_nominal,agv2_wheel_left_firmware_feedback_nominal,agv2_wheel_left_reported_limit,agv2_wheel_left_speed_limit_active,agv2_wheel_left_accel_limit_active,agv2_wheel_left_decel_limit_active,agv2_wheel_right_raw,agv2_wheel_right_applied,agv2_wheel_right_actual,agv2_wheel_right_firmware_target_nominal,agv2_wheel_right_firmware_feedback_nominal,agv2_wheel_right_reported_limit,agv2_wheel_right_speed_limit_active,agv2_wheel_right_accel_limit_active,agv2_wheel_right_decel_limit_active,agv2_wheel_left_pre_limit,agv2_wheel_right_pre_limit,agv2_wheel_left_fleet_scaled,agv2_wheel_right_fleet_scaled,agv3_wheel_left_raw,agv3_wheel_left_applied,agv3_wheel_left_actual,agv3_wheel_left_firmware_target_nominal,agv3_wheel_left_firmware_feedback_nominal,agv3_wheel_left_reported_limit,agv3_wheel_left_speed_limit_active,agv3_wheel_left_accel_limit_active,agv3_wheel_left_decel_limit_active,agv3_wheel_right_raw,agv3_wheel_right_applied,agv3_wheel_right_actual,agv3_wheel_right_firmware_target_nominal,agv3_wheel_right_firmware_feedback_nominal,agv3_wheel_right_reported_limit,agv3_wheel_right_speed_limit_active,agv3_wheel_right_accel_limit_active,agv3_wheel_right_decel_limit_active,agv3_wheel_left_pre_limit,agv3_wheel_right_pre_limit,agv3_wheel_left_fleet_scaled,agv3_wheel_right_fleet_scaled
1789626107.6398127,True,0.1087739123178013,0.1087739123178013,0.11556927917701275,0.1008893207445158,0.10744350433349609,0.16,False,False,False,0.09374087316552933,0.09374087316552933,0.09113308557266327,0.08636119557474974,0.08420164489746093,0.16,False,False,False,0.10883741992061532,0.09372860796745469,0.10883741992061532,0.09372860796745469,0.13074202500193233,0.13074202500193233,0.14351556535050478,0.11869990057007244,0.1305340576171875,0.16,False,False,False,0.11340530414842015,0.11340530414842015,0.13293195618205686,0.1023006881794761,0.1206376724243164,0.16,False,False,False,0.13069283257879116,0.11338412589317462,0.13069283257879116,0.11338412589317462,0.08784699240333155,0.08784699240333155,0.11745354583053852,0.08019642313485921,0.1076025619506836,0.16,False,False,False,0.07122542704983229,0.07122542704983229,0.057217382659562194,0.06469177026398662,0.05203214263916016,0.16,False,False,False,0.08770459694546265,0.071183660807251,0.08770459694546265,0.071183660807251
1789626107.6497993,True,0.10883741992061532,0.10883741992061532,0.09372116099185633,0.10094822493186635,0.08713154602050781,0.16,False,False,False,0.09372860796745469,0.09372860796745469,0.11484761071889878,0.086349895944888,0.10611248016357422,0.16,False,False,False,0.10899395985811645,0.09364012122085953,0.10899395985811645,0.09364012122085953,0.13069283257879116,0.13069283257879116,0.11749215839268,0.11865523906406035,0.10686456298828124,0.16,False,False,False,0.11338412589317462,0.11338412589317462,0.14063790019052963,0.10228158369311784,0.12763092803955078,0.16,False,False,False,0.13040919342782759,0.11317660939032273,0.13040919342782759,0.11317660939032273,0.0874685005539379,0.0874685005539379,0.07199562017122295,0.0798508940316236,0.0659572525024414,0.16,False,False,False,0.07104736384610733,0.07104736384610733,0.09283124147686722,0.064530041168845,0.08441854858398437,0.16,False,False,False,0.0874685005539379,0.07104736384610733,0.0874685005539379,0.07104736384610733
1789626107.6597986,True,0.10899395985811645,0.10899395985811645,0.09200019010030712,0.10109341790716116,0.08553157806396484,0.16,False,False,False,0.09364012122085953,0.09364012122085953,0.0858264151980629,0.08626837524884132,0.07929859161376954,0.16,False,False,False,0.10849824792698787,0.09352237046984585,0.10849824792698787,0.09352237046984585,0.13040919342782759,0.13040919342782759,0.11845746459118982,0.11839772477960087,0.1077425537109375,0.16,False,False,False,0.11317660939032273,0.11317660939032273,0.08614036823751493,0.10209438714874314,0.07817362976074219,0.16,False,False,False,0.1300058382456772,0.11281450565157534,0.1300058382456772,0.11281450565157533,0.0874685005539379,0.0874685005539379,0.07199562017122295,0.0798508940316236,0.0659572525024414,0.16,False,False,False,0.07104736384610733,0.07104736384610733,0.09283124147686722,0.064530041168845,0.08441854858398437,0.16,False,False,False,0.0871235376887616,0.07044087364097792,0.0871235376887616,0.07044087364097792
1789626107.6698031,True,0.10849824792698787,0.10849824792698787,0.11696379975329081,0.10063363817734508,0.10873997497558593,0.16,False,False,False,0.09352237046984585,0.09352237046984585,0.07546159044675523,0.08615989433444435,0.06972209930419922,0.16,False,False,False,0.10857311474529581,0.09381886142082459,0.10857311474529581,0.09381886142082459,0.1300058382456772,0.1300058382456772,0.14836492883759983,0.11803152102824421,0.1349447784423828,0.16,False,False,False,0.11281450565157533,0.11281450565157533,0.10126811943047846,0.10176774050779114,0.09190228271484376,0.16,False,False,False,0.13045709791105184,0.11317029536461959,0.13045709791105184,0.11317029536461959,0.08705845112298527,0.08705845112298527,0.10663744173053032,0.07947655568751841,0.09769361877441406,0.16,False,False,False,0.07033931730025048,0.07033931730025048,0.08101207760432462,0.06388694520750056,0.07367047882080079,0.16,False,False,False,0.08705845112298527,0.07033931730025048,0.08705845112298527,0.07033931730025048
1789626107.6798017,True,0.10857311474529581,0.10857311474529581,0.13170206313340405,0.10070307819549322,0.12244197845458984,0.16,False,False,False,0.09381886142082459,0.09381886142082459,0.08658894875153962,0.08643304426508777,0.08000312805175781,0.16,False,False,False,0.10859204089186753,0.09397605478302498,0.10859204089186753,0.09397605478302498,0.13045709791105184,0.13045709791105184,0.15506957929885548,0.11844121697268489,0.14104296875,0.16,False,False,False,0.11317029536461959,0.11317029536461959,0.12873832768203453,0.10208869139068785,0.11683189392089843,0.16,False,False,False,0.13045992877196855,0.11302229210200837,0.13045992877196855,0.11302229210200837,0.08705845112298527,0.08705845112298527,0.10663744173053032,0.07947655568751841,0.09769361877441406,0.16,False,False,False,0.07033931730025048,0.07033931730025048,0.08101207760432462,0.06388694520750056,0.07367047882080079,0.16,False,False,False,0.08733698007496042,0.07063076578559054,0.08733698007496042,0.07063076578559054
1789626107.6898005,True,0.10859204089186753,0.10859204089186753,0.1259764052621902,0.10072063246040144,0.117118896484375,0.16,False,False,False,0.09397605478302498,0.09397605478302498,0.10611859363966096,0.0865778627016738,0.09804737854003906,0.16,False,False,False,0.10806791414998214,0.09356480795831061,0.10806791414998214,0.09356480795831061,0.13045992877196855,0.13045992877196855,0.13990776279203532,0.11844378709433732,0.12725259399414063,0.16,False,False,False,0.11302229210200837,0.11302229210200837,0.1356751064647614,0.10195518056655463,0.12312712097167969,0.16,False,False,False,0.12956611304035623,0.11229982449916284,0.12956611304035623,0.11229982449916284,0.08710287053308897,0.08710287053308897,0.08378752501247028,0.07951710662398896,0.0767601547241211,0.16,False,False,False,0.07017699906521767,0.07017699906521767,0.07214801721618484,0.0637395167622762,0.06560971069335937,0.16,False,False,False,0.08710287053308897,0.07017699906521767,0.08710287053308897,0.07017699906521767
1789626107.6998034,True,0.10806791414998214,0.10806791414998214,0.0911591989412074,0.10023449759730708,0.08474971771240235,0.16,False,False,False,0.09356480795831061,0.09356480795831061,0.09740341603452164,0.08619899096451877,0.08999506378173829,0.16,False,False,False,0.10778584428608363,0.09335804347117764,0.10778584428608363,0.09335804347117764,0.12956611304035623,0.12956611304035623,0.10780102267769785,0.11763229715092563,0.0980500259399414,0.16,False,False,False,0.11229982449916284,0.11229982449916284,0.09620600644207568,0.10130345679125621,0.08730834197998047,0.16,False,False,False,0.12931441660548684,0.11203816878971504,0.12931441660548684,0.11203816878971504,0.08710287053308897,0.08710287053308897,0.08378752501247028,0.07951710662398896,0.0767601547241211,0.16,False,False,False,0.07017699906521767,0.07017699906521767,0.07214801721618484,0.0637395167622762,0.06560971069335937,0.16,False,False,False,0.08635892117851045,0.06953401238565214,0.08635892117851045,0.06953401238565214
1789626107.7098024,True,0.10778584428608363,0.10778584428608363,0.08610791783113071,0.09997287386451283,0.08005359649658203,0.16,False,False,False,0.09335804347117764,0.09335804347117764,0.07998970782888658,0.08600850385139287,0.07390581512451172,0.16,False,False,False,0.10782932190647344,0.09345489194221969,0.10782932190647344,0.09345489194221969,0.12931441660548684,0.12931441660548684,0.12200077919298441,0.11740378346687953,0.11096536254882812,0.16,False,False,False,0.11203816878971504,0.11203816878971504,0.09018137765053304,0.1010674223363989,0.08184090423583984,0.16,False,False,False,0.12962878885982945,0.11236118130670214,0.12962878885982945,0.11236118130670214,0.08640485543551234,0.08640485543551234,0.09715172214072235,0.07887988146023193,0.08900347900390625,0.16,False,False,False,0.06949529499249672,0.06949529499249672,0.0861524290641283,0.06312034682413553,0.07834499359130859,0.16,False,False,False,0.08640485543551234,0.06949529499249672,0.08640485543551234,0.06949529499249672
1789626107.7198017,True,0.10782932190647344,0.10782932190647344,0.09868397718492389,0.10001319996380675,0.09174542236328125,0.16,False,False,False,0.09345489194221969,0.09345489194221969,0.07992089855820465,0.0860977280016097,0.07384223937988281,0.16,False,False,False,0.10812014207197479,0.09369079314366582,0.10812014207197479,0.09369079314366582,0.12962878885982945,0.12962878885982945,0.1448450171233082,0.11768920015162115,0.13174325561523437,0.16,False,False,False,0.11236118130670214,0.11236118130670214,0.10548493419479284,0.10135880555719709,0.09572910308837891,0.16,False,False,False,0.12981295302102647,0.11254768649775314,0.12981295302102647,0.11254768649775315,0.08640485543551234,0.08640485543551234,0.09715172214072235,0.07887988146023193,0.08900347900390625,0.16,False,False,False,0.06949529499249672,0.06949529499249672,0.0861524290641283,0.06312034682413553,0.07834499359130859,0.16,False,False,False,0.08655708547175062,0.06956665897208064,0.08655708547175062,0.06956665897208064
1789626107.7297997,True,0.10812014207197479,0.10812014207197479,0.11878954166482664,0.1002829397233781,0.11043734741210938,0.16,False,False,False,0.09369079314366582,0.09369079314366582,0.09385519287215287,0.08631505806379541,0.08671671295166015,0.16,False,False,False,0.10923096120642797,0.0939895677704915,0.10923096120642797,0.0939895677704915,0.12981295302102647,0.12981295302102647,0.1517594212063916,0.11785640168932361,0.1380322265625,0.16,False,False,False,0.11254768649775315,0.11254768649775315,0.13136991823770666,0.10152704821160233,0.11922010040283203,0.16,False,False,False,0.13069023485488282,0.11287476833973875,0.13069023485488282,0.11287476833973875,0.08602811419019066,0.08602811419019066,0.08585723225405903,0.07853595050146384,0.0786562728881836,0.16,False,False,False,0.06912552326742191,0.06912552326742191,0.06678702088204322,0.06278449502963633,0.060734546661376954,0.16,False,False,False,0.08602811419019066,0.06912552326742191,0.08602811419019066,0.06912552326742191
