topic,bag_stamp,header_stamp,layout_label,data_json
/multi_agv/formal_algorithm_state,1789195672.4661548,1789195672.4661548,formal_algorithm_state_v2:header10+3x29,"[0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1789195672.4660041,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.010167518592311454,4.995947681517933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
/multi_agv/formal_algorithm_state,1789195672.4761949,1789195672.4761949,formal_algorithm_state_v2:header10+3x29,"[0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1789195672.4760933,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.010167518592311476,4.496352913384952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
/multi_agv/formal_algorithm_state,1789195672.4861486,1789195672.4861486,formal_algorithm_state_v2:header10+3x29,"[0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1789195672.4860098,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.010167518592311476,4.496352913384952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
/multi_agv/formal_algorithm_state,1789195672.4962032,1789195672.4962032,formal_algorithm_state_v2:header10+3x29,"[0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1789195672.4960525,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.010167518592311476,4.496352913384952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
/multi_agv/formal_algorithm_state,1789195672.5060122,1789195672.5060122,formal_algorithm_state_v2:header10+3x29,"[0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1789195672.5059204,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.010167518592311476,4.496352913384952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
/multi_agv/formal_algorithm_state,1789195672.5163252,1789195672.5163252,formal_algorithm_state_v2:header10+3x29,"[1.0,0.0,0.0,-0.009999999999999998,0.11,3.0591856278734377e-08,3.066469854771967e-10,9.141384673384913e-06,1789195672.516173,1.0,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,6.372460072937361e-06,4.496352913384952e-05,6.3721534259518834e-06,4.4932937277570785e-05,4.49229617268294e-05,0.9995560529592121,8.750905677732732e-13,5.256954583797166e-05,-0.00025383225887122036,-0.00025383225887122036,4.027751026268775e-13,1.277839404450523e-16,0.07993637432285519,0.0,0.0,-0.1599999999999905,0.1599999999999905,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.066469854771967e-10,-3.0591856278734377e-08,-3.0591860904257244e-08,1.0000003024022692,4.0565651099727674e-19,-3.095983728682988e-08,9.297737627899885e-06,9.297737627899885e-06,0.0,0.0,0.07993584791993566,0.0,0.0,-0.16000000000000766,0.16000000000000766,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.066469854771967e-10,-3.0591856278734377e-08,-3.0591860904257244e-08,1.0000003024022692,4.0565651099727674e-19,-3.095983728682988e-08,9.297737627899885e-06,9.297737627899885e-06,0.0,0.0,0.07993584791993566,0.0,0.0,-0.16000000000000766,0.16000000000000766]"
/multi_agv/formal_algorithm_state,1789195672.5260239,1789195672.5260239,formal_algorithm_state_v2:header10+3x29,"[1.0,0.0,0.0,-0.009999999999999998,0.11,2.434328633885951e-07,2.745760292293051e-09,3.632113221753229e-05,1789195672.5258975,1.0,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,3.3155004465768023e-06,7.984041027036122e-06,3.312754686284509e-06,7.740608163647526e-06,7.740312039431924e-06,0.9999234902788482,1.0319037057261913e-13,1.1715617662973335e-05,-2.142711956189704e-05,-2.142711956189704e-05,4.493740158069057e-13,1.2864979760580917e-16,0.07987241690890781,0.0,0.0,-0.15999999999999048,0.15999999999999048,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.745760292293051e-09,-2.434328633885951e-07,-2.434331562805024e-07,1.0000024063486113,1.0205906246066011e-16,-2.467280686312541e-07,3.75667329103906e-05,3.75667329103906e-05,0.0,0.0,0.07987177602260852,0.0,0.0,-0.16000000000000764,0.16000000000000764,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.745760292293051e-09,-2.434328633885951e-07,-2.434331562805024e-07,1.0000024063486113,1.0205906246066011e-16,-2.467280686312541e-07,3.75667329103906e-05,3.75667329103906e-05,0.0,0.0,0.07987177602260852,0.0,0.0,-0.16000000000000764,0.16000000000000764]"
/multi_agv/formal_algorithm_state,1789195672.5359626,1789195672.5359626,formal_algorithm_state_v2:header10+3x29,"[1.0,0.0,0.0,-0.009999999999999998,0.11,8.14624583792145e-07,1.0878678057399078e-08,8.100454481309341e-05,1789195672.5358737,1.0,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,8.444222415611782e-06,4.9811204771222075e-05,8.433343737554383e-06,4.899658018742993e-05,4.898471914905656e-05,0.9995159283769488,9.220320644879632e-12,5.910473163412182e-05,-0.00021397119373039127,-0.00021397119373039127,1.0469047334631042e-12,3.042224042583693e-16,0.07980921331345242,0.0,0.0,-0.15999999999999254,0.15999999999999254,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0878678057399078e-08,-8.14624583792145e-07,-8.146278637133035e-07,1.0000080526194115,2.5489155231054575e-15,-8.276822773821823e-07,8.518136801613201e-05,8.518136801613201e-05,0.0,0.0,0.07980799140770824,0.0,0.0,-0.1600000000000097,0.1600000000000097,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0878678057399078e-08,-8.14624583792145e-07,-8.146278637133035e-07,1.0000080526194115,2.5489155231054575e-15,-8.276822773821823e-07,8.518136801613201e-05,8.518136801613201e-05,0.0,0.0,0.07980799140770824,0.0,0.0,-0.1600000000000097,0.1600000000000097]"
/multi_agv/formal_algorithm_state,1789195672.546086,1789195672.546086,formal_algorithm_state_v2:header10+3x29,"[1.0,0.0,0.0,-0.009999999999999998,0.11,1.9216039138957925e-06,3.0108719924077564e-08,0.00014308778127896437,1789195672.5459344,1.0,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,8.44422241559617e-06,4.483008429390495e-05,8.414113695672092e-06,4.290848038000916e-05,4.289938350887988e-05,0.999576053361815,1.2490826772571895e-11,5.299631994368639e-05,-0.00012095792040340742,-0.00012095792040340742,1.5838215632329282e-12,4.3199556797310456e-16,0.07974584954176644,0.0,0.0,-0.16000000000000397,0.16000000000000397,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0108719924077564e-08,-1.9216039138957925e-06,-1.921622164406059e-06,1.0000189952128864,2.5052784494392668e-14,-1.957752628314952e-06,0.00015296314657542616,0.00015296314657542616,0.0,0.0,0.07974411808187998,0.0,0.0,-0.16000000000000397,0.16000000000000397,-0.015,0.115,1.0,0.0,0.0,0.0040095244000000006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0108719924077564e-08,-1.9216039138957925e-06,-1.921622164406059e-06,1.0000189952128864,2.5052784494392668e-14,-1.957752628314952e-06,0.00015296314657542616,0.00015296314657542616,0.0,0.0,0.07974411808187998,0.0,0.0,-0.16000000000000397,0.16000000000000397]"
/multi_agv/formal_algorithm_state,1789195672.5560148,1789195672.5560148,formal_algorithm_state_v2:header10+3x29,"[1.0,0.0,0.0,-0.009999999999999998,0.11,3.7247032715568456e-06,6.720850766991483e-08,0.00022173978047123081,1789195672.555916,1.0,-0.015,0.115,1.0,0.0,0.0,0.007993493398816456,0.09999970906508861,0.0,6.085200000000359e-06,0.0,0.0,-7.302240000000431e-06,1.5621269433843676e-05,0.00010013400141927827,1.555406092617376e-05,9.640929814772143e-05,9.636339237511477e-05,0.9990480233888116,9.771164597479381e-11,0.00011502826548652328,-0.0003525922010916548,-0.0003525922010916548,3.729123460233017e-12,1.8091452516820422e-15,0.07968344970781117,0.0,0.0,-0.15999999999999606,0.15999999999999606,-0.015,0.115,1.0,0.0,0.0,0.007993711600000002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.720850766991483e-08,-3.7247032715568456e-06,-3.7247718407125227e-06,1.000036819085343,1.458626162606344e-13,-3.8054220499164205e-06,0.0002409267992923992,0.0002409267992923992,0.0,0.0,0.07968061288815269,0.0,0.0,-0.1600000000000046,0.1600000000000046,-0.015,0.115,1.0,0.0,0.0,0.007993569769230695,0.0999998108923076,0.0,3.955380000000235e-06,0.0,0.0,-4.746456000000282e-06,0.0,0.0,-6.720850766991483e-08,-3.7247032715568456e-06,-3.7247718407125227e-06,1.000036819085343,1.458626162606344e-13,-3.8054220499164205e-06,0.0002409267992923992,0.0002409267992923992,0.0,0.0,0.07968061288815269,0.0,0.0,-0.1600000000000046,0.1600000000000046]"
