stamp,evaluation_active,m2b_agv1_z,m2b_agv1_upsilon,m2b_agv1_phi,m2b_agv1_reference_acceleration,m2b_agv1_zeta_z,m2b_agv1_zeta_v,m2b_agv1_zeta_phi,m2b_agv1_debug_s_actual,m2b_agv1_debug_s_dot_actual,m2b_agv1_position_error,m2b_agv1_velocity_error,m2b_agv1_psi,m2b_agv1_gamma,m2b_agv1_gamma_inverse_upsilon,m2b_agv1_composite_error,m2b_agv1_channel_input_raw,m2b_agv1_channel_input_limited,m2b_agv1_reported_capability,m2b_agv1_delta_inverse,m2b_agv1_mapping_zeta,m2b_agv2_z,m2b_agv2_upsilon,m2b_agv2_phi,m2b_agv2_reference_acceleration,m2b_agv2_zeta_z,m2b_agv2_zeta_v,m2b_agv2_zeta_phi,m2b_agv2_debug_s_actual,m2b_agv2_debug_s_dot_actual,m2b_agv2_position_error,m2b_agv2_velocity_error,m2b_agv2_psi,m2b_agv2_gamma,m2b_agv2_gamma_inverse_upsilon,m2b_agv2_composite_error,m2b_agv2_channel_input_raw,m2b_agv2_channel_input_limited,m2b_agv2_reported_capability,m2b_agv2_delta_inverse,m2b_agv2_mapping_zeta,m2b_agv3_z,m2b_agv3_upsilon,m2b_agv3_phi,m2b_agv3_reference_acceleration,m2b_agv3_zeta_z,m2b_agv3_zeta_v,m2b_agv3_zeta_phi,m2b_agv3_debug_s_actual,m2b_agv3_debug_s_dot_actual,m2b_agv3_position_error,m2b_agv3_velocity_error,m2b_agv3_psi,m2b_agv3_gamma,m2b_agv3_gamma_inverse_upsilon,m2b_agv3_composite_error,m2b_agv3_channel_input_raw,m2b_agv3_channel_input_limited,m2b_agv3_reported_capability,m2b_agv3_delta_inverse,m2b_agv3_mapping_zeta,m2b_delta_z,m2b_delta_w
1789531027.5864372,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789531027.596445,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789531027.6064305,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789531027.6164353,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789531027.626408,True,0.018928312890127745,0.09993596960443309,0.0,0.00043394616981286055,-0.00016182321655644897,-0.00010391974354638232,0.0,0.0030647632253915334,0.02773035403631716,-0.01586354966473621,-0.07220561556811593,-0.08664640904685204,1.5114974137136072,4.912143520450661e-05,-0.1064758461277723,0.2625654065397886,0.2625654065397886,0.15999999999999895,0.8333365036405884,7.424692226951227e-05,0.018994072153730945,0.09996787762511741,0.0,-0.0002552029242586354,0.0001091563483551633,5.383938224973184e-05,0.0,0.003392954295904349,0.029659548404506908,-0.015601117857826596,-0.0703083292206105,-0.08379641884170322,1.487365467054397,-2.7417665532404366e-05,-0.10329781616398646,0.25864895743684657,0.25864895743684657,0.16000000000000322,0.8390373979277971,-4.0780088900145864e-05,0.018950675068978982,0.09994594626355201,0.0,0.00018738846145927918,-6.178516183463698e-05,-4.908496296146746e-05,0.0,0.0029093956672570235,0.026566716153534113,-0.01604127940172196,-0.0733792301100179,-0.0884274594649706,1.5266823661925835,2.188933296730358e-05,-0.10847905871712304,0.2643677307388822,0.2643677307388822,0.16000000000000322,0.8298240224699222,3.3418058648900356e-05,6.575926360320034e-05,3.190802068432641e-05
1789531027.6364057,True,0.019923768817078403,0.09993428986578683,0.0,0.00044322388566383835,-0.00016843114577115705,-0.00010450409447621266,0.0,0.003556812727627575,0.030387006581305866,-0.016366956089450827,-0.06954728328448095,-0.08267325911450868,1.4781907588168204,4.662141226970615e-05,-0.10313195422632221,0.2603869736714756,0.2603869736714756,0.15999999999999895,0.8412306957459211,6.891534078006876e-05,0.019991867137558208,0.09996537177643063,0.0,-0.00025686903992616265,0.00011307421299741952,5.252375926355357e-05,0.0,0.003745589072298373,0.03251533674017354,-0.016246278065259835,-0.06745003503625709,-0.07959518627671164,1.452885496613023,-2.5440687831363393e-05,-0.09990303385828643,0.2563704876699199,0.2563704876699199,0.15999999999999895,0.8474134956072331,-3.696240637404729e-05,0.019946891245040593,0.09994392992781087,0.0,0.0001933312063886021,-6.464104587147833e-05,-5.0175345923457454e-05,0.0,0.0037443272034450433,0.032305008171627896,-0.01620256404159555,-0.06763892175618297,-0.07987293430664884,1.4552239994053608,1.9255279518041892e-05,-0.10012613935864327,0.2569155660391624,0.2569155660391624,0.15999999999999895,0.846831562447713,2.802074486991305e-05,6.809832047980496e-05,3.108191064379873e-05
1789531027.6464033,True,0.020916035461803834,0.0999327235170297,0.0,0.000451626368232278,-0.00017481165307597286,-0.00010482737598778156,0.0,0.003909122276538503,0.03311509553847258,-0.01700691318526533,-0.06681762797855711,-0.07868330057838219,1.4456705622042296,4.391735277454465e-05,-0.09994194205996385,0.25828430010057085,0.25828430010057085,0.15999999999999895,0.8491970657991805,6.349002407609744e-05,0.020986349271286304,0.09996286073965813,0.0,-0.0002578282199612002,0.00011678898721827202,5.100735727055217e-05,0.0,0.0043047083071925465,0.03534959512084648,-0.016681640964093757,-0.06461326561881164,-0.07552046372709154,1.4204315598878279,-2.346833399478941e-05,-0.09637251493220873,0.2532543466138184,0.2532543466138184,0.16000000000000322,0.8555729457952581,-3.333516226418726e-05,0.0209398740935505,0.099941990605016,0.0,0.0001989636407572339,-6.74366715306454e-05,-5.116257099267928e-05,0.0,0.0037443272034450433,0.032305008171627896,-0.017195546890105457,-0.06763698243338812,-0.0798703932405329,1.4552115606278142,1.981533508484961e-05,-0.10136482685316472,0.2598398668624515,0.2598398668624515,0.16000000000000322,0.8468342234111284,2.8835504693187084e-05,7.031380948246957e-05,3.0137222628429106e-05
1789531027.6564035,True,0.021911345030468377,0.09993121531994341,0.0,0.00045954619673051645,-0.0001810733161906795,-0.0001050032719005528,0.0,0.0044750647121274256,0.03594297373478284,-0.01743628031834095,-0.06398824158516056,-0.07463882371205816,1.4136587149522735,4.1043323326288174e-05,-0.09643417410998434,0.2551670418239844,0.2551670418239844,0.15999999999999895,0.8573050646137532,5.802125171081121e-05,0.02198379531746925,0.0999603350574821,0.0,-0.0002583436306990713,0.00012037437442902199,4.936590719580025e-05,0.0,0.004708584419422669,0.038378815769561515,-0.01727521089804658,-0.061581519287920584,-0.07126465009841552,1.3875776046437764,-2.1391449047321475e-05,-0.09285866372097375,0.2500309633070942,0.2500309633070942,0.15999999999999895,0.8641243478060626,-2.9682295628941725e-05,0.0219358712300411,0.09994008888782499,0.0,0.00020443322688477183,-7.021244324325883e-05,-5.2089538265603946e-05,0.0,0.004681981176745129,0.03768672457256003,-0.017253890053295973,-0.06225336431526496,-0.07220166482963976,1.394797175489081,1.729537858261817e-05,-0.09376902739625972,0.25151980550079905,0.25151980550079905,0.15999999999999895,0.8622150813579177,2.4123545196050167e-05,7.245028700087267e-05,2.9119737538690904e-05
1789531027.666403,True,0.02290792919473581,0.09992977409271646,0.0,0.0004669304216922502,-0.00018718886929300487,-0.00010502301367550923,0.0,0.004877560371200345,0.038835527637248124,-0.018030368823535467,-0.061094246455468335,-0.07059321324683861,1.3826016602177613,3.80676168935382e-05,-0.09313117427625794,0.25218811063300944,0.25218811063300944,0.15999999999999895,0.8654407930383354,5.263235031753961e-05,0.022982426398411894,0.09995780356684408,0.0,-0.00025839406817307277,0.00012381270691125615,4.7599407924828196e-05,0.0,0.0053483526824012854,0.04136599427976978,-0.01763407371601061,-0.058591809287074303,-0.0671627101505837,1.3569246171849307,-1.9393394421050645e-05,-0.08920530229559696,0.2458601989783182,0.2458601989783182,0.15999999999999895,0.8723860183084808,-2.631537430070052e-05,0.02293311089517672,0.09993823363304688,0.0,0.00020971309549286008,-7.295713601758165e-05,-5.295044005239753e-05,0.0,0.004681981176745129,0.03768672457256003,-0.01825112971843159,-0.06225150906048685,-0.07219929605353242,1.3947859792798878,1.7741187732803124e-05,-0.09501320820157191,0.25459455463582104,0.25459455463582104,0.15999999999999895,0.8622176733458766,2.4745159905486138e-05,7.44972036760827e-05,2.802947412762491e-05
1789531027.6764033,True,0.02390426989576067,0.09992840597954089,0.0,0.0004737453942377459,-0.00019313654230160017,-0.00010488333985970153,0.0,0.005523774758098857,0.041818296533523786,-0.018380495137661813,-0.058110109446017105,-0.06651316940604658,1.3522607165902072,3.49858352268407e-05,-0.08948878832812385,0.24801688046726242,0.24801688046726242,0.15999999999999895,0.8736632153441546,4.730997061435452e-05,0.02398071638452623,0.09995527466536053,0.0,-0.0002579718328120066,0.00012709041591024012,4.5711579663085256e-05,0.0,0.00580654621441036,0.044545733231204324,-0.01817417017011587,-0.055409541434156204,-0.06289439412765897,1.32608811592955,-1.7336219900471403e-05,-0.0856121068403038,0.2416034314338964,0.2416034314338964,0.15999999999999895,0.8809933254415249,-2.298935518515649e-05,0.02393007245738155,0.09993643177151708,0.0,0.00021478358369259298,-7.566141554997218e-05,-5.3741608776401034e-05,0.0,0.005756724590127179,0.04359810270317539,-0.018173347867254372,-0.056338329068341686,-0.06413187913029673,1.3349805491592104,1.4918402324052156e-05,-0.0868485639643647,0.24381488706471408,0.24381488706471408,0.15999999999999895,0.878476193624065,1.9915776927141187e-05,7.644648876556012e-05,2.686868581963653e-05
