evidence_scope,phase,metric,M1b_R1,M1_R1
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,pairwise_side_error_rms,0.013615097434801698,0.012356612668215678
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,progress_error_peak,0.010185883516394156,0.006120349582498186
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,progress_error_IAE,0.0368782024291571,0.03360792231780796
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,progress_error_rms,0.002859690083590146,0.0025222086547497745
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,J_risk_0p5,0.1850763448022364,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,J_risk_0p7,0.2748581916375456,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,native_aligned_maximum_spacing_seconds,0.010864019393920898,0.010838508605957031
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,native_aligned_sample_count,1500,1500
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,controller_raw_above_0p155_duration_seconds,0.4201071262359619,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,controller_raw_above_0p160_duration_seconds,0.28009676933288574,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,raw_first_above_0p160_relative_seconds,3.7005391120910645,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,applied_wheel_peak_mps,0.16,0.1456495964856359
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,physical_speed_limiter_max_continuous_seconds,0.2899327278137207,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,physical_speed_limiter_samples,29,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,physical_speed_limiter_first_relative_seconds,3.7005391120910645,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,physical_speed_limiter_first_input_output,"{'agv1_left': {'input_degraded_or_raw': 0.11317457369767742, 'applied': 0.11317457369767742}, 'agv1_right': {'input_degraded_or_raw': 0.09249516573434266, 'applied': 0.09249516573434266}, 'agv2_left': {'input_degraded_or_raw': 0.1670177222558179, 'applied': 0.16}, 'agv2_right': {'input_degraded_or_raw': 0.1111656360316099, 'applied': 0.11058134007488882}, 'agv3_left': {'input_degraded_or_raw': 0.09051498764482842, 'applied': 0.09051498764482842}, 'agv3_right': {'input_degraded_or_raw': 0.06895197622611275, 'applied': 0.06895197622611275}}",
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,lateral_error_peak,0.03640020067010492,0.033211497342421875
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,lateral_error_IAE,0.23471891088390004,0.21504363263284196
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,lateral_error_rms,0.018142414826356895,0.016585894893411644
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,longitudinal_error_peak,0.007293075406490801,0.004466232889325105
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,longitudinal_error_IAE,0.02581721033210944,0.023105383347196685
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery,longitudinal_error_rms,0.0020649463408095817,0.0017763920768445703
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,samples,1870,1870
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,observation_duration_seconds,18.701133728027344,18.700226545333862
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,robust_margin_minimum,0.0,0.14760983755131019
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,robust_margin_p05,0.0,0.5180830848214357
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,robust_margin_mean,0.8641765590773792,0.9565751569183637
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_minimum,0.0,0.11596392589621474
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_p05,0.0,0.5293743894822105
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_mean,0.8648547860200007,0.9553154884197326
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_1p0_duration_seconds,2.9401557445526123,1.9497463703155518
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_1p0_fraction,0.1572180482376963,0.10426324866112696
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_0p7_duration_seconds,2.7501168251037598,1.2602317333221436
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_0p7_fraction,0.14705615526304516,0.06739125487421437
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_0p5_duration_seconds,2.5807864665985107,0.8898804187774658
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_margin_below_0p5_fraction,0.13800160482948112,0.04758661167126403
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_contraction_minimum,0.0,2.3177058688927943e-08
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_contraction_peak,0.0,0.025690135119711785
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_contraction_mean,0.0,0.003400529271404791
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_contraction_integral,0.0,0.06359066774930869
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,common_velocity_reference_minimum,0.09986354897110679,0.08130986488028821
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,common_velocity_reference_peak,0.09996681972294984,0.10086520320301333
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,common_velocity_reference_mean,0.09990456752641237,0.09852028201069571
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_boundary_active_fraction,0.0,0.18659851377778142
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,risk_boundary_active_duration_seconds,0,3.4894344806671143
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,actual_reference_reduction_peak_mps,3.3788460883643623e-06,0.007017796935220533
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,actual_reference_reduction_mean_mps,-3.435981749570914e-08,0.00043628592265346607
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,actual_reference_reduction_positive_fraction,0.058288770053475936,0.27807486631016043
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,upper_clipping_reduction_peak_mps,0.0,0.007017796935220533
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,upper_clipping_reduction_mean_mps,0.0,0.0004360804533869702
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,actual_reference_reduction_definition,same_run_candidate_common_velocity_minus_published_common_velocity,same_run_candidate_common_velocity_minus_published_common_velocity
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,controller_raw_wheel_peak_mps,0.17742514132544246,0.15884036074103786
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,controller_raw_wheel_rms_mps,0.12495072429969176,0.12285699388431508
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,controller_raw_above_0p150_duration_seconds,2.940361976623535,1.9494903087615967
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,wheel_demand_capability_ratio_peak,1.1089071332840152,0.9927522546314865
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,disturbed_wheel_peak_mps,0.1710531426273838,0.14745835605561622
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,physical_speed_limiter_duration_seconds,0.5601770877838135,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,heading_error_peak,0.12861003116766326,0.12103979170015444
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,heading_error_IAE,0.5367136681311406,0.5028779278269166
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,heading_error_rms,0.04438224191697701,0.04228234137248341
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,support_error_peak,0.045672106342260606,0.04168861787019098
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,support_error_IAE,0.29761640155672453,0.2753439809853278
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,support_error_rms,0.0191995577197309,0.017727758587077227
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,rigid_fit_error_peak,0.01996278323748874,0.018520848015734084
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,rigid_fit_error_IAE,0.12086498865020699,0.11167570477524927
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,rigid_fit_error_rms,0.00804575187001007,0.007427131874497922
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,pairwise_side_error_peak,0.03836286724274102,0.035727759570076845
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,pairwise_side_error_IAE,0.23970985400113726,0.22187591279204363
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,pairwise_side_error_rms,0.015953862788140035,0.014774259263318032
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,progress_error_peak,0.01258965913374821,0.010494483587622394
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,progress_error_IAE,0.06092892058550046,0.053975146681094155
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,progress_error_rms,0.00426555637656898,0.0036186086922813184
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,J_risk_0p5,1.138753099103621,0.14800334260060724
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,J_risk_0p7,1.6726026913562704,0.3616681471047203
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,native_aligned_maximum_spacing_seconds,0.010864019393920898,0.010838508605957031
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,native_aligned_sample_count,1870,1870
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,controller_raw_above_0p155_duration_seconds,2.580415725708008,0.8901581764221191
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,controller_raw_above_0p160_duration_seconds,1.9306201934814453,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,raw_first_above_0p160_relative_seconds,2.050015687942505,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,applied_wheel_peak_mps,0.16,0.14745835605561622
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,physical_speed_limiter_max_continuous_seconds,0.5601770877838135,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,physical_speed_limiter_samples,56,0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,physical_speed_limiter_first_relative_seconds,3.4302947521209717,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,physical_speed_limiter_first_input_output,"{'agv1_left': {'input_degraded_or_raw': 0.11375224188031871, 'applied': 0.11375224188031871}, 'agv1_right': {'input_degraded_or_raw': 0.09326489064028193, 'applied': 0.09326489064028193}, 'agv2_left': {'input_degraded_or_raw': 0.16290021626902118, 'applied': 0.16}, 'agv2_right': {'input_degraded_or_raw': 0.10391606942160192, 'applied': 0.10391606942160192}, 'agv3_left': {'input_degraded_or_raw': 0.08863771612778205, 'applied': 0.0889961883760035}, 'agv3_right': {'input_degraded_or_raw': 0.06854766101788494, 'applied': 0.06873879909549936}}",
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,lateral_error_peak,0.03640020067010492,0.033211497342421875
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,lateral_error_IAE,0.29144844412157006,0.26895212683507647
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,lateral_error_rms,0.018377582403446394,0.016902817837212595
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,longitudinal_error_peak,0.007293075406490801,0.005409093258853005
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,longitudinal_error_IAE,0.03905811033853323,0.03272999502455056
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,post_trigger,longitudinal_error_rms,0.0026019194859099363,0.0020599253782351747
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,samples,5175,5210
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,observation_duration_seconds,51.750335931777954,52.10013151168823
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,robust_margin_minimum,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,robust_margin_p05,0.27580635320215985,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,robust_margin_mean,0.9458835781795388,0.9796588299793373
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_minimum,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_p05,0.3039162944717703,1.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_mean,0.94615802319843,0.9790592717648672
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_1p0_duration_seconds,3.2702245712280273,2.2797436714172363
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_1p0_fraction,0.06319233512878328,0.04375696577475615
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_0p7_duration_seconds,3.050095796585083,1.5503942966461182
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_0p7_fraction,0.05893866661283126,0.02975797280470012
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_0p5_duration_seconds,2.8505542278289795,1.1499590873718262
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_margin_below_0p5_fraction,0.055082815918081035,0.022072095674342825
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_contraction_minimum,0.0,0.0
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_contraction_peak,0.0,0.025690135119711785
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_contraction_mean,0.0,0.0018259343733958307
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_contraction_integral,0.0,0.09513142098563483
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,common_velocity_reference_minimum,0.09984117737082299,0.08130986488028821
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,common_velocity_reference_peak,0.10000031919744785,0.10086520320301333
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,common_velocity_reference_mean,0.09991882043395203,0.09923113512676073
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_boundary_active_fraction,0.0,0.09634874537001212
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,risk_boundary_active_duration_seconds,0,5.019782304763794
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,actual_reference_reduction_peak_mps,4.2084374500123145e-06,0.007017796935220533
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,actual_reference_reduction_mean_mps,1.772933938740895e-08,0.0001735209191047467
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,actual_reference_reduction_positive_fraction,0.06628019323671498,0.18291746641074855
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,upper_clipping_reduction_peak_mps,0.0,0.007017796935220533
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,upper_clipping_reduction_mean_mps,0.0,0.00017259296884089887
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,actual_reference_reduction_definition,same_run_candidate_common_velocity_minus_published_common_velocity,same_run_candidate_common_velocity_minus_published_common_velocity
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,controller_raw_wheel_peak_mps,0.17742514132544246,0.16511369388635355
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,controller_raw_wheel_rms_mps,0.12035102968877238,0.11945684520092353
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,controller_raw_above_0p150_duration_seconds,3.270766496658325,2.2795724868774414
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,wheel_demand_capability_ratio_peak,1.1089071332840152,1.0319605867897097
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,disturbed_wheel_peak_mps,0.1710531426273838,0.16511369388635355
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,physical_speed_limiter_duration_seconds,0.7402548789978027,0.1701364517211914
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,heading_error_peak,0.12861003116766326,0.12103979170015444
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,heading_error_IAE,0.5770112827286877,0.5412408399166063
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,heading_error_rms,0.026705184642907304,0.02535486136321858
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,support_error_peak,0.045672106342260606,0.04168861787019098
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,support_error_IAE,0.38160175295372506,0.36274348585618804
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,support_error_rms,0.011851624744890028,0.011006060265545353
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,rigid_fit_error_peak,0.01996278323748874,0.018520848015734084
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,rigid_fit_error_IAE,0.13570149965222686,0.12705289982068235
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,rigid_fit_error_rms,0.004856070439145195,0.004471075637514808
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,pairwise_side_error_peak,0.03836286724274102,0.035727759570076845
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,pairwise_side_error_IAE,0.27037019510751126,0.25445093473779673
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,pairwise_side_error_rms,0.009633016641480058,0.008900385859166842
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,progress_error_peak,0.020383623644452842,0.02139767569178233
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,progress_error_IAE,0.09273763634883281,0.09050868279499968
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,progress_error_rms,0.0033192863025108058,0.003229086044340023
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,J_risk_0p5,1.2477226553540623,0.255013925019033
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,J_risk_0p7,1.8372477317612002,0.5239928598420293
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,native_aligned_maximum_spacing_seconds,0.01108241081237793,0.011688709259033203
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,native_aligned_sample_count,5175,5210
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,controller_raw_above_0p155_duration_seconds,2.850363254547119,1.1501126289367676
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,controller_raw_above_0p160_duration_seconds,2.0908799171447754,0.1602799892425537
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,raw_first_above_0p160_relative_seconds,-19.449779748916626,-19.52976655960083
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,applied_wheel_peak_mps,0.16,0.16
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,physical_speed_limiter_max_continuous_seconds,0.5601770877838135,0.1701364517211914
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,physical_speed_limiter_samples,74,17
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,physical_speed_limiter_first_relative_seconds,-19.449779748916626,-19.52976655960083
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,physical_speed_limiter_first_input_output,"{'agv1_left': {'input_degraded_or_raw': 0.16110137384676243, 'applied': 0.16}, 'agv1_right': {'input_degraded_or_raw': 0.1610998546836347, 'applied': 0.16}, 'agv2_left': {'input_degraded_or_raw': 0.16093656942080664, 'applied': 0.16}, 'agv2_right': {'input_degraded_or_raw': 0.16093656155073066, 'applied': 0.16}, 'agv3_left': {'input_degraded_or_raw': 0.15990745348694788, 'applied': 0.15952005202614306}, 'agv3_right': {'input_degraded_or_raw': 0.1599074457691064, 'applied': 0.15952004222473115}}","{'agv1_left': {'input_degraded_or_raw': 0.1611040564470889, 'applied': 0.16}, 'agv1_right': {'input_degraded_or_raw': 0.1611025618216617, 'applied': 0.16}, 'agv2_left': {'input_degraded_or_raw': 0.1605410201733113, 'applied': 0.15932034224580335}, 'agv2_right': {'input_degraded_or_raw': 0.1605410098170344, 'applied': 0.1593203360579303}, 'agv3_left': {'input_degraded_or_raw': 0.16018039970182457, 'applied': 0.1584470689591818}, 'agv3_right': {'input_degraded_or_raw': 0.16018038939233536, 'applied': 0.1584470628060063}}"
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,lateral_error_peak,0.03640020067010492,0.033211497342421875
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,lateral_error_IAE,0.34866655688707066,0.3248259972436758
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,lateral_error_rms,0.011184825522022112,0.010264029841472204
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,longitudinal_error_peak,0.020383623644452842,0.02139767569178233
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,longitudinal_error_IAE,0.06746315411086513,0.06611140327790938
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,full_task,longitudinal_error_rms,0.0026156071473702794,0.002686234372400447
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery_time,heading,9.530079650878907,8.900046634674073
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery_time,support,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery_time,rigid_fit,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery_time,lateral,,
EFFECT_EXPLORATION_ONLY / NOT_FORMAL_PAPER_EVIDENCE,recovery_time,longitudinal,4.780300188064575,4.110365915298462
