topic,bag_stamp,header_stamp,frame_id,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,orientation_x,orientation_y,orientation_z,orientation_w
/agv1/imu,1789464618.4029217,1789464618.4027383,agv1/imu_link,0.0012584265787154436,-0.00015908283239696175,-0.0014445119304582477,-0.13197967410087585,0.026961682364344597,9.804523468017578,-0.0019848847296088934,-0.0044411285780370235,-0.02815181016921997,-0.9995917677879333
/agv1/imu,1789464618.414909,1789464618.4147947,agv1/imu_link,0.0030750823207199574,-0.0005923611461184919,-0.001011615269817412,-0.0641615092754364,0.09212297946214676,9.855984687805176,-0.0019960871431976557,-0.004437023773789406,-0.028143752366304398,-0.999592125415802
/agv1/imu,1789464618.4228606,1789464618.422772,agv1/imu_link,0.002915943507105112,0.0019718327093869448,0.0008245537173934281,-0.0976184606552124,0.10841330140829086,9.820775032043457,-0.002008346375077963,-0.004439127631485462,-0.02814381569623947,-0.9995919466018677
/agv2/imu,1789464618.4246776,1789464618.4177241,agv2/imu_link,0.0020799855701625347,-0.00013749932986684144,0.0012621672358363867,0.028810996562242508,-0.010030803270637989,9.764551162719727,-0.0003952020488213748,-0.000609489216003567,0.1662842333316803,-0.9860776662826538
/agv3/imu,1789464618.4247012,1789464618.417573,agv3/imu_link,-0.001548265339806676,-9.677483467385173e-05,0.003324150573462248,0.009667274542152882,-0.0028363827150315046,9.799349784851074,0.00030949775828048587,0.00044655133388005197,0.09256544709205627,-0.9957063794136047
/agv3/imu,1789464618.4289677,1789464618.4255693,agv3/imu_link,-0.0018688556738197803,-0.0013078299816697836,0.0030997097492218018,-0.013891726732254028,-0.0010252875508740544,9.83996868133545,0.00031498257885687053,0.0004511915612965822,0.09255434572696686,-0.9957073926925659
/agv2/imu,1789464618.4289865,1789464618.425761,agv2/imu_link,0.0016486068489030004,-0.00283229723572731,-0.0002788934507407248,0.008973607793450356,-0.004598624538630247,9.82325553894043,-0.00040119924233295023,-0.0006115837022662163,0.16628366708755493,-0.9860777258872986
/agv1/imu,1789464618.4349258,1789464618.4347742,agv1/imu_link,0.0025078754406422377,0.003122270107269287,0.0019303116714581847,-0.05331060290336609,0.05411222204566002,9.816261291503906,-0.002021862892434001,-0.004451816435903311,-0.0281523484736681,-0.9995917677879333
/agv3/imu,1789464618.4414616,1789464618.4375656,agv3/imu_link,-0.0009617574396543205,0.003139319596812129,0.0016823385376483202,-0.021140649914741516,-0.017325151711702347,9.860730171203613,0.00031941200722940266,0.0004429821274243295,0.09253916144371033,-0.9957088232040405
/agv1/imu,1789464618.4428475,1789464618.4427352,agv1/imu_link,0.0012684898683801293,0.005611789412796497,0.001209251582622528,-0.03703424707055092,0.04053695499897003,9.772021293640137,-0.0020251390524208546,-0.004464123398065567,-0.0281569492071867,-0.9995915293693542
/agv2/imu,1789464618.4460628,1789464618.437732,agv2/imu_link,-0.000756284745875746,-0.002181396121159196,-0.0003642775409389287,0.024302495643496513,0.021656939759850502,9.832287788391113,-0.00040344768785871565,-0.0006113393465057015,0.16628670692443848,-0.9860772490501404
/agv2/imu,1789464618.4507546,1789464618.4457586,agv2/imu_link,-0.00039971829392015934,-0.0016650196630507708,-0.0010595361236482859,-0.09472181648015976,-0.025421995669603348,9.762744903564453,-0.0004027878458146006,-0.000619039754383266,0.1662893295288086,-0.9860767722129822
/agv3/imu,1789464618.4537716,1789464618.4455588,agv3/imu_link,-0.0022685802541673183,0.0010433616116642952,-0.00022672535851597786,0.0132917370647192,-0.03543611243367195,9.823720932006836,0.0003263341204728931,0.00043769305921159685,0.0925370305776596,-0.9957091212272644
/agv1/imu,1789464618.4548457,1789464618.4547672,agv1/imu_link,0.0010637147352099419,0.0038177380338311195,0.001015723217278719,-0.04788515344262123,0.021531574428081512,9.836122512817383,-0.002025061519816518,-0.0044797128066420555,-0.028164274990558624,-0.9995912909507751
/agv3/imu,1789464618.460354,1789464618.4575737,agv3/imu_link,-0.0021162978373467922,0.00019964345847256482,-0.001599414274096489,0.009667274542152882,-0.024569537490606308,9.772270202636719,0.00033649083343334496,0.00043680783710442483,0.09254302829504013,-0.9957085251808167
/agv2/imu,1789464618.4603877,1789464618.4577591,agv2/imu_link,0.00023715270799584687,0.000414784939493984,-0.0012376364320516586,0.02790929563343525,0.06420905143022537,9.788033485412598,-0.0004091307055205107,-0.0006412714719772339,0.16629523038864136,-0.9860756993293762
/agv1/imu,1789464618.4628115,1789464618.46272,agv1/imu_link,0.0015782946720719337,0.002775910310447216,-0.0002041429397650063,-0.08315059542655945,0.0025261947885155678,9.827997207641602,-0.002024197019636631,-0.004488001577556133,-0.028164925053715706,-0.9995911717414856
/agv3/imu,1789464618.468191,1789464618.465621,agv3/imu_link,-0.001509586232714355,0.0002904093125835061,-0.0005483831046149135,0.027789581567049026,0.0007858095923438668,9.830039978027344,0.0003424117749091238,0.00043794236262328923,0.09254586696624756,-0.9957082271575928
