topic,bag_stamp,header_stamp,frame_id,robot_localization_source_1,robot_localization_source_2,robot_localization_source_3,robot_pose_valid_1,robot_pose_valid_2,robot_pose_valid_3,robot_pose_stamp_1,robot_pose_stamp_2,robot_pose_stamp_3,robot_pose_x_1,robot_pose_x_2,robot_pose_x_3,robot_pose_y_1,robot_pose_y_2,robot_pose_y_3,robot_pose_yaw_1,robot_pose_yaw_2,robot_pose_yaw_3,support_pose_valid_1,support_pose_valid_2,support_pose_valid_3,support_pose_x_1,support_pose_x_2,support_pose_x_3,support_pose_y_1,support_pose_y_2,support_pose_y_3,support_pose_yaw_1,support_pose_yaw_2,support_pose_yaw_3,path_state_valid_1,path_state_valid_2,path_state_valid_3,s_actual_1,s_actual_2,s_actual_3,s_dot_actual_1,s_dot_actual_2,s_dot_actual_3,load_localization_source,load_pose_valid,load_pose_stamp,load_pose_x,load_pose_y,load_pose_yaw,load_path_state_valid,load_s_actual,load_s_dot_actual
/multi_agv/cooperative_state,1789388844.1688895,1789388844.1679142,world,1,1,1,True,True,True,1789388844.1656368,1789388844.166329,1789388844.167404,0.1917789053739637,-0.18489333013827042,-0.18486794532998863,-6.103090745828434e-12,0.15000000000033778,-0.1499999999996251,-1.4689553129443311e-08,7.536833379617747e-10,7.867169138364716e-10,True,True,True,0.1739489053739637,-0.08581333013827042,-0.08578794532998862,2.558116415521458e-10,0.1500000000750127,-0.1499999999216772,-1.4689553129443311e-08,7.536833379617747e-10,7.867169138364716e-10,True,True,True,0.000743824617075999,0.0007892102401734857,0.0008145950484552786,0.009465347628880086,0.009893757605455298,0.010131980391883783,1,True,1789388844.1656368,0.0007825433019015929,1.3638238686691092e-10,4.2313087925791695e-05,True,0.0007825433019015929,0.009831492340821762
/multi_agv/cooperative_state,1789388844.1790202,1789388844.1780078,world,1,1,1,True,True,True,1789388844.173649,1789388844.174313,1789388844.1753654,0.19193561249866728,-0.18473414107139174,-0.1847074362395572,-8.568519308593748e-12,0.1500000000004647,-0.1499999999994919,-1.6775877131891548e-08,8.411467078417445e-10,8.729368339288612e-10,True,True,True,0.1741056124986673,-0.08565414107139174,-0.08562743623955721,2.9054536995303253e-10,0.1500000000838055,-0.1499999999130013,-1.6775877131891548e-08,8.411467078417445e-10,8.729368339288612e-10,True,True,True,0.0009005317417795998,0.0009483993070521599,0.0009751041388867036,0.011483944591069379,0.011902627560507875,0.012137710328138162,1,True,1789388844.173649,0.0009413450625728181,1.5378318988769858e-10,4.4513692336917884e-05,True,0.0009413450625728181,0.011843113485595552
/multi_agv/cooperative_state,1789388844.1889977,1789388844.1879559,world,1,1,1,True,True,True,1789388844.1856287,1789388844.1862915,1789388844.1873653,0.1921897584203458,-0.18447555424941028,-0.18443603844396786,-1.3247605097651442e-11,0.1500000000006995,-0.1499999999992377,-1.9995499034308757e-08,9.707821213567058e-10,1.0004392869689127e-09,True,True,True,0.17435975842034582,-0.08539555424941028,-0.08535603844396786,3.4327214268407367e-10,0.15000000009688458,-0.14999999990011417,-1.999549903430876e-08,9.707821213567058e-10,1.0004392869689127e-09,True,True,True,0.0011546776634581168,0.0012069861290336281,0.0012465019344760492,0.013430141207544394,0.013839658393957385,0.014233523092065175,1,True,1789388844.1856287,0.0012027219089892627,1.8001417949112693e-10,6.586928245631705e-05,True,0.0012027219089892627,0.01383863144026235
/multi_agv/cooperative_state,1789388844.1986823,1789388844.197944,world,1,1,1,True,True,True,1789388844.1936677,1789388844.194324,1789388844.195367,0.19239052847602678,-0.1842721108844858,-0.18423163791654004,-1.7497999166267128e-11,0.1500000000009059,-0.14999999999902436,-2.2345417516334003e-08,1.0586105325671724e-09,1.0869989353068377e-09,True,True,True,0.1745605284760268,-0.0851921108844858,-0.08515163791654004,3.809207951499681e-10,0.15000000010579304,-0.1499999998913245,-2.2345417516334e-08,1.0586105325671724e-09,1.0869989353068377e-09,True,True,True,0.0013554477191390787,0.001410429493958104,0.0014509024619038641,0.015739015674516924,0.016137194165085404,0.016495679386545257,1,True,1789388844.1936677,0.001405593225000353,1.984631070620067e-10,6.746523929079584e-05,True,0.001405593225000353,0.016122129349951594
/multi_agv/cooperative_state,1789388844.2087803,1789388844.2079084,world,1,1,1,True,True,True,1789388844.2056277,1789388844.206329,1789388844.2074032,0.19271127822293999,-0.1839461113561057,-0.1838899366967929,-2.5254060232349348e-11,0.15000000000127278,-0.149999999998631,-2.59788461853816e-08,1.1887260065179817e-09,1.2153522632729619e-09,True,True,True,0.17488127822294,-0.0848661113561057,-0.0848099366967929,4.379487672530045e-10,0.15000000011905176,-0.1499999998782139,-2.59788461853816e-08,1.1887260065179817e-09,1.2153522632729619e-09,True,True,True,0.0016761974660522943,0.001736429022338208,0.0017926036816510026,0.017954907406358966,0.018340776823867356,0.01887448972000142,1,True,1789388844.2056277,0.0017350767233471713,2.2626220342116962e-10,9.364095913400725e-05,True,0.0017350767233471713,0.018386766515133175
/multi_agv/cooperative_state,1789388844.2186162,1789388844.2179117,world,1,1,1,True,True,True,1789388844.213645,1789388844.2143111,1789388844.2153642,0.19295850181456367,-0.18369728078210837,-0.1836393420322542,-3.20069766494111e-11,0.1500000000015795,-0.14999999999831556,-2.865118631234509e-08,1.2767227275389814e-09,1.3022090072922765e-09,True,True,True,0.1751285018145637,-0.08461728078210837,-0.08455934203225421,4.788436752997017e-10,0.1500000001280772,-0.1499999998692927,-2.865118631234509e-08,1.2767227275389814e-09,1.3022090072922765e-09,True,True,True,0.0019234210576759806,0.001985259596335539,0.0020431983461897014,0.020531177831243495,0.020907401899604668,0.02139512173229668,1,True,1789388844.213645,0.0019839596667337402,2.4587606950812124e-10,9.6582133995139e-05,True,0.0019839596667337402,0.020945505837203223
/multi_agv/cooperative_state,1789388844.2287989,1789388844.227927,world,1,1,1,True,True,True,1789388844.2256277,1789388844.2263274,1789388844.2273982,0.19335087053563588,-0.1833001217887843,-0.18322473494366004,-4.406994388312845e-11,0.1500000000021132,-0.14999999999774882,-3.2810945960193294e-08,1.407894689720024e-09,1.4316148266857454e-09,True,True,True,0.1755208705356359,-0.0842201217887843,-0.08414473494366004,5.409492225871178e-10,0.1500000001416074,-0.14999999985590443,-3.2810945960193294e-08,1.407894689720024e-09,1.4316148266857454e-09,True,True,True,0.002315789778748202,0.002382418589659617,0.002457805434783867,0.02297387358582531,0.023336261021013705,0.024006726898532442,1,True,1789388844.2256277,0.0023853379343972228,2.7555073038590105e-10,0.00012567073804416607,True,0.0023853379343972228,0.023436970041088034
/multi_agv/cooperative_state,1789388844.238592,1789388844.2379286,world,1,1,1,True,True,True,1789388844.2336266,1789388844.2343135,1789388844.235365,0.193647786711712,-0.1830013658358621,-0.18292336835165235,-5.426869269953149e-11,0.15000000000254712,-0.1499999999973041,-3.588688635147719e-08,1.4970171768879936e-09,1.5196968128350363e-09,True,True,True,0.17581778671171203,-0.0839213658358621,-0.08384336835165235,5.855944909473067e-10,0.1500000001508716,-0.14999999984673254,-3.588688635147719e-08,1.4970171768879936e-09,1.5196968128350363e-09,True,True,True,0.0026127059548243297,0.002681174542581807,0.002759172026791556,0.025802983846191133,0.026150936738744045,0.026770984405698424,1,True,1789388844.2336266,0.00268435084139923,2.965778456202429e-10,0.00013002353219680689,True,0.00268435084139923,0.02623793901286892
/multi_agv/cooperative_state,1789388844.2485952,1789388844.2479067,world,1,1,1,True,True,True,1789388844.2456272,1789388844.2463272,1789388844.247393,0.1941170185236839,-0.18252814158138272,-0.1824308889446027,-7.224189942002719e-11,0.15000000000328761,-0.1499999999965234,-4.0706929826939124e-08,1.629913537470884e-09,1.6509198452752116e-09,True,True,True,0.17628701852368392,-0.08344814158138272,-0.08335088894460269,6.535626593942971e-10,0.15000000016477943,-0.14999999983295026,-4.070692982693912e-08,1.629913537470884e-09,1.6509198452752116e-09,True,True,True,0.003081937766796229,0.0031543987970611897,0.0032516514338412194,0.02846255183986062,0.028798843353804157,0.02960568461629904,1,True,1789388844.2456272,0.0031626626658995405,3.28463941237168e-10,0.0001621264457915504,True,0.0031626626658995405,0.02895314149686145
/multi_agv/cooperative_state,1789388844.258591,1789388844.2579246,world,1,1,1,True,True,True,1789388844.253647,1789388844.2543104,1789388844.2553635,0.1944670083306227,-0.18217763017294397,-0.18207686199403997,-8.711610434896675e-11,0.15000000000387478,-0.14999999999592306,-4.4291002421203984e-08,1.7203807267662796e-09,1.7404477858917744e-09,True,True,True,0.1766370083306227,-0.08309763017294397,-0.08299686199403997,7.025924688210999e-10,0.1500000001743301,-0.1499999998234795,-4.4291002421203984e-08,1.7203807267662796e-09,1.7404477858917744e-09,True,True,True,0.0034319275737350026,0.0035049102054999317,0.0036056783844039346,0.03149804936297909,0.03182029199555228,0.03256789940165099,1,True,1789388844.253647,0.003514172054546294,3.511476850096187e-10,0.00016798786136598245,True,0.003514172054546294,0.031968732495294874
