topic,bag_stamp,header_stamp,serial_receive_stamp,robot_id,feedback_seq,command_seq_applied,packet_seq,wheel_left_raw,wheel_right_raw,wheel_left_applied,wheel_right_applied,wheel_left_firmware_target_nominal,wheel_right_firmware_target_nominal,wheel_left_firmware_feedback_nominal,wheel_right_firmware_feedback_nominal,wheel_left_actual,wheel_right_actual,linear_velocity_actual,angular_velocity_actual,battery_voltage,control_loop_overrun,speed_limit_active_left,speed_limit_active_right,accel_limit_active_left,accel_limit_active_right,decel_limit_active_left,decel_limit_active_right
/agv1/chassis_feedback,1789388844.1658022,1789388844.1656368,1789388844.165635,1,164,146,409,0.019557700220405906,0.01955766494276643,0.019557700220405906,0.01955766494276643,0.018140039725671454,0.018018002927337472,0.015764251258387565,0.01566676169643013,0.01695647555428059,0.01695644231256988,0.016956458933425234,-2.453546362318092e-07,0.0,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789388844.166471,1789388844.166329,1789388844.166328,2,162,146,404,0.01993923136590655,0.01993923289179811,0.01993923136590655,0.01993923289179811,0.018102708601475285,0.01798678873020075,0.015779427891963668,0.01574417877528,0.017348679388056572,0.017348680897262846,0.01734868014265971,1.0835422957181905e-08,0.0,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789388844.1676004,1789388844.167404,1789388844.1674023,3,158,146,392,0.020155180396091116,0.020155181877208692,0.020155180396091116,0.020155181877208692,0.018399871540087494,0.01830630506036849,0.0161166965421899,0.015997912163424506,0.01759217551736887,0.017592176980999664,0.017592176249184268,1.0698833159138019e-08,0.0,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789388844.1739385,1789388844.173649,1789388844.1736479,1,165,146,411,0.019557700220405906,0.01955766494276643,0.019557700220405906,0.01955766494276643,0.018140039725671454,0.018018002927337472,0.01818258159390136,0.01807013938117243,0.019557700220405906,0.01955766494276643,0.019557682581586168,-2.603816775923117e-07,0.0,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789388844.1744606,1789388844.174313,1789388844.1743114,2,163,146,406,0.01993923136590655,0.01993923289179811,0.01993923136590655,0.01993923289179811,0.018102708601475285,0.01798678873020075,0.01813565496957103,0.01809514216956644,0.01993923136590655,0.01993923289179811,0.01993923212885233,1.0955215807458056e-08,0.0,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789388844.175411,1789388844.1753654,1789388844.1753652,3,159,147,394,0.02261699677567522,0.02261699822926832,0.02261699677567522,0.02261699822926832,0.020647289040176736,0.020542293870490225,0.01846473881960669,0.0183286485611008,0.020155180396091116,0.020155181877208692,0.020155181136649904,1.0826657862715777e-08,0.0,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789388844.1858537,1789388844.1856287,1789388844.1856284,1,166,148,414,0.024994577049001567,0.02499453741313597,0.024994577049001567,0.02499453741313597,0.023182818812315056,0.023026861826053336,0.02049699097694111,0.020370238889664972,0.022047144563995064,0.022047107584752305,0.022047126074373685,-2.7294108700043165e-07,0.0,False,False,False,False,False,False,False
/agv2/chassis_feedback,1789388844.1863563,1789388844.1862915,1789388844.1862912,2,164,148,409,0.0253471765547881,0.025347178078920247,0.0253471765547881,0.025347178078920247,0.023012549612421492,0.022865189422600705,0.020385817165603108,0.020340277585485737,0.022413170394454424,0.022413171892229376,0.0224131711433419,1.0753351207312224e-08,0.0,False,False,False,False,False,False,False
/agv3/chassis_feedback,1789388844.1875272,1789388844.1873653,1789388844.187365,3,160,148,397,0.025545875664765974,0.025545877144730653,0.025545875664765974,0.025545877144730653,0.023321092710333696,0.023202500622182418,0.02072007941083583,0.020567366475618624,0.02261699677567522,0.02261699822926832,0.02261699750247177,1.0625459735903755e-08,0.0,False,False,False,False,False,False,False
/agv1/chassis_feedback,1789388844.1938124,1789388844.1936677,1789388844.1936622,1,167,148,416,0.024994577049001567,0.02499453741313597,0.024994577049001567,0.02499453741313597,0.023182818812315056,0.023026861826053336,0.023237186963544383,0.023093491791838082,0.02499457704900157,0.02499453741313597,0.02499455723106877,-2.925494259272042e-07,0.0,False,False,False,False,False,False,False
