stamp,load_s_reference,load_velocity_reference,evaluation_active,agv1_position_error,agv1_velocity_error,agv1_psi,agv1_gamma,agv1_gamma_inverse_upsilon,agv1_composite_error,agv1_channel_input_raw,agv1_channel_input_limited,agv1_theta_hat_1,agv1_theta_hat_2,agv1_disturbance_estimate,agv2_position_error,agv2_velocity_error,agv2_psi,agv2_gamma,agv2_gamma_inverse_upsilon,agv2_composite_error,agv2_channel_input_raw,agv2_channel_input_limited,agv2_theta_hat_1,agv2_theta_hat_2,agv2_disturbance_estimate,agv3_position_error,agv3_velocity_error,agv3_psi,agv3_gamma,agv3_gamma_inverse_upsilon,agv3_composite_error,agv3_channel_input_raw,agv3_channel_input_limited,agv3_theta_hat_1,agv3_theta_hat_2,agv3_disturbance_estimate
1789391696.4011433,nan,nan,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789391696.4111416,0.01501173634322965,0.0999988912029602,True,-0.013457995637809328,-0.08308384356469105,-0.10607852933976364,1.7239007483077164,-4.197908068518742e-06,-0.12222812410513484,0.3501382210062848,0.3501382210062848,-2.0773110234576086e-06,-2.758530228955362e-07,0.11817540177012367,-0.013427243703551696,-0.08293486543729064,-0.1058218919825456,1.7214029397882744,-4.183222915654931e-06,-0.12193458442680763,0.34981447957775835,0.34981447957775835,-2.1508668277689192e-06,-2.8337929063226304e-07,0.11803036376353145,-0.01345645606141271,-0.08308502875316398,-0.1060805724988515,1.723920648158988,-4.198024988198801e-06,-0.12222831977254675,0.3501358081323676,0.3501358081323676,-2.0791598158377947e-06,-2.7583201760282717e-07,0.11817534057479556
1789391696.4211805,0.016001007874094576,0.0999988912029602,True,-0.014114739076556157,-0.08101274740298427,-0.10254370394484934,1.6898068472894925,-3.995835282251867e-06,-0.11948139083671672,0.35182325717513946,0.35182325717513946,-2.528905302224303e-06,-3.621845395252228e-07,0.12007924072507277,-0.014071812357057047,-0.08067535304596032,-0.10197448925184562,1.6843792372791213,-3.963342882310549e-06,-0.11886066408031407,0.3512863846112757,0.3512863846112757,-2.6088520185637025e-06,-3.7205604600025963e-07,0.1199175586872808,-0.014117035327047948,-0.08101358375722947,-0.10254511722762405,1.6898203449197393,-3.9959159754990805e-06,-0.11948555962008159,0.35182894200179676,0.35182894200179676,-2.5302226261703964e-06,-3.621596320190352e-07,0.12007926522244548
1789391696.4311411,0.017011532405983444,0.09999624287353524,True,-0.014883882581622744,-0.07862438846853695,-0.09855373542690768,1.652141441023699,-8.318256195717387e-06,-0.11641439452485497,0.35320681906153006,0.35320681906153006,-3.0245136984087645e-06,-4.686256910603338e-07,0.12192580829610423,-0.014837639858837737,-0.07833168793416834,-0.09807081230139542,1.6476388760602447,-8.257656707178206e-06,-0.1158759801320007,0.3526603033529514,0.3526603033529514,-3.111505289982391e-06,-4.806294852492715e-07,0.12174999514555183,-0.01488181553938744,-0.07862543156612303,-0.09855545878004852,1.6521575312683245,-8.318472515309614e-06,-0.11641363742731345,0.35320320499230795,0.35320320499230795,-3.0263144073298655e-06,-4.6859073565895014e-07,0.12192583906231842
1789391696.4413052,0.01800096553033294,0.09999624287353524,True,-0.015477676756740633,-0.07632272246623027,-0.09479133347452416,1.6173944242383473,-7.847199956892904e-06,-0.11336454558261291,0.3541079566539304,0.3541079566539304,-3.5731086605728897e-06,-5.905218655636818e-07,0.12364353981172811,-0.01541963883271796,-0.0758688114882045,-0.09405869800889015,1.6107169936003352,-7.755789394306462e-06,-0.1125622646081517,0.3533239159354963,0.3533239159354963,-3.666433257354451e-06,-6.058299766918582e-07,0.12344758929372504,-0.015463429739881827,-0.0761266120671573,-0.09447442934733184,1.614502525220944,-7.807646055195152e-06,-0.11303054503519003,0.3538712027816261,0.3538712027816261,-3.5753981215756203e-06,-5.919301851259725e-07,0.12363499101943237
1789391696.451177,0.01901159095843087,0.09999624287353524,True,-0.016196892880890955,-0.07373828999159872,-0.09065984179713008,1.580117923103593,-7.333333873924246e-06,-0.11009611325419921,0.3547026235709053,0.3547026235709053,-4.166060990295986e-06,-7.358418440988128e-07,0.12530176919657313,-0.016135542673984652,-0.07332242830448041,-0.09000394570731486,1.5742849193827197,-7.252149083984335e-06,-0.10936659691609645,0.3538882046793061,0.3538882046793061,-4.266059946603974e-06,-7.542451767629062e-07,0.12508787958952228,-0.016182844528771393,-0.07357893805535218,-0.09040822554197678,1.577877502235919,-7.302175670623582e-06,-0.10982763897650245,0.35448033754011515,0.35448033754011515,-4.169014311333265e-06,-7.384534745239585e-07,0.12528645302995528
1789391696.4612985,0.020005342820513833,0.09999624287353524,True,-0.016711397926057466,-0.07102527623650205,-0.08642392459031326,1.542857769493041,-6.811262804934422e-06,-0.10647760210158222,0.3543822011219342,0.3543822011219342,-4.810346080048994e-06,-9.00090763275749e-07,0.12683474522784247,-0.016648525926483068,-0.07064475548000355,-0.08583780264981151,1.5377787156531515,-6.739473413134787e-06,-0.1058160337615912,0.3535410396827114,0.3535410396827114,-4.91639994425368e-06,-9.212365358165557e-07,0.12660554093153062,-0.01669731834434869,-0.07089964198280059,-0.0862301944317071,1.54117693293116,-6.787521320675363e-06,-0.10626697644492553,0.3541767050523532,0.3541767050523532,-4.8140703846241815e-06,-9.036225426095859e-07,0.12681443668607947
1789391696.4711814,0.021001314688096875,0.0999932399832299,True,-0.016711397926057466,-0.07102527623650205,-0.08642392459031326,1.542857769493041,-6.811262804934422e-06,-0.10647760210158222,0.3543822011219342,0.3543822011219342,-4.810346080048994e-06,-9.00090763275749e-07,0.12683474522784247,-0.016648525926483068,-0.07064475548000355,-0.08583780264981151,1.5377787156531515,-6.739473413134787e-06,-0.1058160337615912,0.3535410396827114,0.3535410396827114,-4.91639994425368e-06,-9.212365358165557e-07,0.12660554093153062,-0.01669731834434869,-0.07089964198280059,-0.0862301944317071,1.54117693293116,-6.787521320675363e-06,-0.10626697644492553,0.3541767050523532,0.3541767050523532,-4.8140703846241815e-06,-9.036225426095859e-07,0.12681443668607947
1789391696.4811938,0.022002362612514426,0.0999932399832299,True,-0.01781333673353639,-0.06541548751929484,-0.07797295604254172,1.4714455003880036,-6.6600150053907845e-06,-0.09934896012278538,0.35250536386222286,0.35250536386222286,-6.2182101565548075e-06,-1.2962839242177248e-06,0.12964179714804563,-0.017744917553332233,-0.06504521998227872,-0.07742895496227002,1.4669811429582802,-6.585572416957265e-06,-0.09872285602626871,0.35153433742099977,0.35153433742099977,-6.335259081519709e-06,-1.3225989084949185e-06,0.12938473985967303,-0.01779658713272677,-0.0652777137489938,-0.07777034416668967,1.4697808709546278,-6.632269234491956e-06,-0.09912624872596179,0.35223229029427006,0.35223229029427006,-6.22294800716514e-06,-1.301773668784082e-06,0.12961139639172375
1789391696.4911401,0.023011497090242663,0.0999932399832299,True,-0.01843162988522001,-0.062488895017399744,-0.07371754505509517,1.436955493664724,-6.082462294629471e-06,-0.09583550091735918,0.3509721245106554,0.3509721245106554,-6.980443228037293e-06,-1.5305377197198862e-06,0.13092691592435032,-0.018356152983776165,-0.06213472274788058,-0.07320933370416546,1.4329027682392286,-6.014257896733763e-06,-0.09523671728469686,0.3499395765583184,0.3499395765583184,-7.103023180471506e-06,-1.5591340866472446e-06,0.13065748753547213,-0.018413720819927544,-0.06235717700344502,-0.07352837163166456,1.4354452771409285,-6.057054027103323e-06,-0.09562483661557761,0.350680899920228,0.350680899920228,-6.98567697018194e-06,-1.5369096925800758e-06,0.13089202727012725
