topic,bag_stamp,header_stamp,confidence
/camera/world/agv1_confidence,1789710623.0686126,1789710623.0686126,0.6673
/camera/world/agv2_confidence,1789710623.0687842,1789710623.0687842,0.6567
/camera/world/agv3_confidence,1789710623.0688224,1789710623.0688224,0.6572
/camera/world/agv1_confidence,1789710623.089791,1789710623.089791,0.6674
/camera/world/agv2_confidence,1789710623.090016,1789710623.090016,0.6572
/camera/world/agv3_confidence,1789710623.090024,1789710623.090024,0.6576
/camera/world/agv2_confidence,1789710623.1232204,1789710623.1232204,0.6568
/camera/world/agv1_confidence,1789710623.1232336,1789710623.1232336,0.6681
/camera/world/agv3_confidence,1789710623.1232793,1789710623.1232793,0.6579
/camera/world/agv1_confidence,1789710623.1696427,1789710623.1696427,0.6669
/camera/world/agv3_confidence,1789710623.1696537,1789710623.1696537,0.6581
/camera/world/agv2_confidence,1789710623.1696644,1789710623.1696644,0.6572
/camera/world/agv1_confidence,1789710623.2006319,1789710623.2006319,0.6676
/camera/world/agv3_confidence,1789710623.2008536,1789710623.2008536,0.6566
/camera/world/agv2_confidence,1789710623.200884,1789710623.200884,0.6565
/camera/world/agv2_confidence,1789710623.2322412,1789710623.2322412,0.6565
/camera/world/agv1_confidence,1789710623.2322857,1789710623.2322857,0.6679
/camera/world/agv3_confidence,1789710623.232534,1789710623.232534,0.6579
/camera/world/agv1_confidence,1789710623.2614043,1789710623.2614043,0.6681
/camera/world/agv2_confidence,1789710623.2616055,1789710623.2616055,0.6565
/camera/world/agv3_confidence,1789710623.261726,1789710623.261726,0.6578
/camera/world/agv2_confidence,1789710623.2983553,1789710623.2983553,0.6574
/camera/world/agv1_confidence,1789710623.298397,1789710623.298397,0.6681
/camera/world/agv3_confidence,1789710623.2986007,1789710623.2986007,0.6571
/camera/world/agv2_confidence,1789710623.3255377,1789710623.3255377,0.6568
/camera/world/agv1_confidence,1789710623.3255785,1789710623.3255785,0.6684
/camera/world/agv3_confidence,1789710623.3255818,1789710623.3255818,0.658
/camera/world/agv1_confidence,1789710623.3571846,1789710623.3571846,0.6675
/camera/world/agv2_confidence,1789710623.357223,1789710623.357223,0.6563
/camera/world/agv3_confidence,1789710623.3572676,1789710623.3572676,0.6572
/camera/world/agv1_confidence,1789710623.38869,1789710623.38869,0.6666
/camera/world/agv3_confidence,1789710623.3887048,1789710623.3887048,0.6571
/camera/world/agv2_confidence,1789710623.3887062,1789710623.3887062,0.6563
/camera/world/agv1_confidence,1789710623.439771,1789710623.439771,0.6688
/camera/world/agv3_confidence,1789710623.4397883,1789710623.4397883,0.6578
/camera/world/agv2_confidence,1789710623.439999,1789710623.439999,0.6564
/camera/world/agv1_confidence,1789710623.4693177,1789710623.4693177,0.6679
/camera/world/agv2_confidence,1789710623.4693232,1789710623.4693232,0.6552
/camera/world/agv3_confidence,1789710623.4695675,1789710623.4695675,0.6575
/camera/world/agv2_confidence,1789710623.5054047,1789710623.5054047,0.6568
/camera/world/agv1_confidence,1789710623.5054462,1789710623.5054462,0.6679
/camera/world/agv3_confidence,1789710623.505611,1789710623.505611,0.6572
/camera/world/agv1_confidence,1789710623.528343,1789710623.528343,0.6581
/camera/world/agv2_confidence,1789710623.528372,1789710623.528372,0.6564
/camera/world/agv3_confidence,1789710623.5286193,1789710623.5286193,0.6576
/camera/world/agv1_confidence,1789710623.5589375,1789710623.5589375,0.668
/camera/world/agv3_confidence,1789710623.5590093,1789710623.5590093,0.6574
/camera/world/agv2_confidence,1789710623.5590227,1789710623.5590227,0.6566
/camera/world/agv3_confidence,1789710623.5925765,1789710623.5925765,0.6582
/camera/world/agv2_confidence,1789710623.5929515,1789710623.5929515,0.6561
/camera/world/agv1_confidence,1789710623.5929546,1789710623.5929546,0.6672
/camera/world/agv1_confidence,1789710623.6247356,1789710623.6247356,0.6674
/camera/world/agv3_confidence,1789710623.6247625,1789710623.6247625,0.6586
/camera/world/agv2_confidence,1789710623.6250024,1789710623.6250024,0.6573
/camera/world/agv1_confidence,1789710623.6570425,1789710623.6570425,0.6673
/camera/world/agv2_confidence,1789710623.6573472,1789710623.6573472,0.6573
/camera/world/agv3_confidence,1789710623.657451,1789710623.657451,0.6578
/camera/world/agv1_confidence,1789710623.7024958,1789710623.7024958,0.6674
/camera/world/agv2_confidence,1789710623.702549,1789710623.702549,0.6567
/camera/world/agv3_confidence,1789710623.7026088,1789710623.7026088,0.6582
/camera/world/agv2_confidence,1789710623.7312078,1789710623.7312078,0.657
/camera/world/agv1_confidence,1789710623.731242,1789710623.731242,0.6677
/camera/world/agv3_confidence,1789710623.7313185,1789710623.7313185,0.6575
/camera/world/agv1_confidence,1789710623.765256,1789710623.765256,0.6668
/camera/world/agv2_confidence,1789710623.765421,1789710623.765421,0.6561
/camera/world/agv3_confidence,1789710623.7655494,1789710623.7655494,0.6578
/camera/world/agv1_confidence,1789710623.7953253,1789710623.7953253,0.666
/camera/world/agv2_confidence,1789710623.7953541,1789710623.7953541,0.6567
/camera/world/agv3_confidence,1789710623.795525,1789710623.795525,0.6584
/camera/world/agv1_confidence,1789710623.829452,1789710623.829452,0.6666
/camera/world/agv2_confidence,1789710623.8295197,1789710623.8295197,0.6563
/camera/world/agv3_confidence,1789710623.8295915,1789710623.8295915,0.657
/camera/world/agv1_confidence,1789710623.8585925,1789710623.8585925,0.6673
/camera/world/agv2_confidence,1789710623.8587182,1789710623.8587182,0.6564
/camera/world/agv3_confidence,1789710623.858795,1789710623.858795,0.6579
/camera/world/agv2_confidence,1789710623.8892946,1789710623.8892946,0.6568
/camera/world/agv1_confidence,1789710623.889309,1789710623.889309,0.6661
/camera/world/agv3_confidence,1789710623.8895361,1789710623.8895361,0.6554
/camera/world/agv2_confidence,1789710623.9228091,1789710623.9228091,0.6554
/camera/world/agv1_confidence,1789710623.922943,1789710623.922943,0.6679
/camera/world/agv3_confidence,1789710623.9230385,1789710623.9230385,0.6574
/camera/world/agv1_confidence,1789710623.968851,1789710623.968851,0.6693
/camera/world/agv3_confidence,1789710623.9688618,1789710623.9688618,0.6578
/camera/world/agv2_confidence,1789710623.9688876,1789710623.9688876,0.6563
/camera/world/agv1_confidence,1789710623.999431,1789710623.999431,0.652
/camera/world/agv3_confidence,1789710623.9994752,1789710623.9994752,0.658
/camera/world/agv2_confidence,1789710623.9995036,1789710623.9995036,0.6563
/camera/world/agv2_confidence,1789710624.0325859,1789710624.0325859,0.6564
/camera/world/agv3_confidence,1789710624.0326183,1789710624.0326183,0.6578
/camera/world/agv1_confidence,1789710624.032637,1789710624.032637,0.655
